year,year_max,geo,disagg,value
2001,2020,WLD,Total,6.1
2001,2020,WLD,Cropland,6.4
2001,2020,WLD,Desert,7.6
2001,2020,WLD,Forest,5.2
2001,2020,WLD,Grassland,6.3
2001,2020,WLD,Shrubland,6.3
2001,2020,WLD,Tundra,5.1
