year,geo,disagg,value
2010,WLD,Total,0
2011,WLD,Total,1
2012,WLD,Total,1
2013,WLD,Total,1
2014,WLD,Total,2
2015,WLD,Total,3
2016,WLD,Total,4
2017,WLD,Total,7
2018,WLD,Total,10
2019,WLD,Total,18
2020,WLD,Total,24
2021,WLD,Total,37
2010,WLD,Post-combustion,0
2011,WLD,Post-combustion,0
2012,WLD,Post-combustion,0
2013,WLD,Post-combustion,0
2014,WLD,Post-combustion,0
2015,WLD,Post-combustion,0
2016,WLD,Post-combustion,0
2017,WLD,Post-combustion,2
2018,WLD,Post-combustion,3
2019,WLD,Post-combustion,6
2020,WLD,Post-combustion,10
2021,WLD,Post-combustion,19
2010,WLD,Other,0
2011,WLD,Other,0
2012,WLD,Other,0
2013,WLD,Other,0
2014,WLD,Other,0
2015,WLD,Other,0
2016,WLD,Other,0
2017,WLD,Other,0
2018,WLD,Other,0
2019,WLD,Other,0
2020,WLD,Other,0
2021,WLD,Other,3
2010,WLD,Oxyfuel,0
2011,WLD,Oxyfuel,0
2012,WLD,Oxyfuel,0
2013,WLD,Oxyfuel,0
2014,WLD,Oxyfuel,0
2015,WLD,Oxyfuel,0
2016,WLD,Oxyfuel,0
2017,WLD,Oxyfuel,0
2018,WLD,Oxyfuel,2
2019,WLD,Oxyfuel,5
2020,WLD,Oxyfuel,6
2021,WLD,Oxyfuel,6
2010,WLD,Calcium looping,0
2011,WLD,Calcium looping,1
2012,WLD,Calcium looping,1
2013,WLD,Calcium looping,1
2014,WLD,Calcium looping,1
2015,WLD,Calcium looping,1
2016,WLD,Calcium looping,1
2017,WLD,Calcium looping,2
2018,WLD,Calcium looping,2
2019,WLD,Calcium looping,4
2020,WLD,Calcium looping,4
2021,WLD,Calcium looping,4
2010,WLD,Direct separation,0
2011,WLD,Direct separation,0
2012,WLD,Direct separation,0
2013,WLD,Direct separation,0
2014,WLD,Direct separation,0
2015,WLD,Direct separation,0
2016,WLD,Direct separation,1
2017,WLD,Direct separation,1
2018,WLD,Direct separation,1
2019,WLD,Direct separation,1
2020,WLD,Direct separation,2
2021,WLD,Direct separation,2
2010,WLD,Oxyfuel/post-combustion,0
2011,WLD,Oxyfuel/post-combustion,0
2012,WLD,Oxyfuel/post-combustion,0
2013,WLD,Oxyfuel/post-combustion,0
2014,WLD,Oxyfuel/post-combustion,0
2015,WLD,Oxyfuel/post-combustion,1
2016,WLD,Oxyfuel/post-combustion,1
2017,WLD,Oxyfuel/post-combustion,1
2018,WLD,Oxyfuel/post-combustion,1
2019,WLD,Oxyfuel/post-combustion,1
2020,WLD,Oxyfuel/post-combustion,1
2021,WLD,Oxyfuel/post-combustion,1
2010,WLD,Not stated,0
2011,WLD,Not stated,0
2012,WLD,Not stated,0
2013,WLD,Not stated,0
2014,WLD,Not stated,1
2015,WLD,Not stated,1
2016,WLD,Not stated,1
2017,WLD,Not stated,1
2018,WLD,Not stated,1
2019,WLD,Not stated,1
2020,WLD,Not stated,1
2021,WLD,Not stated,2
