year,geo,value,projections,benchmark_low,benchmark_mid,benchmark_high
2010,WLD,56.2,,,,
2011,WLD,58.6,,,,
2012,WLD,60.5,,,,
2013,WLD,61.6,,,,
2014,WLD,62.8,,,,
2015,WLD,64.4,,,,
2016,WLD,65.2,,,,
2017,WLD,65.8,,,,
2018,WLD,66,,,,
2030,WLD,100,,,2030,
2010,AIA,0,,,,
2011,AIA,0,,,,
2012,AIA,50,,,,
2013,AIA,50,,,,
2014,AIA,50,,,,
2015,AIA,50,,,,
2016,AIA,50,,,,
2017,AIA,50,,,,
2018,AIA,50,,,,
2010,ATG,50,,,,
2011,ATG,50,,,,
2012,ATG,50,,,,
2013,ATG,50,,,,
2014,ATG,68.8,,,,
2015,ATG,68.8,,,,
2016,ATG,68.8,,,,
2017,ATG,75,,,,
2018,ATG,75,,,,
2010,AUS,58.2,,,,
2011,AUS,58.7,,,,
2012,AUS,59.2,,,,
2013,AUS,59.7,,,,
2014,AUS,59.7,,,,
2015,AUS,60.2,,,,
2016,AUS,61.2,,,,
2017,AUS,61.2,,,,
2018,AUS,61.7,,,,
2010,BHS,40,,,,
2011,BHS,40,,,,
2012,BHS,60,,,,
2013,BHS,60,,,,
2014,BHS,60,,,,
2015,BHS,60,,,,
2016,BHS,60,,,,
2017,BHS,60,,,,
2018,BHS,60,,,,
2010,BRB,0,,,,
2011,BRB,0,,,,
2012,BRB,0,,,,
2013,BRB,100,,,,
2014,BRB,100,,,,
2015,BRB,100,,,,
2016,BRB,100,,,,
2017,BRB,100,,,,
2018,BRB,100,,,,
2010,BMU,75,,,,
2011,BMU,75,,,,
2012,BMU,75,,,,
2013,BMU,75,,,,
2014,BMU,75,,,,
2015,BMU,75,,,,
2016,BMU,75,,,,
2017,BMU,75,,,,
2018,BMU,75,,,,
2010,BRA,50,,,,
2011,BRA,50,,,,
2012,BRA,50,,,,
2013,BRA,50,,,,
2014,BRA,50,,,,
2015,BRA,50,,,,
2016,BRA,50,,,,
2017,BRA,50,,,,
2018,BRA,50,,,,
2010,IOT,0,,,,
2011,IOT,0,,,,
2012,IOT,0,,,,
2013,IOT,0,,,,
2014,IOT,60,,,,
2015,IOT,60,,,,
2016,IOT,60,,,,
2017,IOT,60,,,,
2018,IOT,60,,,,
2010,CAN,45.5,,,,
2011,CAN,50,,,,
2012,CAN,50,,,,
2013,CAN,72.7,,,,
2014,CAN,72.7,,,,
2015,CAN,72.7,,,,
