year,geo,value,projections,benchmark_low,benchmark_mid,benchmark_high
2017,WLD,1636,,,,
2018,WLD,1714,,,,
2019,WLD,1779,,,,
2020,WLD,1790,,,,
2021,WLD,1842,,,,
2022,WLD,1768,,,,
2027,WLD,,1898,,,
2018,EUU,157,,,,
2019,EUU,148,,,,
2020,EUU,131,,,,
2021,EUU,154,,,,
2022,EUU,139,,,,
2017,ARG,4.9,,,,
2018,ARG,4.8,,,,
2019,ARG,3.9,,,,
2020,ARG,3.6,,,,
2021,ARG,5,,,,
2022,ARG,5.1,,,,
2017,AUT,4.1,,,,
2018,AUT,4.2,,,,
2019,AUT,4,,,,
2020,AUT,3.6,,,,
2021,AUT,4.5,,,,
2022,AUT,4.3,,,,
2017,BEL,3.5,,,,
2018,BEL,4.5,,,,
2019,BEL,3.4,,,,
2020,BEL,3,,,,
2021,BEL,4.8,,,,
2022,BEL,3.5,,,,
2017,BRA,20,,,,
2018,BRA,21,,,,
2019,BRA,21,,,,
2020,BRA,21,,,,
2021,BRA,26,,,,
2022,BRA,24,,,,
2017,CAN,14,,,,
2018,CAN,15,,,,
2019,CAN,13,,,,
2020,CAN,14,,,,
2021,CAN,15,,,,
2022,CAN,14,,,,
2017,CHN,774,,,,
2018,CHN,836,,,,
2019,CHN,912,,,,
2020,CHN,1008,,,,
2021,CHN,954,,,,
2022,CHN,921,,,,
2017,CZE,7.2,,,,
2018,CZE,7.2,,,,
2019,CZE,6.7,,,,
2020,CZE,6.2,,,,
2021,CZE,7.8,,,,
2022,CZE,6.6,,,,
2017,DEU,41,,,,
2018,DEU,40,,,,
2019,DEU,35,,,,
2020,DEU,31,,,,
2021,DEU,36,,,,
2022,DEU,32,,,,
2017,EGY,10,,,,
2018,EGY,11,,,,
2019,EGY,10,,,,
2020,EGY,9.7,,,,
2021,EGY,10,,,,
2022,EGY,11,,,,
2017,ESP,13,,,,
2018,ESP,14,,,,
2019,ESP,13,,,,
2020,ESP,12,,,,
2021,ESP,13,,,,
2022,ESP,12,,,,
2017,FRA,15,,,,
2018,FRA,15,,,,
2019,FRA,15,,,,
2020,FRA,12,,,,
2021,FRA,14,,,,
2022,FRA,10,,,,
2017,GBR,11,,,,
2018,GBR,11,,,,
2019,GBR,10,,,,
2020,GBR,9,,,,
2021,GBR,11,,,,
2022,GBR,9.2,,,,
2017,IND,89,,,,
2018,IND,97,,,,
2019,IND,103,,,,
2020,IND,89,,,,
2021,IND,106,,,,
2022,IND,115,,,,
2017,IRN,20,,,,
2018,IRN,20,,,,
2019,IRN,19,,,,
2020,IRN,17,,,,
2021,IRN,18,,,,
2022,IRN,19,,,,
2017,ITA,25,,,,
2018,ITA,25,,,,
2019,ITA,25,,,,
2020,ITA,20,,,,
2021,ITA,27,,,,
2022,ITA,25,,,,
2017,JPN,64,,,,
2018,JPN,65,,,,
2019,JPN,63,,,,
2020,JPN,53,,,,
2021,JPN,57,,,,
2022,JPN,55,,,,
2017,KOR,56,,,,
2018,KOR,54,,,,
2019,KOR,53,,,,
2020,KOR,49,,,,
2021,KOR,56,,,,
2022,KOR,51,,,,
2017,MEX,26,,,,
2018,MEX,25,,,,
2019,MEX,24,,,,
2020,MEX,22,,,,
2021,MEX,26,,,,
2022,MEX,25,,,,
2017,NLD,4,,,,
2018,NLD,4.5,,,,
2019,NLD,4.6,,,,
2020,NLD,4.1,,,,
2021,NLD,4.7,,,,
2022,NLD,5.2,,,,
2017,POL,14,,,,
2018,POL,15,,,,
2019,POL,14,,,,
2020,POL,13,,,,
2021,POL,15,,,,
2022,POL,13,,,,
2017,ROU,4.2,,,,
2018,ROU,4.6,,,,
2019,ROU,4.5,,,,
2020,ROU,4.1,,,,
2021,ROU,4.3,,,,
2022,ROU,3.8,,,,
2017,RUS,41,,,,
2018,RUS,41,,,,
2019,RUS,44,,,,
2020,RUS,42,,,,
2021,RUS,44,,,,
2022,RUS,42,,,,
2017,SWE,4.1,,,,
2018,SWE,4.1,,,,
2019,SWE,3.8,,,,
2020,SWE,3.1,,,,
2021,SWE,3.8,,,,
2022,SWE,3.5,,,,
2017,TUR,36,,,,
2018,TUR,31,,,,
2019,TUR,26,,,,
2020,TUR,30,,,,
2021,TUR,33,,,,
2022,TUR,31,,,,
2017,TWN,18,,,,
2018,TWN,18,,,,
2019,TWN,18,,,,
2020,TWN,19,,,,
2021,TWN,21,,,,
2022,TWN,17,,,,
2017,UKR,4.6,,,,
2018,UKR,4.7,,,,
2019,UKR,4.7,,,,
2020,UKR,4.6,,,,
2021,UKR,4.8,,,,
2022,UKR,2.2,,,,
2017,USA,98,,,,
2018,USA,100,,,,
2019,USA,98,,,,
2020,USA,80,,,,
2021,USA,97,,,,
2022,USA,95,,,,
2017,VEN,0.5,,,,
2018,VEN,0.2,,,,
2019,VEN,0.1,,,,
2020,VEN,0.1,,,,
2021,VEN,0.1,,,,
2022,VEN,0.1,,,,
2017,ZAF,5.2,,,,
2018,ZAF,5.1,,,,
2019,ZAF,4.8,,,,
2020,ZAF,3.8,,,,
2021,ZAF,5,,,,
2022,ZAF,4.4,,,,
