year,geo,value,projections,benchmark_low,benchmark_mid,benchmark_high
1986,WLD,449.19,,,,
1987,WLD,512.81,,,,
1988,WLD,498.84,,,,
1989,WLD,459.73,,,,
1990,WLD,527.52,,,,
1991,WLD,588.99,,,,
1992,WLD,584.57,,,,
1993,WLD,570.46,,,,
1994,WLD,584.71,,,,
1995,WLD,627.34,,,,
1996,WLD,588.15,,,,
1997,WLD,537.69,,,,
1998,WLD,559.83,,,,
1999,WLD,595.53,,,,
2000,WLD,573.11,,,,
2001,WLD,516.27,,,,
2002,WLD,534.64,,,,
2003,WLD,590.06,,,,
2004,WLD,652.16,,,,
2005,WLD,651.22,,,,
2006,WLD,657.58,,,,
2007,WLD,656.07,,,,
2008,WLD,640.34,,,,
2009,WLD,714.25,,,,
2010,WLD,744.46,,,,
2011,WLD,705.12,,,,
2012,WLD,814.04,,,,
2013,WLD,809.53,,,,
2014,WLD,821.56,,,,
2015,WLD,840.49,,,,
2016,WLD,830.55,,,,
2017,WLD,851.4,,,,
2018,WLD,825.95,,,,
2019,WLD,832.29,,,,
2020,WLD,831.75,,,,
2030,WLD,,815.04,,0,
1997,ARG,-0.28,,,,
1998,ARG,-0.03,,,,
1999,ARG,1.13,,,,
2000,ARG,0.23,,,,
2001,ARG,0.14,,,,
2002,ARG,-3.28,,,,
2003,ARG,-3.62,,,,
2004,ARG,-5.24,,,,
2005,ARG,-3.78,,,,
2006,ARG,-5.07,,,,
2007,ARG,-5.66,,,,
2008,ARG,-8.42,,,,
2009,ARG,-9.53,,,,
2010,ARG,-7.47,,,,
2011,ARG,-12.42,,,,
2012,ARG,-12.82,,,,
2013,ARG,-13.74,,,,
2014,ARG,-16.45,,,,
2015,ARG,-10.92,,,,
2016,ARG,-4.07,,,,
2017,ARG,-3.05,,,,
2018,ARG,-10.13,,,,
2019,ARG,-10.4,,,,
2020,ARG,-6.7,,,,
1986,AUS,1.62,,,,
1987,AUS,1.14,,,,
1988,AUS,1.37,,,,
