year,geo,disagg,value,projections,benchmark_low,benchmark_mid,benchmark_high
2005,ABW,Permanent,14,,,,
2005,ABW,Seasonal,-25,,,,
2006,ABW,Permanent,10,,,,
2006,ABW,Seasonal,-27,,,,
2007,ABW,Permanent,11,,,,
2007,ABW,Seasonal,-32,,,,
2008,ABW,Permanent,8.1,,,,
2008,ABW,Seasonal,-27,,,,
2009,ABW,Permanent,7.2,,,,
2009,ABW,Seasonal,-26,,,,
2010,ABW,Permanent,-1,,,,
2010,ABW,Seasonal,-3.4,,,,
2011,ABW,Permanent,-0.25,,,,
2011,ABW,Seasonal,-5.6,,,,
2012,ABW,Permanent,-3.5,,,,
2012,ABW,Seasonal,-5.4,,,,
2013,ABW,Permanent,2.8,,,,
2013,ABW,Seasonal,-1.1,,,,
2014,ABW,Permanent,-1.5,,,,
2014,ABW,Seasonal,4.7,,,,
2015,ABW,Permanent,1.7,,,,
2015,ABW,Seasonal,-14,,,,
2016,ABW,Permanent,-0.97,,,,
2016,ABW,Seasonal,1.6,,,,
2017,ABW,Permanent,2.2,,,,
2017,ABW,Seasonal,32,,,,
2018,ABW,Permanent,-5.4,,,,
2018,ABW,Seasonal,56,,,,
2019,ABW,Permanent,-3,,,,
2019,ABW,Seasonal,80,,,,
2020,ABW,Permanent,-0.9,,,,
2020,ABW,Seasonal,110,,,,
2021,ABW,Permanent,2.5,,,,
2021,ABW,Seasonal,120,,,,
2022,ABW,Permanent,-2.2,,,,
2022,ABW,Seasonal,130,,,,
2005,AFG,Permanent,-9.5,,,,
2005,AFG,Seasonal,-32,,,,
2006,AFG,Permanent,-24,,,,
2006,AFG,Seasonal,-19,,,,
2007,AFG,Permanent,-32,,,,
2007,AFG,Seasonal,-16,,,,
2008,AFG,Permanent,-30,,,,
2008,AFG,Seasonal,0.79,,,,
2009,AFG,Permanent,-32,,,,
2009,AFG,Seasonal,-0.51,,,,
2010,AFG,Permanent,-34,,,,
2010,AFG,Seasonal,20,,,,
2011,AFG,Permanent,-37,,,,
2011,AFG,Seasonal,15,,,,
2012,AFG,Permanent,-36,,,,
2012,AFG,Seasonal,20,,,,
2013,AFG,Permanent,-42,,,,
2013,AFG,Seasonal,12,,,,
2014,AFG,Permanent,-41,,,,
2014,AFG,Seasonal,6.8,,,,
2015,AFG,Permanent,-41,,,,
2015,AFG,Seasonal,-0.66,,,,
2016,AFG,Permanent,-43,,,,
2016,AFG,Seasonal,-3.9,,,,
2017,AFG,Permanent,-42,,,,
2017,AFG,Seasonal,-0.096,,,,
2018,AFG,Permanent,-42,,,,
2018,AFG,Seasonal,5.6,,,,
2019,AFG,Permanent,-43,,,,
2019,AFG,Seasonal,7.2,,,,
2020,AFG,Permanent,-42,,,,
2020,AFG,Seasonal,17,,,,
2021,AFG,Permanent,-40,,,,
2021,AFG,Seasonal,26,,,,
2022,AFG,Permanent,-41,,,,
2022,AFG,Seasonal,16,,,,
2005,AGO,Permanent,1.4,,,,
2005,AGO,Seasonal,-5.5,,,,
2006,AGO,Permanent,0.79,,,,
2006,AGO,Seasonal,-1.1,,,,
2007,AGO,Permanent,1.5,,,,
2007,AGO,Seasonal,-3.5,,,,
2008,AGO,Permanent,2.5,,,,
2008,AGO,Seasonal,-5.9,,,,
2009,AGO,Permanent,2.3,,,,
2009,AGO,Seasonal,0.22,,,,
2010,AGO,Permanent,3.1,,,,
2010,AGO,Seasonal,-0.24,,,,
2011,AGO,Permanent,4.4,,,,
2011,AGO,Seasonal,8.4,,,,
2012,AGO,Permanent,4.4,,,,
2012,AGO,Seasonal,12,,,,
2013,AGO,Permanent,3.8,,,,
2013,AGO,Seasonal,11,,,,
2014,AGO,Permanent,3.8,,,,
2014,AGO,Seasonal,11,,,,
2015,AGO,Permanent,3.9,,,,
2015,AGO,Seasonal,20,,,,
2016,AGO,Permanent,2.9,,,,
2016,AGO,Seasonal,16,,,,
2017,AGO,Permanent,2.8,,,,
2017,AGO,Seasonal,34,,,,
2018,AGO,Permanent,2.5,,,,
2018,AGO,Seasonal,48,,,,
2019,AGO,Permanent,3.2,,,,
2019,AGO,Seasonal,78,,,,
2020,AGO,Permanent,2.2,,,,
2020,AGO,Seasonal,66,,,,
2021,AGO,Permanent,3.9,,,,
2021,AGO,Seasonal,96,,,,
2022,AGO,Permanent,4.3,,,,
2022,AGO,Seasonal,91,,,,
2005,AIA,Permanent,1.4,,,,
2005,AIA,Seasonal,7,,,,
2006,AIA,Permanent,0.76,,,,
2006,AIA,Seasonal,9.2,,,,
2007,AIA,Permanent,5.3,,,,
2007,AIA,Seasonal,5,,,,
2008,AIA,Permanent,10,,,,
2008,AIA,Seasonal,2.3,,,,
2009,AIA,Permanent,15,,,,
2009,AIA,Seasonal,8.3,,,,
2010,AIA,Permanent,18,,,,
2010,AIA,Seasonal,-1.3,,,,
2011,AIA,Permanent,18,,,,
2011,AIA,Seasonal,-6.8,,,,
2012,AIA,Permanent,19,,,,
2012,AIA,Seasonal,-3.8,,,,
2013,AIA,Permanent,15,,,,
2013,AIA,Seasonal,5.1,,,,
2014,AIA,Permanent,8.8,,,,
2014,AIA,Seasonal,9.4,,,,
2015,AIA,Permanent,8.4,,,,
2015,AIA,Seasonal,19,,,,
2016,AIA,Permanent,9.5,,,,
2016,AIA,Seasonal,30,,,,
2017,AIA,Permanent,12,,,,
2017,AIA,Seasonal,35,,,,
2018,AIA,Permanent,17,,,,
2018,AIA,Seasonal,36,,,,
2019,AIA,Permanent,21,,,,
2019,AIA,Seasonal,38,,,,
2020,AIA,Permanent,20,,,,
2020,AIA,Seasonal,43,,,,
2021,AIA,Permanent,18,,,,
2021,AIA,Seasonal,44,,,,
2022,AIA,Permanent,13,,,,
2022,AIA,Seasonal,50,,,,
2005,ALA,Permanent,5.6,,,,
2005,ALA,Seasonal,0.65,,,,
2006,ALA,Permanent,5.7,,,,
