year,geo,disagg,value
1980,WLD,Taxes,17
1981,WLD,Taxes,18
1982,WLD,Taxes,20
1983,WLD,Taxes,20
1984,WLD,Taxes,22
1985,WLD,Taxes,23
1986,WLD,Taxes,26
1987,WLD,Taxes,28
1988,WLD,Taxes,28
1989,WLD,Taxes,28
1990,WLD,Taxes,31
1991,WLD,Taxes,33
1992,WLD,Taxes,35
1993,WLD,Taxes,38
1994,WLD,Taxes,40
1995,WLD,Taxes,42
1996,WLD,Taxes,43
1997,WLD,Taxes,44
1998,WLD,Taxes,46
1999,WLD,Taxes,47
2000,WLD,Taxes,48
2001,WLD,Taxes,49
2002,WLD,Taxes,49
2003,WLD,Taxes,49
2004,WLD,Taxes,50
2005,WLD,Taxes,50
2006,WLD,Taxes,50
2007,WLD,Taxes,53
2008,WLD,Taxes,53
2009,WLD,Taxes,54
2010,WLD,Taxes,56
2011,WLD,Taxes,55
2012,WLD,Taxes,55
2013,WLD,Taxes,56
2014,WLD,Taxes,58
2015,WLD,Taxes,60
2016,WLD,Taxes,60
2017,WLD,Taxes,60
2018,WLD,Taxes,60
2019,WLD,Taxes,60
2020,WLD,Taxes,60
2021,WLD,Taxes,62
2022,WLD,Taxes,62
2023,WLD,Taxes,62
1980,WLD,Fees and charges,13
1981,WLD,Fees and charges,13
1982,WLD,Fees and charges,16
1983,WLD,Fees and charges,16
1984,WLD,Fees and charges,17
1985,WLD,Fees and charges,18
1986,WLD,Fees and charges,18
1987,WLD,Fees and charges,19
1988,WLD,Fees and charges,22
1989,WLD,Fees and charges,22
1990,WLD,Fees and charges,28
1991,WLD,Fees and charges,33
1992,WLD,Fees and charges,34
1993,WLD,Fees and charges,36
1994,WLD,Fees and charges,36
1995,WLD,Fees and charges,38
1996,WLD,Fees and charges,39
1997,WLD,Fees and charges,40
1998,WLD,Fees and charges,42
1999,WLD,Fees and charges,42
2000,WLD,Fees and charges,42
2001,WLD,Fees and charges,42
2002,WLD,Fees and charges,42
2003,WLD,Fees and charges,43
2004,WLD,Fees and charges,43
2005,WLD,Fees and charges,43
2006,WLD,Fees and charges,43
2007,WLD,Fees and charges,44
2008,WLD,Fees and charges,44
2009,WLD,Fees and charges,44
2010,WLD,Fees and charges,44
2011,WLD,Fees and charges,44
2012,WLD,Fees and charges,44
2013,WLD,Fees and charges,45
2014,WLD,Fees and charges,45
2015,WLD,Fees and charges,45
2016,WLD,Fees and charges,46
2017,WLD,Fees and charges,46
2018,WLD,Fees and charges,46
2019,WLD,Fees and charges,46
2020,WLD,Fees and charges,46
2021,WLD,Fees and charges,50
2022,WLD,Fees and charges,50
2023,WLD,Fees and charges,50
1980,WLD,Permits,4
1981,WLD,Permits,5
1982,WLD,Permits,6
1983,WLD,Permits,6
1984,WLD,Permits,6
1985,WLD,Permits,7
1986,WLD,Permits,8
1987,WLD,Permits,8
1988,WLD,Permits,8
1989,WLD,Permits,8
1990,WLD,Permits,9
1991,WLD,Permits,13
1992,WLD,Permits,14
1993,WLD,Permits,14
1994,WLD,Permits,15
1995,WLD,Permits,15
1996,WLD,Permits,16
1997,WLD,Permits,16
1998,WLD,Permits,16
1999,WLD,Permits,16
2000,WLD,Permits,17
2001,WLD,Permits,19
2002,WLD,Permits,20
2003,WLD,Permits,21
2004,WLD,Permits,22
2005,WLD,Permits,23
2006,WLD,Permits,23
2007,WLD,Permits,23
2008,WLD,Permits,23
2009,WLD,Permits,26
2010,WLD,Permits,26
2011,WLD,Permits,25
2012,WLD,Permits,25
2013,WLD,Permits,25
2014,WLD,Permits,25
2015,WLD,Permits,26
2016,WLD,Permits,26
2017,WLD,Permits,26
2018,WLD,Permits,26
2019,WLD,Permits,26
2020,WLD,Permits,26
2021,WLD,Permits,26
2022,WLD,Permits,26
2023,WLD,Permits,26
