year,geo,value
2004,CAF,
2005,CAF,
2006,CAF,
2007,CAF,
2008,CAF,
2009,CAF,
2010,CAF,
2011,CAF,
2012,CAF,
2013,CAF,
2014,CAF,
2015,CAF,
2016,CAF,4.56161
2017,CAF,0.775446
2018,CAF,
2019,CAF,
2020,CAF,
2004,KHM,
2005,KHM,
2006,KHM,
2007,KHM,
2008,KHM,
2009,KHM,4.86311
2010,KHM,12.3358
2011,KHM,47.8978
2012,KHM,56.3178
2013,KHM,192.916
2014,KHM,355.149
2015,KHM,418.245
2016,KHM,55.1051
2017,KHM,43.0022
2018,KHM,45.4085
2019,KHM,92.4793
2020,KHM,62.5904
2004,CIV,
2005,CIV,
2006,CIV,
2007,CIV,
2008,CIV,
2009,CIV,4.86311
2010,CIV,12.3358
2011,CIV,47.8978
2012,CIV,56.3178
2013,CIV,192.916
2014,CIV,355.149
2015,CIV,418.245
2016,CIV,55.1051
2017,CIV,43.0022
2018,CIV,45.4085
2019,CIV,92.4793
2020,CIV,62.5904
2004,TCD,
2005,TCD,
2006,TCD,
2007,TCD,
2008,TCD,
2009,TCD,
2010,TCD,
2011,TCD,
2012,TCD,
2013,TCD,
2014,TCD,8.95876
2015,TCD,14.0041
2016,TCD,19.7426
2017,TCD,3.36611
2018,TCD,
2019,TCD,
2020,TCD,
2004,BEN,
2005,BEN,
2006,BEN,
2007,BEN,
2008,BEN,
2009,BEN,
2010,BEN,
2011,BEN,
2012,BEN,
2013,BEN,
2014,BEN,17.6849
2015,BEN,37.2045
2016,BEN,39.4126
2017,BEN,54.2779
2018,BEN,74.399
2019,BEN,76.8304
2020,BEN,
2004,COM,
2005,COM,
2006,COM,
2007,COM,
2008,COM,
2009,COM,
2010,COM,
2011,COM,
2012,COM,
2013,COM,
2014,COM,
2015,COM,
2016,COM,
2017,COM,
2018,COM,
2019,COM,0.208122
2020,COM,0.208396
2004,ALB,
2005,ALB,
2006,ALB,
2007,ALB,
2008,ALB,
2009,ALB,
2010,ALB,
2011,ALB,
2012,ALB,
2013,ALB,
2014,ALB,
2015,ALB,0.442469
2016,ALB,0.933482
2017,ALB,
2018,ALB,303.513
2019,ALB,328.003
2020,ALB,274.422
2004,BGD,
2005,BGD,
2006,BGD,
2007,BGD,
2008,BGD,
2009,BGD,
2010,BGD,
2011,BGD,31.9499
2012,BGD,18.9433
2013,BGD,46.8003
2014,BGD,57.6506
2015,BGD,96.8554
2016,BGD,93.1269
2017,BGD,88.9632
2018,BGD,60.602
2019,BGD,74.1393
2020,BGD,97.6893
2004,BFA,
2005,BFA,
2006,BFA,
2007,BFA,
2008,BFA,
2009,BFA,
2010,BFA,
2011,BFA,
2012,BFA,
2013,BFA,17.9512
2014,BFA,125.13
2015,BFA,72.8101
2016,BFA,87.7084
2017,BFA,96.9098
2018,BFA,85.9582
2019,BFA,77.1873
2020,BFA,
2004,AFG,
2005,AFG,
2006,AFG,
2007,AFG,
2008,AFG,
2009,AFG,
2010,AFG,
2011,AFG,
2012,AFG,3.77081
2013,AFG,65.7393
2014,AFG,38.164
2015,AFG,47.8277
2016,AFG,49.2076
2017,AFG,74.9931
2018,AFG,182.384
2019,AFG,39.5243
2020,AFG,
2004,AGO,
2005,AGO,
2006,AGO,
2007,AGO,
2008,AGO,
2009,AGO,
2010,AGO,
2011,AGO,
2012,AGO,
2013,AGO,
2014,AGO,
2015,AGO,
2016,AGO,
2017,AGO,
2018,AGO,
2019,AGO,4.189
2020,AGO,
2004,CMR,
2005,CMR,
2006,CMR,
2007,CMR,
2008,CMR,
2009,CMR,
2010,CMR,0.4988
2011,CMR,1.32235
2012,CMR,2.8375
2013,CMR,0.698064
2014,CMR,5.14413
2015,CMR,8.69814
2016,CMR,57.8992
2017,CMR,88.5395
2018,CMR,114.773
2019,CMR,124.631
2020,CMR,126.376
2004,ARM,
2005,ARM,
2006,ARM,
2007,ARM,
2008,ARM,
2009,ARM,
2010,ARM,
2011,ARM,
2012,ARM,40.4132
2013,ARM,122.466
2014,ARM,45.2301
2015,ARM,44.4215
2016,ARM,47.9451
2017,ARM,63.6886
2018,ARM,43.9418
2019,ARM,32.889
2020,ARM,19.1355
2004,BWA,
2005,BWA,
2006,BWA,
2007,BWA,
2008,BWA,
2009,BWA,
2010,BWA,1.7516
