year,geo,disagg,value
2023,WLD,Total,88.2
2023,WLD,Agriculture: General,85.9
2023,WLD,Livestock,64.4
2023,WLD,Reducing food loss and waste,10.1
2023,WLD,Agricultural productivity,30.2
2023,WLD,Agroforestry,46.3
2023,WLD,Food security,53.0
2023,WLD,Irrigation,45.6
2023,WLD,Rice cultivation,18.1
2023,WLD,Agricultural waste,23.5
2023,WLD,Soil carbon sequestration,14.8
2023,WLD,Climate smart agriculture,65.1
2023,WLD,Crops,51.0
2023,WLD,Fisheries and aquaculture,43.6
2023,WLD,Land and soil management,49.0
2023,WLD,Soil fertilization emissions,18.8
2023,WLD,Diets,6.0
2023,WLD,Agroecology,10.7
