year,geo,disagg,value
2022,WLD,Total,16
2016,AUS,Total,1
2017,AUS,Total,1
2018,AUS,Total,1
2019,AUS,Total,3
2020,AUS,Total,3
2021,AUS,Total,3
2022,AUS,Total,3
2023,AUS,Total,4
2024,AUS,Total,6
2025,AUS,Total,7
2026,AUS,Total,8
2021,AUT,Total,1
2022,AUT,Total,1
2023,AUT,Total,1
2024,AUT,Total,1
2025,AUT,Total,1
2026,AUT,Total,2
2021,BRA,Total,1
2022,BRA,Total,1
2023,BRA,Total,1
2024,BRA,Total,1
2025,BRA,Total,2
2026,BRA,Total,2
2015,CAN,Total,2
2016,CAN,Total,2
2017,CAN,Total,3
2018,CAN,Total,3
2019,CAN,Total,3
2020,CAN,Total,3
2021,CAN,Total,4
2022,CAN,Total,5
2023,CAN,Total,6
2024,CAN,Total,6
2025,CAN,Total,6
2026,CAN,Total,7
2015,CHI,Total,1
2016,CHI,Total,1
2017,CHI,Total,1
2018,CHI,Total,1
2019,CHI,Total,1
2020,CHI,Total,1
2021,CHI,Total,1
2022,CHI,Total,1
2023,CHI,Total,1
2024,CHI,Total,1
2025,CHI,Total,1
2026,CHI,Total,1
2015,CHL,Total,1
2016,CHL,Total,1
2017,CHL,Total,1
2018,CHL,Total,1
2019,CHL,Total,1
2020,CHL,Total,1
2021,CHL,Total,1
2022,CHL,Total,1
2023,CHL,Total,1
2024,CHL,Total,1
2025,CHL,Total,1
2026,CHL,Total,2
2023,CHN,Total,1
2024,CHN,Total,1
2025,CHN,Total,2
2026,CHN,Total,2
2019,HRV,Total,2
2020,HRV,Total,2
2021,HRV,Total,2
2022,HRV,Total,2
2023,HRV,Total,2
2024,HRV,Total,2
2025,HRV,Total,2
2026,HRV,Total,2
2017,DNK,Total,2
2018,DNK,Total,2
2019,DNK,Total,2
2020,DNK,Total,2
2021,DNK,Total,2
2022,DNK,Total,2
2023,DNK,Total,3
2024,DNK,Total,4
2025,DNK,Total,5
2026,DNK,Total,5
2015,FRA,Total,1
2016,FRA,Total,1
2017,FRA,Total,1
2018,FRA,Total,2
2019,FRA,Total,2
2020,FRA,Total,3
2021,FRA,Total,4
2022,FRA,Total,4
2023,FRA,Total,5
2024,FRA,Total,5
2025,FRA,Total,7
2026,FRA,Total,7
2015,DEU,Total,3
2016,DEU,Total,3
2017,DEU,Total,3
2018,DEU,Total,4
2019,DEU,Total,5
2020,DEU,Total,5
2021,DEU,Total,7
2022,DEU,Total,7
2023,DEU,Total,7
2024,DEU,Total,8
2025,DEU,Total,9
2026,DEU,Total,11
2023,GRC,Total,1
2024,GRC,Total,1
2025,GRC,Total,1
2026,GRC,Total,1
2015,HUN,Total,2
2016,HUN,Total,2
2017,HUN,Total,3
2018,HUN,Total,3
2019,HUN,Total,3
2020,HUN,Total,3
2021,HUN,Total,3
2022,HUN,Total,3
2023,HUN,Total,3
2024,HUN,Total,3
2025,HUN,Total,3
2026,HUN,Total,3
2015,IRL,Total,1
2016,IRL,Total,2
2017,IRL,Total,2
2018,IRL,Total,2
2019,IRL,Total,2
2020,IRL,Total,2
2021,IRL,Total,2
2022,IRL,Total,2
2023,IRL,Total,2
2024,IRL,Total,2
2025,IRL,Total,2
2026,IRL,Total,2
2017,ISR,Total,1
2018,ISR,Total,1
2019,ISR,Total,1
2020,ISR,Total,1
2021,ISR,Total,1
2022,ISR,Total,1
2023,ISR,Total,1
2024,ISR,Total,1
2025,ISR,Total,1
2026,ISR,Total,1
2018,JPN,Total,1
2019,JPN,Total,1
2020,JPN,Total,2
2021,JPN,Total,3
2022,JPN,Total,3
2023,JPN,Total,4
2024,JPN,Total,4
2025,JPN,Total,4
2026,JPN,Total,4
2026,LUX,Total,1
2023,MEX,Total,1
2024,MEX,Total,1
2025,MEX,Total,1
2026,MEX,Total,2
2015,NAM,Total,1
2016,NAM,Total,1
2017,NAM,Total,1
2018,NAM,Total,1
2019,NAM,Total,1
2020,NAM,Total,1
2021,NAM,Total,1
2022,NAM,Total,1
2023,NAM,Total,1
2024,NAM,Total,1
2025,NAM,Total,1
2026,NAM,Total,1
2015,NLD,Total,1
2016,NLD,Total,2
2017,NLD,Total,2
2018,NLD,Total,2
2019,NLD,Total,2
2020,NLD,Total,2
2021,NLD,Total,2
2022,NLD,Total,2
2023,NLD,Total,2
2024,NLD,Total,2
2025,NLD,Total,3
2026,NLD,Total,3
2015,NZL,Total,1
2016,NZL,Total,1
2017,NZL,Total,2
2018,NZL,Total,2
2019,NZL,Total,3
2020,NZL,Total,4
2021,NZL,Total,4
2022,NZL,Total,4
2023,NZL,Total,5
2024,NZL,Total,8
2025,NZL,Total,10
2026,NZL,Total,10
2020,NIU,Total,2
2021,NIU,Total,2
2022,NIU,Total,2
2023,NIU,Total,2
2024,NIU,Total,2
2025,NIU,Total,2
2026,NIU,Total,2
2024,NOR,Total,1
2025,NOR,Total,1
2026,NOR,Total,1
2019,PCN,Total,1
2020,PCN,Total,1
2021,PCN,Total,1
2022,PCN,Total,1
2023,PCN,Total,1
2024,PCN,Total,1
2025,PCN,Total,1
2026,PCN,Total,1
2023,POL,Total,1
2024,POL,Total,1
2025,POL,Total,1
2026,POL,Total,1
2025,SAU,Total,2
2026,SAU,Total,2
2019,ZAF,Total,1
2020,ZAF,Total,1
2021,ZAF,Total,1
2022,ZAF,Total,1
2023,ZAF,Total,1
2024,ZAF,Total,1
2025,ZAF,Total,2
2026,ZAF,Total,2
2015,KOR,Total,1
2016,KOR,Total,1
2017,KOR,Total,1
2018,KOR,Total,1
2019,KOR,Total,1
2020,KOR,Total,1
2021,KOR,Total,1
2022,KOR,Total,1
2023,KOR,Total,1
2024,KOR,Total,1
2025,KOR,Total,1
2026,KOR,Total,1
2017,ESP,Total,1
2018,ESP,Total,1
2019,ESP,Total,1
2020,ESP,Total,1
2021,ESP,Total,1
2022,ESP,Total,1
