year,geo,disagg,value
2009,WLD,Wind-Onshore,0.36
2010,WLD,Wind-Onshore,0.34
2011,WLD,Wind-Onshore,0.22
2012,WLD,Wind-Onshore,0.24
2013,WLD,Wind-Onshore,0.25
2014,WLD,Wind-Onshore,0.21
2015,WLD,Wind-Onshore,0.21
2016,WLD,Wind-Onshore,0.17
2017,WLD,Wind-Onshore,0.17
2018,WLD,Wind-Onshore,0.17
2019,WLD,Wind-Onshore,0.16
2020,WLD,Wind-Onshore,0.16
2021,WLD,Wind-Onshore,0.15
2023,WLD,Wind-Onshore,0.21
2024,WLD,Wind-Onshore,0.2
2025,WLD,Wind-Onshore,0.22
2009,WLD,Solar PV-Utility,1.1
2010,WLD,Solar PV-Utility,0.83
2011,WLD,Solar PV-Utility,0.54
2012,WLD,Solar PV-Utility,0.51
2013,WLD,Solar PV-Utility,0.37
2014,WLD,Solar PV-Utility,0.31
2015,WLD,Solar PV-Utility,0.27
2016,WLD,Solar PV-Utility,0.24
2017,WLD,Solar PV-Utility,0.22
2018,WLD,Solar PV-Utility,0.19
2019,WLD,Solar PV-Utility,0.19
2020,WLD,Solar PV-Utility,0.18
2021,WLD,Solar PV-Utility,0.18
2023,WLD,Solar PV-Utility,0.4
2024,WLD,Solar PV-Utility,0.38
2025,WLD,Solar PV-Utility,0.28
