year,geo,disagg,value,projections,benchmark_low,benchmark_mid,benchmark_high
2008,WLD,Total,4.4,,,,
2009,WLD,Total,3.9,,,,
2010,WLD,Total,3.9,,,,
2011,WLD,Total,3.3,,,,
2012,WLD,Total,3.2,,,,
2013,WLD,Total,3.1,,,,
2014,WLD,Total,2.7,,,,
2015,WLD,Total,2.6,,,,
2016,WLD,Total,2.7,,,,
2017,WLD,Total,2.4,,,,
2018,WLD,Total,2.4,,,,
2019,WLD,Total,2.0,,,,
2020,WLD,Total,2.0,,,,
2025,WLD,Total,,1.0,,,
2008,WLD,Air,4.4,,,,
2009,WLD,Air,3.9,,,,
2010,WLD,Air,3.9,,,,
2011,WLD,Air,3.3,,,,
2012,WLD,Air,3.2,,,,
2013,WLD,Air,3.1,,,,
2014,WLD,Air,2.7,,,,
2015,WLD,Air,2.6,,,,
2016,WLD,Air,2.7,,,,
2017,WLD,Air,2.4,,,,
2018,WLD,Air,2.4,,,,
2019,WLD,Air,2.0,,,,
2020,WLD,Air,2.0,,,,
2008,WLD,Water,0.0011,,,,
2009,WLD,Water,0.00075,,,,
2010,WLD,Water,0.00079,,,,
2011,WLD,Water,0.00068,,,,
2012,WLD,Water,0.00078,,,,
2013,WLD,Water,0.00079,,,,
2014,WLD,Water,0.00074,,,,
2015,WLD,Water,0.00050,,,,
2016,WLD,Water,0.00031,,,,
2017,WLD,Water,0.00029,,,,
2018,WLD,Water,0.00029,,,,
2019,WLD,Water,0.00025,,,,
2020,WLD,Water,0.00021,,,,
2008,AUS,Total,0.67,,,,
2009,AUS,Total,0.59,,,,
2010,AUS,Total,0.64,,,,
2011,AUS,Total,0.63,,,,
2012,AUS,Total,0.66,,,,
2013,AUS,Total,0.69,,,,
2014,AUS,Total,0.57,,,,
2015,AUS,Total,0.48,,,,
2016,AUS,Total,0.40,,,,
2017,AUS,Total,0.44,,,,
2018,AUS,Total,0.53,,,,
2019,AUS,Total,0.41,,,,
2020,AUS,Total,0.55,,,,
2008,CAN,Total,0.91,,,,
2009,CAN,Total,0.68,,,,
2010,CAN,Total,0.64,,,,
2011,CAN,Total,0.49,,,,
2012,CAN,Total,0.48,,,,
2013,CAN,Total,0.48,,,,
2014,CAN,Total,0.47,,,,
2015,CAN,Total,0.46,,,,
2016,CAN,Total,0.46,,,,
2017,CAN,Total,0.39,,,,
2018,CAN,Total,0.35,,,,
2019,CAN,Total,0.31,,,,
2020,CAN,Total,0.29,,,,
2008,CHL,Total,0.27,,,,
2009,CHL,Total,0.27,,,,
2010,CHL,Total,0.26,,,,
2011,CHL,Total,0.27,,,,
2012,CHL,Total,0.15,,,,
2013,CHL,Total,0.15,,,,
2014,CHL,Total,0.074,,,,
2015,CHL,Total,0.085,,,,
2016,CHL,Total,0.31,,,,
2017,CHL,Total,0.28,,,,
2018,CHL,Total,0.24,,,,
2019,CHL,Total,0.028,,,,
2020,CHL,Total,0.026,,,,
2008,JPN,Total,0.039,,,,
2009,JPN,Total,0.034,,,,
2010,JPN,Total,0.036,,,,
2011,JPN,Total,0.035,,,,
2012,JPN,Total,0.032,,,,
2013,JPN,Total,0.032,,,,
2014,JPN,Total,0.031,,,,
2015,JPN,Total,0.031,,,,
2016,JPN,Total,0.030,,,,
2017,JPN,Total,0.031,,,,
2018,JPN,Total,0.030,,,,
2019,JPN,Total,0.030,,,,
2020,JPN,Total,0.026,,,,
2008,MEX,Total,0.0014,,,,
2009,MEX,Total,0.0011,,,,
2010,MEX,Total,0.0013,,,,
2011,MEX,Total,0.0016,,,,
2012,MEX,Total,0.0020,,,,
2013,MEX,Total,0.0017,,,,
2014,MEX,Total,0.0011,,,,
2015,MEX,Total,0.0010,,,,
2016,MEX,Total,0.00093,,,,
2017,MEX,Total,0.0011,,,,
2018,MEX,Total,0.0010,,,,
2019,MEX,Total,0.00053,,,,
2020,MEX,Total,0.0013,,,,
2008,USA,Total,1.6,,,,
2009,USA,Total,1.6,,,,
2010,USA,Total,1.6,,,,
2011,USA,Total,1.2,,,,
2012,USA,Total,1.2,,,,
2013,USA,Total,1.2,,,,
2014,USA,Total,1.0,,,,
2015,USA,Total,1.0,,,,
2016,USA,Total,1.0,,,,
2017,USA,Total,0.77,,,,
2018,USA,Total,0.78,,,,
2019,USA,Total,0.77,,,,
2020,USA,Total,0.77,,,,
2008,AUS,Air,0.67,,,,
2009,AUS,Air,0.59,,,,
2010,AUS,Air,0.64,,,,
2011,AUS,Air,0.63,,,,
2012,AUS,Air,0.66,,,,
2013,AUS,Air,0.69,,,,
2014,AUS,Air,0.57,,,,
2015,AUS,Air,0.48,,,,
2016,AUS,Air,0.40,,,,
2017,AUS,Air,0.44,,,,
2018,AUS,Air,0.53,,,,
2019,AUS,Air,0.41,,,,
2020,AUS,Air,0.55,,,,
2008,CAN,Air,0.91,,,,
2009,CAN,Air,0.68,,,,
2010,CAN,Air,0.64,,,,
2011,CAN,Air,0.49,,,,
2012,CAN,Air,0.48,,,,
2013,CAN,Air,0.48,,,,
2014,CAN,Air,0.47,,,,
2015,CAN,Air,0.46,,,,
2016,CAN,Air,0.46,,,,
2017,CAN,Air,0.39,,,,
2018,CAN,Air,0.35,,,,
2019,CAN,Air,0.31,,,,
2020,CAN,Air,0.29,,,,
2008,CHL,Air,0.27,,,,
2009,CHL,Air,0.27,,,,
2010,CHL,Air,0.26,,,,
2011,CHL,Air,0.27,,,,
2012,CHL,Air,0.15,,,,
2013,CHL,Air,0.15,,,,
2014,CHL,Air,0.074,,,,
2015,CHL,Air,0.085,,,,
2016,CHL,Air,0.31,,,,
2017,CHL,Air,0.28,,,,
2018,CHL,Air,0.24,,,,
2019,CHL,Air,0.028,,,,
2020,CHL,Air,0.026,,,,
2008,JPN,Air,0.039,,,,
2009,JPN,Air,0.034,,,,
2010,JPN,Air,0.036,,,,
2011,JPN,Air,0.035,,,,
2012,JPN,Air,0.032,,,,
2013,JPN,Air,0.032,,,,
2014,JPN,Air,0.031,,,,
2015,JPN,Air,0.031,,,,
2016,JPN,Air,0.030,,,,
2017,JPN,Air,0.031,,,,
2018,JPN,Air,0.030,,,,
2019,JPN,Air,0.029,,,,
2020,JPN,Air,0.026,,,,
2008,MEX,Air,0.0012,,,,
2009,MEX,Air,0.0010,,,,
2010,MEX,Air,0.0012,,,,
2011,MEX,Air,0.0016,,,,
2012,MEX,Air,0.0018,,,,
2013,MEX,Air,0.0016,,,,
2014,MEX,Air,0.0010,,,,
2015,MEX,Air,0.0010,,,,
2016,MEX,Air,0.0008,,,,
2017,MEX,Air,0.0010,,,,
2018,MEX,Air,0.0010,,,,
2019,MEX,Air,0.00049,,,,
2020,MEX,Air,0.0013,,,,
2008,USA,Air,1.6,,,,
2009,USA,Air,1.6,,,,
2010,USA,Air,1.6,,,,
2011,USA,Air,1.2,,,,
2012,USA,Air,1.2,,,,
2013,USA,Air,1.2,,,,
2014,USA,Air,1.0,,,,
2015,USA,Air,1.0,,,,
2016,USA,Air,1.0,,,,
2017,USA,Air,0.77,,,,
2018,USA,Air,0.77,,,,
2019,USA,Air,0.77,,,,
2020,USA,Air,0.77,,,,
2008,AUS,Water,0.0000033,,,,
2009,AUS,Water,0.0000021,,,,
2010,AUS,Water,0.0000030,,,,
2011,AUS,Water,0.0000030,,,,
2012,AUS,Water,0.0000070,,,,
2013,AUS,Water,0.0000046,,,,
2014,AUS,Water,0.0000039,,,,
2015,AUS,Water,0.0000050,,,,
2016,AUS,Water,0.0000064,,,,
2017,AUS,Water,0.0000038,,,,
2018,AUS,Water,0.000017,,,,
2019,AUS,Water,0.0000046,,,,
2020,AUS,Water,0.0000054,,,,
2008,CAN,Water,0.000024,,,,
2009,CAN,Water,0.000023,,,,
2010,CAN,Water,0.000019,,,,
2011,CAN,Water,0.000013,,,,
2012,CAN,Water,0.000011,,,,
2013,CAN,Water,0.0000063,,,,
2014,CAN,Water,0.0000055,,,,
2015,CAN,Water,0.0000045,,,,
2016,CAN,Water,0.0000049,,,,
2017,CAN,Water,0.0000070,,,,
2018,CAN,Water,0.0000061,,,,
2019,CAN,Water,0.0000065,,,,
2020,CAN,Water,0.0000064,,,,
2008,CHL,Water,0.000015,,,,
2009,CHL,Water,0.0000029,,,,
2010,CHL,Water,0.0000024,,,,
2011,CHL,Water,0.0000035,,,,
2012,CHL,Water,0.000024,,,,
2013,CHL,Water,0.000034,,,,
2014,CHL,Water,0.0000030,,,,
2015,CHL,Water,0.0000036,,,,
2016,CHL,Water,0.000016,,,,
