year,geo,disagg_type,disagg,value
2011,AFG,All,Total,7
2014,AFG,All,Total,4
2017,AFG,All,Total,4
2021,AFG,All,Total,2
2011,AGO,All,Total,8
2014,AGO,All,Total,6
2011,ALB,All,Total,8
2014,ALB,All,Total,13
2017,ALB,All,Total,13
2021,ALB,All,Total,13
2011,ARB,All,Total,5
2014,ARB,All,Total,9
2017,ARB,All,Total,8
2021,ARB,All,Total,10
2011,ARE,All,Total,11
2014,ARE,All,Total,39
2017,ARE,All,Total,46
2021,ARE,All,Total,22
2011,ARG,All,Total,7
2014,ARG,All,Total,27
2017,ARG,All,Total,24
2021,ARG,All,Total,31
2011,ARM,All,Total,19
2014,ARM,All,Total,21
2017,ARM,All,Total,31
2021,ARM,All,Total,26
2011,AUS,All,Total,17
2014,AUS,All,Total,65
2017,AUS,All,Total,64
2021,AUS,All,Total,57
2011,AUT,All,Total,8
2014,AUT,All,Total,42
2017,AUT,All,Total,47
2021,AUT,All,Total,57
2011,AZE,All,Total,18
2014,AZE,All,Total,25
2017,AZE,All,Total,15
2022,AZE,All,Total,19
2011,BDI,All,Total,2
2014,BDI,All,Total,2
2011,BEL,All,Total,11
2014,BEL,All,Total,45
2017,BEL,All,Total,48
2021,BEL,All,Total,48
2011,BEN,All,Total,4
2014,BEN,All,Total,8
2017,BEN,All,Total,11
2021,BEN,All,Total,8
2011,BFA,All,Total,3
2014,BFA,All,Total,6
2017,BFA,All,Total,10
2021,BFA,All,Total,7
2011,BGD,All,Total,23
2014,BGD,All,Total,10
2017,BGD,All,Total,9
2021,BGD,All,Total,14
2011,BGR,All,Total,8
2014,BGR,All,Total,19
2017,BGR,All,Total,19
2021,BGR,All,Total,26
2011,BHR,All,Total,22
2014,BHR,All,Total,39
2017,BHR,All,Total,36
2011,BIH,All,Total,13
2014,BIH,All,Total,18
2017,BIH,All,Total,15
2021,BIH,All,Total,21
2011,BLR,All,Total,16
2014,BLR,All,Total,21
2017,BLR,All,Total,21
2014,BLZ,All,Total,19
2011,BOL,All,Total,17
2014,BOL,All,Total,22
2017,BOL,All,Total,20
2021,BOL,All,Total,19
2011,BRA,All,Total,6
2014,BRA,All,Total,34
2017,BRA,All,Total,26
2021,BRA,All,Total,41
2014,BTN,All,Total,4
2011,BWA,All,Total,6
2014,BWA,All,Total,18
2017,BWA,All,Total,9
2022,BWA,All,Total,10
2011,CAF,All,Total,1
2017,CAF,All,Total,4
2011,CAN,All,Total,20
2014,CAN,All,Total,76
2017,CAN,All,Total,83
2021,CAN,All,Total,81
2014,CHE,All,Total,52
2017,CHE,All,Total,62
2021,CHE,All,Total,61
2011,CHL,All,Total,8
2014,CHL,All,Total,31
2017,CHL,All,Total,31
2021,CHL,All,Total,24
2011,CHN,All,Total,7
2014,CHN,All,Total,20
2017,CHN,All,Total,22
2021,CHN,All,Total,39
2014,CIV,All,Total,3
2017,CIV,All,Total,3
2021,CIV,All,Total,4
2011,CMR,All,Total,4
2014,CMR,All,Total,2
2017,CMR,All,Total,8
2021,CMR,All,Total,7
2011,COD,All,Total,2
2014,COD,All,Total,3
2017,COD,All,Total,4
2022,COD,All,Total,4
2011,COG,All,Total,3
2014,COG,All,Total,5
2017,COG,All,Total,5
2021,COG,All,Total,6
2011,COL,All,Total,12
2014,COL,All,Total,22
2017,COL,All,Total,21
2021,COL,All,Total,18
2011,COM,All,Total,7
2022,COM,All,Total,8
2011,CRI,All,Total,10
2014,CRI,All,Total,20
2017,CRI,All,Total,21
2021,CRI,All,Total,17
2011,CYP,All,Total,27
2014,CYP,All,Total,29
2017,CYP,All,Total,25
2021,CYP,All,Total,31
2011,CZE,All,Total,9
2014,CZE,All,Total,28
2017,CZE,All,Total,30
2021,CZE,All,Total,31
2011,DEU,All,Total,13
2014,DEU,All,Total,46
2017,DEU,All,Total,55
2021,DEU,All,Total,55
2011,DJI,All,Total,4
2011,DNK,All,Total,19
2014,DNK,All,Total,41
2017,DNK,All,Total,46
2021,DNK,All,Total,53
2011,DOM,All,Total,14
2014,DOM,All,Total,24
2017,DOM,All,Total,30
2021,DOM,All,Total,22
2011,DZA,All,Total,1
2014,DZA,All,Total,6
2017,DZA,All,Total,5
2021,DZA,All,Total,4
2011,EAP,All,Total,9
2014,EAP,All,Total,19
2017,EAP,All,Total,21
2021,EAP,All,Total,33
2011,EAS,All,Total,9
2014,EAS,All,Total,23
2017,EAS,All,Total,25
2021,EAS,All,Total,36
2011,ECA,All,Total,8
2014,ECA,All,Total,22
2017,ECA,All,Total,24
2021,ECA,All,Total,28
2011,ECS,All,Total,10
2014,ECS,All,Total,34
2017,ECS,All,Total,37
2021,ECS,All,Total,39
2011,ECU,All,Total,11
2014,ECU,All,Total,17
2017,ECU,All,Total,17
2021,ECU,All,Total,23
2011,EGY,All,Total,4
2014,EGY,All,Total,8
2017,EGY,All,Total,9
2021,EGY,All,Total,7
2011,EMU,All,Total,12
2014,EMU,All,Total,42
2017,EMU,All,Total,46
2021,EMU,All,Total,48
2011,ESP,All,Total,11
2014,ESP,All,Total,51
2017,ESP,All,Total,50
2021,ESP,All,Total,52
2011,EST,All,Total,8
2014,EST,All,Total,32
2017,EST,All,Total,32
2021,EST,All,Total,34
2014,ETH,All,Total,7
2017,ETH,All,Total,11
2022,ETH,All,Total,5
2011,FIN,All,Total,24
2014,FIN,All,Total,58
2017,FIN,All,Total,54
2021,FIN,All,Total,53
2011,FRA,All,Total,19
2014,FRA,All,Total,43
2017,FRA,All,Total,45
2021,FRA,All,Total,44
