year,ISO,value,projections,benchmark_low,benchmark_mid,benchmark_high
1992,CYP,0.46556,,,,
1993,CYP,0.4469,,,,
1994,CYP,0.42945,,,,
1995,CYP,0.41514,,,,
1996,CYP,0.406,,,,
1997,CYP,0.36764,,,,
1998,CYP,0.48642,,,,
1999,CYP,0.46516,,,,
2000,CYP,0.5586,,,,
2001,CYP,0.54389,,,,
2002,CYP,0.56736,,,,
2003,CYP,0.64124,,,,
2004,CYP,0.65572,,,,
2005,CYP,0.693,,,,
2006,CYP,0.67304,,,,
2007,CYP,0.71808,,,,
2008,CYP,0.73535,,,,
2009,CYP,0.56536,,,,
2010,CYP,0.530271,,,,
2011,CYP,0.463488,,,,
2012,CYP,0.413478,,,,
2013,CYP,0.737865,,,,
2014,CYP,0.94815,,,,
2015,CYP,0.788,,,,
2016,CYP,0.794704,,,,
2017,CYP,0.826952,,,,
2018,CYP,0.609874,,,,
2019,CYP,0.784594,,,,
2020,CYP,0.793507,,,,
1970,CZE,2.2971,,,,
1971,CZE,2.44,,,,
1972,CZE,2.43915,,,,
1973,CZE,2.50902,,,,
1974,CZE,2.65173,,,,
1975,CZE,2.7156,,,,
1976,CZE,2.76,,,,
1977,CZE,2.77848,,,,
1978,CZE,2.8672,,,,
1979,CZE,2.85292,,,,
1980,CZE,2.81865,,,,
1981,CZE,2.81443,,,,
1982,CZE,2.70936,,,,
1983,CZE,2.7342,,,,
1984,CZE,2.7224,,,,
1985,CZE,2.66259,,,,
1986,CZE,2.63408,,,,
1987,CZE,2.60547,,,,
1988,CZE,2.69991,,,,
1989,CZE,2.63452,,,,
1990,CZE,2.45626,,,,
1991,CZE,2.27205,,,,
1992,CZE,2.41695,,,,
1993,CZE,2.14522,,,,
1994,CZE,2.14725,,,,
1995,CZE,1.94649,,,,
1996,CZE,2.04816,,,,
1997,CZE,1.99104,,,,
1998,CZE,1.955,,,,
1999,CZE,1.8444,,,,
2000,CZE,1.8405,,,,
2001,CZE,1.53715,,,,
2002,CZE,1.32664,,,,
2003,CZE,1.41923,,,,
2004,CZE,1.5703,,,,
2005,CZE,1.58404,,,,
2006,CZE,1.70872,,,,
2007,CZE,1.9943,,,,
2008,CZE,1.95465,,,,
2009,CZE,1.51938,,,,
2010,CZE,1.42932,,,,
2011,CZE,1.62743,,,,
2012,CZE,1.47662,,,,
2013,CZE,1.2844,,,,
2014,CZE,1.45355,,,,
2015,CZE,1.51618,,,,
2016,CZE,1.6578,,,,
2017,CZE,1.6865,,,,
2018,CZE,1.95875,,,,
2019,CZE,1.93553,,,,
2020,CZE,1.95752,,,,
1970,DEU,22.8722,,,,
1971,DEU,24.2055,,,,
1972,DEU,25.168,,,,
1973,DEU,24.1868,,,,
1974,DEU,21.8053,,,,
1975,DEU,20.6856,,,,
1976,DEU,21.0665,,,,
1977,DEU,20.2894,,,,
1978,DEU,21.1536,,,,
1979,DEU,21.4113,,,,
1980,DEU,20.774,,,,
1981,DEU,19.0969,,,,
1982,DEU,18.0576,,,,
1983,DEU,18.0621,,,,
1984,DEU,17.091,,,,
1985,DEU,15.6332,,,,
1986,DEU,15.9418,,,,
1987,DEU,15.3816,,,,
1988,DEU,15.5961,,,,
1989,DEU,16.1986,,,,
1990,DEU,14.8554,,,,
1991,DEU,13.3595,,,,
1992,DEU,14.0248,,,,
1993,DEU,14.1276,,,,
1994,DEU,14.9142,,,,
1995,DEU,15.12,,,,
1996,DEU,14.3955,,,,
1997,DEU,14.8267,,,,
1998,DEU,15.1158,,,,
1999,DEU,15.3293,,,,
2000,DEU,14.8169,,,,
2001,DEU,13.0968,,,,
2002,DEU,12.462,,,,
2003,DEU,13.1127,,,,
2004,DEU,13.6851,,,,
2005,DEU,12.679,,,,
2006,DEU,12.936,,,,
2007,DEU,14.028,,,,
2008,DEU,13.195,,,,
2009,DEU,12.09,,,,
2010,DEU,11.944,,,,
2011,DEU,12.8794,,,,
2012,DEU,12.7782,,,,
2013,DEU,12.2727,,,,
2014,DEU,12.647,,,,
2015,DEU,12.3977,,,,
2016,DEU,12.4238,,,,
2017,DEU,13.1552,,,,
2018,DEU,12.9783,,,,
2019,DEU,13.036,,,,
2020,DEU,13.1841,,,,
2013,DJI,0.05085,,,,
2014,DJI,0.05644,,,,
2015,DJI,0.06372,,,,
2016,DJI,0.0724289,,,,
2017,DJI,0.0760154,,,,
2018,DJI,0.0755425,,,,
2019,DJI,0.0764108,,,,
2020,DJI,0.0772792,,,,
1970,DNK,1.2844,,,,
1971,DNK,1.34043,,,,
1972,DNK,1.40343,,,,
1973,DNK,1.40454,,,,
1974,DNK,1.20516,,,,
1975,DNK,1.07744,,,,
1976,DNK,1.12808,,,,
1977,DNK,1.09956,,,,
1978,DNK,1.24399,,,,
1979,DNK,1.13511,,,,
1980,DNK,0.89856,,,,
1981,DNK,0.744,,,,
1982,DNK,0.81951,,,,
1983,DNK,0.759,,,,
1984,DNK,0.76319,,,,
1985,DNK,0.89892,,,,
1986,DNK,0.91756,,,,
1987,DNK,0.84861,,,,
1988,DNK,0.74928,,,,
1989,DNK,0.886,,,,
1990,DNK,0.73206,,,,
1991,DNK,0.94132,,,,
1992,DNK,1.08675,,,,
1993,DNK,1.10095,,,,
1994,DNK,1.13967,,,,
1995,DNK,1.22292,,,,
1996,DNK,1.29133,,,,
1997,DNK,1.29176,,,,
1998,DNK,1.28018,,,,
1999,DNK,1.24099,,,,
2000,DNK,1.27434,,,,
2001,DNK,1.2956,,,,
2002,DNK,1.30529,,,,
2003,DNK,1.22655,,,,
2004,DNK,1.3588,,,,
2005,DNK,1.31016,,,,
2006,DNK,1.37164,,,,
2007,DNK,1.407,,,,
2008,DNK,1.17777,,,,
2009,DNK,0.77894,,,,
2010,DNK,0.68332,,,,
2011,DNK,0.822194,,,,
2012,DNK,0.846858,,,,
2013,DNK,0.83814,,,,
2014,DNK,1.2882,,,,
2015,DNK,1.42904,,,,
2016,DNK,1.83783,,,,
2017,DNK,2.02274,,,,
2018,DNK,1.79762,,,,
2019,DNK,1.11609,,,,
2020,DNK,1.12877,,,,
1970,DOM,0.243542,,,,
1971,DOM,0.291163,,,,
1972,DOM,0.331542,,,,
1973,DOM,0.282852,,,,
1974,DOM,0.311212,,,,
1975,DOM,0.266955,,,,
1976,DOM,0.312612,,,,
1977,DOM,0.410312,,,,
1978,DOM,0.396847,,,,
1979,DOM,0.412596,,,,
1980,DOM,0.434304,,,,
1981,DOM,0.41943,,,,
1982,DOM,0.442165,,,,
1983,DOM,0.4876,,,,
1984,DOM,0.50727,,,,
1985,DOM,0.455,,,,
1986,DOM,0.430304,,,,
1987,DOM,0.54329,,,,
1988,DOM,0.55304,,,,
1989,DOM,0.56388,,,,
1990,DOM,0.48951,,,,
1991,DOM,0.54064,,,,
1992,DOM,0.59047,,,,
1993,DOM,0.54102,,,,
1994,DOM,0.53888,,,,
1995,DOM,0.59904,,,,
1996,DOM,0.67404,,,,
1997,DOM,0.74704,,,,
1998,DOM,0.75789,,,,
1999,DOM,1.1682,,,,
2000,DOM,1.21992,,,,
2001,DOM,1.067,,,,
2002,DOM,1.17425,,,,
2003,DOM,1.06196,,,,
2004,DOM,1.00056,,,,
2005,DOM,1.04528,,,,
2006,DOM,1.46286,,,,
2007,DOM,1.5457,,,,
2008,DOM,1.54086,,,,
2009,DOM,1.4245,,,,
2010,DOM,1.53154,,,,
2011,DOM,1.52685,,,,
2012,DOM,1.54462,,,,
2013,DOM,1.63046,,,,
2014,DOM,1.92691,,,,
2015,DOM,1.99987,,,,
2016,DOM,1.96924,,,,
2017,DOM,2.00133,,,,
2018,DOM,1.99108,,,,
2019,DOM,2.01397,,,,
2020,DOM,2.03685,,,,
1970,DZA,0.458432,,,,
1971,DZA,0.475288,,,,
1972,DZA,0.452376,,,,
1973,DZA,0.48985,,,,
1974,DZA,0.453562,,,,
1975,DZA,0.453622,,,,
1976,DZA,0.6365,,,,
1977,DZA,0.84016,,,,
1978,DZA,1.2663,,,,
1979,DZA,1.76148,,,,
1980,DZA,1.92608,,,,
1981,DZA,2.04714,,,,
1982,DZA,1.70544,,,,
1983,DZA,2.16056,,,,
1984,DZA,2.48746,,,,
1985,DZA,2.7145,,,,
1986,DZA,2.8509,,,,
1987,DZA,3.30252,,,,
1988,DZA,3.132,,,,
1989,DZA,2.92218,,,,
1990,DZA,2.71352,,,,
1991,DZA,2.69232,,,,
1992,DZA,3.01325,,,,
1993,DZA,2.9468,,,,
1994,DZA,2.57607,,,,
1995,DZA,2.6102,,,,
1996,DZA,2.898,,,,
1997,DZA,2.9749,,,,
1998,DZA,3.135,,,,
1999,DZA,3.1275,,,,
2000,DZA,3.4445,,,,
2001,DZA,3.4528,,,,
2002,DZA,3.744,,,,
2003,DZA,3.744,,,,
2004,DZA,3.753,,,,
2005,DZA,5.3376,,,,
2006,DZA,5.8506,,,,
2007,DZA,6.0579,,,,
2008,DZA,6.5424,,,,
2009,DZA,6.6198,,,,
2010,DZA,6.9524,,,,
2011,DZA,6.726,,,,
2012,DZA,6.726,,,,
2013,DZA,6.808,,,,
2014,DZA,7.0299,,,,
2015,DZA,7.43175,,,,
2016,DZA,9.456,,,,
2017,DZA,10.7622,,,,
2018,DZA,10.735,,,,
2019,DZA,10.8584,,,,
2020,DZA,10.9818,,,,
1970,ECU,0.226252,,,,
1971,ECU,0.238143,,,,
1972,ECU,0.23377,,,,
1973,ECU,0.2304,,,,
1974,ECU,0.256975,,,,
1975,ECU,0.284484,,,,
1976,ECU,0.283328,,,,
1977,ECU,0.287203,,,,
1978,ECU,0.381138,,,,
1979,ECU,0.4972,,,,
1980,ECU,0.62133,,,,
1981,ECU,0.61134,,,,
1982,ECU,0.7884,,,,
1983,ECU,0.64666,,,,
1984,ECU,0.75504,,,,
1985,ECU,0.85224,,,,
1986,ECU,0.8904,,,,
1987,ECU,1.1952,,,,
1988,ECU,0.87543,,,,
1989,ECU,0.6293,,,,
1990,ECU,0.71958,,,,
1991,ECU,0.70446,,,,
1992,ECU,0.81558,,,,
1993,ECU,0.84456,,,,
1994,ECU,0.94815,,,,
1995,ECU,0.8809,,,,
1996,ECU,1.14837,,,,
1997,ECU,1.0904,,,,
1998,ECU,0.9672,,,,
1999,ECU,0.8464,,,,
2000,ECU,1.022,,,,
2001,ECU,1.06872,,,,
2002,ECU,1.104,,,,
2003,ECU,1.1439,,,,
2004,ECU,1.147,,,,
2005,ECU,1.37268,,,,
2006,ECU,1.5207,,,,
2007,ECU,1.67518,,,,
2008,ECU,2.05326,,,,
2009,ECU,1.98594,,,,
2010,ECU,1.92975,,,,
2011,ECU,2.00851,,,,
2012,ECU,2.18105,,,,
2013,ECU,2.20777,,,,
2014,ECU,2.0922,,,,
2015,ECU,1.9964,,,,
2016,ECU,2.01951,,,,
2017,ECU,2.14916,,,,
2018,ECU,2.18896,,,,
2019,ECU,2.21412,,,,
2020,ECU,2.23928,,,,
1970,EGY,1.81792,,,,
1971,EGY,1.92472,,,,
1972,EGY,1.86798,,,,
1973,EGY,1.75932,,,,
1974,EGY,1.57784,,,,
1975,EGY,1.72198,,,,
1976,EGY,1.60608,,,,
1977,EGY,1.53748,,,,
1978,EGY,1.28656,,,,
1979,EGY,1.40829,,,,
1980,EGY,1.70352,,,,
1981,EGY,1.60425,,,,
1982,EGY,1.68069,,,,
1983,EGY,1.7434,,,,
1984,EGY,2.1022,,,,
1985,EGY,2.39712,,,,
1986,EGY,3.43972,,,,
1987,EGY,3.93324,,,,
1988,EGY,4.36634,,,,
1989,EGY,5.5375,,,,
1990,EGY,6.2181,,,,
1991,EGY,7.6424,,,,
1992,EGY,8.1375,,,,
1993,EGY,6.111,,,,
1994,EGY,6.3315,,,,
1995,EGY,6.7308,,,,
1996,EGY,9.1817,,,,
1997,EGY,9.4954,,,,
1998,EGY,10.626,,,,
1999,EGY,14.9819,,,,
2000,EGY,15.2794,,,,
2001,EGY,16.2424,,,,
2002,EGY,18.1326,,,,
2003,EGY,16.7314,,,,
2004,EGY,18.2016,,,,
2005,EGY,20.085,,,,
2006,EGY,23.4214,,,,
2007,EGY,25.728,,,,
2008,EGY,18.8254,,,,
2009,EGY,23.1217,,,,
2010,EGY,19.6205,,,,
2011,EGY,19.6963,,,,
2012,EGY,25.9992,,,,
2013,EGY,22.9,,,,
2014,EGY,23.5402,,,,
2015,EGY,24.6506,,,,
2016,EGY,25.1615,,,,
2017,EGY,30.4465,,,,
2018,EGY,38.8882,,,,
2019,EGY,22.5092,,,,
2020,EGY,23.946,,,,
1970,ERI,0.0092378,,,,
1971,ERI,0.0097709,,,,
1972,ERI,0.0105896,,,,
1973,ERI,0.0110095,,,,
1974,ERI,0.0109896,,,,
1975,ERI,0.0108984,,,,
1976,ERI,0.0113525,,,,
1977,ERI,0.0118944,,,,
1978,ERI,0.0125223,,,,
1979,ERI,0.012815,,,,
1980,ERI,0.0127788,,,,
1981,ERI,0.0127143,,,,
1982,ERI,0.0126312,,,,
1983,ERI,0.012882,,,,
1984,ERI,0.0132006,,,,
1985,ERI,0.0133055,,,,
1986,ERI,0.0138788,,,,
1987,ERI,0.014454,,,,
1988,ERI,0.0152685,,,,
1989,ERI,0.0156453,,,,
1990,ERI,0.015622,,,,
1991,ERI,0.0158472,,,,
1992,ERI,0.01649,,,,
1993,ERI,0.0173416,,,,
1994,ERI,0.0184005,,,,
1995,ERI,0.0192818,,,,
1996,ERI,0.01974,,,,
1997,ERI,0.02095,,,,
1998,ERI,0.01881,,,,
1999,ERI,0.018765,,,,
2000,ERI,0.018675,,,,
2001,ERI,0.01872,,,,
2002,ERI,0.01872,,,,
2003,ERI,0.01872,,,,
2004,ERI,0.018765,,,,
2005,ERI,0.018765,,,,
2006,ERI,0.01791,,,,
2007,ERI,0.017145,,,,
2008,ERI,0.01692,,,,
2009,ERI,0.01593,,,,
2010,ERI,0.01638,,,,
2011,ERI,0.06726,,,,
2012,ERI,0.08142,,,,
2013,ERI,0.07797,,,,
2014,ERI,0.07636,,,,
2015,ERI,0.0708,,,,
2016,ERI,0.0804766,,,,
2017,ERI,0.084017,,,,
2018,ERI,0.111326,,,,
2019,ERI,0.112605,,,,
2020,ERI,0.113885,,,,
1970,ESP,8.2498,,,,
1971,ESP,8.4452,,,,
1972,ESP,14.2984,,,,
1973,ESP,10.864,,,,
1974,ESP,11.4716,,,,
1975,ESP,11.5198,,,,
1976,ESP,12.0175,,,,
1977,ESP,13.216,,,,
1978,ESP,13.7417,,,,
1979,ESP,13.0946,,,,
1980,ESP,12.964,,,,
1981,ESP,13.2192,,,,
1982,ESP,13.4976,,,,
1983,ESP,13.8618,,,,
1984,ESP,11.4046,,,,
1985,ESP,9.7674,,,,
1986,ESP,9.746,,,,
1987,ESP,10.12,,,,
1988,ESP,10.6384,,,,
1989,ESP,11.8642,,,,
1990,ESP,12.083,,,,
1991,ESP,11.5092,,,,
1992,ESP,10.2582,,,,
1993,ESP,9.7433,,,,
1994,ESP,11.2924,,,,
1995,ESP,12.1584,,,,
1996,ESP,11.9196,,,,
1997,ESP,12.5304,,,,
1998,ESP,13.571,,,,
1999,ESP,14.1768,,,,
2000,ESP,14.478,,,,
2001,ESP,14.742,,,,
2002,ESP,15.264,,,,
2003,ESP,15.7344,,,,
2004,ESP,16.0304,,,,
2005,ESP,16.4984,,,,
2006,ESP,16.686,,,,
2007,ESP,16.6835,,,,
2008,ESP,14.1877,,,,
2009,ESP,11.2395,,,,
2010,ESP,11.0374,,,,
2011,ESP,9.49218,,,,
2012,ESP,8.68676,,,,
2013,ESP,7.62348,,,,
2014,ESP,8.81055,,,,
2015,ESP,9.18,,,,
2016,ESP,9.36489,,,,
2017,ESP,9.32678,,,,
2018,ESP,9.59895,,,,
2019,ESP,9.10573,,,,
2020,ESP,9.20919,,,,
1970,EST,0.270712,,,,
1971,EST,0.284289,,,,
1972,EST,0.292911,,,,
1973,EST,0.305208,,,,
1974,EST,0.31944,,,,
1975,EST,0.335257,,,,
1976,EST,0.337946,,,,
1977,EST,0.344148,,,,
1978,EST,0.341506,,,,
1979,EST,0.330171,,,,
1980,EST,0.336024,,,,
1981,EST,0.35061,,,,
1982,EST,0.49434,,,,
1983,EST,0.5049,,,,
1984,EST,0.53808,,,,
1985,EST,0.49377,,,,
1986,EST,0.504,,,,
1987,EST,0.51852,,,,
1988,EST,0.5328,,,,
1989,EST,0.49833,,,,
1990,EST,0.410844,,,,
1991,EST,0.40182,,,,
1992,EST,0.268548,,,,
1993,EST,0.19647,,,,
1994,EST,0.280891,,,,
1995,EST,0.297198,,,,
1996,EST,0.306908,,,,
1997,EST,0.3384,,,,
1998,EST,0.321,,,,
1999,EST,0.306806,,,,
2000,EST,0.322091,,,,
2001,EST,0.32724,,,,
2002,EST,0.307094,,,,
2003,EST,0.29095,,,,
2004,EST,0.324105,,,,
2005,EST,0.33033,,,,
2006,EST,0.366768,,,,
2007,EST,0.541586,,,,
2008,EST,0.540552,,,,
2009,EST,0.23309,,,,
2010,EST,0.279,,,,
2011,EST,0.373879,,,,
2012,EST,0.371622,,,,
2013,EST,0.359659,,,,
2014,EST,0.374586,,,,
2015,EST,0.18525,,,,
2016,EST,0.167297,,,,
2017,EST,0.272022,,,,
2018,EST,0.220519,,,,
2019,EST,0.261883,,,,
2020,EST,0.264859,,,,
1970,ETH,0.08645,,,,
1971,ETH,0.089853,,,,
1972,ETH,0.087352,,,,
1973,ETH,0.098455,,,,
1974,ETH,0.082904,,,,
1975,ETH,0.070744,,,,
1976,ETH,0.0475,,,,
1977,ETH,0.093928,,,,
1978,ETH,0.048307,,,,
1979,ETH,0.04427,,,,
1980,ETH,0.056949,,,,
1981,ETH,0.065178,,,,
1982,ETH,0.066576,,,,
1983,ETH,0.05424,,,,
1984,ETH,0.074085,,,,
1985,ETH,0.10146,,,,
1986,ETH,0.11934,,,,
1987,ETH,0.1533,,,,
1988,ETH,0.17661,,,,
1989,ETH,0.177572,,,,
1990,ETH,0.138672,,,,
1991,ETH,0.11502,,,,
1992,ETH,0.100725,,,,
1993,ETH,0.159848,,,,
1994,ETH,0.196272,,,,
1995,ETH,0.256389,,,,
1996,ETH,0.2898,,,,
1997,ETH,0.315088,,,,
1998,ETH,0.3135,,,,
1999,ETH,0.266046,,,,
2000,ETH,0.3652,,,,
2001,ETH,0.3744,,,,
2002,ETH,0.3744,,,,
2003,ETH,0.47008,,,,
2004,ETH,0.55044,,,,
2005,ETH,0.65469,,,,
2006,ETH,0.68854,,,,
2007,ETH,0.62103,,,,
2008,ETH,0.68808,,,,
2009,ETH,0.59826,,,,
2010,ETH,0.596596,,,,
2011,ETH,0.737028,,,,
2012,ETH,1.25599,,,,
2013,ETH,1.52313,,,,
2014,ETH,1.80077,,,,
2015,ETH,2.655,,,,
2016,ETH,3.33978,,,,
2017,ETH,3.60073,,,,
2018,ETH,3.69761,,,,
2019,ETH,3.74011,,,,
2020,ETH,3.78261,,,,
1970,FIN,0.90896,,,,
1971,FIN,0.89052,,,,
1972,FIN,0.8838,,,,
1973,FIN,1.02201,,,,
1974,FIN,1.11752,,,,
1975,FIN,1.04004,,,,
1976,FIN,0.93605,,,,
1977,FIN,0.87423,,,,
1978,FIN,0.8676,,,,
1979,FIN,0.9024,,,,
1980,FIN,0.85562,,,,
1981,FIN,0.88722,,,,
1982,FIN,0.90725,,,,
1983,FIN,0.93852,,,,
1984,FIN,0.78352,,,,
1985,FIN,0.8007,,,,
1986,FIN,0.7035,,,,
1987,FIN,0.73944,,,,
1988,FIN,0.75492,,,,
1989,FIN,0.78585,,,,
1990,FIN,0.76395,,,,
1991,FIN,0.5963,,,,
1992,FIN,0.49607,,,,
1993,FIN,0.378255,,,,
1994,FIN,0.38016,,,,
1995,FIN,0.395452,,,,
1996,FIN,0.398775,,,,
1997,FIN,0.4706,,,,
1998,FIN,0.4686,,,,
1999,FIN,0.50173,,,,
2000,FIN,0.52966,,,,
2001,FIN,0.52934,,,,
2002,FIN,0.5088,,,,
2003,FIN,0.48723,,,,
2004,FIN,0.55263,,,,
2005,FIN,0.578,,,,
2006,FIN,0.59472,,,,
2007,FIN,0.62292,,,,
2008,FIN,0.66341,,,,
2009,FIN,0.3969,,,,
2010,FIN,0.545535,,,,
2011,FIN,0.586701,,,,
2012,FIN,0.519786,,,,
2013,FIN,0.5057,,,,
2014,FIN,0.48875,,,,
2015,FIN,0.4862,,,,
2016,FIN,0.581019,,,,
2017,FIN,0.542915,,,,
2018,FIN,0.482046,,,,
2019,FIN,0.593912,,,,
2020,FIN,0.600661,,,,
1970,FJI,0.02964,,,,
1971,FJI,0.038532,,,,
1972,FJI,0.04446,,,,
1973,FJI,0.045942,,,,
1974,FJI,0.042484,,,,
1975,FJI,0.036556,,,,
1976,FJI,0.034086,,,,
1977,FJI,0.038532,,,,
1978,FJI,0.042978,,,,
1979,FJI,0.042978,,,,
1980,FJI,0.041002,,,,
1981,FJI,0.045448,,,,
1982,FJI,0.04356,,,,
1983,FJI,0.05445,,,,
1984,FJI,0.04851,,,,
1985,FJI,0.046128,,,,
1986,FJI,0.0457808,,,,
1987,FJI,0.029323,,,,
1988,FJI,0.0219674,,,,
1989,FJI,0.0288757,,,,
1990,FJI,0.0387942,,,,
1991,FJI,0.0396078,,,,
1992,FJI,0.0428922,,,,
1993,FJI,0.0406756,,,,
1994,FJI,0.0482976,,,,
1995,FJI,0.047424,,,,
1996,FJI,0.044016,,,,
1997,FJI,0.050784,,,,
1998,FJI,0.04797,,,,
1999,FJI,0.05111,,,,
2000,FJI,0.05149,,,,
2001,FJI,0.050445,,,,
2002,FJI,0.0494,,,,
2003,FJI,0.0509,,,,
2004,FJI,0.0497,,,,
2005,FJI,0.069498,,,,
2006,FJI,0.070928,,,,
2007,FJI,0.072935,,,,
2008,FJI,0.067496,,,,
2009,FJI,0.05049,,,,
2010,FJI,0.069927,,,,
2011,FJI,0.0714,,,,
2012,FJI,0.06,,,,
2013,FJI,0.069685,,,,
2014,FJI,0.072756,,,,
2015,FJI,0.079152,,,,
2016,FJI,0.0921484,,,,
2017,FJI,0.0596182,,,,
2018,FJI,0.0585668,,,,
2019,FJI,0.0592401,,,,
2020,FJI,0.059913,,,,
1970,FRA,14.326,,,,
1971,FRA,14.21,,,,
1972,FRA,14.7258,,,,
1973,FRA,14.7974,,,,
1974,FRA,15.5025,,,,
1975,FRA,14.0481,,,,
1976,FRA,14.3514,,,,
1977,FRA,13.857,,,,
1978,FRA,13.4151,,,,
1979,FRA,13.1616,,,,
1980,FRA,13.1532,,,,
1981,FRA,12.6336,,,,
1982,FRA,11.5884,,,,
1983,FRA,10.7555,,,,
1984,FRA,9.8745,,,,
1985,FRA,9.5682,,,,
1986,FRA,9.2016,,,,
1987,FRA,9.917,,,,
1988,FRA,10.6172,,,,
1989,FRA,10.764,,,,
1990,FRA,10.8385,,,,
1991,FRA,10.291,,,,
1992,FRA,9.2664,,,,
1993,FRA,8.5113,,,,
1994,FRA,8.7062,,,,
1995,FRA,8.557,,,,
1996,FRA,8.3655,,,,
1997,FRA,8.0388,,,,
1998,FRA,8.619,,,,
1999,FRA,8.3224,,,,
2000,FRA,8.4822,,,,
2001,FRA,8.5734,,,,
2002,FRA,8.5554,,,,
2003,FRA,8.5104,,,,
2004,FRA,8.946,,,,
2005,FRA,9.0312,,,,
2006,FRA,9.2025,,,,
2007,FRA,9.3883,,,,
2008,FRA,8.778,,,,
2009,FRA,7.578,,,,
2010,FRA,7.74932,,,,
2011,FRA,7.91997,,,,
2012,FRA,7.37334,,,,
2013,FRA,7.17116,,,,
2014,FRA,6.8388,,,,
2015,FRA,6.5208,,,,
2016,FRA,6.58807,,,,
2017,FRA,6.42597,,,,
2018,FRA,6.67933,,,,
2019,FRA,6.76272,,,,
2020,FRA,6.83957,,,,
1970,GAB,0.011362,,,,
1971,GAB,0.021113,,,,
1972,GAB,0.025376,,,,
1973,GAB,0.030555,,,,
1974,GAB,0.034222,,,,
1975,GAB,0.043976,,,,
1976,GAB,0.050825,,,,
1977,GAB,0.077408,,,,
1978,GAB,0.062846,,,,
1979,GAB,0.044736,,,,
1980,GAB,0.063431,,,,
1981,GAB,0.06885,,,,
1982,GAB,0.081168,,,,
1983,GAB,0.087688,,,,
1984,GAB,0.092943,,,,
1985,GAB,0.10858,,,,
1986,GAB,0.09282,,,,
1987,GAB,0.061758,,,,
1988,GAB,0.05742,,,,
1989,GAB,0.049565,,,,
1990,GAB,0.049648,,,,
1991,GAB,0.049842,,,,
1992,GAB,0.0493,,,,
1993,GAB,0.055968,,,,
1994,GAB,0.053298,,,,
1995,GAB,0.05473,,,,
1996,GAB,0.0777,,,,
1997,GAB,0.0838,,,,
1998,GAB,0.081928,,,,
1999,GAB,0.07506,,,,
2000,GAB,0.08715,,,,
2001,GAB,0.09984,,,,
2002,GAB,0.106912,,,,
2003,GAB,0.10816,,,,
2004,GAB,0.10842,,,,
2005,GAB,0.10842,,,,
2006,GAB,0.10348,,,,
2007,GAB,0.087249,,,,
2008,GAB,0.08648,,,,
2009,GAB,0.0885,,,,
2010,GAB,0.081172,,,,
2011,GAB,0.080004,,,,
2012,GAB,0.0708,,,,
2013,GAB,0.05763,,,,
2014,GAB,0.05976,,,,
2015,GAB,0.0708,,,,
2016,GAB,0.140834,,,,
2017,GAB,0.136028,,,,
2018,GAB,0.19482,,,,
2019,GAB,0.197059,,,,
2020,GAB,0.199299,,,,
1970,GBR,8.4968,,,,
1971,GBR,8.7084,,,,
1972,GBR,8.8871,,,,
1973,GBR,9.78,,,,
1974,GBR,8.6864,,,,
1975,GBR,8.2134,,,,
1976,GBR,7.663,,,,
1977,GBR,7.4865,,,,
1978,GBR,7.6638,,,,
1979,GBR,7.728,,,,
1980,GBR,7.0744,,,,
1981,GBR,6.0579,,,,
1982,GBR,6.188,,,,
1983,GBR,6.365,,,,
1984,GBR,6.399,,,,
1985,GBR,6.2909,,,,
1986,GBR,6.3248,,,,
1987,GBR,6.721,,,,
1988,GBR,7.7385,,,,
1989,GBR,7.9092,,,,
1990,GBR,6.8649,,,,
1991,GBR,5.64,,,,
1992,GBR,5.137,,,,
1993,GBR,5.1986,,,,
1994,GBR,5.9947,,,,
1995,GBR,5.9118,,,,
1996,GBR,6.039,,,,
1997,GBR,6.3126,,,,
1998,GBR,6.4356,,,,
1999,GBR,6.1468,,,,
2000,GBR,5.9625,,,,
2001,GBR,5.3193,,,,
2002,GBR,5.3901,,,,
2003,GBR,5.3001,,,,
2004,GBR,5.3937,,,,
2005,GBR,5.2304,,,,
2006,GBR,5.244,,,,
2007,GBR,5.3193,,,,
2008,GBR,4.5349,,,,
2009,GBR,3.33756,,,,
2010,GBR,3.42867,,,,
2011,GBR,3.69306,,,,
2012,GBR,3.41141,,,,
2013,GBR,3.48628,,,,
2014,GBR,3.74444,,,,
2015,GBR,3.9064,,,,
2016,GBR,4.18912,,,,
2017,GBR,4.06835,,,,
2018,GBR,4.02182,,,,
2019,GBR,4.07152,,,,
2020,GBR,4.11779,,,,
1970,GEO,0.164502,,,,
1971,GEO,0.169886,,,,
1972,GEO,0.173595,,,,
1973,GEO,0.180306,,,,
1974,GEO,0.187792,,,,
1975,GEO,0.198172,,,,
1976,GEO,0.201716,,,,
1977,GEO,0.20468,,,,
1978,GEO,0.202444,,,,
1979,GEO,0.196407,,,,
1980,GEO,0.197028,,,,
1981,GEO,0.198555,,,,
1982,GEO,0.191268,,,,
1983,GEO,0.195534,,,,
1984,GEO,0.19608,,,,
1985,GEO,0.195696,,,,
1986,GEO,0.199805,,,,
1987,GEO,0.20293,,,,
1988,GEO,0.20821,,,,
1989,GEO,0.21912,,,,
1990,GEO,0.2185,,,,
1991,GEO,0.2185,,,,
1992,GEO,0.218,,,,
1993,GEO,0.1308,,,,
1994,GEO,0.0435,,,,
1995,GEO,0.0435,,,,
