year,ISO,value,projections,benchmark_low,benchmark_mid,benchmark_high
2015,BIH,0.345824,,,,
2016,BIH,0.333605,,,,
2017,BIH,0.362065,,,,
2018,BIH,0.395473,,,,
2019,BIH,0.40002,,,,
2020,BIH,0.404563,,,,
1970,BLR,0.95342,,,,
1971,BLR,0.95254,,,,
1972,BLR,0.95355,,,,
1973,BLR,0.96714,,,,
1974,BLR,0.98736,,,,
1975,BLR,1.04377,,,,
1976,BLR,1.04204,,,,
1977,BLR,1.02816,,,,
1978,BLR,1.01222,,,,
1979,BLR,0.99852,,,,
1980,BLR,0.9828,,,,
1981,BLR,0.9672,,,,
1982,BLR,0.95172,,,,
1983,BLR,0.95472,,,,
1984,BLR,0.95304,,,,
1985,BLR,0.96036,,,,
1986,BLR,0.963,,,,
1987,BLR,0.9834,,,,
1988,BLR,1.00788,,,,
1989,BLR,1.00548,,,,
1990,BLR,0.98988,,,,
1991,BLR,0.9528,,,,
1992,BLR,0.91304,,,,
1993,BLR,0.8595,,,,
1994,BLR,0.63325,,,,
1995,BLR,0.56544,,,,
1996,BLR,0.64533,,,,
1997,BLR,0.83284,,,,
1998,BLR,0.92004,,,,
1999,BLR,0.8904,,,,
2000,BLR,0.8658,,,,
2001,BLR,0.8208,,,,
2002,BLR,0.98084,,,,
2003,BLR,1.16337,,,,
2004,BLR,1.29402,,,,
2005,BLR,1.45545,,,,
2006,BLR,1.5645,,,,
2007,BLR,1.61586,,,,
2008,BLR,1.81038,,,,
2009,BLR,1.87485,,,,
2010,BLR,1.96192,,,,
2011,BLR,1.9567,,,,
2012,BLR,2.18317,,,,
2013,BLR,2.11383,,,,
2014,BLR,2.35914,,,,
2015,BLR,1.98043,,,,
2016,BLR,2.18587,,,,
2017,BLR,2.12419,,,,
2018,BLR,2.06781,,,,
2019,BLR,2.26283,,,,
2020,BLR,2.28855,,,,
1970,BOL,0.057304,,,,
1971,BOL,0.062592,,,,
1972,BOL,0.124645,,,,
1973,BOL,0.07968,,,,
1974,BOL,0.09595,,,,
1975,BOL,0.106446,,,,
1976,BOL,0.10252,,,,
1977,BOL,0.123087,,,,
1978,BOL,0.117449,,,,
1979,BOL,0.114356,,,,
1980,BOL,0.142146,,,,
1981,BOL,0.165682,,,,
1982,BOL,0.142788,,,,
1983,BOL,0.13454,,,,
1984,BOL,0.09438,,,,
1985,BOL,0.102184,,,,
1986,BOL,0.14406,,,,
1987,BOL,0.16019,,,,
1988,BOL,0.191526,,,,
1989,BOL,0.203406,,,,
1990,BOL,0.210648,,,,
1991,BOL,0.247158,,,,
1992,BOL,0.24822,,,,
1993,BOL,0.245939,,,,
1994,BOL,0.305343,,,,
1995,BOL,0.332827,,,,
1996,BOL,0.353986,,,,
1997,BOL,0.39104,,,,
1998,BOL,0.43524,,,,
1999,BOL,0.4416,,,,
2000,BOL,0.39055,,,,
2001,BOL,0.359778,,,,
2002,BOL,0.37168,,,,
2003,BOL,0.42066,,,,
2004,BOL,0.4736,,,,
2005,BOL,0.53568,,,,
2006,BOL,0.6068,,,,
2007,BOL,0.65946,,,,
2008,BOL,0.74426,,,,
2009,BOL,0.85646,,,,
2010,BOL,0.88111,,,,
2011,BOL,0.935616,,,,
2012,BOL,0.982468,,,,
2013,BOL,1.01319,,,,
2014,BOL,1.05783,,,,
2015,BOL,1.1167,,,,
2016,BOL,1.29862,,,,
2017,BOL,1.36151,,,,
2018,BOL,1.37754,,,,
2019,BOL,1.39337,,,,
2020,BOL,1.4092,,,,
1970,BRA,4.446,,,,
1971,BRA,4.8118,,,,
1972,BRA,5.5746,,,,
1973,BRA,6.5124,,,,
1974,BRA,7.3568,,,,
1975,BRA,7.8884,,,,
1976,BRA,8.9386,,,,
1977,BRA,10.0436,,,,
1978,BRA,10.9736,,,,
1979,BRA,11.7279,,,,
1980,BRA,12.7296,,,,
1981,BRA,12.1365,,,,
1982,BRA,11.8272,,,,
1983,BRA,9.5931,,,,
1984,BRA,8.892,,,,
1985,BRA,9.3318,,,,
1986,BRA,11.385,,,,
1987,BRA,11.3985,,,,
1988,BRA,11.2332,,,,
1989,BRA,11.4219,,,,
1990,BRA,11.3442,,,,
1991,BRA,10.9175,,,,
1992,BRA,9.6556,,,,
1993,BRA,11.16,,,,
1994,BRA,10.71,,,,
1995,BRA,12.9048,,,,
1996,BRA,15.1894,,,,
1997,BRA,16.8783,,,,
1998,BRA,17.9949,,,,
1999,BRA,17.0872,,,,
2000,BRA,18.3456,,,,
2001,BRA,17.7384,,,,
2002,BRA,17.176,,,,
2003,BRA,16.014,,,,
2004,BRA,16.3056,,,,
2005,BRA,17.9955,,,,
2006,BRA,18.7293,,,,
2007,BRA,19.7118,,,,
2008,BRA,22.2651,,,,
2009,BRA,22.2827,,,,
2010,BRA,25.5981,,,,
2011,BRA,27.2395,,,,
2012,BRA,30.8487,,,,
2013,BRA,24.5612,,,,
2014,BRA,24.9389,,,,
2015,BRA,20.6947,,,,
2016,BRA,20.9403,,,,
2017,BRA,20.1331,,,,
2018,BRA,19.1864,,,,
2019,BRA,19.5484,,,,
2020,BRA,20.6345,,,,
1984,BRB,0.029248,,,,
1985,BRB,0.06734,,,,
1986,BRB,0.089948,,,,
1987,BRB,0.066003,,,,
1988,BRB,0.08251,,,,
1989,BRB,0.0999,,,,
1990,BRB,0.093933,,,,
1991,BRB,0.062784,,,,
1992,BRB,0.030601,,,,
1993,BRB,0.027264,,,,
1994,BRB,0.031996,,,,
1995,BRB,0.031616,,,,
1996,BRB,0.043977,,,,
1997,BRB,0.070238,,,,
1998,BRB,0.103859,,,,
1999,BRB,0.100188,,,,
2000,BRB,0.104788,,,,
2001,BRB,0.097,,,,
2002,BRB,0.11473,,,,
2003,BRB,0.12415,,,,
2004,BRB,0.122038,,,,
2005,BRB,0.128216,,,,
2006,BRB,0.130806,,,,
2007,BRB,0.110838,,,,
2008,BRB,0.110166,,,,
2009,BRB,0.09472,,,,
2010,BRB,0.085417,,,,
2011,BRB,0.085186,,,,
2012,BRB,0.065824,,,,
2013,BRB,0.06144,,,,
2014,BRB,0.06144,,,,
2015,BRB,0.06176,,,,
2016,BRB,0.0609318,,,,
2017,BRB,0.0609466,,,,
2018,BRB,0.0603358,,,,
2019,BRB,0.0610293,,,,
2020,BRB,0.0617228,,,,
1970,BRN,0.0196612,,,,
1971,BRN,0.0208962,,,,
1972,BRN,0.0228228,,,,
1973,BRN,0.0238108,,,,
1974,BRN,0.023959,,,,
1975,BRN,0.023959,,,,
1976,BRN,0.0250952,,,,
1977,BRN,0.0264784,,,,
1978,BRN,0.0280592,,,,
1979,BRN,0.028899,,,,
1980,BRN,0.0289484,,,,
1981,BRN,0.0290966,,,,
1982,BRN,0.029205,,,,
1983,BRN,0.0300465,,,,
1984,BRN,0.0309375,,,,
1985,BRN,0.0315456,,,,
1986,BRN,0.0331824,,,,
1987,BRN,0.0348894,,,,
1988,BRN,0.0370762,,,,
1989,BRN,0.0383187,,,,
1990,BRN,0.0386946,,,,
1991,BRN,0.0397584,,,,
1992,BRN,0.0418275,,,,
1993,BRN,0.0444059,,,,
1994,BRN,0.0477816,,,,
1995,BRN,0.050648,,,,
1996,BRN,0.0524,,,,
1997,BRN,0.2116,,,,
1998,BRN,0.115128,,,,
1999,BRN,0.111904,,,,
2000,BRN,0.125744,,,,
2001,BRN,0.120537,,,,
2002,BRN,0.12532,,,,
2003,BRN,0.120124,,,,
2004,BRN,0.120274,,,,
2005,BRN,0.129276,,,,
2006,BRN,0.11904,,,,
2007,BRN,0.1006,,,,
2008,BRN,0.11328,,,,
2009,BRN,0.10098,,,,
2010,BRN,0.11583,,,,
2011,BRN,0.1218,,,,
2012,BRN,0.132,,,,
2013,BRN,0.1309,,,,
2014,BRN,0.09288,,,,
2015,BRN,0.08924,,,,
2016,BRN,0.105192,,,,
2017,BRN,0.114162,,,,
2018,BRN,0.118772,,,,
2019,BRN,0.120137,,,,
2020,BRN,0.121502,,,,
1970,BTN,0.0314678,,,,
1971,BTN,0.0334438,,,,
1972,BTN,0.036556,,,,
1973,BTN,0.0381368,,,,
1974,BTN,0.0383344,,,,
1975,BTN,0.0383344,,,,
1976,BTN,0.0401622,,,,
1977,BTN,0.0423358,,,,
1978,BTN,0.0448552,,,,
1979,BTN,0.046189,,,,
1980,BTN,0.0463372,,,,
1981,BTN,0.0465348,,,,
1982,BTN,0.0466785,,,,
1983,BTN,0.0480645,,,,
1984,BTN,0.0495,,,,
1985,BTN,0.050592,,,,
1986,BTN,0.053072,,,,
1987,BTN,0.055664,,,,
1988,BTN,0.059143,,,,
1989,BTN,0.061131,,,,
1990,BTN,0.061752,,,,
1991,BTN,0.063754,,,,
1992,BTN,0.066924,,,,
1993,BTN,0.071029,,,,
1994,BTN,0.076368,,,,
1995,BTN,0.08112,,,,
1996,BTN,0.08384,,,,
1997,BTN,0.08464,,,,
1998,BTN,0.07995,,,,
1999,BTN,0.0807,,,,
2000,BTN,0.0813,,,,
2001,BTN,0.08496,,,,
2002,BTN,0.0832,,,,
2003,BTN,0.08144,,,,
2004,BTN,0.08449,,,,
2005,BTN,0.08262,,,,
2006,BTN,0.08928,,,,
2007,BTN,0.09054,,,,
2008,BTN,0.08496,,,,
2009,BTN,0.08262,,,,
2010,BTN,0.0858,,,,
2011,BTN,0.22848,,,,
2012,BTN,0.2084,,,,
2013,BTN,0.20976,,,,
2014,BTN,0.25116,,,,
2015,BTN,0.28476,,,,
2016,BTN,0.339716,,,,
2017,BTN,0.32307,,,,
2018,BTN,0.341697,,,,
2019,BTN,0.345624,,,,
2020,BTN,0.349552,,,,
2009,BWA,0.0885,,,,
2010,BWA,0.09464,,,,
2011,BWA,0.1062,,,,
2012,BWA,0.00531,,,,
2013,BWA,0.005085,,,,
2014,BWA,0.00498,,,,
2015,BWA,0.00531,,,,
2016,BWA,0.00603574,,,,
2017,BWA,0.00600122,,,,
2018,BWA,0.00636147,,,,
2019,BWA,0.00643459,,,,
2020,BWA,0.00650771,,,,
1970,CAN,3.59632,,,,
1971,CAN,4.09344,,,,
1972,CAN,4.46319,,,,
1973,CAN,4.9389,,,,
1974,CAN,5.1728,,,,
1975,CAN,4.73364,,,,
1976,CAN,4.8015,,,,
1977,CAN,4.79619,,,,
1978,CAN,5.061,,,,
1979,CAN,5.52,,,,
1980,CAN,4.9234,,,,
1981,CAN,4.8654,,,,
1982,CAN,3.8665,,,,
1983,CAN,3.73038,,,,
1984,CAN,4.43208,,,,
1985,CAN,4.8042,,,,
1986,CAN,4.9714,,,,
1987,CAN,5.8968,,,,
1988,CAN,5.7784,,,,
1989,CAN,5.859,,,,
1990,CAN,5.4634,,,,
1991,CAN,4.46949,,,,
1992,CAN,4.50116,,,,
1993,CAN,4.58232,,,,
1994,CAN,5.406,,,,
1995,CAN,6.1256,,,,
1996,CAN,5.8,,,,
1997,CAN,6.24,,,,
1998,CAN,6.4009,,,,
1999,CAN,6.678,,,,
2000,CAN,6.7662,,,,
2001,CAN,6.5792,,,,
2002,CAN,6.7858,,,,
2003,CAN,6.8474,,,,
2004,CAN,7.1585,,,,
2005,CAN,7.2278,,,,
2006,CAN,7.3359,,,,
2007,CAN,7.3688,,,,
2008,CAN,6.6719,,,,
2009,CAN,5.137,,,,
2010,CAN,5.73069,,,,
2011,CAN,5.77248,,,,
2012,CAN,6.31976,,,,
2013,CAN,5.71261,,,,
2014,CAN,5.67816,,,,
2015,CAN,5.98616,,,,
2016,CAN,5.91925,,,,
2017,CAN,6.08645,,,,
2018,CAN,5.76587,,,,
2019,CAN,6.9586,,,,
2020,CAN,7.03768,,,,
1970,CHE,2.3712,,,,
1971,CHE,2.57346,,,,
1972,CHE,2.81503,,,,
1973,CHE,2.83392,,,,
1974,CHE,2.583,,,,
1975,CHE,1.90508,,,,
1976,CHE,1.74305,,,,
1977,CHE,1.7885,,,,
1978,CHE,1.813,,,,
1979,CHE,1.92177,,,,
1980,CHE,2.07825,,,,
1981,CHE,2.1228,,,,
1982,CHE,1.9967,,,,
1983,CHE,2.01204,,,,
1984,CHE,2.0273,,,,
1985,CHE,2.057,,,,
1986,CHE,2.12037,,,,
1987,CHE,2.23146,,,,
1988,CHE,2.39554,,,,
1989,CHE,2.62626,,,,
1990,CHE,2.5008,,,,
1991,CHE,2.18064,,,,
1992,CHE,2.04054,,,,
1993,CHE,1.852,,,,
1994,CHE,2.044,,,,
1995,CHE,1.928,,,,
1996,CHE,1.73628,,,,
1997,CHE,1.55652,,,,
1998,CHE,1.5588,,,,
1999,CHE,1.5549,,,,
2000,CHE,1.67011,,,,
2001,CHE,1.70245,,,,
2002,CHE,1.63618,,,,
2003,CHE,1.59923,,,,
2004,CHE,1.69785,,,,
2005,CHE,1.7889,,,,
2006,CHE,1.79376,,,,
2007,CHE,1.828,,,,
2008,CHE,1.7999,,,,
2009,CHE,1.7888,,,,
2010,CHE,1.89229,,,,
2011,CHE,1.86742,,,,
2012,CHE,1.74985,,,,
2013,CHE,1.77712,,,,
2014,CHE,2.03575,,,,
2015,CHE,1.68576,,,,
2016,CHE,1.76243,,,,
2017,CHE,1.72405,,,,
2018,CHE,1.67479,,,,
2019,CHE,1.67814,,,,
2020,CHE,1.69721,,,,
1970,CHL,0.6669,,,,
1971,CHL,0.66993,,,,
1972,CHL,0.68385,,,,
1973,CHL,0.6384,,,,
1974,CHL,0.6745,,,,
1975,CHL,0.48513,,,,
1976,CHL,0.451088,,,,
1977,CHL,0.52554,,,,
1978,CHL,0.5484,,,,
1979,CHL,0.61472,,,,
1980,CHL,0.70626,,,,
1981,CHL,0.82398,,,,
1982,CHL,0.49494,,,,
1983,CHL,0.54684,,,,
1984,CHL,0.59631,,,,
1985,CHL,0.60632,,,,
1986,CHL,0.6048,,,,
1987,CHL,0.6225,,,,
1988,CHL,0.77679,,,,
1989,CHL,0.81606,,,,
1990,CHL,0.85224,,,,
1991,CHL,0.8955,,,,
1992,CHL,1.04804,,,,
1993,CHL,1.18082,,,,
1994,CHL,1.161,,,,
1995,CHL,1.2639,,,,
1996,CHL,1.37577,,,,
1997,CHL,1.40624,,,,
1998,CHL,1.44708,,,,
1999,CHL,1.11872,,,,
2000,CHL,1.27385,,,,
2001,CHL,1.28466,,,,
2002,CHL,1.27328,,,,
2003,CHL,1.33578,,,,
2004,CHL,1.406,,,,
2005,CHL,1.488,,,,
2006,CHL,1.5207,,,,
2007,CHL,1.68276,,,,
2008,CHL,1.72788,,,,
2009,CHL,1.45112,,,,
2010,CHL,1.41291,,,,
2011,CHL,1.55091,,,,
2012,CHL,1.70936,,,,
2013,CHL,1.61528,,,,
2014,CHL,1.3314,,,,
2015,CHL,1.3846,,,,
2016,CHL,1.51463,,,,
2017,CHL,1.58359,,,,
2018,CHL,1.62285,,,,
2019,CHL,1.64151,,,,
2020,CHL,1.66016,,,,
1970,CHN,12.7452,,,,
1971,CHN,15.5788,,,,
1972,CHN,17.5015,,,,
1973,CHN,18.3516,,,,
1974,CHN,18.2532,,,,
1975,CHN,22.7333,,,,
1976,CHN,22.9297,,,,
1977,CHN,27.293,,,,
1978,CHN,31.948,,,,
1979,CHN,36.1371,,,,
1980,CHN,39.0711,,,,
1981,CHN,40.4552,,,,
1982,CHN,46.3624,,,,
1983,CHN,52.488,,,,
1984,CHN,59.655,,,,
1985,CHN,70.664,,,,
1986,CHN,80.178,,,,
1987,CHN,89.838,,,,
1988,CHN,101.22,,,,
1989,CHN,101.01,,,,
1990,CHN,100.8,,,,
1991,CHN,113.19,,,,
1992,CHN,147.532,,,,
1993,CHN,170.384,,,,
1994,CHN,215.131,,,,
1995,CHN,229.432,,,,
1996,CHN,234.207,,,,
1997,CHN,223.232,,,,
1998,CHN,232.088,,,,
1999,CHN,250.974,,,,
2000,CHN,264.471,,,,
2001,CHN,284.908,,,,
2002,CHN,314.65,,,,
2003,CHN,381.902,,,,
2004,CHN,426.368,,,,
2005,CHN,475.638,,,,
2006,CHN,549.121,,,,
2007,CHN,622.055,,,,
2008,CHN,624.943,,,,
2009,CHN,706.911,,,,
2010,CHN,786.638,,,,
2011,CHN,856.498,,,,
2012,CHN,872.887,,,,
2013,CHN,708.837,,,,
2014,CHN,737.653,,,,
2015,CHN,693.602,,,,
2016,CHN,715.52,,,,
2017,CHN,688.479,,,,
2018,CHN,749.84,,,,
2019,CHN,790.401,,,,
2020,CHN,821.081,,,,
1970,CIV,0.1976,,,,
1971,CIV,0.248937,,,,
1972,CIV,0.294264,,,,
1973,CIV,0.32107,,,,
1974,CIV,0.302696,,,,
1975,CIV,0.342248,,,,
1976,CIV,0.3819,,,,
1977,CIV,0.413,,,,
1978,CIV,0.452116,,,,
1979,CIV,0.47998,,,,
1980,CIV,0.53708,,,,
1981,CIV,0.60588,,,,
1982,CIV,0.450528,,,,
1983,CIV,0.287472,,,,
1984,CIV,0.247848,,,,
1985,CIV,0.238075,,,,
1986,CIV,0.34255,,,,
1987,CIV,0.285576,,,,
1988,CIV,0.3045,,,,
1989,CIV,0.3017,,,,
1990,CIV,0.214,,,,
1991,CIV,0.213,,,,
1992,CIV,0.21675,,,,
1993,CIV,0.212,,,,
1994,CIV,0.2115,,,,
1995,CIV,0.2105,,,,
1996,CIV,0.42,,,,
1997,CIV,0.4609,,,,
1998,CIV,0.2717,,,,
1999,CIV,0.27105,,,,
2000,CIV,0.26975,,,,
2001,CIV,0.2704,,,,
2002,CIV,0.2704,,,,
2003,CIV,0.2704,,,,
2004,CIV,0.27105,,,,
2005,CIV,0.27105,,,,
2006,CIV,0.2587,,,,
2007,CIV,0.24765,,,,
2008,CIV,0.13536,,,,
2009,CIV,0.100182,,,,
2010,CIV,0.6552,,,,
2011,CIV,0.6372,,,,
2012,CIV,0.6726,,,,
2013,CIV,0.7797,,,,
2014,CIV,0.89308,,,,
2015,CIV,1.0974,,,,
2016,CIV,1.44858,,,,
2017,CIV,1.40028,,,,
2018,CIV,1.59037,,,,
2019,CIV,1.60865,,,,
2020,CIV,1.62693,,,,
1971,CMR,0.05892,,,,
1972,CMR,0.079056,,,,
1973,CMR,0.08827,,,,
1974,CMR,0.06025,,,,
1975,CMR,0.091776,,,,
1976,CMR,0.09975,,,,
1977,CMR,0.131216,,,,
1978,CMR,0.189007,,,,
1979,CMR,0.227874,,,,
1980,CMR,0.235204,,,,
1981,CMR,0.236844,,,,
1982,CMR,0.24168,,,,
1983,CMR,0.270296,,,,
1984,CMR,0.311606,,,,
1985,CMR,0.349325,,,,
1986,CMR,0.344318,,,,
1987,CMR,0.309666,,,,
1988,CMR,0.25491,,,,
1989,CMR,0.264634,,,,
1990,CMR,0.267072,,,,
1991,CMR,0.264972,,,,
1992,CMR,0.2635,,,,
1993,CMR,0.26288,,,,
1994,CMR,0.26226,,,,
1995,CMR,0.219762,,,,
1996,CMR,0.1281,,,,
1997,CMR,0.14665,,,,
1998,CMR,0.30932,,,,
1999,CMR,0.35445,,,,
2000,CMR,0.36935,,,,
2001,CMR,0.40768,,,,
2002,CMR,0.389792,,,,
2003,CMR,0.394784,,,,
2004,CMR,0.42951,,,,
2005,CMR,0.417,,,,
2006,CMR,0.398,,,,
2007,CMR,0.381,,,,
2008,CMR,0.376,,,,
2009,CMR,0.3894,,,,
2010,CMR,0.364,,,,
2011,CMR,0.405684,,,,
2012,CMR,0.45135,,,,
2013,CMR,0.4746,,,,
2014,CMR,0.4316,,,,
2015,CMR,0.5664,,,,
2016,CMR,1.0462,,,,
2017,CMR,1.12023,,,,
2018,CMR,1.15302,,,,
2019,CMR,1.16627,,,,
2020,CMR,1.17952,,,,
1970,COD,0.206492,,,,
1971,COD,0.225369,,,,
1972,COD,0.232776,,,,
1973,COD,0.263355,,,,
1974,COD,0.34945,,,,
1975,COD,0.36806,,,,
1976,COD,0.2565,,,,
1977,COD,0.255824,,,,
1978,COD,0.222775,,,,
1979,COD,0.211564,,,,
1980,COD,0.209739,,,,
1981,COD,0.226746,,,,
1982,COD,0.246696,,,,
1983,COD,0.231876,,,,
1984,COD,0.239766,,,,
1985,COD,0.19758,,,,
1986,COD,0.19669,,,,
1987,COD,0.215496,,,,
1988,COD,0.215325,,,,
1989,COD,0.19826,,,,
1990,COD,0.197308,,,,
1991,COD,0.1065,,,,
1992,COD,0.07395,,,,
1993,COD,0.063176,,,,
1994,COD,0.06345,,,,
1995,COD,0.0421,,,,
1996,COD,0.10122,,,,
1997,COD,0.052375,,,,
1998,COD,0.056012,,,,
1999,COD,0.066303,,,,
2000,COD,0.066815,,,,
2001,COD,0.083616,,,,
2002,COD,0.11024,,,,
2003,COD,0.137696,,,,
2004,COD,0.168051,,,,
2005,COD,0.217257,,,,
2006,COD,0.206562,,,,
2007,COD,0.20193,,,,
2008,COD,0.154536,,,,
2009,COD,0.16284,,,,
2010,COD,0.17836,,,,
2011,COD,0.162132,,,,
2012,COD,0.146202,,,,
2013,COD,0.151533,,,,
2014,COD,0.10956,,,,
2015,COD,0.141246,,,,
2016,COD,0.101803,,,,
2017,COD,0.360073,,,,
2018,COD,0.732762,,,,
2019,COD,0.741183,,,,
2020,COD,0.749608,,,,
1970,COG,0.045448,,,,
1971,COG,0.050082,,,,
1972,COG,0.040504,,,,
1973,COG,0.033465,,,,
1974,COG,0.016388,,,,
1975,COG,0.02629,,,,
1976,COG,0.0247,,,,
1977,COG,0.02124,,,,
1978,COG,0.030485,,,,
1979,COG,0.02563,,,,
1980,COG,0.015742,,,,
1981,COG,0.023868,,,,
1982,COG,0.017784,,,,
1983,COG,0.012656,,,,
1984,COG,0.020205,,,,
1985,COG,0.02759,,,,
1986,COG,0.000884,,,,
1987,COG,0.016644,,,,
1988,COG,0.03741,,,,
1989,COG,0.052151,,,,
1990,COG,0.03852,,,,
1991,COG,0.043452,,,,
1992,COG,0.0527,,,,
1993,COG,0.04028,,,,
1994,COG,0.048222,,,,
1995,COG,0.0421,,,,
1996,COG,0.021,,,,
2000,COG,0.0083,,,,
2005,COG,0.0417,,,,
2006,COG,0.0398,,,,
2007,COG,0.0381,,,,
2008,COG,0.03948,,,,
2009,COG,0.03894,,,,
2010,COG,0.02912,,,,
2011,COG,0.02478,,,,
2012,COG,0.0531,,,,
2013,COG,0.08475,,,,
2014,COG,0.15272,,,,
2015,COG,0.2478,,,,
2016,COG,0.382264,,,,
2017,COG,0.420085,,,,
2018,COG,0.461207,,,,
2019,COG,0.466507,,,,
2020,COG,0.47181,,,,
1970,COL,1.36344,,,,
1971,COL,1.38387,,,,
1972,COL,1.45985,,,,
1973,COL,1.5456,,,,
1974,COL,1.62925,,,,
1975,COL,1.45539,,,,
1976,COL,1.68226,,,,
1977,COL,1.5213,,,,
1978,COL,1.89655,,,,
1979,COL,1.92552,,,,
1980,COL,1.94892,,,,
1981,COL,2.04223,,,,
1982,COL,2.06298,,,,
1983,COL,2.07886,,,,
1984,COL,2.26512,,,,
1985,COL,2.29384,,,,
1986,COL,2.4864,,,,
1987,COL,2.44435,,,,
1988,COL,2.59341,,,,
1989,COL,2.6999,,,,
1990,COL,2.55672,,,,
1991,COL,2.54322,,,,
1992,COL,2.67526,,,,
1993,COL,3.04589,,,,
1994,COL,3.5604,,,,
1995,COL,3.53509,,,,
1996,COL,3.37689,,,,
1997,COL,3.1772,,,,
1998,COL,3.41868,,,,
1999,COL,3.3856,,,,
2000,COL,3.55875,,,,
2001,COL,2.49978,,,,
2002,COL,2.23008,,,,
2003,COL,2.70846,,,,
2004,COL,2.8934,,,,
2005,COL,3.70512,,,,
2006,COL,3.7,,,,
2007,COL,4.2069,,,,
2008,COL,3.927,,,,
2009,COL,3.45202,,,,
2010,COL,3.46932,,,,
2011,COL,3.79421,,,,
2012,COL,3.95485,,,,
2013,COL,3.72441,,,,
2014,COL,3.92573,,,,
2015,COL,4.23527,,,,
2016,COL,4.50603,,,,
2017,COL,4.63728,,,,
2018,COL,4.69947,,,,
2019,COL,4.75348,,,,
2020,COL,4.80752,,,,
1970,CRI,0.092378,,,,
1971,CRI,0.104583,,,,
1972,CRI,0.127629,,,,
1973,CRI,0.132192,,,,
1974,CRI,0.144232,,,,
1975,CRI,0.15873,,,,
1976,CRI,0.173036,,,,
1977,CRI,0.193256,,,,
1978,CRI,0.23177,,,,
1979,CRI,0.248688,,,,
1980,CRI,0.259272,,,,
1981,CRI,0.2139,,,,
1982,CRI,0.196312,,,,
1983,CRI,0.17756,,,,
1984,CRI,0.15995,,,,
1985,CRI,0.15925,,,,
1986,CRI,0.138312,,,,
1987,CRI,0.127965,,,,
1988,CRI,0.137814,,,,
1989,CRI,0.13986,,,,
1990,CRI,0.224028,,,,
1991,CRI,0.3052,,,,
1992,CRI,0.3017,,,,
1993,CRI,0.36636,,,,
1994,CRI,0.39574,,,,
1995,CRI,0.41184,,,,
1996,CRI,0.34113,,,,
1997,CRI,0.38164,,,,
1998,CRI,0.43709,,,,
1999,CRI,0.4356,,,,
2000,CRI,0.44965,,,,
2001,CRI,0.4656,,,,
2002,CRI,0.462,,,,
2003,CRI,0.6112,,,,
2004,CRI,0.7201,,,,
2005,CRI,0.752,,,,
2006,CRI,0.7353,,,,
2007,CRI,0.8671,,,,
2008,CRI,0.7686,,,,
2009,CRI,0.777,,,,
2010,CRI,0.475948,,,,
2011,CRI,0.5348,,,,
2012,CRI,0.5236,,,,
2013,CRI,0.56064,,,,
2014,CRI,0.576,,,,
2015,CRI,0.6176,,,,
2016,CRI,0.609318,,,,
2017,CRI,0.685649,,,,
2018,CRI,0.716488,,,,
2019,CRI,0.724724,,,,
2020,CRI,0.73296,,,,
1970,CUB,0.366548,,,,
1971,CUB,0.53519,,,,
1972,CUB,0.71883,,,,
1973,CUB,0.85536,,,,
1974,CUB,0.87604,,,,
1975,CUB,1.00048,,,,
1976,CUB,1.195,,,,
1977,CUB,1.26616,,,,
1978,CUB,1.28183,,,,
1979,CUB,1.22931,,,,
1980,CUB,1.32444,,,,
1981,CUB,1.52985,,,,
1982,CUB,1.46308,,,,
1983,CUB,1.4858,,,,
1984,CUB,1.53095,,,,
1985,CUB,1.4469,,,,
1986,CUB,1.49612,,,,
1987,CUB,1.58946,,,,
1988,CUB,1.59222,,,,
1989,CUB,1.66944,,,,
1990,CUB,1.6317,,,,
1991,CUB,0.8066,,,,
1992,CUB,0.48703,,,,
1993,CUB,0.4473,,,,
1994,CUB,0.45889,,,,
1995,CUB,0.60736,,,,
1996,CUB,0.59595,,,,
1997,CUB,0.69426,,,,
1999,CUB,0.70884,,,,
2000,CUB,0.63733,,,,
2001,CUB,0.51216,,,,
2002,CUB,0.51205,,,,
2003,CUB,0.5157,,,,
2004,CUB,0.51923,,,,
2005,CUB,0.59032,,,,
2006,CUB,0.6579,,,,
2007,CUB,0.68237,,,,
2008,CUB,0.62586,,,,
2009,CUB,0.6031,,,,
2010,CUB,0.608363,,,,
2011,CUB,0.663152,,,,
2012,CUB,0.68255,,,,
2013,CUB,0.637056,,,,
2014,CUB,0.60672,,,,
2015,CUB,0.585948,,,,
2016,CUB,0.56857,,,,
2017,CUB,0.545091,,,,
2018,CUB,0.599965,,,,
2019,CUB,0.606862,,,,
2020,CUB,0.613755,,,,
1970,CYP,0.131404,,,,
1971,CYP,0.14847,,,,
1972,CYP,0.205578,,,,
1973,CYP,0.217382,,,,
1974,CYP,0.161226,,,,
1975,CYP,0.289003,,,,
1976,CYP,0.48307,,,,
1977,CYP,0.49755,,,,
1978,CYP,0.51171,,,,
1979,CYP,0.52555,,,,
1980,CYP,0.55596,,,,
1981,CYP,0.46696,,,,
1982,CYP,0.47615,,,,
1983,CYP,0.415863,,,,
1984,CYP,0.372761,,,,
1985,CYP,0.286006,,,,
1986,CYP,0.36851,,,,
1987,CYP,0.363804,,,,
1988,CYP,0.367164,,,,
1989,CYP,0.43576,,,,
1990,CYP,0.46895,,,,
1991,CYP,0.46782,,,,
