year,geo,value
2010,WLD,5.34321
2011,WLD,21.8477
2012,WLD,45.8369
2013,WLD,112.609
2014,WLD,212.742
2015,WLD,221.576
2016,WLD,77.7086
2017,WLD,79.2541
2018,WLD,80.6857
2010,AUS,0.79565
2011,AUS,1.19491
2012,AUS,1.3736
2013,AUS,1.64095
2014,AUS,3.52195
2015,AUS,2.20258
2016,AUS,2.31154
2017,AUS,2.13128
2018,AUS,1.22552
2012,BEL,2.60581
2013,BEL,1.30809
2014,BEL,0.248749
2015,BEL,0.672371
2012,BRA,0
2013,BRA,0.0926832
2014,BRA,0
2015,BRA,0
2016,BRA,0
2017,BRA,0
2018,BRA,0
2012,CAN,1.11585
2013,CAN,1.08239
2014,CAN,1.18559
2015,CAN,1.04829
2016,CAN,1.01101
2017,CAN,1.20599
2011,CHN,3.55863
2012,CHN,3.64574
2013,CHN,6.9947
2014,CHN,6.98042
2010,COL,0
2011,COL,0.2841
2012,COL,0.486736
2013,COL,0
2014,COL,0.979386
2015,COL,0.710197
2016,COL,0.692778
2017,COL,0.798327
2010,DNK,2.50089
2011,DNK,3.90057
2012,DNK,3.37912
2013,DNK,1.8767
2014,DNK,5.85757
2015,DNK,5.62463
2016,DNK,0.203553
2017,DNK,0.739988
2018,DNK,2.09839
2010,EST,1.02866
2011,EST,4.87112
2012,EST,7.81652
2013,EST,5.76267
2014,EST,7.33652
2015,EST,3.20058
2016,EST,0.59288
2017,EST,3.90818
2018,EST,5.75887
2010,FRA,0.0503579
2011,FRA,1.06922
2012,FRA,1.16215
2013,FRA,1.01072
2016,DEU,0.0280682
2017,DEU,0.841245
2018,DEU,2.84723
2013,GRC,0.6646
2014,GRC,4.80421
2015,GRC,4.26198
2016,IND,1.32614
2017,IND,0.0121306
2018,IND,0.0134703
2014,IRL,0.409138
2015,IRL,0.592277
2016,IRL,0
2017,IRL,2.00039
2018,IRL,2.36284
2012,ITA,0.308734
2013,ITA,0.697684
2014,ITA,5.84525
2015,ITA,14.0147
2016,ITA,24.5294
2017,ITA,0.670656
2018,ITA,3.31395
2014,JPN,45.2065
2015,JPN,33.6026
2016,JPN,37.1406
2017,JPN,47.7434
2018,JPN,41.6626
2011,LTU,0.23906
2012,LTU,0.145562
2014,LTU,0.0959414
2015,LTU,0.921047
2016,LTU,1.86005
2017,LTU,11.8026
2018,LTU,0.0141787
2010,NLD,0
2011,NLD,0
2012,NLD,1.91641
2013,NLD,2.23329
2014,NLD,2.32149
2015,NLD,1.4117
2016,NLD,4.08714
2017,NLD,0
2018,NLD,0
2012,PER,1.69347
2013,PER,0.210838
2014,PER,6.09099
2015,PER,0.55385
2016,PER,2.54831
2017,PER,0.244198
2018,PER,0.316323
2010,POL,0
2011,POL,0
2012,POL,8.4247
2013,POL,68.4295
2014,POL,101.532
2015,POL,114.237
2017,POL,1.08023
2018,POL,9.75243
2011,PRT,0.532598
2012,PRT,2.439
2013,PRT,2.87301
2014,PRT,6.06495
2015,PRT,12.5283
2012,SVN,1.20552
2013,SVN,1.92918
2014,SVN,0.142657
2015,SVN,0.189224
2016,SVN,0.0322555
2018,SVN,0.224656
2010,ESP,0.201914
2011,ESP,4.81732
2012,ESP,6.42596
2013,ESP,11.864
2014,ESP,9.51333
2015,ESP,20.7956
2016,ESP,1.30038
2017,ESP,5.11159
2018,ESP,7.14217
2010,SWE,0.10732
2011,SWE,1.38019
2012,SWE,1.69198
2013,SWE,3.93827
2014,SWE,4.60514
2015,SWE,5.00917
2016,SWE,0.0251743
2017,SWE,0.633669
2018,SWE,1.64886
2016,GBR,0.0192514
2017,GBR,0.330223
2018,GBR,2.3042
2010,VNM,0.658407
