year,geo,value,projections,benchmark_low,benchmark_mid,benchmark_high
2017,WLD,4804317,,,,
2018,WLD,4758948,,,,
2019,WLD,4712476,,,,
2020,WLD,4945444,,,,
2021,WLD,5334065,,,,
2022,WLD,5320311,,,,
2017,ALB,11315,,,,
2018,ALB,10981,,,,
2019,ALB,11621,,,,
2020,ALB,10807,,,,
2021,ALB,11841,,,,
2017,DZA,85098,,,,
2018,DZA,105106,,,,
2019,DZA,100559,,,,
2020,DZA,90590,,,,
2021,DZA,91575,,,,
2017,AGO,772,,,,
2018,AGO,1451,,,,
2019,AGO,660,,,,
2020,AGO,374,,,,
2021,AGO,558,,,,
2017,ATG,198,,,,
2018,ATG,204,,,,
2019,ATG,231,,,,
2020,ATG,271,,,,
2021,ATG,273,,,,
2017,ARG,15049,,,,
2018,ARG,15594,,,,
2019,ARG,15942,,,,
2020,ARG,15567,,,,
2021,ARG,15596,,,,
2017,AUS,1329,,,,
2018,AUS,1529,,,,
2019,AUS,1252,,,,
2020,AUS,1433,,,,
2021,AUS,1633,,,,
2017,BHS,953,,,,
2018,BHS,1030,,,,
2019,BHS,1089,,,,
2020,BHS,1143,,,,
2021,BHS,1183,,,,
2017,BHR,3,,,,
2018,BHR,4,,,,
2019,BHR,4,,,,
2020,BHR,0,,,,
2021,BHR,6,,,,
2017,BGD,127662,,,,
2018,BGD,138611,,,,
2019,BGD,136403,,,,
2020,BGD,136402,,,,
2021,BGD,119879,,,,
2017,BRB,223,,,,
2018,BRB,254,,,,
2019,BRB,274,,,,
2020,BRB,296,,,,
2021,BRB,304,,,,
2017,BEL,4,,,,
2018,BEL,10,,,,
2019,BEL,14,,,,
2020,BEL,7,,,,
2021,BEL,9,,,,
2017,BLZ,538,,,,
2018,BLZ,692,,,,
2019,BLZ,827,,,,
2020,BLZ,530,,,,
2021,BLZ,653,,,,
2017,BEN,579,,,,
2018,BEN,596,,,,
2019,BEN,244,,,,
2020,BEN,610,,,,
2021,BEN,659,,,,
2017,BRA,284851,,,,
2018,BRA,305729,,,,
2019,BRA,300873,,,,
2020,BRA,328453,,,,
2021,BRA,353959,,,,
2017,BRN,543,,,,
2018,BRN,502,,,,
2019,BRN,495,,,,
2020,BRN,615,,,,
2021,BRN,627,,,,
2017,BGR,70,,,,
2018,BGR,29,,,,
2019,BGR,53,,,,
2020,BGR,30,,,,
2021,BGR,62,,,,
2017,CPV,1230,,,,
2018,CPV,1253,,,,
2019,CPV,1248,,,,
2020,CPV,1321,,,,
2021,CPV,1341,,,,
2017,KHM,916,,,,
2018,KHM,770,,,,
2019,KHM,812,,,,
2020,KHM,767,,,,
2021,KHM,940,,,,
2017,CMR,252,,,,
2018,CMR,289,,,,
2019,CMR,193,,,,
2020,CMR,258,,,,
2021,CMR,616,,,,
2017,CAN,222,,,,
2018,CAN,186,,,,
2019,CAN,218,,,,
2020,CAN,259,,,,
2021,CAN,223,,,,
2017,CHL,3726,,,,
2018,CHL,3889,,,,
2019,CHL,3904,,,,
2020,CHL,3832,,,,
2021,CHL,3676,,,,
2017,CHN,649214,,,,
2018,CHN,576566,,,,
2019,CHN,501870,,,,
2020,CHN,497435,,,,
2021,CHN,726819,,,,
2017,HKG,5652,,,,
2018,HKG,6230,,,,
2019,HKG,4942,,,,
2020,HKG,5528,,,,
2021,HKG,5219,,,,
2017,COL,6954,,,,
2018,COL,5330,,,,
2019,COL,5038,,,,
2020,COL,8883,,,,
2021,COL,7325,,,,
2017,COM,13765,,,,
2018,COM,15379,,,,
2019,COM,15869,,,,
2020,COM,17648,,,,
2021,COM,17060,,,,
2017,COG,192,,,,
2018,COG,106,,,,
2019,COG,35,,,,
2020,COG,182,,,,
2021,COG,149,,,,
2017,CRI,1760,,,,
2018,CRI,1673,,,,
2019,CRI,1849,,,,
2020,CRI,1987,,,,
2021,CRI,1835,,,,
2017,CIV,14,,,,
2018,CIV,770,,,,
2019,CIV,1008,,,,
2020,CIV,1107,,,,
2021,CIV,945,,,,
2017,HRV,2554,,,,
2018,HRV,2290,,,,
2019,HRV,2529,,,,
2020,HRV,2521,,,,
2021,HRV,2819,,,,
2017,CYP,37,,,,
2018,CYP,45,,,,
2019,CYP,56,,,,
2020,CYP,42,,,,
2021,CYP,45,,,,
2017,PRK,9472,,,,
2018,PRK,11227,,,,
2019,PRK,10906,,,,
2020,PRK,10567,,,,
2021,PRK,11053,,,,
2017,COD,7,,,,
2018,COD,10,,,,
2019,COD,8,,,,
2020,COD,7,,,,
2021,COD,4,,,,
2017,DNK,15,,,,
2018,DNK,41,,,,
2019,DNK,43,,,,
2020,DNK,29,,,,
2021,DNK,37,,,,
2017,DJI,742,,,,
2018,DJI,632,,,,
2019,DJI,467,,,,
2020,DJI,896,,,,
2021,DJI,714,,,,
2017,DMA,317,,,,
2018,DMA,316,,,,
2019,DMA,303,,,,
2020,DMA,353,,,,
2021,DMA,364,,,,
2017,DOM,40927,,,,
2018,DOM,42248,,,,
2019,DOM,43360,,,,
2020,DOM,53214,,,,
2021,DOM,55594,,,,
2017,ECU,198,,,,
2018,ECU,267,,,,
2019,ECU,357,,,,
2020,ECU,150,,,,
2021,ECU,49,,,,
2017,EGY,17502,,,,
2018,EGY,41101,,,,
2019,EGY,51536,,,,
2020,EGY,41062,,,,
2021,EGY,41213,,,,
2017,SLV,9905,,,,
2018,SLV,10857,,,,
2019,SLV,11391,,,,
2020,SLV,10288,,,,
2021,SLV,10105,,,,
2017,GNQ,75,,,,
2018,GNQ,78,,,,
2019,GNQ,68,,,,
2020,GNQ,82,,,,
2021,GNQ,196,,,,
2017,ERI,612,,,,
2018,ERI,797,,,,
2019,ERI,242,,,,
2020,ERI,854,,,,
2021,ERI,305,,,,
2017,EST,7,,,,
2018,EST,7,,,,
2019,EST,20,,,,
2020,EST,3,,,,
2021,EST,26,,,,
2017,FJI,766,,,,
2018,FJI,969,,,,
2019,FJI,723,,,,
2020,FJI,758,,,,
2021,FJI,968,,,,
2017,FIN,23,,,,
2018,FIN,38,,,,
2019,FIN,40,,,,
2020,FIN,13,,,,
2021,FIN,85,,,,
2017,FRA,405,,,,
2018,FRA,507,,,,
2019,FRA,564,,,,
2020,FRA,459,,,,
2021,FRA,498,,,,
2017,GUF,13,,,,
2018,GUF,13,,,,
2019,GUF,13,,,,
2020,GUF,22,,,,
2021,GUF,20,,,,
2017,GAB,12,,,,
2018,GAB,9,,,,
2019,GAB,10,,,,
2020,GAB,14,,,,
2021,GAB,17,,,,
2017,GMB,3857,,,,
2018,GMB,3224,,,,
2019,GMB,2985,,,,
2020,GMB,2712,,,,
