year,geo,disagg,disagg_type,value
2024,BRA,Property,Urban,23
2024,BGR,Property,Urban,6
2024,BFA,Property,Urban,20
2024,KHM,Property,Urban,46
2024,CMR,Property,Urban,23
2024,TCD,Property,Urban,27
2024,CHL,Property,Urban,16
2024,CHN,Property,Urban,24
2024,COL,Property,Urban,24
2024,COM,Property,Urban,36
2024,COG,Property,Urban,28
2024,CRI,Property,Urban,24
2024,HRV,Property,Urban,11
2024,CYP,Property,Urban,23
2024,BDI,Property,Urban,22
2024,ECU,Property,Urban,25
2024,EGY,Property,Urban,19
2024,SLV,Property,Urban,32
2024,EST,Property,Urban,9
2024,ETH,Property,Urban,34
2024,GAB,Property,Urban,25
2024,GMB,Property,Urban,13
2024,GEO,Property,Urban,18
2024,GHA,Property,Urban,26
2024,GRC,Property,Urban,33
2024,GTM,Property,Urban,20
2024,GIN,Property,Urban,26
2024,HND,Property,Urban,20
2024,HUN,Property,Urban,10
2024,IND,Property,Urban,21
2024,IDN,Property,Urban,23
2024,IRN,Property,Urban,44
2024,IRQ,Property,Urban,28
2024,ISR,Property,Urban,16
2024,ITA,Property,Urban,10
2024,JOR,Property,Urban,45
2024,KAZ,Property,Urban,16
2024,KEN,Property,Urban,34
2024,XKX,Property,Urban,12
2024,KWT,Property,Urban,21
2024,KGZ,Property,Urban,15
2024,KGZ,Property,Urban,26
2024,LVA,Property,Urban,13
2024,LBN,Property,Urban,25
2024,LBR,Property,Urban,34
2024,LBY,Property,Urban,29
2024,LTU,Property,Urban,6
2024,MDG,Property,Urban,13
2024,MWI,Property,Urban,42
2024,MYS,Property,Urban,30
2024,MLI,Property,Urban,24
2024,MRT,Property,Urban,24
2024,MUS,Property,Urban,30
2024,MEX,Property,Urban,21
2024,MDA,Property,Urban,6
2024,MNG,Property,Urban,20
2024,MNE,Property,Urban,12
2024,MAR,Property,Urban,26
2024,MOZ,Property,Urban,37
2024,MMR,Property,Urban,25
2024,NAM,Property,Urban,29
2024,NPL,Property,Urban,15
2024,NIC,Property,Urban,24
2024,NER,Property,Urban,24
2024,NGA,Property,Urban,22
2024,PAK,Property,Urban,12
2024,PSE,Property,Urban,25
2024,PAN,Property,Urban,16
2024,PRY,Property,Urban,13
2024,PER,Property,Urban,24
2024,PHL,Property,Urban,52
2024,POL,Property,Urban,8
2024,RUS,Property,Urban,19
2024,SAU,Property,Urban,25
2024,SEN,Property,Urban,19
2024,SRB,Property,Urban,11
2024,SLE,Property,Urban,23
2024,ZAF,Property,Urban,23
2024,LKA,Property,Urban,29
2024,TJK,Property,Urban,8
2024,TZA,Property,Urban,41
2024,THA,Property,Urban,22
2024,TGO,Property,Urban,25
2024,TUN,Property,Urban,10
2024,TUR,Property,Urban,35
2024,UGA,Property,Urban,26
2024,UKR,Property,Urban,31
2024,ARE,Property,Urban,30
2024,GBR,Property,Urban,12
2024,UMI,Property,Urban,24
2024,URY,Property,Urban,12
2024,UZB,Property,Urban,9
2024,VEN,Property,Urban,23
2024,VEN,Property,Urban,10
2024,YEM,Property,Urban,39
2024,ZMB,Property,Urban,30
2024,ZWE,Property,Urban,30
2020,AFG,Property,Rural,21
2020,ALB,Property,Rural,14
2020,DZA,Property,Rural,5
2020,ARG,Property,Rural,19
2020,ARM,Property,Rural,15
2020,AUS,Property,Rural,14
2020,AUT,Property,Rural,3
2020,AZE,Property,Rural,3
2020,BGD,Property,Rural,22
2020,BLR,Property,Rural,6
2020,BEL,Property,Rural,6
2020,BEN,Property,Rural,29
2020,BOL,Property,Rural,20
2020,BIH,Property,Rural,3
2020,BWA,Property,Rural,21
2020,BRA,Property,Rural,24
2020,BGR,Property,Rural,0
2020,BFA,Property,Rural,40
2020,KHM,Property,Rural,26
2020,CMR,Property,Rural,27
2020,CAN,Property,Rural,9
2020,TCD,Property,Rural,16
2020,CHL,Property,Rural,22
2020,CHN,Property,Rural,9
2020,COL,Property,Rural,23
2020,COM,Property,Rural,29
2020,COG,Property,Rural,40
2020,CRI,Property,Rural,15
2020,HRV,Property,Rural,7
2020,CYP,Property,Rural,27
2020,BDI,Property,Rural,26
2020,DNK,Property,Rural,5
2020,DOM,Property,Rural,20
2020,ECU,Property,Rural,22
2020,EGY,Property,Rural,12
2020,SLV,Property,Rural,24
2020,EST,Property,Rural,7
2020,SWZ,Property,Rural,30
2020,ETH,Property,Rural,21
2020,FIN,Property,Rural,1
2020,FRA,Property,Rural,11
2020,GAB,Property,Rural,23
2020,GMB,Property,Rural,17
2020,GEO,Property,Rural,10
2020,DEU,Property,Rural,8
2020,GHA,Property,Rural,24
2020,GRC,Property,Rural,9
2020,GTM,Property,Rural,33
2020,GIN,Property,Rural,17
2020,HND,Property,Rural,14
2020,IND,Property,Rural,17
2020,IDN,Property,Rural,19
2020,IRN,Property,Rural,35
2020,IRQ,Property,Rural,25
2020,IRL,Property,Rural,10
2020,ISR,Property,Rural,6
2020,ITA,Property,Rural,17
2020,JPN,Property,Rural,21
2020,JOR,Property,Rural,29
2020,KAZ,Property,Rural,3
2020,KEN,Property,Rural,23
2020,KIR,Property,Rural,16
2020,XKX,Property,Rural,7
2020,KWT,Property,Rural,53
2020,KGZ,Property,Rural,13
2020,KGZ,Property,Rural,15
2020,LVA,Property,Rural,6
2020,LBN,Property,Rural,15
2020,LBR,Property,Rural,41
2020,LBY,Property,Rural,18
2020,LTU,Property,Rural,10
2020,LUX,Property,Rural,23
2020,MDG,Property,Rural,23
2020,MWI,Property,Rural,19
2020,MYS,Property,Rural,25
2020,MLI,Property,Rural,30
2020,MLT,Property,Rural,6
2020,MRT,Property,Rural,17
2020,MUS,Property,Rural,23
2020,MEX,Property,Rural,16
2020,MDA,Property,Rural,9
2020,MNG,Property,Rural,13
2020,MNE,Property,Rural,7
2020,MAR,Property,Rural,15
2020,MOZ,Property,Rural,23
2020,MMR,Property,Rural,15
2020,NAM,Property,Rural,31
2020,NPL,Property,Rural,10
2020,NLD,Property,Rural,5
2020,NZL,Property,Rural,16
2020,NIC,Property,Rural,16
2020,NER,Property,Rural,24
2020,NGA,Property,Rural,20
2020,MKD,Property,Rural,4
2020,MKD,Property,Rural,31
2020,NOR,Property,Rural,7
2020,PAK,Property,Rural,17
2020,PAN,Property,Rural,20
2020,PRY,Property,Rural,11
2020,PER,Property,Rural,19
2020,PHL,Property,Rural,44
2020,POL,Property,Rural,2
2020,PRT,Property,Rural,4
2020,ROU,Property,Rural,8
2020,RUS,Property,Rural,5
2020,RWA,Property,Rural,6
2020,SAU,Property,Rural,22
2020,SEN,Property,Rural,17
2020,SRB,Property,Rural,4
2020,SLE,Property,Rural,33
2020,SVK,Property,Rural,7
2020,SVN,Property,Rural,3
2020,ZAF,Property,Rural,21
2020,ESP,Property,Rural,13
2020,LKA,Property,Rural,15
2020,SWE,Property,Rural,1
2020,CHE,Property,Rural,7
2020,TWN,Property,Rural,15
2020,TJK,Property,Rural,10
2020,TZA,Property,Rural,20
2020,THA,Property,Rural,11
2020,TGO,Property,Rural,19
2020,TUN,Property,Rural,20
2020,TUR,Property,Rural,25
2020,TKM,Property,Rural,1
2020,UGA,Property,Rural,24
2020,UKR,Property,Rural,10
2020,ARE,Property,Rural,44
2020,GBR,Property,Rural,10
2020,UMI,Property,Rural,13
2020,URY,Property,Rural,9
2020,UZB,Property,Rural,4
2020,VEN,Property,Rural,21
2020,VEN,Property,Rural,7
2020,YEM,Property,Rural,20
2020,ZMB,Property,Rural,22
2020,ZWE,Property,Rural,18
2024,AFG,Property,Rural,24
2024,ALB,Property,Rural,13
2024,DZA,Property,Rural,45
2024,ARM,Property,Rural,13
2024,AZE,Property,Rural,7
2024,BGD,Property,Rural,11
2024,BEN,Property,Rural,21
2024,BOL,Property,Rural,27
2024,BIH,Property,Rural,4
2024,BWA,Property,Rural,25
2024,BRA,Property,Rural,19
2024,BGR,Property,Rural,2
2024,BFA,Property,Rural,13
2024,KHM,Property,Rural,33
2024,CMR,Property,Rural,19
2024,TCD,Property,Rural,24
2024,CHL,Property,Rural,9
2024,CHN,Property,Rural,21
2024,COL,Property,Rural,24
2024,COM,Property,Rural,30
2024,COG,Property,Rural,21
2024,CRI,Property,Rural,24
2024,HRV,Property,Rural,15
2024,CYP,Property,Rural,29
2024,BDI,Property,Rural,17
2024,ECU,Property,Rural,26
2024,EGY,Property,Rural,8
2024,SLV,Property,Rural,27
2024,EST,Property,Rural,6
2024,ETH,Property,Rural,15
2024,GAB,Property,Rural,9
2024,GMB,Property,Rural,2
2024,GEO,Property,Rural,12
2024,GHA,Property,Rural,19
2024,GTM,Property,Rural,20
2024,HND,Property,Rural,22
2024,IND,Property,Rural,11
2024,IDN,Property,Rural,17
2024,IRN,Property,Rural,43
2024,IRQ,Property,Rural,27
2024,ISR,Property,Rural,8
2024,JOR,Property,Rural,17
2024,KAZ,Property,Rural,4
2024,KEN,Property,Rural,27
2024,XKX,Property,Rural,2
2024,KGZ,Property,Rural,7
2024,KGZ,Property,Rural,17
2024,LVA,Property,Rural,12
2024,LBN,Property,Rural,26
2024,LBR,Property,Rural,33
2024,LBY,Property,Rural,28
2024,LTU,Property,Rural,3
2024,MDG,Property,Rural,20
2024,MWI,Property,Rural,33
2024,MYS,Property,Rural,19
2024,MLI,Property,Rural,39
2024,MRT,Property,Rural,9
2024,MEX,Property,Rural,25
2024,MDA,Property,Rural,5
2024,MNG,Property,Rural,10
2024,MNE,Property,Rural,4
2024,MAR,Property,Rural,20
2024,MOZ,Property,Rural,41
2024,MMR,Property,Rural,18
2024,NAM,Property,Rural,17
2024,NPL,Property,Rural,5
2024,NIC,Property,Rural,17
2024,NER,Property,Rural,28
2024,NGA,Property,Rural,23
2024,PAK,Property,Rural,10
2024,PSE,Property,Rural,12
2024,PAN,Property,Rural,19
2024,PRY,Property,Rural,15
2024,PER,Property,Rural,22
2024,PHL,Property,Rural,50
2024,POL,Property,Rural,6
2024,RUS,Property,Rural,13
2024,SAU,Property,Rural,27
2024,SEN,Property,Rural,16
2024,SRB,Property,Rural,5
2024,SLE,Property,Rural,35
2024,ZAF,Property,Rural,8
2024,LKA,Property,Rural,27
2024,TJK,Property,Rural,8
2024,TZA,Property,Rural,31
2024,THA,Property,Rural,13
2024,TGO,Property,Rural,15
2024,TUN,Property,Rural,5
2024,TUR,Property,Rural,72
2024,UGA,Property,Rural,18
2024,UKR,Property,Rural,23
2024,ARE,Property,Rural,17
2024,GBR,Property,Rural,8
2024,UMI,Property,Rural,26
2024,URY,Property,Rural,10
2024,UZB,Property,Rural,5
2024,VEN,Property,Rural,6
2024,YEM,Property,Rural,27
2024,ZMB,Property,Rural,14
2024,ZWE,Property,Rural,8
