year,year_max,geo,disagg,value,projections,benchmark_low,benchmark_mid,benchmark_high
2008,2011,CHE,Stable ,259.267618,,,,
2012,2015,CHE,Stable ,252.7919114,,,,
2016,2019,CHE,Stable ,231.4285849,,,,
2000,2003,CHL,Total ,1070.576379,,,,
2004,2007,CHL,Total ,1016.163405,,,,
2008,2011,CHL,Total ,1063.698521,,,,
2012,2015,CHL,Total ,1146.923338,,,,
2016,2019,CHL,Total ,1202.075577,,,,
2004,2007,CHL,Expansion,130.3383301,,,,
2008,2011,CHL,Expansion,258.8320552,,,,
2012,2015,CHL,Expansion,365.2996801,,,,
2016,2019,CHL,Expansion,456.979758,,,,
2004,2007,CHL,Liberated ,184.7513042,,,,
2008,2011,CHL,Liberated ,265.7099126,,,,
2012,2015,CHL,Liberated ,288.9527214,,,,
2016,2019,CHL,Liberated ,325.4805604,,,,
2004,2007,CHL,Stable ,885.8250746,,,,
2008,2011,CHL,Stable ,804.8664663,,,,
2012,2015,CHL,Stable ,781.6236575,,,,
2016,2019,CHL,Stable ,745.0958185,,,,
2000,2003,CHN,Total ,117965.2866,,,,
2004,2007,CHN,Total ,118423.9122,,,,
2008,2011,CHN,Total ,119419.5754,,,,
2012,2015,CHN,Total ,121361.214,,,,
2016,2019,CHN,Total ,123343.677,,,,
2004,2007,CHN,Expansion,6475.127656,,,,
2008,2011,CHN,Expansion,10794.04956,,,,
2012,2015,CHN,Expansion,15028.97386,,,,
2016,2019,CHN,Expansion,19162.20143,,,,
2004,2007,CHN,Liberated ,6016.502022,,,,
2008,2011,CHN,Liberated ,9339.760707,,,,
2012,2015,CHN,Liberated ,11633.04643,,,,
2016,2019,CHN,Liberated ,13783.81099,,,,
2004,2007,CHN,Stable ,111948.7846,,,,
2008,2011,CHN,Stable ,108625.5259,,,,
2012,2015,CHN,Stable ,106332.2402,,,,
2016,2019,CHN,Stable ,104181.4756,,,,
2000,2003,CIV,Total ,692.7371699,,,,
2004,2007,CIV,Total ,681.2413516,,,,
2008,2011,CIV,Total ,801.7768885,,,,
2012,2015,CIV,Total ,1021.410072,,,,
2016,2019,CIV,Total ,1362.536627,,,,
2004,2007,CIV,Expansion,157.9423466,,,,
2008,2011,CIV,Expansion,332.5808931,,,,
2012,2015,CIV,Expansion,583.0485186,,,,
2016,2019,CIV,Expansion,934.3139034,,,,
2004,2007,CIV,Liberated ,169.4381648,,,,
2008,2011,CIV,Liberated ,223.5411745,,,,
2012,2015,CIV,Liberated ,254.3756168,,,,
2016,2019,CIV,Liberated ,264.5144461,,,,
2004,2007,CIV,Stable ,523.2990051,,,,
2008,2011,CIV,Stable ,469.1959954,,,,
2012,2015,CIV,Stable ,438.3615531,,,,
2016,2019,CIV,Stable ,428.2227237,,,,
2000,2003,CMR,Total ,1253.046809,,,,
2004,2007,CMR,Total ,1342.455756,,,,
2008,2011,CMR,Total ,1454.888437,,,,
2012,2015,CMR,Total ,1795.892973,,,,
2016,2019,CMR,Total ,2086.955242,,,,
2004,2007,CMR,Expansion,178.9679013,,,,
2008,2011,CMR,Expansion,309.3777683,,,,
2012,2015,CMR,Expansion,631.6263137,,,,
2016,2019,CMR,Expansion,919.6660586,,,,
2004,2007,CMR,Liberated ,89.55895364,,,,
2008,2011,CMR,Liberated ,107.5361398,,,,
2012,2015,CMR,Liberated ,88.78014897,,,,
2016,2019,CMR,Liberated ,85.75762487,,,,
2004,2007,CMR,Stable ,1163.487855,,,,
2008,2011,CMR,Stable ,1145.510669,,,,
2012,2015,CMR,Stable ,1164.26666,,,,
2016,2019,CMR,Stable ,1167.289184,,,,
2000,2003,COD,Total ,1537.649965,,,,
2004,2007,COD,Total ,1603.420371,,,,
2008,2011,COD,Total ,1902.297653,,,,
2012,2015,COD,Total ,2654.192941,,,,
2016,2019,COD,Total ,3815.279963,,,,
2004,2007,COD,Expansion,350.4024656,,,,
2008,2011,COD,Expansion,723.8251078,,,,
2012,2015,COD,Expansion,1474.154456,,,,
2016,2019,COD,Expansion,2631.38315,,,,
2004,2007,COD,Liberated ,284.6320594,,,,
2008,2011,COD,Liberated ,359.1774197,,,,
2012,2015,COD,Liberated ,357.6114806,,,,
2016,2019,COD,Liberated ,353.7531521,,,,
2004,2007,COD,Stable ,1253.017906,,,,
2008,2011,COD,Stable ,1178.472545,,,,
2012,2015,COD,Stable ,1180.038484,,,,
2016,2019,COD,Stable ,1183.896813,,,,
2000,2003,COG,Total ,55.65484903,,,,
2004,2007,COG,Total ,66.59445985,,,,
2008,2011,COG,Total ,83.65893101,,,,
2012,2015,COG,Total ,115.2748493,,,,
2016,2019,COG,Total ,170.6901221,,,,
2004,2007,COG,Expansion,24.985563,,,,
2008,2011,COG,Expansion,46.37988415,,,,
2012,2015,COG,Expansion,78.81776077,,,,
2016,2019,COG,Expansion,135.0385701,,,,
2004,2007,COG,Liberated ,14.04595217,,,,
2008,2011,COG,Liberated ,18.37580216,,,,
2012,2015,COG,Liberated ,19.19776045,,,,
2016,2019,COG,Liberated ,20.00329703,,,,
2004,2007,COG,Stable ,41.60889685,,,,
2008,2011,COG,Stable ,37.27904686,,,,
2012,2015,COG,Stable ,36.45708858,,,,
2016,2019,COG,Stable ,35.651552,,,,
2000,2003,COL,Total ,544.9618371,,,,
2004,2007,COL,Total ,500.9607546,,,,
2008,2011,COL,Total ,542.5122221,,,,
2012,2015,COL,Total ,654.4313024,,,,
2016,2019,COL,Total ,902.1315968,,,,
2004,2007,COL,Expansion,45.48364346,,,,
2008,2011,COL,Expansion,112.6586518,,,,
2012,2015,COL,Expansion,231.5117872,,,,
2016,2019,COL,Expansion,500.4266965,,,,
2004,2007,COL,Liberated ,89.48472599,,,,
2008,2011,COL,Liberated ,115.1082668,,,,
2012,2015,COL,Liberated ,122.0423219,,,,
2016,2019,COL,Liberated ,143.2569368,,,,
2004,2007,COL,Stable ,455.4771111,,,,
2008,2011,COL,Stable ,429.8535703,,,,
2012,2015,COL,Stable ,422.9195152,,,,
2016,2019,COL,Stable ,401.7049003,,,,
2000,2003,CRI,Total ,89.13116832,,,,
2004,2007,CRI,Total ,91.71845744,,,,
2008,2011,CRI,Total ,112.7881156,,,,
2012,2015,CRI,Total ,140.9104885,,,,
2016,2019,CRI,Total ,174.8728839,,,,
2004,2007,CRI,Expansion,18.81283546,,,,
2008,2011,CRI,Expansion,42.55016246,,,,
2012,2015,CRI,Expansion,69.78630927,,,,
2016,2019,CRI,Expansion,105.3579622,,,,
2004,2007,CRI,Liberated ,16.22554635,,,,
2008,2011,CRI,Liberated ,18.89321521,,,,
2012,2015,CRI,Liberated ,18.00698906,,,,
2016,2019,CRI,Liberated ,19.61624662,,,,
2004,2007,CRI,Stable ,72.90562197,,,,
2008,2011,CRI,Stable ,70.23795311,,,,
2012,2015,CRI,Stable ,71.12417926,,,,
2016,2019,CRI,Stable ,69.5149217,,,,
2000,2003,CUB,Total ,1805.078549,,,,
2004,2007,CUB,Total ,1494.576585,,,,
2008,2011,CUB,Total ,1377.797104,,,,
2012,2015,CUB,Total ,1328.762994,,,,
2016,2019,CUB,Total ,1306.812172,,,,
2004,2007,CUB,Expansion,113.9077646,,,,
2008,2011,CUB,Expansion,178.6254946,,,,
2012,2015,CUB,Expansion,217.1163824,,,,
2016,2019,CUB,Expansion,249.5031492,,,,
2004,2007,CUB,Liberated ,424.4097285,,,,
2008,2011,CUB,Liberated ,605.9069394,,,,
2012,2015,CUB,Liberated ,693.4319371,,,,
2016,2019,CUB,Liberated ,747.7695263,,,,
2004,2007,CUB,Stable ,1380.66882,,,,
2008,2011,CUB,Stable ,1199.171609,,,,
2012,2015,CUB,Stable ,1111.646612,,,,
2016,2019,CUB,Stable ,1057.309022,,,,
2000,2003,CYM,Total ,0.032281794,,,,
2004,2007,CYM,Total ,0.009452443,,,,
2008,2011,CYM,Total ,0.074091599,,,,
2012,2015,CYM,Total ,0.074091599,,,,
2016,2019,CYM,Total ,0.074091599,,,,
2004,2007,CYM,Expansion,0.002544757,,,,
2008,2011,CYM,Expansion,0.067402072,,,,
2012,2015,CYM,Expansion,0.067402072,,,,
2016,2019,CYM,Expansion,0.067402072,,,,
2004,2007,CYM,Liberated ,0.025374108,,,,
2008,2011,CYM,Liberated ,0.025592267,,,,
2012,2015,CYM,Liberated ,0.025592267,,,,
2016,2019,CYM,Liberated ,0.025592267,,,,
2004,2007,CYM,Stable ,0.006907686,,,,
2008,2011,CYM,Stable ,0.006689527,,,,
2012,2015,CYM,Stable ,0.006689527,,,,
2016,2019,CYM,Stable ,0.006689527,,,,
2000,2003,CYP,Total ,111.9698549,,,,
2004,2007,CYP,Total ,101.8690879,,,,
2008,2011,CYP,Total ,99.76705609,,,,
2012,2015,CYP,Total ,103.81289,,,,
2016,2019,CYP,Total ,108.8013302,,,,
2004,2007,CYP,Expansion,1.630509147,,,,
2008,2011,CYP,Expansion,3.743960775,,,,
2012,2015,CYP,Expansion,6.609639492,,,,
2016,2019,CYP,Expansion,10.88416305,,,,
2004,2007,CYP,Liberated ,11.73127614,,,,
2008,2011,CYP,Liberated ,15.94675959,,,,
2012,2015,CYP,Liberated ,14.76660443,,,,
2016,2019,CYP,Liberated ,14.05268774,,,,
2004,2007,CYP,Stable ,100.2385788,,,,
2008,2011,CYP,Stable ,96.02309532,,,,
2012,2015,CYP,Stable ,97.20325047,,,,
2016,2019,CYP,Stable ,97.91716717,,,,
2000,2003,CZE,Total ,2855.773141,,,,
2004,2007,CZE,Total ,2801.046586,,,,
2008,2011,CZE,Total ,2743.133073,,,,
2012,2015,CZE,Total ,2713.034664,,,,
2016,2019,CZE,Total ,2667.720859,,,,
2004,2007,CZE,Expansion,71.58189569,,,,
2008,2011,CZE,Expansion,89.23015459,,,,
2012,2015,CZE,Expansion,98.59310773,,,,
2016,2019,CZE,Expansion,111.6518986,,,,
2004,2007,CZE,Liberated ,126.3084505,,,,
2008,2011,CZE,Liberated ,201.8702223,,,,
2012,2015,CZE,Liberated ,241.3315847,,,,
2016,2019,CZE,Liberated ,299.7041804,,,,
2004,2007,CZE,Stable ,2729.46469,,,,
2008,2011,CZE,Stable ,2653.902918,,,,
2012,2015,CZE,Stable ,2614.441556,,,,
2016,2019,CZE,Stable ,2556.06896,,,,
2000,2003,DEU,Total ,12034.12893,,,,
2004,2007,DEU,Total ,12106.45242,,,,
2008,2011,DEU,Total ,12300.71819,,,,
2012,2015,DEU,Total ,12396.65617,,,,
2016,2019,DEU,Total ,12299.74845,,,,
2004,2007,DEU,Expansion,341.6526008,,,,
2008,2011,DEU,Expansion,662.0637308,,,,
2012,2015,DEU,Expansion,824.3877549,,,,
2016,2019,DEU,Expansion,947.8248009,,,,
2004,2007,DEU,Liberated ,269.3291043,,,,
2008,2011,DEU,Liberated ,395.4744652,,,,
2012,2015,DEU,Liberated ,461.8605152,,,,
2016,2019,DEU,Liberated ,682.2052779,,,,
2004,2007,DEU,Stable ,11764.79982,,,,
2008,2011,DEU,Stable ,11638.65446,,,,
2012,2015,DEU,Stable ,11572.26841,,,,
2016,2019,DEU,Stable ,11351.92365,,,,
2012,2015,DJI,Total ,0.000150837,,,,
2016,2019,DJI,Total ,0.000603346,,,,
2012,2015,DJI,Expansion,0.000150837,,,,
2016,2019,DJI,Expansion,0.000603346,,,,
2000,2003,DMA,Total ,0.002450236,,,,
2004,2007,DMA,Total ,0.002227671,,,,
2008,2011,DMA,Total ,0.001485019,,,,
2012,2015,DMA,Total ,0.003859083,,,,
2016,2019,DMA,Total ,0.007717809,,,,
2004,2007,DMA,Expansion,0.000074188,,,,
2008,2011,DMA,Expansion,0.000074188,,,,
2012,2015,DMA,Expansion,0.002448252,,,,
2016,2019,DMA,Expansion,0.00623279,,,,
2004,2007,DMA,Liberated ,0.000296753,,,,
2008,2011,DMA,Liberated ,0.001039405,,,,
2012,2015,DMA,Liberated ,0.001039405,,,,
2016,2019,DMA,Liberated ,0.000965217,,,,
2004,2007,DMA,Stable ,0.002153483,,,,
2008,2011,DMA,Stable ,0.001410831,,,,
2012,2015,DMA,Stable ,0.001410831,,,,
2016,2019,DMA,Stable ,0.001485019,,,,
2000,2003,DNK,Total ,2221.59454,,,,
2004,2007,DNK,Total ,2242.815858,,,,
2008,2011,DNK,Total ,2262.882225,,,,
2012,2015,DNK,Total ,2275.470917,,,,
2016,2019,DNK,Total ,2246.6528,,,,
2004,2007,DNK,Expansion,104.7050871,,,,
2008,2011,DNK,Expansion,170.7055517,,,,
2012,2015,DNK,Expansion,197.9071274,,,,
2016,2019,DNK,Expansion,217.9164261,,,,
2004,2007,DNK,Liberated ,83.48376911,,,,
2008,2011,DNK,Liberated ,129.4178672,,,,
2012,2015,DNK,Liberated ,144.0307511,,,,
2016,2019,DNK,Liberated ,192.8581669,,,,
2004,2007,DNK,Stable ,2138.110771,,,,
2008,2011,DNK,Stable ,2092.176673,,,,
2012,2015,DNK,Stable ,2077.563789,,,,
2016,2019,DNK,Stable ,2028.736374,,,,
2000,2003,DOM,Total ,293.2093971,,,,
2004,2007,DOM,Total ,291.2818106,,,,
2008,2011,DOM,Total ,311.6188672,,,,
2012,2015,DOM,Total ,331.667157,,,,
2016,2019,DOM,Total ,379.9169407,,,,
2004,2007,DOM,Expansion,56.12286058,,,,
2008,2011,DOM,Expansion,92.80470002,,,,
2012,2015,DOM,Expansion,119.0299664,,,,
2016,2019,DOM,Expansion,172.1287552,,,,
2004,2007,DOM,Liberated ,58.05044713,,,,
2008,2011,DOM,Liberated ,74.39522992,,,,
2012,2015,DOM,Liberated ,80.57220646,,,,
2016,2019,DOM,Liberated ,85.42121166,,,,
2004,2007,DOM,Stable ,235.15895,,,,
2008,2011,DOM,Stable ,218.8141672,,,,
2012,2015,DOM,Stable ,212.6371907,,,,
2016,2019,DOM,Stable ,207.7881855,,,,
2000,2003,DZA,Total ,4999.418551,,,,
2004,2007,DZA,Total ,5382.374643,,,,
2008,2011,DZA,Total ,5578.850522,,,,
2012,2015,DZA,Total ,5579.33704,,,,
2016,2019,DZA,Total ,5635.552794,,,,
2004,2007,DZA,Expansion,581.8638208,,,,
2008,2011,DZA,Expansion,858.6235291,,,,
2012,2015,DZA,Expansion,963.4611358,,,,
2016,2019,DZA,Expansion,1151.979972,,,,
2004,2007,DZA,Liberated ,198.9077296,,,,
2008,2011,DZA,Liberated ,279.1915582,,,,
2012,2015,DZA,Liberated ,383.5426468,,,,
2016,2019,DZA,Liberated ,515.845729,,,,
2004,2007,DZA,Stable ,4800.510822,,,,
2008,2011,DZA,Stable ,4720.226993,,,,
2012,2015,DZA,Stable ,4615.875905,,,,
2016,2019,DZA,Stable ,4483.572822,,,,
2000,2003,ECU,Total ,293.47675,,,,
2004,2007,ECU,Total ,285.6194147,,,,
2008,2011,ECU,Total ,309.7629228,,,,
2012,2015,ECU,Total ,346.4341624,,,,
2016,2019,ECU,Total ,397.8950711,,,,
2004,2007,ECU,Expansion,36.24019657,,,,
2008,2011,ECU,Expansion,76.12775487,,,,
2012,2015,ECU,Expansion,108.2999374,,,,
2016,2019,ECU,Expansion,147.1309562,,,,
2004,2007,ECU,Liberated ,44.09753184,,,,
2008,2011,ECU,Liberated ,59.8415821,,,,
2012,2015,ECU,Liberated ,55.34252497,,,,
2016,2019,ECU,Liberated ,42.71263507,,,,
2004,2007,ECU,Stable ,249.3792181,,,,
2008,2011,ECU,Stable ,233.6351679,,,,
2012,2015,ECU,Stable ,238.134225,,,,
2016,2019,ECU,Stable ,250.7641149,,,,
2000,2003,EGY,Total ,2913.39573,,,,
2004,2007,EGY,Total ,3000.945056,,,,
2008,2011,EGY,Total ,3100.387216,,,,
2012,2015,EGY,Total ,3255.674344,,,,
2016,2019,EGY,Total ,3451.331457,,,,
2004,2007,EGY,Expansion,130.489911,,,,
2008,2011,EGY,Expansion,262.2213813,,,,
2012,2015,EGY,Expansion,439.2958963,,,,
2016,2019,EGY,Expansion,662.417053,,,,
2004,2007,EGY,Liberated ,42.9405848,,,,
2008,2011,EGY,Liberated ,75.22989561,,,,
2012,2015,EGY,Liberated ,97.01728248,,,,
2016,2019,EGY,Liberated ,124.4813267,,,,
2004,2007,EGY,Stable ,2870.455145,,,,
2008,2011,EGY,Stable ,2838.165835,,,,
2012,2015,EGY,Stable ,2816.378448,,,,
2016,2019,EGY,Stable ,2788.914404,,,,
2000,2003,ERI,Total ,264.1687046,,,,
2004,2007,ERI,Total ,259.9294476,,,,
2008,2011,ERI,Total ,268.929768,,,,
2012,2015,ERI,Total ,275.1184038,,,,
2016,2019,ERI,Total ,285.3519157,,,,
2004,2007,ERI,Expansion,16.17179512,,,,
2008,2011,ERI,Expansion,30.87614895,,,,
2012,2015,ERI,Expansion,40.53842963,,,,
2016,2019,ERI,Expansion,55.42167626,,,,
2004,2007,ERI,Liberated ,20.41105217,,,,
2008,2011,ERI,Liberated ,26.11508552,,,,
2012,2015,ERI,Liberated ,29.58873038,,,,
2016,2019,ERI,Liberated ,34.23846514,,,,
2004,2007,ERI,Stable ,243.7576524,,,,
2008,2011,ERI,Stable ,238.0536191,,,,
2012,2015,ERI,Stable ,234.5799742,,,,
2016,2019,ERI,Stable ,229.9302395,,,,
2000,2003,ESH,Total ,0.043643369,,,,
2004,2007,ESH,Total ,0.062446413,,,,
2008,2011,ESH,Total ,0.118372223,,,,
2012,2015,ESH,Total ,0.184322771,,,,
2016,2019,ESH,Total ,0.228794388,,,,
2004,2007,ESH,Expansion,0.021067609,,,,
2008,2011,ESH,Expansion,0.077130662,,,,
2012,2015,ESH,Expansion,0.144247841,,,,
2016,2019,ESH,Expansion,0.196542277,,,,
2004,2007,ESH,Liberated ,0.002264565,,,,
2008,2011,ESH,Liberated ,0.002401807,,,,
2012,2015,ESH,Liberated ,0.003568439,,,,
2016,2019,ESH,Liberated ,0.011391257,,,,
2004,2007,ESH,Stable ,0.041378804,,,,
2008,2011,ESH,Stable ,0.041241562,,,,
2012,2015,ESH,Stable ,0.04007493,,,,
2016,2019,ESH,Stable ,0.032252112,,,,
2000,2003,ESP,Total ,11586.12669,,,,
2004,2007,ESP,Total ,11352.13645,,,,
2008,2011,ESP,Total ,11208.67513,,,,
2012,2015,ESP,Total ,11344.76394,,,,
2016,2019,ESP,Total ,11406.29338,,,,
2004,2007,ESP,Expansion,445.6172068,,,,
2008,2011,ESP,Expansion,665.7080899,,,,
2012,2015,ESP,Expansion,895.3884482,,,,
2016,2019,ESP,Expansion,1135.810184,,,,
2004,2007,ESP,Liberated ,679.6074523,,,,
2008,2011,ESP,Liberated ,1043.159654,,,,
2012,2015,ESP,Liberated ,1136.751203,,,,
2016,2019,ESP,Liberated ,1315.643497,,,,
2004,2007,ESP,Stable ,10906.51924,,,,
2008,2011,ESP,Stable ,10542.96704,,,,
2012,2015,ESP,Stable ,10449.37549,,,,
2016,2019,ESP,Stable ,10270.4832,,,,
2000,2003,EST,Total ,420.0792313,,,,
2004,2007,EST,Total ,561.6582324,,,,
2008,2011,EST,Total ,616.3281875,,,,
2012,2015,EST,Total ,660.092638,,,,
2016,2019,EST,Total ,669.734804,,,,
2004,2007,EST,Expansion,166.7734054,,,,
2008,2011,EST,Expansion,233.1048691,,,,
2012,2015,EST,Expansion,275.7277258,,,,
2016,2019,EST,Expansion,292.9566138,,,,
2004,2007,EST,Liberated ,25.19440435,,,,
2008,2011,EST,Liberated ,36.85591293,,,,
2012,2015,EST,Liberated ,35.71431916,,,,
2016,2019,EST,Liberated ,43.30104108,,,,
2004,2007,EST,Stable ,394.884827,,,,
2008,2011,EST,Stable ,383.2233184,,,,
2012,2015,EST,Stable ,384.3649122,,,,
2016,2019,EST,Stable ,376.7781902,,,,
2000,2003,ETH,Total ,14177.00455,,,,
2004,2007,ETH,Total ,14090.45662,,,,
2008,2011,ETH,Total ,14606.16282,,,,
2012,2015,ETH,Total ,15444.03717,,,,
2016,2019,ETH,Total ,16059.78293,,,,
2004,2007,ETH,Expansion,818.4707179,,,,
2008,2011,ETH,Expansion,1557.467159,,,,
2012,2015,ETH,Expansion,2383.605645,,,,
2016,2019,ETH,Expansion,3187.424706,,,,
2004,2007,ETH,Liberated ,905.0186434,,,,
2008,2011,ETH,Liberated ,1128.308881,,,,
2012,2015,ETH,Liberated ,1116.573025,,,,
2016,2019,ETH,Liberated ,1304.64632,,,,
2004,2007,ETH,Stable ,13271.9859,,,,
2008,2011,ETH,Stable ,13048.69566,,,,
2012,2015,ETH,Stable ,13060.43152,,,,
2016,2019,ETH,Stable ,12872.35823,,,,
2000,2003,FIN,Total ,1863.576448,,,,
2004,2007,FIN,Total ,1921.077572,,,,
2008,2011,FIN,Total ,1938.675039,,,,
2012,2015,FIN,Total ,1963.124977,,,,
2016,2019,FIN,Total ,1962.871588,,,,
2004,2007,FIN,Expansion,86.57445816,,,,
2008,2011,FIN,Expansion,117.4495178,,,,
2012,2015,FIN,Expansion,145.5128839,,,,
2016,2019,FIN,Expansion,170.4557322,,,,
2004,2007,FIN,Liberated ,29.07333349,,,,
2008,2011,FIN,Liberated ,42.35092665,,,,
2012,2015,FIN,Liberated ,45.96435506,,,,
2016,2019,FIN,Liberated ,71.16059145,,,,
2004,2007,FIN,Stable ,1834.503114,,,,
2008,2011,FIN,Stable ,1821.225521,,,,
2012,2015,FIN,Stable ,1817.612093,,,,
2016,2019,FIN,Stable ,1792.415856,,,,
2000,2003,FJI,Total ,28.56056609,,,,
2004,2007,FJI,Total ,29.26158756,,,,
2008,2011,FJI,Total ,32.13153742,,,,
2012,2015,FJI,Total ,35.22114346,,,,
2016,2019,FJI,Total ,38.17618888,,,,
2004,2007,FJI,Expansion,5.268146268,,,,
2008,2011,FJI,Expansion,10.35216644,,,,
2012,2015,FJI,Expansion,15.2199547,,,,
2016,2019,FJI,Expansion,19.70793257,,,,
2004,2007,FJI,Liberated ,4.567124796,,,,
2008,2011,FJI,Liberated ,6.781195113,,,,
2012,2015,FJI,Liberated ,8.559377327,,,,
2016,2019,FJI,Liberated ,10.09230979,,,,
2004,2007,FJI,Stable ,23.9934413,,,,
2008,2011,FJI,Stable ,21.77937098,,,,
2012,2015,FJI,Stable ,20.00118876,,,,
2016,2019,FJI,Stable ,18.4682563,,,,
2000,2003,FRA,Total ,16827.1163,,,,
2004,2007,FRA,Total ,17042.83388,,,,
2008,2011,FRA,Total ,17153.88666,,,,
2012,2015,FRA,Total ,17272.06446,,,,
2016,2019,FRA,Total ,17482.28192,,,,
2004,2007,FRA,Expansion,816.4791059,,,,
2008,2011,FRA,Expansion,1270.924405,,,,
2012,2015,FRA,Expansion,1552.489506,,,,
2016,2019,FRA,Expansion,1994.477828,,,,
2004,2007,FRA,Liberated ,600.7615304,,,,
2008,2011,FRA,Liberated ,944.1540478,,,,
2012,2015,FRA,Liberated ,1107.541346,,,,
2016,2019,FRA,Liberated ,1339.312207,,,,
2004,2007,FRA,Stable ,16226.35477,,,,
2008,2011,FRA,Stable ,15882.96225,,,,
2012,2015,FRA,Stable ,15719.57496,,,,
2016,2019,FRA,Stable ,15487.8041,,,,
2000,2003,GAB,Total ,1.418211483,,,,
2004,2007,GAB,Total ,1.069474485,,,,
2008,2011,GAB,Total ,1.705257173,,,,
2012,2015,GAB,Total ,3.446787852,,,,
2016,2019,GAB,Total ,3.785729166,,,,
2004,2007,GAB,Expansion,0.452066462,,,,
2008,2011,GAB,Expansion,1.114532099,,,,
2012,2015,GAB,Expansion,2.405684572,,,,
2016,2019,GAB,Expansion,2.72901918,,,,
2004,2007,GAB,Liberated ,0.80080346,,,,
2008,2011,GAB,Liberated ,0.827486409,,,,
2012,2015,GAB,Liberated ,0.377108202,,,,
2016,2019,GAB,Liberated ,0.361501497,,,,
2004,2007,GAB,Stable ,0.617408023,,,,
2008,2011,GAB,Stable ,0.590725074,,,,
2012,2015,GAB,Stable ,1.041103281,,,,
2016,2019,GAB,Stable ,1.056709986,,,,
2000,2003,GBR,Total ,5738.486167,,,,
2004,2007,GBR,Total ,5614.731974,,,,
2008,2011,GBR,Total ,5688.769376,,,,
2012,2015,GBR,Total ,5848.54222,,,,
2016,2019,GBR,Total ,5991.098493,,,,
2004,2007,GBR,Expansion,324.9365655,,,,
2008,2011,GBR,Expansion,559.3845224,,,,
2012,2015,GBR,Expansion,736.4914386,,,,
2016,2019,GBR,Expansion,944.8922018,,,,
2004,2007,GBR,Liberated ,448.6907576,,,,
2008,2011,GBR,Liberated ,609.1013126,,,,
2012,2015,GBR,Liberated ,626.4353856,,,,
2016,2019,GBR,Liberated ,692.2798753,,,,
2004,2007,GBR,Stable ,5289.795409,,,,
2008,2011,GBR,Stable ,5129.384854,,,,
2012,2015,GBR,Stable ,5112.050781,,,,
2016,2019,GBR,Stable ,5046.206291,,,,
2000,2003,GEO,Total ,407.9393561,,,,
2004,2007,GEO,Total ,359.2749379,,,,
2008,2011,GEO,Total ,349.4121967,,,,
2012,2015,GEO,Total ,360.5372943,,,,
2016,2019,GEO,Total ,347.5784272,,,,
2004,2007,GEO,Expansion,44.06802345,,,,
2008,2011,GEO,Expansion,63.93962156,,,,
2012,2015,GEO,Expansion,79.7279698,,,,
2016,2019,GEO,Expansion,94.23705982,,,,
2004,2007,GEO,Liberated ,92.73244167,,,,
2008,2011,GEO,Liberated ,122.4667811,,,,
2012,2015,GEO,Liberated ,127.1300316,,,,
2016,2019,GEO,Liberated ,154.5979887,,,,
2004,2007,GEO,Stable ,315.2069145,,,,
2008,2011,GEO,Stable ,285.4725751,,,,
2012,2015,GEO,Stable ,280.8093245,,,,
2016,2019,GEO,Stable ,253.3413674,,,,
2000,2003,GGY,Total ,0.497309893,,,,
2004,2007,GGY,Total ,0.40242387,,,,
2008,2011,GGY,Total ,0.377005519,,,,
2012,2015,GGY,Total ,0.350764621,,,,
2016,2019,GGY,Total ,0.298187521,,,,
2004,2007,GGY,Expansion,0.058901113,,,,
2008,2011,GGY,Expansion,0.078701306,,,,
2012,2015,GGY,Expansion,0.084974283,,,,
2016,2019,GGY,Expansion,0.098293856,,,,
2004,2007,GGY,Liberated ,0.153787137,,,,
2008,2011,GGY,Liberated ,0.199005679,,,,
2012,2015,GGY,Liberated ,0.231519555,,,,
2016,2019,GGY,Liberated ,0.297416228,,,,
2004,2007,GGY,Stable ,0.343522756,,,,
2008,2011,GGY,Stable ,0.298304214,,,,
2012,2015,GGY,Stable ,0.265790338,,,,
2016,2019,GGY,Stable ,0.199893665,,,,
2000,2003,GHA,Total ,1948.901521,,,,
2004,2007,GHA,Total ,2122.146431,,,,
2008,2011,GHA,Total ,2304.638812,,,,
2012,2015,GHA,Total ,2594.608937,,,,
2016,2019,GHA,Total ,2995.143454,,,,
2004,2007,GHA,Expansion,429.487119,,,,
2008,2011,GHA,Expansion,688.7352383,,,,
2012,2015,GHA,Expansion,984.4829878,,,,
2016,2019,GHA,Expansion,1398.196238,,,,
2004,2007,GHA,Liberated ,256.2422083,,,,
2008,2011,GHA,Liberated ,332.9979473,,,,
2012,2015,GHA,Liberated ,338.7755718,,,,
2016,2019,GHA,Liberated ,351.954305,,,,
2004,2007,GHA,Stable ,1692.659312,,,,
2008,2011,GHA,Stable ,1615.903573,,,,
2012,2015,GHA,Stable ,1610.125949,,,,
2016,2019,GHA,Stable ,1596.947216,,,,
2000,2003,GIB,Total ,0.001186004,,,,
2004,2007,GIB,Total ,0.000124843,,,,
2016,2019,GIB,Total ,0.000686634,,,,
2016,2019,GIB,Expansion,0.000187264,,,,
2004,2007,GIB,Liberated ,0.001061162,,,,
2008,2011,GIB,Liberated ,0.001186004,,,,
2012,2015,GIB,Liberated ,0.001186004,,,,
2016,2019,GIB,Liberated ,0.000686635,,,,
2004,2007,GIB,Stable ,0.000124843,,,,
2016,2019,GIB,Stable ,0.00049937,,,,
2000,2003,GIN,Total ,147.7734725,,,,
2004,2007,GIN,Total ,153.1200405,,,,
