year,geo,value
2011,WLD,9.29
2014,WLD,22.19
2017,WLD,22.29
2021,WLD,28.38
2011,AFG,7.4
2014,AFG,4.49
2017,AFG,3.81
2021,AFG,2.05
2011,ALB,7.53
2014,ALB,13.49
2017,ALB,12.52
2021,ALB,13.39
2011,DZA,1.5
2014,DZA,5.82
2017,DZA,4.95
2021,DZA,3.79
2011,AGO,7.94
2014,AGO,5.66
2011,ARG,6.59
2014,ARG,26.73
2017,ARG,24.37
2021,ARG,30.8
2011,ARM,18.86
2014,ARM,21.11
2017,ARM,31.21
2021,ARM,26.16
2011,AUS,16.98
2014,AUS,64.99
2017,AUS,63.74
2021,AUS,57.29
2011,AUT,8.25
2014,AUT,42.12
2017,AUT,47.32
2021,AUT,56.52
2011,AZE,17.66
2014,AZE,24.6
2017,AZE,15.12
2011,BHR,21.87
2014,BHR,38.66
2017,BHR,36.32
2011,BGD,23.33
2014,BGD,10
2017,BGD,9.21
2021,BGD,14.22
2011,BLR,16.05
2014,BLR,20.84
2017,BLR,21.46
2011,BEL,10.51
2014,BEL,45.34
2017,BEL,48.33
2021,BEL,47.97
2014,BLZ,18.87
2011,BEN,4.19
2014,BEN,7.74
2017,BEN,11.36
2021,BEN,8.2
2014,BTN,4.21
2011,BOL,16.62
2014,BOL,22.11
2017,BOL,19.98
2021,BOL,19.29
2011,BIH,13.03
2014,BIH,17.63
2017,BIH,14.73
2021,BIH,21.3
2011,BWA,5.6
2014,BWA,17.62
2017,BWA,8.86
2011,BRA,6.33
2014,BRA,33.79
2017,BRA,26.29
2021,BRA,40.75
2011,BGR,7.81
2014,BGR,18.76
2017,BGR,18.76
2021,BGR,26.35
2011,BFA,3.1
2014,BFA,5.9
2017,BFA,10
2021,BFA,6.65
2011,BDI,1.69
2014,BDI,1.61
2011,KHM,19.47
2014,KHM,28.44
2017,KHM,26.73
2021,KHM,30.88
2011,CMR,4.45
2014,CMR,2.09
2017,CMR,7.7
2021,CMR,6.98
2011,CAN,20.3
2014,CAN,76.47
2017,CAN,82.83
2021,CAN,81.01
2011,CAF,0.91
2017,CAF,4.46
2011,TCD,6.19
2014,TCD,2.36
2017,TCD,3.86
2011,CHL,7.78
2014,CHL,31.35
2017,CHL,30.92
2021,CHL,24.19
2011,CHN,7.26
2014,CHN,20.23
2017,CHN,21.67
2021,CHN,39.18
2011,COL,11.95
2014,COL,21.65
2017,COL,21.25
2021,COL,18.1
2011,COM,7.21
2011,COD,1.52
2014,COD,2.95
2017,COD,3.94
2011,COG,3.17
2014,COG,5.08
2017,COG,5.2
2021,COG,6.19
2011,CRI,10.02
2014,CRI,20.42
2017,CRI,21.22
2021,CRI,17.46
2014,CIV,2.71
2017,CIV,2.71
2021,CIV,4.09
2011,HRV,14.44
2014,HRV,41.78
2017,HRV,38.06
2021,HRV,33.03
2011,CYP,26.97
2014,CYP,29.34
2017,CYP,24.87
2021,CYP,31.24
2011,CZE,9.47
2014,CZE,28.47
2017,CZE,29.52
2021,CZE,31.33
2011,DNK,18.8
2014,DNK,41.22
2017,DNK,46.31
2021,DNK,53.16
2011,DJI,4.48
2011,DOM,13.89
2014,DOM,23.96
2017,DOM,30.29
2021,DOM,21.65
2011,ECU,10.61
2014,ECU,16.72
2017,ECU,16.66
2021,ECU,23.23
2011,EGY,3.65
2014,EGY,7.68
2017,EGY,8.76
2021,EGY,7.29
2011,SLV,3.9
2014,SLV,20.55
2017,SLV,11.55
2021,SLV,10.55
2011,EST,7.68
2014,EST,32.43
2017,EST,31.84
2021,EST,33.64
2014,ETH,7.36
2017,ETH,10.66
2011,FIN,23.88
2014,FIN,57.97
2017,FIN,54.2
2021,FIN,52.97
2011,FRA,18.65
2014,FRA,42.95
2017,FRA,45.15
2021,FRA,44.36
2011,GAB,2.34
2014,GAB,6.99
2017,GAB,7.53
2021,GAB,5.48
2017,GMB,5.1
2011,GEO,11.01
2014,GEO,20.33
2017,GEO,27.44
2021,GEO,23.88
2011,DEU,12.55
2014,DEU,45.78
2017,DEU,54.63
2021,DEU,54.68
2011,GHA,5.75
2014,GHA,8.33
2017,GHA,11.6
2021,GHA,7.4
2011,GRC,7.93
2014,GRC,16.48
2017,GRC,11.19
2021,GRC,20.11
2011,GTM,13.72
2014,GTM,15.14
2017,GTM,12.66
