year,geo,value,projections,benchmark_low,benchmark_mid,benchmark_high
2000,WLD,124.22,,,,
2001,WLD,121.74,,,,
2002,WLD,119.26,,,,
2003,WLD,119.26,,,,
2004,WLD,116.77,,,,
2005,WLD,114.29,,,,
2006,WLD,111.8,,,,
2007,WLD,110.56,,,,
2008,WLD,109.32,,,,
2009,WLD,107.45,,,,
2010,WLD,108.08,,,,
2011,WLD,105.59,,,,
2012,WLD,103.73,,,,
2013,WLD,103.73,,,,
2014,WLD,101.24,,,,
2015,WLD,100,,,,
2016,WLD,98.76,,,,
2017,WLD,98.14,,,,
2018,WLD,99.38,,,,
2019,WLD,98.14,,,,
2030,WLD,,94.72,70,80,90
2050,WLD,,,50,67.5,85
