year,geo,disagg,value,projections,benchmark_low,benchmark_mid,benchmark_high
2019,ABW,Recycling,11,,,,
2019,ABW,Unaccounted for,89,,,,
2019,AND,Incineration,52.1,,,,
2019,AND,Unaccounted for,47.9,,,,
2019,ARE,Compost,9,,,,
2019,ARE,Landfill unspecified,9,,,,
2019,ARE,Open dump,62,,,,
2019,ARE,Recycling,20,,,,
2019,ARG,Controlled landfill,8.9,,,,
2019,ARG,Open dump,22.6,,,,
2019,ARG,Recycling,6,,,,
2019,ARG,Sanitary landfill gas system,62.5,,,,
2019,ARM,Open dump,100,,,,
2019,ATG,Compost,0.08,,,,
2019,ATG,Controlled landfill,98.68,,,,
2019,ATG,Unaccounted for,1.14,,,,
2019,ATG,Waterways marine,0.1,,,,
2019,AUS,Incineration,9.77,,,,
2019,AUS,Landfill unspecified,48.87,,,,
2019,AUS,Recycling,42.1,,,,
2019,AUT,Compost,31.24,,,,
2019,AUT,Incineration,37.9,,,,
2019,AUT,Landfill unspecified,2.98,,,,
2019,AUT,Recycling,25.66,,,,
2019,AUT,Unaccounted for,2.22,,,,
2019,AZE,Open dump,100,,,,
2019,BEL,Compost,19.137,,,,
2019,BEL,Incineration,43.39,,,,
2019,BEL,Landfill unspecified,0.91,,,,
2019,BEL,Recycling,34.303,,,,
2019,BEL,Unaccounted for,2.26,,,,
2019,BEN,Recycling,25,,,,
2019,BEN,Unaccounted for,75,,,,
2019,BFA,Landfill unspecified,17,,,,
2019,BFA,Open dump,59,,,,
2019,BFA,Recycling,12,,,,
2019,BFA,Unaccounted for,12,,,,
2019,BGD,Compost,5.25,,,,
2019,BGD,Unaccounted for,94.75,,,,
2019,BGR,Compost,10.32,,,,
2019,BGR,Incineration,2.75,,,,
2019,BGR,Landfill unspecified,66.22,,,,
2019,BGR,Recycling,19.03,,,,
2019,BGR,Unaccounted for,1.68,,,,
2019,BHR,Landfill unspecified,92,,,,
2019,BHR,Recycling,8,,,,
2019,BIH,Controlled landfill,8.55,,,,
2019,BIH,Open dump,41.75,,,,
2019,BIH,Other,0.025,,,,
2019,BIH,Recycling,0.00097,,,,
2019,BIH,Sanitary landfill gas system,24.12,,,,
2019,BIH,Unaccounted for,25.554,,,,
2019,BLR,Controlled landfill,76.9,,,,
2019,BLR,Open dump,7.1,,,,
2019,BLR,Recycling,16,,,,
2019,BLZ,Open dump,66,,,,
2019,BLZ,Sanitary landfill gas system,34,,,,
2019,BMU,Compost,18.3,,,,
2019,BMU,Controlled landfill,12.2,,,,
2019,BMU,Incineration,67.6,,,,
2019,BMU,Recycling,2,,,,
2019,BOL,Compost,0.4,,,,
2019,BOL,Controlled landfill,0.04,,,,
2019,BOL,Open dump,55.52,,,,
2019,BOL,Recycling,12.11,,,,
2019,BOL,Sanitary landfill gas system,31.93,,,,
2019,BRA,Compost,0.2,,,,
2019,BRA,Controlled landfill,21.8852,,,,
2019,BRA,Open dump,15.6193,,,,
2019,BRA,Recycling,1.4,,,,
2019,BRA,Sanitary landfill gas system,53.3055,,,,
2019,BRA,Unaccounted for,7.59,,,,
2019,BRB,Controlled landfill,90,,,,
2019,BRB,Recycling,9,,,,
2019,BRB,Unaccounted for,1,,,,
2019,BRN,Compost,2,,,,
2019,BRN,Sanitary landfill gas system,70,,,,
2019,BRN,Unaccounted for,28,,,,
2019,BTN,Compost,1.39,,,,
2019,BTN,Controlled landfill,98,,,,
2019,BTN,Recycling,0.86,,,,
2019,BWA,Recycling,1,,,,
2019,BWA,Unaccounted for,99,,,,
2019,CAN,Compost,4.08,,,,
2019,CAN,Incineration,3,,,,
2019,CAN,Landfill unspecified,72.33,,,,
2019,CAN,Recycling,20.59,,,,
2019,CHE,Compost,21,,,,
2019,CHE,Incineration,47,,,,
2019,CHE,Recycling,32,,,,
2019,CHI,Compost,15.9098,,,,
2019,CHI,Controlled landfill,39.2181,,,,
2019,CHI,Incineration,16.4419,,,,
2019,CHI,Recycling,28.4302,,,,
2019,CHL,Compost,0.44,,,,
2019,CHL,Controlled landfill,85.25,,,,
2019,CHL,Incineration,0.14,,,,
2019,CHL,Open dump,8.43,,,,
2019,CHL,Other,0.04,,,,
2019,CHL,Recycling,0.37,,,,
2019,CHL,Unaccounted for,5.33,,,,
2019,CHN,Compost,3,,,,
2019,CHN,Incineration,29.84,,,,
2019,CHN,Landfill unspecified,60.16,,,,
2019,CHN,Open dump,8.21,,,,
2019,CIV,Recycling,3,,,,
2019,CIV,Unaccounted for,97,,,,
2019,CMR,Open dump,80.3,,,,
2019,CMR,Recycling,0.4,,,,
2019,CMR,Sanitary landfill gas system,19.3,,,,
2019,COD,Recycling,4.9,,,,
2019,COD,Unaccounted for,95.1,,,,
2019,COG,Recycling,26.2,,,,
2019,COG,Unaccounted for,73.8,,,,
2019,COL,Open dump,4,,,,
2019,COL,Recycling,17.2,,,,
2019,COL,Sanitary landfill gas system,89,,,,
2019,CRI,Controlled landfill,23.5,,,,
2019,CRI,Open dump,9.1,,,,
2019,CRI,Recycling,1.26,,,,
