year,geo,value
WLD,1990,0.05
WLD,1991,0.08
WLD,1992,0.13
WLD,1993,0.18
WLD,1994,0.36
WLD,1995,0.68
WLD,1996,1.33
WLD,1997,2.04
WLD,1998,3.14
WLD,1999,4.63
WLD,2000,6.74
WLD,2001,8.05
WLD,2002,10.52
WLD,2003,12.2
WLD,2004,14.08
WLD,2005,15.67
WLD,2006,17.42
WLD,2007,20.35
WLD,2008,23
WLD,2009,25.55
WLD,2010,28.79
WLD,2011,31.22
WLD,2012,33.72
WLD,2013,35.66
WLD,2014,37.89
WLD,2015,40.29
WLD,2016,43.29
WLD,2017,45.77
WLD,2018,49.23
WLD,2019,53.57
WLD,2020,59.58
ABW,1996,2.77
ABW,1999,4.51
ABW,2000,15.44
ABW,2001,17.1
ABW,2002,18.8
ABW,2003,20.8
ABW,2004,23
ABW,2005,25.4
ABW,2006,28
ABW,2007,30.9
ABW,2008,52
ABW,2009,58
ABW,2010,62
ABW,2011,69
ABW,2012,74
ABW,2013,78.9
ABW,2014,83.78
ABW,2015,88.66
ABW,2016,93.54
ABW,2017,97.17
AFE,1991,0
AFE,1992,0.01
AFE,1993,0.01
AFE,1994,0.03
AFE,1995,0.09
AFE,1996,0.11
AFE,1997,0.21
AFE,1998,0.39
AFE,1999,0.57
AFE,2000,0.77
AFE,2001,0.96
AFE,2002,1.13
AFE,2003,1.43
AFE,2004,1.72
AFE,2005,1.81
AFE,2006,2.06
AFE,2007,2.77
AFE,2008,2.69
AFE,2009,3.21
AFE,2010,5.3
AFE,2011,6.8
AFE,2012,8.53
AFE,2013,10.13
AFE,2014,12.24
AFE,2015,14.59
AFE,2016,16.38
AFE,2017,18.1
AFE,2018,21.65
AFE,2019,24.25
AFE,2020,26.2
AFG,2001,0
AFG,2002,0
AFG,2003,0.09
AFG,2004,0.11
AFG,2005,1.22
AFG,2006,2.11
AFG,2007,1.9
AFG,2008,1.84
AFG,2009,3.55
AFG,2010,4
AFG,2011,5
AFG,2012,5.45
AFG,2013,5.9
AFG,2014,7
AFG,2015,8.26
AFG,2016,11
AFG,2017,13.5
AFG,2018,16.8
AFG,2019,17.6
AFG,2020,18.4
AFW,1994,0
AFW,1995,0
AFW,1996,0.01
AFW,1997,0.02
AFW,1998,0.04
AFW,1999,0.09
AFW,2000,0.14
AFW,2001,0.21
AFW,2002,0.41
AFW,2003,0.66
AFW,2004,1.18
AFW,2005,2.32
AFW,2006,3.46
AFW,2007,4.23
AFW,2008,4.99
AFW,2009,5.8
AFW,2010,7.24
AFW,2011,8.66
AFW,2012,10.29
AFW,2013,12.58
AFW,2014,14.92
AFW,2015,18.18
AFW,2016,21.83
AFW,2017,25.18
AFW,2018,29.31
AFW,2019,29.02
AFW,2020,34.09
AGO,1996,0
AGO,1997,0.01
AGO,1998,0.02
AGO,1999,0.07
AGO,2000,0.11
AGO,2001,0.14
AGO,2002,0.27
AGO,2003,0.37
AGO,2004,0.46
AGO,2005,1.14
AGO,2006,1.5
AGO,2007,1.7
AGO,2008,1.9
AGO,2009,2.3
AGO,2010,2.8
AGO,2011,4.7
AGO,2012,7.7
AGO,2013,13
AGO,2014,21.4
AGO,2015,22
AGO,2016,23.2
AGO,2017,26
AGO,2018,29
AGO,2019,32.4
AGO,2020,36
ALB,1995,0.01
ALB,1996,0.03
ALB,1997,0.05
ALB,1998,0.07
ALB,1999,0.08
ALB,2000,0.11
ALB,2001,0.33
ALB,2002,0.39
ALB,2003,0.97
ALB,2004,2.42
ALB,2005,6.04
ALB,2006,9.61
ALB,2007,15.04
ALB,2008,23.86
ALB,2009,41.2
ALB,2010,45
ALB,2011,47
ALB,2012,49.4
ALB,2013,51.8
ALB,2014,54.3
ALB,2015,56.9
ALB,2016,59.6
ALB,2017,62.4
ALB,2018,65.4
ALB,2019,68.55
ALB,2020,72.24
ALB,2021,79.32
AND,1996,1.53
AND,1997,3.05
AND,1998,6.89
AND,1999,7.64
AND,2000,10.54
AND,2002,11.26
AND,2003,13.55
AND,2004,26.84
AND,2005,37.61
AND,2006,48.94
AND,2007,70.87
AND,2008,70.04
AND,2009,78.53
AND,2010,81
AND,2011,81
AND,2012,82.7
AND,2013,84.4
AND,2014,86.1
AND,2015,87.9
AND,2016,89.7
AND,2017,91.57
ARB,1993,0
ARB,1994,0
ARB,1995,0.01
ARB,1996,0.04
ARB,1997,0.14
ARB,1998,0.28
ARB,1999,0.64
ARB,2000,1.22
ARB,2001,1.64
ARB,2002,2.8
ARB,2003,3.77
ARB,2004,7.25
ARB,2005,8.61
ARB,2006,11.59
ARB,2007,14.35
ARB,2008,18.56
ARB,2009,21.51
ARB,2010,25.68
ARB,2011,27.55
ARB,2012,30.8
ARB,2013,33.91
ARB,2014,37.66
ARB,2015,41.55
ARB,2016,43.21
ARB,2017,48.88
ARB,2018,54.2
ARB,2019,60.39
ARB,2020,68.5
ARE,1995,0.1
ARE,1996,0.38
ARE,1997,3.3
ARE,1998,6.91
ARE,1999,14.94
ARE,2000,23.63
ARE,2001,26.27
ARE,2002,28.32
ARE,2003,29.48
ARE,2004,30.13
ARE,2005,40
ARE,2006,52
ARE,2007,61
ARE,2008,63
ARE,2009,64
ARE,2010,68
ARE,2011,78
ARE,2012,85
ARE,2013,88
ARE,2014,90.4
ARE,2015,90.5
ARE,2016,90.6
ARE,2017,94.82
ARE,2018,98.45
ARE,2019,99.15
ARE,2020,100
ARE,2021,100
ARG,1992,0
ARG,1993,0.03
ARG,1994,0.04
ARG,1995,0.09
ARG,1996,0.14
ARG,1997,0.28
ARG,1998,0.83
ARG,1999,3.28
ARG,2000,7.04
ARG,2001,9.78
ARG,2002,10.88
ARG,2003,11.91
ARG,2004,16.04
ARG,2005,17.72
ARG,2006,20.93
ARG,2007,25.95
ARG,2008,28.11
ARG,2009,34
ARG,2010,45
ARG,2011,51
ARG,2012,55.8
ARG,2013,59.9
ARG,2014,64.7
ARG,2015,68.04
ARG,2016,70.97
ARG,2017,74.29
ARG,2018,77.7
ARG,2019,79.9
ARG,2020,85.5
ARG,2021,87.15
ARM,1994,0.01
ARM,1995,0.05
ARM,1996,0.09
ARM,1997,0.11
ARM,1998,0.13
ARM,1999,0.97
ARM,2000,1.3
ARM,2001,1.63
ARM,2002,1.96
ARM,2003,4.58
ARM,2004,4.9
ARM,2005,5.25
ARM,2006,5.63
ARM,2007,6.02
ARM,2008,6.21
ARM,2009,15.3
ARM,2010,25
ARM,2011,32
ARM,2012,37.5
ARM,2013,41.9
ARM,2014,54.62
ARM,2015,59.1
ARM,2016,64.35
ARM,2017,64.74
ARM,2018,68.25
ARM,2019,66.54
ARM,2020,76.51
ATG,1995,2.2
ATG,1996,2.86
ATG,1997,3.48
ATG,1998,4.07
ATG,1999,5.3
ATG,2000,6.48
ATG,2001,8.9
ATG,2002,12.5
ATG,2003,17.23
ATG,2004,24.27
ATG,2005,27
ATG,2006,30
ATG,2007,34
ATG,2008,38
ATG,2009,42
ATG,2010,47
ATG,2011,52
ATG,2012,58
ATG,2013,63.4
ATG,2014,67.78
ATG,2015,70
ATG,2016,73
AUS,1990,0.59
AUS,1991,1.1
AUS,1992,1.77
AUS,1993,1.97
AUS,1994,2.23
AUS,1995,2.76
AUS,1996,3.28
AUS,1997,16.37
AUS,1998,30.81
AUS,1999,40.78
AUS,2000,46.76
AUS,2001,52.69
AUS,2005,63
AUS,2006,66
AUS,2007,69.45
AUS,2008,71.67
AUS,2009,74.25
AUS,2010,76
AUS,2011,79.49
AUS,2012,79
AUS,2013,83.45
AUS,2014,84
AUS,2015,84.56
AUS,2016,86.54
AUS,2017,86.55
AUS,2018,87.6
AUS,2019,88.6
AUS,2020,89.6
AUT,1990,0.13
AUT,1991,0.26
AUT,1992,0.64
AUT,1993,0.77
AUT,1994,1.39
AUT,1995,1.89
AUT,1996,6.91
AUT,1997,9.53
AUT,1998,15.42
AUT,1999,23.04
AUT,2000,33.73
AUT,2001,39.19
AUT,2002,36.56
AUT,2003,42.7
AUT,2004,54.28
AUT,2005,58
AUT,2006,63.6
AUT,2007,69.37
AUT,2008,72.87
AUT,2009,73.45
AUT,2010,75.17
AUT,2011,78.74
AUT,2012,80.03
AUT,2013,80.62
AUT,2014,81
AUT,2015,83.94
AUT,2016,84.32
AUT,2017,87.94
AUT,2018,87.48
AUT,2019,87.75
AUT,2020,87.53
AUT,2021,92.53
AZE,1994,0
AZE,1995,0
AZE,1996,0.01
AZE,1997,0.03
AZE,1998,0.04
AZE,1999,0.1
AZE,2000,0.15
AZE,2001,0.31
AZE,2002,5
AZE,2005,8.03
AZE,2006,11.99
AZE,2007,14.54
AZE,2008,17.08
AZE,2009,27.4
AZE,2010,46
AZE,2011,50
AZE,2012,54.2
AZE,2013,73
AZE,2014,75
AZE,2015,77
AZE,2016,78.2
AZE,2017,79
AZE,2018,79.8
AZE,2019,81.1
AZE,2020,84.6
BDI,1996,0
BDI,1997,0.01
BDI,1998,0.02
BDI,1999,0.04
BDI,2000,0.08
BDI,2001,0.11
BDI,2002,0.12
BDI,2003,0.2
BDI,2004,0.35
BDI,2005,0.54
BDI,2006,0.66
BDI,2007,0.7
BDI,2008,0.81
BDI,2009,0.9
BDI,2010,1
BDI,2011,1.11
BDI,2012,1.22
BDI,2013,1.26
BDI,2014,1.4
BDI,2015,2
BDI,2016,2.2
BDI,2017,2.66
BDI,2018,4.1
BDI,2019,6.2
BDI,2020,9.4
BEL,1990,0
