year,geo,disagg,value,projections,benchmark_low,benchmark_mid,benchmark_high
2020,AGO,Hydropower,0.0000035,,,,
2023,AGO,Hydropower,0.02,,,,
2024,AGO,Hydropower,0.02,,,,
2020,AGO,Total,0.0000035,,,,
2023,AGO,Total,0.02,,,,
2024,AGO,Total,0.02,,,,
2020,ALB,Hydropower,0.000012,,,,
2023,ALB,Hydropower,0.012,,,,
2024,ALB,Hydropower,0.012,,,,
2020,ALB,Solar Heating / Cooling,0.0000003,,,,
2023,ALB,Solar Heating / Cooling,0.00013,,,,
2024,ALB,Solar heating /cooling,0.00013,,,,
2020,ALB,Solar Photovoltaic,0.000000055,,,,
2023,ALB,Solar Photovoltaic,0.0021,,,,
2024,ALB,Solar photovoltaic,0.0021,,,,
2020,ALB,Total,0.000012,,,,
2023,ALB,Total,0.015,,,,
2024,ALB,Total,0.015,,,,
2020,ARE,CSP,0.000001,,,,
2023,ARE,CSP,0.001,,,,
2024,ARE,CSP,0.001,,,,
2020,ARE,Others,0.00000025,,,,
2023,ARE,Others,0.00025,,,,
2024,ARE,Others,0.00025,,,,
2020,ARE,Solar Photovoltaic,0.0000065,,,,
2023,ARE,Solar Photovoltaic,0.015,,,,
2024,ARE,Solar photovoltaic,0.015,,,,
2020,ARE,Total,0.0000078,,,,
2023,ARE,Total,0.016,,,,
2024,ARE,Total,0.016,,,,
2024,ARE,Wind energy,0.0022,,,,
2020,ARG,Biogas,0.00000037,,,,
2023,ARG,Biogas,0.00025,,,,
2024,ARG,Biogas,0.00025,,,,
2020,ARG,Hydropower,0.000023,,,,
2023,ARG,Hydropower,0.029,,,,
2024,ARG,Hydropower,0.028,,,,
2020,ARG,Liquid Biofuels,0,,,,
2024,ARG,Liquid biofuels,0,,,,
2020,ARG,Solar Heating / Cooling,0,,,,
2023,ARG,Solar Heating / Cooling,0.0013,,,,
2024,ARG,Solar heating /cooling,0.0013,,,,
2020,ARG,Solar Photovoltaic,0.0000022,,,,
2023,ARG,Solar Photovoltaic,0.0021,,,,
2024,ARG,Solar photovoltaic,0.0021,,,,
2020,ARG,Solid Biomass,0.0000017,,,,
2023,ARG,Solid Biomass,0.00062,,,,
2024,ARG,Solid biomass,0.00062,,,,
2020,ARG,Total,0.000029,,,,
2023,ARG,Total,0.041,,,,
2024,ARG,Total,0.04,,,,
2020,ARG,Wind Energy,0.0000017,,,,
2024,ARG,Wind energy,0.0071,,,,
2024,ARM,Hydropower,0.00012,,,,
2024,ARM,Solar photovoltaic,0.00029,,,,
2024,ARM,Total,0.00041,,,,
2020,AUS,Geothermal Energy,0.00000004,,,,
2023,AUS,Geothermal Energy,0.00004,,,,
2024,AUS,Geothermal energy,0.00004,,,,
2020,AUS,Hydropower,0.000002,,,,
2023,AUS,Hydropower,0.0044,,,,
2024,AUS,Hydropower,0.0039,,,,
2020,AUS,Others,0.0000011,,,,
2023,AUS,Others,0.0011,,,,
2024,AUS,Others,0.0011,,,,
2020,AUS,Solar Heating / Cooling,0.0000042,,,,
2023,AUS,Solar Heating / Cooling,0.0037,,,,
2024,AUS,Solar heating /cooling,0.0037,,,,
2020,AUS,Solar Photovoltaic,0.000046,,,,
2023,AUS,Solar Photovoltaic,0.071,,,,
2024,AUS,Solar photovoltaic,0.071,,,,
2020,AUS,Solid Biomass,0.0000016,,,,
2023,AUS,Solid Biomass,0.0016,,,,
2024,AUS,Solid biomass,0.0016,,,,
