year,geo,disagg,value
2025,WLD,Total,77
2025,WLD,Reduction,68
2025,WLD,Design and reuse,26
2025,WLD,Production and manufacturing,8
2025,WLD,Extended producer responsibility,30
2025,WLD,Waste management,58
2025,WLD,Maritime sources,40
2025,WLD,Microplastic,21
2025,ABW,Total,1
2025,AIA,Total,1
2025,ARG,Total,1
2025,ARM,Total,1
2025,ASM,Total,1
2025,ATG,Total,1
2025,AUT,Total,1
2025,AZE,Total,1
2025,BDI,Total,1
2025,BEL,Total,1
2025,BEN,Total,1
2025,BFA,Total,1
2025,BGD,Total,1
2025,BHR,Total,1
2025,BHS,Total,1
2025,BLZ,Total,1
2025,BOL,Total,1
2025,BRA,Total,1
2025,BRB,Total,1
2025,BWA,Total,1
2025,CAN,Total,1
2025,CHL,Total,1
2025,CHN,Total,1
2025,CIV,Total,1
2025,CMR,Total,1
2025,COD,Total,1
2025,COG,Total,1
2025,COL,Total,1
2025,CPV,Total,1
2025,CRI,Total,1
2025,CYP,Total,1
2025,DEU,Total,1
2025,DJI,Total,1
2025,DNK,Total,1
2025,DOM,Total,1
2025,DZA,Total,1
2025,ECU,Total,1
2025,ERI,Total,1
2025,ESP,Total,1
2025,EST,Total,1
2025,ETH,Total,1
2025,FJI,Total,1
2025,FRA,Total,1
2025,FSM,Total,1
2025,GAB,Total,1
2025,GBR,Total,1
2025,GEO,Total,1
2025,GMB,Total,1
2025,GNQ,Total,1
2025,GRC,Total,1
2025,GRD,Total,1
2025,GTM,Total,1
2025,GUM,Total,1
2025,GUY,Total,1
2025,HRV,Total,1
2025,HTI,Total,1
2025,IND,Total,1
2025,IRL,Total,1
2025,ISR,Total,1
2025,JAM,Total,1
2025,JOR,Total,1
2025,JPN,Total,1
2025,KEN,Total,1
2025,KHM,Total,1
2025,KIR,Total,1
2025,KOR,Total,1
2025,KWT,Total,1
2025,LCA,Total,1
2025,LKA,Total,1
2025,LSO,Total,1
2025,MAR,Total,1
2025,MDG,Total,1
2025,MDV,Total,1
2025,MEX,Total,1
2025,MHL,Total,1
2025,MLI,Total,1
2025,MNG,Total,1
2025,MOZ,Total,1
2025,MRT,Total,1
2025,MUS,Total,1
2025,MWI,Total,1
2025,NAM,Total,1
2025,NCL,Total,1
2025,NER,Total,1
2025,NGA,Total,1
2025,NLD,Total,1
2025,NPL,Total,1
2025,NRU,Total,1
2025,NZL,Total,1
2025,PAN,Total,1
2025,PER,Total,1
2025,PHL,Total,1
2025,PLW,Total,1
2025,PRT,Total,1
2025,PRY,Total,1
2025,PYF,Total,1
2025,RWA,Total,1
2025,SAU,Total,1
2025,SEN,Total,1
2025,SGP,Total,1
2025,SLV,Total,1
2025,STP,Total,1
2025,SVN,Total,1
2025,SWZ,Total,1
2025,SYC,Total,1
2025,TCA,Total,1
2025,TGO,Total,1
2025,TLS,Total,1
2025,TUN,Total,1
2025,TUR,Total,1
2025,TUV,Total,1
2025,TWN,Total,1
2025,TZA,Total,1
2025,UGA,Total,1
2025,URY,Total,1
2025,USA,Total,1
2025,UZB,Total,1
2025,VCT,Total,1
2025,VEN,Total,1
2025,VGB,Total,1
2025,VNM,Total,1
2025,VUT,Total,1
2025,WSM,Total,1
2025,ZAF,Total,1
2025,ZMB,Total,1
2025,ZWE,Total,1
2025,ABW,Reduction,1
2025,AIA,Reduction,1
2025,ARG,Reduction,1
2025,ARM,Reduction,1
2025,ASM,Reduction,1
2025,ATG,Reduction,1
2025,AZE,Reduction,1
2025,BDI,Reduction,1
2025,BEL,Reduction,1
2025,BEN,Reduction,1
2025,BFA,Reduction,1
2025,BGD,Reduction,1
2025,BHR,Reduction,1
2025,BHS,Reduction,1
2025,BRB,Reduction,1
2025,BWA,Reduction,1
2025,CAN,Reduction,1
2025,CHL,Reduction,1
2025,CHN,Reduction,1
2025,CIV,Reduction,1
2025,CMR,Reduction,1
2025,COD,Reduction,1
2025,COG,Reduction,1
2025,COL,Reduction,1
2025,CPV,Reduction,1
2025,CRI,Reduction,1
2025,CYP,Reduction,1
2025,DEU,Reduction,1
2025,DJI,Reduction,1
2025,DNK,Reduction,1
2025,DOM,Reduction,1
2025,DZA,Reduction,1
2025,ECU,Reduction,1
2025,ERI,Reduction,1
2025,ESP,Reduction,1
2025,EST,Reduction,1
2025,ETH,Reduction,1
2025,FJI,Reduction,1
2025,FRA,Reduction,1
2025,FSM,Reduction,1
2025,GAB,Reduction,1
2025,GBR,Reduction,1
2025,GEO,Reduction,1
2025,GMB,Reduction,1
2025,GNQ,Reduction,1
2025,GRC,Reduction,1
2025,GRD,Reduction,1
2025,GTM,Reduction,1
2025,GUM,Reduction,1
2025,GUY,Reduction,1
2025,HRV,Reduction,1
2025,HTI,Reduction,1
2025,IND,Reduction,1
2025,IRL,Reduction,1
2025,ISR,Reduction,1
2025,JAM,Reduction,1
2025,JOR,Reduction,1
2025,JPN,Reduction,1
2025,KEN,Reduction,1
2025,KHM,Reduction,1
2025,KIR,Reduction,1
2025,KOR,Reduction,1
2025,LCA,Reduction,1
2025,LKA,Reduction,1
2025,LSO,Reduction,1
2025,MAR,Reduction,1
2025,MDG,Reduction,1
2025,MDV,Reduction,1
2025,MHL,Reduction,1
2025,MLI,Reduction,1
2025,MNG,Reduction,1
2025,MOZ,Reduction,1
2025,MRT,Reduction,1
2025,MUS,Reduction,1
2025,MWI,Reduction,1
2025,NAM,Reduction,1
2025,NCL,Reduction,1
2025,NER,Reduction,1
2025,NLD,Reduction,1
2025,NPL,Reduction,1
2025,NRU,Reduction,1
2025,NZL,Reduction,1
2025,PAN,Reduction,1
2025,PER,Reduction,1
2025,PHL,Reduction,1
2025,PLW,Reduction,1
2025,PRT,Reduction,1
2025,PRY,Reduction,1
2025,PYF,Reduction,1
2025,RWA,Reduction,1
2025,SEN,Reduction,1
2025,SGP,Reduction,1
2025,STP,Reduction,1
2025,SVN,Reduction,1
2025,SWZ,Reduction,1
2025,SYC,Reduction,1
2025,TCA,Reduction,1
2025,TGO,Reduction,1
2025,TLS,Reduction,1
2025,TUN,Reduction,1
2025,TUR,Reduction,1
2025,TUV,Reduction,1
2025,TWN,Reduction,1
2025,TZA,Reduction,1
2025,UGA,Reduction,1
2025,USA,Reduction,1
2025,UZB,Reduction,1
2025,VCT,Reduction,1
2025,VGB,Reduction,1
2025,VNM,Reduction,1
2025,VUT,Reduction,1
2025,WSM,Reduction,1
2025,ZAF,Reduction,1
2025,ZMB,Reduction,1
2025,ZWE,Reduction,1
2025,AUT,Design and reuse,1
2025,CHN,Design and reuse,1
2025,COL,Design and reuse,1
2025,DEU,Design and reuse,1
2025,DNK,Design and reuse,1
2025,DOM,Design and reuse,1
2025,ESP,Design and reuse,1
2025,EST,Design and reuse,1
2025,FRA,Design and reuse,1
2025,GBR,Design and reuse,1
2025,GRC,Design and reuse,1
2025,HRV,Design and reuse,1
2025,IRL,Design and reuse,1
2025,JPN,Design and reuse,1
2025,KEN,Design and reuse,1
2025,MUS,Design and reuse,1
2025,NLD,Design and reuse,1
2025,PRT,Design and reuse,1
2025,PRY,Design and reuse,1
2025,SEN,Design and reuse,1
2025,SVN,Design and reuse,1
2025,SYC,Design and reuse,1
2025,TGO,Design and reuse,1
2025,TUN,Design and reuse,1
2025,TWN,Design and reuse,1
2025,VNM,Design and reuse,1
2025,BEL,Production and manufacturing,1
2025,ESP,Production and manufacturing,1
2025,EST,Production and manufacturing,1
2025,FRA,Production and manufacturing,1
2025,GBR,Production and manufacturing,1
2025,GRC,Production and manufacturing,1
2025,IRL,Production and manufacturing,1
2025,KEN,Production and manufacturing,1
2025,NLD,Production and manufacturing,1
2025,SVN,Production and manufacturing,1
2025,USA,Production and manufacturing,1
2025,BEL,Extended producer responsibility,1
2025,BLZ,Extended producer responsibility,1
2025,BRB,Extended producer responsibility,1
2025,CHN,Extended producer responsibility,1
2025,CMR,Extended producer responsibility,1
2025,COL,Extended producer responsibility,1
2025,CRI,Extended producer responsibility,1
2025,CYP,Extended producer responsibility,1
2025,DEU,Extended producer responsibility,1
2025,DNK,Extended producer responsibility,1
2025,DOM,Extended producer responsibility,1
2025,DZA,Extended producer responsibility,1
2025,ESP,Extended producer responsibility,1
2025,EST,Extended producer responsibility,1
2025,FRA,Extended producer responsibility,1
2025,GBR,Extended producer responsibility,1
2025,GRC,Extended producer responsibility,1
2025,HRV,Extended producer responsibility,1
2025,IRL,Extended producer responsibility,1
2025,ISR,Extended producer responsibility,1
2025,KEN,Extended producer responsibility,1
2025,KIR,Extended producer responsibility,1
2025,KOR,Extended producer responsibility,1
2025,MNG,Extended producer responsibility,1
2025,NGA,Extended producer responsibility,1
2025,NLD,Extended producer responsibility,1
2025,PER,Extended producer responsibility,1
2025,PLW,Extended producer responsibility,1
2025,PRT,Extended producer responsibility,1
2025,PRY,Extended producer responsibility,1
2025,SEN,Extended producer responsibility,1
2025,SGP,Extended producer responsibility,1
2025,SVN,Extended producer responsibility,1
2025,TUV,Extended producer responsibility,1
2025,UGA,Extended producer responsibility,1
2025,URY,Extended producer responsibility,1
2025,VEN,Extended producer responsibility,1
2025,ZMB,Extended producer responsibility,1
2025,ATG,Waste management,1
2025,BDI,Waste management,1
2025,BEL,Waste management,1
2025,BEN,Waste management,1
2025,BFA,Waste management,1
2025,BOL,Waste management,1
2025,BRA,Waste management,1
2025,CHN,Waste management,1
2025,CMR,Waste management,1
2025,CRI,Waste management,1
2025,DEU,Waste management,1
2025,DNK,Waste management,1
2025,DOM,Waste management,1
2025,DZA,Waste management,1
2025,ECU,Waste management,1
2025,ESP,Waste management,1
2025,EST,Waste management,1
2025,FJI,Waste management,1
2025,FRA,Waste management,1
2025,GBR,Waste management,1
2025,GRC,Waste management,1
2025,HRV,Waste management,1
2025,IND,Waste management,1
2025,IRL,Waste management,1
2025,ISR,Waste management,1
2025,JPN,Waste management,1
2025,KEN,Waste management,1
2025,KIR,Waste management,1
2025,KOR,Waste management,1
2025,LCA,Waste management,1
2025,MEX,Waste management,1
2025,MHL,Waste management,1
2025,MLI,Waste management,1
2025,MUS,Waste management,1
2025,NGA,Waste management,1
2025,NLD,Waste management,1
2025,PER,Waste management,1
2025,PHL,Waste management,1
2025,PLW,Waste management,1
2025,PRY,Waste management,1
2025,SAU,Waste management,1
2025,SGP,Waste management,1
2025,SLV,Waste management,1
2025,SVN,Waste management,1
2025,TUN,Waste management,1
2025,TZA,Waste management,1
2025,UGA,Waste management,1
2025,URY,Waste management,1
2025,UZB,Waste management,1
2025,VNM,Waste management,1
2025,VUT,Waste management,1
2025,ZMB,Waste management,1
2025,ZWE,Waste management,1
2025,ATG,Maritime sources,1
2025,CHN,Maritime sources,1
2025,DNK,Maritime sources,1
2025,ESP,Maritime sources,1
2025,EST,Maritime sources,1
2025,HRV,Maritime sources,1
2025,IND,Maritime sources,1
2025,IRL,Maritime sources,1
2025,KWT,Maritime sources,1
2025,NLD,Maritime sources,1
2025,PRT,Maritime sources,1
2025,USA,Maritime sources,1
2025,ARG,Microplastic,1
2025,CHN,Microplastic,1
2025,ESP,Microplastic,1
2025,EST,Microplastic,1
2025,FRA,Microplastic,1
2025,GBR,Microplastic,1
2025,IRL,Microplastic,1
2025,NZL,Microplastic,1
2025,PYF,Microplastic,1
2025,VNM,Microplastic,1
