year,geo,value,projections,benchmark_low,benchmark_mid,benchmark _high
2010,WLD,703.6,,,,
2011,WLD,844.7,,,,
2012,WLD,955.7,,,,
2013,WLD,1181.4,,,,
2014,WLD,1131.3,,,,
2015,WLD,853,,,,
2016,WLD,779.8,,,,
2017,WLD,803.5,,,,
2018,WLD,948,,,,
2019,WLD,843.3,,,,
2020,WLD,686.9,,,,
2030,WLD,,540.9,,0,
