year,geo,value,projections,benchmark_low,benchmark_mid,benchmark_high
2015,AFG,250,,,,
2016,AFG,620,,,,
2015,ALB,53.3,,,,
2016,ALB,51.9,,,,
2017,ALB,49.1,,,,
2018,ALB,45.9,,,,
2019,ALB,48.6,,,,
2020,ALB,22,,,,
2015,DZA,8.9,,,,
2016,DZA,9,,,,
2017,DZA,9.2,,,,
2018,DZA,9.5,,,,
2019,DZA,8.2,,,,
2020,DZA,9.9,,,,
2018,AGO,2.3,,,,
2019,AGO,5.5,,,,
2020,AGO,8.5,,,,
2015,ATG,8.9,,,,
2016,ATG,7.3,,,,
2017,ATG,11,,,,
2018,ATG,10.5,,,,
2019,ATG,10.5,,,,
2020,ATG,2.1,,,,
2015,ARG,14.9,,,,
2016,ARG,14.9,,,,
2017,ARG,15.6,,,,
2018,ARG,16.2,,,,
2019,ARG,13.9,,,,
2020,ARG,14.4,,,,
2015,ARM,5.2,,,,
2016,ARM,5,,,,
2017,ARM,3.7,,,,
2018,ARM,3.3,,,,
2019,ARM,3.4,,,,
2020,ARM,7.2,,,,
2015,AUS,0.7,,,,
2016,AUS,0.8,,,,
2017,AUS,0.7,,,,
2018,AUS,0.7,,,,
2019,AUS,0.6,,,,
2020,AUS,0.6,,,,
2015,AUT,0.8,,,,
2016,AUT,0.8,,,,
2017,AUT,0.7,,,,
2018,AUT,0.7,,,,
2019,AUT,0.7,,,,
2020,AUT,0.6,,,,
2015,AZE,2.1,,,,
2016,AZE,1.7,,,,
2017,AZE,1.7,,,,
2018,AZE,1.7,,,,
2019,AZE,1,,,,
2020,AZE,1,,,,
2018,BHS,8.5,,,,
2019,BHS,6.8,,,,
2020,BHS,6.3,,,,
2015,BHR,1.1,,,,
2016,BHR,1,,,,
2017,BHR,0.6,,,,
2018,BHR,0.4,,,,
2019,BHR,0.9,,,,
2020,BHR,0.7,,,,
2015,BRB,7.7,,,,
2016,BRB,5.2,,,,
2017,BRB,6.2,,,,
2018,BRB,5.7,,,,
2019,BRB,7,,,,
2020,BRB,6,,,,
2015,BLR,0.1,,,,
2016,BLR,0.1,,,,
2017,BLR,0.2,,,,
2018,BLR,0.3,,,,
2019,BLR,0.2,,,,
