year,geo,value
1980,WLD,17
1981,WLD,18
1982,WLD,20
1983,WLD,20
1984,WLD,22
1985,WLD,23
1986,WLD,26
1987,WLD,28
1988,WLD,28
1989,WLD,28
1990,WLD,31
1991,WLD,33
1992,WLD,35
1993,WLD,38
1994,WLD,40
1995,WLD,42
1996,WLD,43
1997,WLD,44
1998,WLD,46
1999,WLD,47
2000,WLD,48
2001,WLD,49
2002,WLD,49
2003,WLD,49
2004,WLD,50
2005,WLD,50
2006,WLD,50
2007,WLD,53
2008,WLD,53
2009,WLD,54
2010,WLD,56
2011,WLD,55
2012,WLD,55
2013,WLD,56
2014,WLD,58
2015,WLD,60
2016,WLD,60
2017,WLD,60
2018,WLD,60
2019,WLD,60
2020,WLD,60
2021,WLD,62
