year,geo,disagg,value,projections,benchmark_low,benchmark_mid,benchmark_high
2000,WLD,Total,14,,,,
2001,WLD,Total,13.9,,,,
2002,WLD,Total,14.2,,,,
2003,WLD,Total,14,,,,
2004,WLD,Total,14.2,,,,
2005,WLD,Total,14.4,,,,
2006,WLD,Total,14.9,,,,
2007,WLD,Total,14.8,,,,
2008,WLD,Total,14.8,,,,
2009,WLD,Total,14.7,,,,
2010,WLD,Total,14.8,,,,
2000,WLD,North America,13.8,,,,
2001,WLD,North America,13.9,,,,
2002,WLD,North America,13.7,,,,
2003,WLD,North America,13.8,,,,
2004,WLD,North America,14.2,,,,
2005,WLD,North America,13.9,,,,
2006,WLD,North America,13.9,,,,
2007,WLD,North America,14.3,,,,
2008,WLD,North America,14.5,,,,
2009,WLD,North America,14.7,,,,
2010,WLD,North America,13.9,,,,
2000,WLD,Central America,33.1,,,,
2001,WLD,Central America,32,,,,
2002,WLD,Central America,32.4,,,,
2003,WLD,Central America,32.9,,,,
2004,WLD,Central America,31.6,,,,
2005,WLD,Central America,31.6,,,,
2006,WLD,Central America,35.6,,,,
2007,WLD,Central America,36.2,,,,
2008,WLD,Central America,34.2,,,,
2009,WLD,Central America,34.2,,,,
2010,WLD,Central America,34.6,,,,
2000,WLD,South America,17.7,,,,
2001,WLD,South America,17.2,,,,
2002,WLD,South America,18.1,,,,
2003,WLD,South America,17.1,,,,
2004,WLD,South America,18.3,,,,
2005,WLD,South America,18.3,,,,
2006,WLD,South America,19,,,,
2007,WLD,South America,18.5,,,,
2008,WLD,South America,18.7,,,,
2009,WLD,South America,18.7,,,,
2010,WLD,South America,19.9,,,,
2000,WLD,Europe,14.2,,,,
2001,WLD,Europe,14.2,,,,
2002,WLD,Europe,13.5,,,,
2003,WLD,Europe,12.5,,,,
2004,WLD,Europe,14.4,,,,
2005,WLD,Europe,14.1,,,,
2006,WLD,Europe,14.7,,,,
2007,WLD,Europe,14.9,,,,
2008,WLD,Europe,14.7,,,,
2009,WLD,Europe,14.7,,,,
2010,WLD,Europe,14.5,,,,
2000,WLD,North Africa/Western Asia,4.4,,,,
2001,WLD,North Africa/Western Asia,4.4,,,,
2002,WLD,North Africa/Western Asia,4.8,,,,
2003,WLD,North Africa/Western Asia,4.7,,,,
2004,WLD,North Africa/Western Asia,4.6,,,,
2005,WLD,North Africa/Western Asia,4.7,,,,
2006,WLD,North Africa/Western Asia,4.9,,,,
2007,WLD,North Africa/Western Asia,5,,,,
2008,WLD,North Africa/Western Asia,4.8,,,,
2009,WLD,North Africa/Western Asia,4.8,,,,
2010,WLD,North Africa/Western Asia,5.3,,,,
2000,WLD,Sub-Saharan Africa,10.6,,,,
2001,WLD,Sub-Saharan Africa,11,,,,
2002,WLD,Sub-Saharan Africa,11.8,,,,
2003,WLD,Sub-Saharan Africa,11.6,,,,
2004,WLD,Sub-Saharan Africa,10.6,,,,
2005,WLD,Sub-Saharan Africa,11.1,,,,
2006,WLD,Sub-Saharan Africa,12,,,,
2007,WLD,Sub-Saharan Africa,11.4,,,,
2008,WLD,Sub-Saharan Africa,11.2,,,,
2009,WLD,Sub-Saharan Africa,11.2,,,,
2010,WLD,Sub-Saharan Africa,10.5,,,,
2000,WLD,Northern and Central Asia,10,,,,
2001,WLD,Northern and Central Asia,9.2,,,,
2002,WLD,Northern and Central Asia,8.6,,,,
2003,WLD,Northern and Central Asia,10.2,,,,
2004,WLD,Northern and Central Asia,9.7,,,,
2005,WLD,Northern and Central Asia,8.8,,,,
2006,WLD,Northern and Central Asia,10.4,,,,
2007,WLD,Northern and Central Asia,10,,,,
2008,WLD,Northern and Central Asia,9.6,,,,
2009,WLD,Northern and Central Asia,9.6,,,,
2010,WLD,Northern and Central Asia,7.9,,,,
2000,WLD,South Asia,7.6,,,,
2001,WLD,South Asia,8.4,,,,
2002,WLD,South Asia,8.7,,,,
2003,WLD,South Asia,8.2,,,,
2004,WLD,South Asia,9,,,,
2005,WLD,South Asia,9.5,,,,
2006,WLD,South Asia,10,,,,
2007,WLD,South Asia,9,,,,
2008,WLD,South Asia,9.4,,,,
2009,WLD,South Asia,9.4,,,,
2010,WLD,South Asia,9.5,,,,
2000,WLD,Southeast Asia,31.2,,,,
2001,WLD,Southeast Asia,30.9,,,,
2002,WLD,Southeast Asia,31.8,,,,
2003,WLD,Southeast Asia,31.1,,,,
2004,WLD,Southeast Asia,30.8,,,,
2005,WLD,Southeast Asia,32.2,,,,
2006,WLD,Southeast Asia,31.9,,,,
2007,WLD,Southeast Asia,33.1,,,,
2008,WLD,Southeast Asia,32.5,,,,
2009,WLD,Southeast Asia,32.5,,,,
2010,WLD,Southeast Asia,34,,,,
2000,WLD,East Asia,13.3,,,,
2001,WLD,East Asia,12.5,,,,
2002,WLD,East Asia,13.1,,,,
2003,WLD,East Asia,13.3,,,,
2004,WLD,East Asia,13.5,,,,
2005,WLD,East Asia,13.3,,,,
2006,WLD,East Asia,13.1,,,,
2007,WLD,East Asia,14.6,,,,
2008,WLD,East Asia,14.5,,,,
2009,WLD,East Asia,14.5,,,,
2010,WLD,East Asia,15,,,,
2000,WLD,Oceania,13,,,,
2001,WLD,Oceania,14,,,,
2002,WLD,Oceania,12.8,,,,
2003,WLD,Oceania,14.3,,,,
2004,WLD,Oceania,13.4,,,,
2005,WLD,Oceania,13.9,,,,
2006,WLD,Oceania,14.3,,,,
2007,WLD,Oceania,13.6,,,,
2008,WLD,Oceania,14.5,,,,
2009,WLD,Oceania,14.5,,,,
2010,WLD,Oceania,15.1,,,,
