year,geo,disagg,value,projections,benchmark_low,benchmark_mid,benchmark_high
2000,WLD,Total,4845,,,,
2001,WLD,Total,3860,,,,
2002,WLD,Total,4355,,,,
2003,WLD,Total,4592,,,,
2004,WLD,Total,4932,,,,
2005,WLD,Total,4391,,,,
2006,WLD,Total,4486,,,,
2007,WLD,Total,5554,,,,
2008,WLD,Total,4811,,,,
2009,WLD,Total,4169,,,,
2010,WLD,Total,4515,,,,
2011,WLD,Total,5023,,,,
2012,WLD,Total,4257,,,,
2013,WLD,Total,118264,,,,
2014,WLD,Total,73773,,,,
2015,WLD,Total,5752,,,,
2016,WLD,Total,3609,,,,
2017,WLD,Total,3852,,,,
2018,WLD,Total,3447,,,,
2019,WLD,Total,4114,,,,
2020,WLD,Total,3634,,,,
2021,WLD,Total,3866,,,,
2022,WLD,Total,3472,,,,
2023,WLD,Total,3385,,,,
2024,WLD,Total,1090,,,,
2029,WLD,Total,,-809,,,
2000,WLD,Agriculture,2558,,,,
2000,WLD,"Agriculture, forestry and fishing",22,,,,
2000,WLD,"Agriculture, hunting and forestry",1279,,,,
2000,WLD,Fishing,321,,,,
2000,WLD,Mining and quarrying,665,,,,
2001,WLD,Agriculture,2038,,,,
2001,WLD,"Agriculture, forestry and fishing",0,,,,
2001,WLD,"Agriculture, hunting and forestry",1086,,,,
2001,WLD,Fishing,109,,,,
2001,WLD,Mining and quarrying,627,,,,
2002,WLD,Agriculture,2392,,,,
2002,WLD,"Agriculture, forestry and fishing",0,,,,
2002,WLD,"Agriculture, hunting and forestry",1118,,,,
2002,WLD,Fishing,323,,,,
2002,WLD,Mining and quarrying,522,,,,
2003,WLD,Agriculture,2073,,,,
2003,WLD,"Agriculture, forestry and fishing",735,,,,
2003,WLD,"Agriculture, hunting and forestry",1093,,,,
2003,WLD,Fishing,90,,,,
2003,WLD,Mining and quarrying,601,,,,
2004,WLD,Agriculture,2280,,,,
2004,WLD,"Agriculture, forestry and fishing",683,,,,
2004,WLD,"Agriculture, hunting and forestry",1092,,,,
2004,WLD,Fishing,329,,,,
2004,WLD,Mining and quarrying,548,,,,
2005,WLD,Agriculture,2016,,,,
2005,WLD,"Agriculture, forestry and fishing",778,,,,
2005,WLD,"Agriculture, hunting and forestry",780,,,,
2005,WLD,Fishing,283,,,,
2005,WLD,Mining and quarrying,534,,,,
2006,WLD,Agriculture,1923,,,,
2006,WLD,"Agriculture, forestry and fishing",699,,,,
2006,WLD,"Agriculture, hunting and forestry",750,,,,
2006,WLD,Fishing,338,,,,
2006,WLD,Mining and quarrying,776,,,,
2007,WLD,Agriculture,2336,,,,
2007,WLD,"Agriculture, forestry and fishing",646,,,,
2007,WLD,"Agriculture, hunting and forestry",1173,,,,
2007,WLD,Fishing,404,,,,
2007,WLD,Mining and quarrying,995,,,,
2008,WLD,Agriculture,2010,,,,
2008,WLD,"Agriculture, forestry and fishing",736,,,,
2008,WLD,"Agriculture, hunting and forestry",816,,,,
2008,WLD,Fishing,459,,,,
2008,WLD,Mining and quarrying,790,,,,
2009,WLD,Agriculture,1754,,,,
2009,WLD,"Agriculture, forestry and fishing",1203,,,,
2009,WLD,"Agriculture, hunting and forestry",524,,,,
2009,WLD,Fishing,27,,,,
2009,WLD,Mining and quarrying,661,,,,
2010,WLD,Agriculture,1833,,,,
2010,WLD,"Agriculture, forestry and fishing",1326,,,,
2010,WLD,"Agriculture, hunting and forestry",472,,,,
2010,WLD,Fishing,35,,,,
2010,WLD,Mining and quarrying,849,,,,
2011,WLD,Agriculture,2102,,,,
2011,WLD,"Agriculture, forestry and fishing",1470,,,,
2011,WLD,"Agriculture, hunting and forestry",516,,,,
2011,WLD,Fishing,51,,,,
2011,WLD,Mining and quarrying,884,,,,
2012,WLD,Agriculture,1783,,,,
2012,WLD,"Agriculture, forestry and fishing",1202,,,,
2012,WLD,"Agriculture, hunting and forestry",488,,,,
2012,WLD,Fishing,32,,,,
2012,WLD,Mining and quarrying,752,,,,
2013,WLD,Agriculture,58710,,,,
2013,WLD,"Agriculture, forestry and fishing",58298,,,,
2013,WLD,"Agriculture, hunting and forestry",370,,,,
2013,WLD,Fishing,43,,,,
2013,WLD,Mining and quarrying,843,,,,
2014,WLD,Agriculture,36404,,,,
2014,WLD,"Agriculture, forestry and fishing",36083,,,,
2014,WLD,"Agriculture, hunting and forestry",255,,,,
2014,WLD,Fishing,19,,,,
2014,WLD,Mining and quarrying,1012,,,,
2015,WLD,Agriculture,2618,,,,
2015,WLD,"Agriculture, forestry and fishing",2256,,,,
2015,WLD,"Agriculture, hunting and forestry",269,,,,
2015,WLD,Fishing,35,,,,
2015,WLD,Mining and quarrying,574,,,,
2016,WLD,Agriculture,1562,,,,
2016,WLD,"Agriculture, forestry and fishing",1357,,,,
2016,WLD,"Agriculture, hunting and forestry",142,,,,
2016,WLD,Fishing,14,,,,
2016,WLD,Mining and quarrying,534,,,,
2017,WLD,Agriculture,1631,,,,
2017,WLD,"Agriculture, forestry and fishing",1459,,,,
2017,WLD,"Agriculture, hunting and forestry",107,,,,
2017,WLD,Fishing,15,,,,
2017,WLD,Mining and quarrying,640,,,,
2018,WLD,Agriculture,1522,,,,
2018,WLD,"Agriculture, forestry and fishing",1422,,,,
2018,WLD,"Agriculture, hunting and forestry",42,,,,
2018,WLD,Fishing,8,,,,
2018,WLD,Mining and quarrying,453,,,,
2019,WLD,Agriculture,1717,,,,
2019,WLD,"Agriculture, forestry and fishing",1603,,,,
2019,WLD,"Agriculture, hunting and forestry",114,,,,
2019,WLD,Fishing,0,,,,
2019,WLD,Mining and quarrying,680,,,,
2020,WLD,Agriculture,1525,,,,
2020,WLD,"Agriculture, forestry and fishing",1418,,,,
2020,WLD,"Agriculture, hunting and forestry",98,,,,
2020,WLD,Fishing,9,,,,
2020,WLD,Mining and quarrying,584,,,,
2021,WLD,Agriculture,1550,,,,
2021,WLD,"Agriculture, forestry and fishing",1420,,,,
2021,WLD,"Agriculture, hunting and forestry",123,,,,
2021,WLD,Fishing,7,,,,
2021,WLD,Mining and quarrying,766,,,,
