year,geo,value
1980,WLD,4
1981,WLD,5
1982,WLD,6
1983,WLD,6
1984,WLD,6
1985,WLD,7
1986,WLD,8
1987,WLD,8
1988,WLD,8
1989,WLD,8
1990,WLD,9
1991,WLD,13
1992,WLD,14
1993,WLD,14
1994,WLD,15
1995,WLD,15
1996,WLD,16
1997,WLD,16
1998,WLD,16
1999,WLD,16
2000,WLD,17
2001,WLD,19
2002,WLD,20
2003,WLD,21
2004,WLD,22
2005,WLD,23
2006,WLD,23
2007,WLD,23
2008,WLD,23
2009,WLD,26
2010,WLD,26
2011,WLD,25
2012,WLD,25
2013,WLD,25
2014,WLD,25
2015,WLD,26
2016,WLD,26
2017,WLD,26
2018,WLD,26
2019,WLD,26
2020,WLD,26
2021,WLD,26
