year,geo,disagg,value,projections,benchmark_low,benchmark_mid,benchmark_high
1990,WLD,Total,3.69,,,,
1991,WLD,Total,4.03,,,,
1992,WLD,Total,4.40,,,,
1993,WLD,Total,4.79,,,,
1994,WLD,Total,5.22,,,,
1995,WLD,Total,5.67,,,,
1996,WLD,Total,6.16,,,,
1997,WLD,Total,6.68,,,,
1998,WLD,Total,7.23,,,,
1999,WLD,Total,7.83,,,,
2000,WLD,Total,8.47,,,,
2001,WLD,Total,9.15,,,,
2002,WLD,Total,9.88,,,,
2003,WLD,Total,10.66,,,,
2004,WLD,Total,11.48,,,,
2005,WLD,Total,12.36,,,,
2006,WLD,Total,13.29,,,,
2007,WLD,Total,14.27,,,,
2008,WLD,Total,15.30,,,,
2009,WLD,Total,16.39,,,,
2010,WLD,Total,17.53,,,,
2011,WLD,Total,18.73,,,,
2012,WLD,Total,19.99,,,,
2013,WLD,Total,21.30,,,,
2014,WLD,Total,22.67,,,,
2015,WLD,Total,24.10,,,,
2016,WLD,Total,25.59,,,,
2017,WLD,Total,27.14,,,,
2018,WLD,Total,28.75,,,,
2019,WLD,Total,30.41,,,,
1990,WLD,America (exc USA and CAN),0.38,,,,
1991,WLD,America (exc USA and CAN),0.42,,,,
1992,WLD,America (exc USA and CAN),0.46,,,,
1993,WLD,America (exc USA and CAN),0.50,,,,
1994,WLD,America (exc USA and CAN),0.55,,,,
1995,WLD,America (exc USA and CAN),0.60,,,,
1996,WLD,America (exc USA and CAN),0.66,,,,
1997,WLD,America (exc USA and CAN),0.72,,,,
1998,WLD,America (exc USA and CAN),0.78,,,,
1999,WLD,America (exc USA and CAN),0.86,,,,
2000,WLD,America (exc USA and CAN),0.93,,,,
2001,WLD,America (exc USA and CAN),1.01,,,,
2002,WLD,America (exc USA and CAN),1.10,,,,
2003,WLD,America (exc USA and CAN),1.20,,,,
2004,WLD,America (exc USA and CAN),1.30,,,,
2005,WLD,America (exc USA and CAN),1.41,,,,
2006,WLD,America (exc USA and CAN),1.53,,,,
2007,WLD,America (exc USA and CAN),1.65,,,,
2008,WLD,America (exc USA and CAN),1.78,,,,
2009,WLD,America (exc USA and CAN),1.92,,,,
2010,WLD,America (exc USA and CAN),2.07,,,,
2011,WLD,America (exc USA and CAN),2.23,,,,
2012,WLD,America (exc USA and CAN),2.39,,,,
2013,WLD,America (exc USA and CAN),2.57,,,,
2014,WLD,America (exc USA and CAN),2.75,,,,
2015,WLD,America (exc USA and CAN),2.94,,,,
2016,WLD,America (exc USA and CAN),3.14,,,,
2017,WLD,America (exc USA and CAN),3.34,,,,
2018,WLD,America (exc USA and CAN),3.56,,,,
2019,WLD,America (exc USA and CAN),3.78,,,,
1990,WLD,Europe,1.05,,,,
1991,WLD,Europe,1.14,,,,
1992,WLD,Europe,1.23,,,,
1993,WLD,Europe,1.32,,,,
1994,WLD,Europe,1.42,,,,
1995,WLD,Europe,1.53,,,,
1996,WLD,Europe,1.64,,,,
1997,WLD,Europe,1.75,,,,
1998,WLD,Europe,1.86,,,,
1999,WLD,Europe,1.98,,,,
2000,WLD,Europe,2.11,,,,
2001,WLD,Europe,2.24,,,,
2002,WLD,Europe,2.37,,,,
2003,WLD,Europe,2.51,,,,
2004,WLD,Europe,2.65,,,,
2005,WLD,Europe,2.79,,,,
2006,WLD,Europe,2.94,,,,
2007,WLD,Europe,3.09,,,,
2008,WLD,Europe,3.24,,,,
2009,WLD,Europe,3.40,,,,
2010,WLD,Europe,3.56,,,,
2011,WLD,Europe,3.72,,,,
2012,WLD,Europe,3.88,,,,
2013,WLD,Europe,4.04,,,,
2014,WLD,Europe,4.21,,,,
2015,WLD,Europe,4.38,,,,
2016,WLD,Europe,4.55,,,,
2017,WLD,Europe,4.71,,,,
2018,WLD,Europe,4.88,,,,
2019,WLD,Europe,5.05,,,,
1990,WLD,Asia (excl CHN and IND),0.73,,,,
1991,WLD,Asia (excl CHN and IND),0.80,,,,
1992,WLD,Asia (excl CHN and IND),0.88,,,,
1993,WLD,Asia (excl CHN and IND),0.96,,,,
1994,WLD,Asia (excl CHN and IND),1.06,,,,
1995,WLD,Asia (excl CHN and IND),1.16,,,,
1996,WLD,Asia (excl CHN and IND),1.27,,,,
1997,WLD,Asia (excl CHN and IND),1.39,,,,
1998,WLD,Asia (excl CHN and IND),1.52,,,,
1999,WLD,Asia (excl CHN and IND),1.66,,,,
2000,WLD,Asia (excl CHN and IND),1.82,,,,
2001,WLD,Asia (excl CHN and IND),1.98,,,,
2002,WLD,Asia (excl CHN and IND),2.16,,,,
2003,WLD,Asia (excl CHN and IND),2.36,,,,
2004,WLD,Asia (excl CHN and IND),2.57,,,,
2005,WLD,Asia (excl CHN and IND),2.80,,,,
2006,WLD,Asia (excl CHN and IND),3.04,,,,
2007,WLD,Asia (excl CHN and IND),3.30,,,,
2008,WLD,Asia (excl CHN and IND),3.57,,,,
2009,WLD,Asia (excl CHN and IND),3.86,,,,
2010,WLD,Asia (excl CHN and IND),4.17,,,,
2011,WLD,Asia (excl CHN and IND),4.50,,,,
2012,WLD,Asia (excl CHN and IND),4.84,,,,
2013,WLD,Asia (excl CHN and IND),5.21,,,,
2014,WLD,Asia (excl CHN and IND),5.59,,,,
2015,WLD,Asia (excl CHN and IND),5.99,,,,
2016,WLD,Asia (excl CHN and IND),6.42,,,,
2017,WLD,Asia (excl CHN and IND),6.86,,,,
2018,WLD,Asia (excl CHN and IND),7.33,,,,
2019,WLD,Asia (excl CHN and IND),7.82,,,,
1990,WLD,Oceania,0.00,,,,
1991,WLD,Oceania,0.00,,,,
1992,WLD,Oceania,0.00,,,,
1993,WLD,Oceania,0.00,,,,
1994,WLD,Oceania,0.00,,,,
1995,WLD,Oceania,0.00,,,,
1996,WLD,Oceania,0.00,,,,
1997,WLD,Oceania,0.00,,,,
