year,geo,value
2012,WLD,15.3
2013,WLD,19.4
2014,WLD,22.7
2015,WLD,27.7
2016,WLD,35.1
2017,WLD,40.1
2018,WLD,48.3
2019,WLD,46.4
2020,WLD,51.3
2012,ALB,219.9
2014,ALB,104.3
2015,ALB,351.9
2016,ALB,146.4
2017,ALB,5.4
2018,ALB,2063.1
2019,ALB,15.6
2020,ALB,125.6
2012,BLR,184.9
2014,BLR,69.7
2015,BLR,133.3
2016,BLR,29.8
2017,BLR,101.5
2018,BLR,192.7
2019,BLR,72.1
2020,BLR,87.9
2012,BIH,208.5
2013,BIH,126.5
2014,BIH,2.3
2015,BIH,179.5
2016,BIH,388.2
2017,BIH,22
2018,BIH,266.9
2019,BIH,92.8
2020,BIH,226.3
2012,KOS,26.2
2013,KOS,20.4
2014,KOS,0.3
2015,KOS,55.6
2016,KOS,97.3
2017,KOS,41.9
2018,KOS,64.2
2019,KOS,60.6
2020,KOS,146
2012,MDA,3.9
2013,MDA,58.2
2014,MDA,101.2
2015,MDA,22.5
2016,MDA,13.1
2017,MDA,11.4
2018,MDA,113.1
2019,MDA,17.2
2020,MDA,228.6
2012,MNE,95.3
2013,MNE,1.6
2014,MNE,57.1
2015,MNE,31.9
2016,MNE,16.6
2017,MNE,315.7
2018,MNE,51.4
2019,MNE,5.7
2020,MNE,390.5
2012,MKD,92.8
2013,MKD,243.8
2014,MKD,196.6
2015,MKD,6.3
2016,MKD,49.1
2017,MKD,27.2
2018,MKD,8.7
2019,MKD,0
2020,MKD,149.1
2012,SRB,624.9
2013,SRB,657.3
2014,SRB,841.9
2015,SRB,397.2
2016,SRB,983.3
2017,SRB,293
2018,SRB,1095.2
2019,SRB,575.6
2020,SRB,459.7
2012,TUR,2602.6
2013,TUR,2196.4
2014,TUR,2786.5
2015,TUR,3236.9
2016,TUR,5930.1
2017,TUR,3145.2
2018,TUR,2975.4
2019,TUR,2755.3
2020,TUR,1231.9
2012,UKR,873.4
2013,UKR,389
2014,UKR,601.9
2015,UKR,519.7
2016,UKR,2333.1
2017,UKR,2081.9
2018,UKR,2335
2019,UKR,2219.1
2020,UKR,634
2012,DZA,0
2013,DZA,0
2014,DZA,0.1
2015,DZA,1
2016,DZA,3.6
2017,DZA,0.1
2018,DZA,13.5
2012,EGY,155
2013,EGY,282.3
2014,EGY,155
2015,EGY,658.4
2016,EGY,855.2
2017,EGY,996.5
2018,EGY,1739.2
2019,EGY,2519.4
2020,EGY,2137.8
2013,LBY,13
2012,MAR,29.4
2013,MAR,40.3
2014,MAR,28
2015,MAR,99
2016,MAR,387.4
2017,MAR,278.3
2018,MAR,193
2019,MAR,1083.6
2020,MAR,2830.4
2012,TUN,497.3
2013,TUN,36.4
2014,TUN,243.9
2015,TUN,135.8
2016,TUN,100.7
2017,TUN,171.9
2018,TUN,328.8
2019,TUN,195.9
2020,TUN,219.6
2012,BDI,0.9
2013,BDI,0
2014,BDI,11.3
2015,BDI,2.7
2016,BDI,0.1
2017,BDI,11
2018,BDI,3.6
2019,BDI,4.3
2020,BDI,16.5
2019,COM,59.1
2015,DJI,4.4
2016,DJI,4.6
2017,DJI,29.3
2018,DJI,2
2019,DJI,144.1
2016,ERI,2.1
2019,ERI,0.2
2020,ERI,0.4
2012,ETH,100.1
2013,ETH,23.3
2014,ETH,14.6
2015,ETH,51.3
2016,ETH,18.8
2017,ETH,128.4
2018,ETH,13.9
2019,ETH,189.5
2020,ETH,78.4
2012,KEN,566.4
2013,KEN,345.2
2014,KEN,436.3
2015,KEN,741.1
2016,KEN,107.7
2017,KEN,120.4
2018,KEN,572.9
2019,KEN,369.1
2020,KEN,605.5
2012,MDG,30.9
2013,MDG,49.3
2014,MDG,26.1
2015,MDG,30.1
2016,MDG,74.9
2017,MDG,128.8
2018,MDG,58
2019,MDG,49.1
2020,MDG,51.4
2012,MWI,0.7
2013,MWI,35.1
2014,MWI,0.3
2015,MWI,3
2016,MWI,65.6
2017,MWI,41
2018,MWI,65.7
2019,MWI,180.5
2020,MWI,87
2012,MUS,7.2
2013,MUS,26.5
2014,MUS,4.5
2015,MUS,37
2016,MUS,41.7
2017,MUS,45.5
2018,MUS,181.7
2019,MUS,100.4
2020,MUS,81.3
2012,MOZ,31.5
2013,MOZ,5.3
2014,MOZ,69.1
2015,MOZ,306
2016,MOZ,17.8
2017,MOZ,41.4
2018,MOZ,42.7
2019,MOZ,312.9
2020,MOZ,9836.4
2012,RWA,82
2013,RWA,7
2014,RWA,10.2
2015,RWA,9.5
2016,RWA,12.7
2017,RWA,28.8
2018,RWA,52.3
2019,RWA,17.7
2020,RWA,16.7
2012,SYC,3.2
2013,SYC,0.7
2016,SYC,6.6
2017,SYC,15.4
2017,SOM,2.8
2018,SOM,8.9
2019,SOM,3
2020,SOM,3.3
2012,SSD,11.7
2013,SSD,8
2017,SSD,7.9
2018,SSD,0
2019,SSD,0.1
2012,SDN,0.1
2013,SDN,0.1
2014,SDN,40.1
2016,SDN,0
2017,SDN,7.3
2018,SDN,0.1
2019,SDN,2.8
2020,SDN,156.2
2012,TZA,5.9
2013,TZA,26.9
2014,TZA,140.9
2015,TZA,45.3
2016,TZA,48
2017,TZA,55.3
2018,TZA,125.4
2019,TZA,49.3
2020,TZA,71.7
2012,UGA,19.5
2013,UGA,17.2
2014,UGA,62.1
2015,UGA,44
2016,UGA,88
2017,UGA,26.4
2018,UGA,752.1
2019,UGA,431.7
2020,UGA,24.1
2012,ZMB,93.9
2013,ZMB,61.8
2014,ZMB,207.2
2015,ZMB,147.4
2016,ZMB,43.8
2017,ZMB,179.5
2018,ZMB,70.1
2019,ZMB,126.2
2020,ZMB,106.6
2012,ZWE,0.6
2013,ZWE,11.5
2014,ZWE,11.6
2015,ZWE,61.8
2016,ZWE,4.3
2017,ZWE,1.1
2018,ZWE,122.1
2019,ZWE,0.7
2020,ZWE,34.9
2012,AGO,37.3
2013,AGO,684.4
2014,AGO,42.1
2015,AGO,297.4
2016,AGO,19.2
2017,AGO,33.9
2018,AGO,44.7
2019,AGO,914
2020,AGO,12.8
2012,CMR,91.7
2013,CMR,37.6
2014,CMR,438.6
2015,CMR,41.8
2016,CMR,114.1
2017,CMR,518.3
2018,CMR,591.9
2019,CMR,97.7
2020,CMR,32.8
2016,CAF,5.6
2018,CAF,0
2019,CAF,1.3
2020,CAF,6.3
2012,TCD,14.7
2013,TCD,31.8
2014,TCD,3
2015,TCD,65
2016,TCD,0.3
2019,TCD,6
2020,TCD,11.4
2015,COG,19.1
2016,COG,10.8
2017,COG,5.6
2019,COG,2.7
2020,COG,35.3
2012,COD,1.3
2013,COD,24.1
2014,COD,167.9
2015,COD,76.3
2016,COD,142.8
2017,COD,11.5
2018,COD,7.1
2019,COD,15.1
2020,COD,36.3
2016,GNQ,0
2018,GNQ,1.6
2019,GNQ,1.3
2012,GAB,6.3
2013,GAB,34.2
2014,GAB,34.5
2015,GAB,3.7
2016,GAB,0
2017,GAB,147.3
2018,GAB,124.6
2019,GAB,11.1
2020,GAB,157.8
2012,STP,0
2015,STP,1.5
2016,STP,0
2017,STP,0.5
2018,STP,2.3
2019,STP,0.2
2020,STP,0.4
2012,BWA,12.1
2014,BWA,54.8
2015,BWA,45
2017,BWA,66.1
2018,BWA,30
2019,BWA,0.6
2020,BWA,104
2012,SWZ,0.1
2015,SWZ,0.6
2016,SWZ,0.5
2017,SWZ,13.9
2018,SWZ,7.5
2019,SWZ,35.5
2020,SWZ,28.3
2012,LSO,0.1
2014,LSO,0.8
2018,LSO,2
2020,LSO,11.7
2014,NAM,7.1
2017,NAM,94.5
2018,NAM,69
2019,NAM,8.9
2020,NAM,36.1
2012,BEN,18.9
2013,BEN,0
2014,BEN,9.6
2015,BEN,11.5
2016,BEN,10.3
2017,BEN,4.5
2018,BEN,462.6
2019,BEN,1.7
2020,BEN,49.1
2012,BFA,7.6
2013,BFA,5.5
2014,BFA,14.2
2015,BFA,2.2
2016,BFA,30
2017,BFA,39.8
2018,BFA,76.1
2019,BFA,148.8
2020,BFA,49
2012,CPV,0
2014,CPV,0
2016,CPV,0.1
2017,CPV,3.3
2018,CPV,1.3
2019,CPV,39.4
2020,CPV,0.8
2012,CIV,254.9
2013,CIV,814.4
2014,CIV,231
2015,CIV,103.6
2016,CIV,87.1
2017,CIV,301.9
2018,CIV,601.2
2019,CIV,314.4
2020,CIV,568.9
2015,GMB,0.1
2017,GMB,9
2020,GMB,0.5
2012,GHA,609.2
2013,GHA,385.9
2014,GHA,252
2015,GHA,1594.9
2016,GHA,606.8
2017,GHA,232.7
2018,GHA,280.7
2019,GHA,446.1
2020,GHA,761.3
2012,GIN,5
2013,GIN,6.1
2014,GIN,32.6
2015,GIN,29.5
2016,GIN,168.3
2017,GIN,121.2
2018,GIN,13.9
2019,GIN,971.7
2020,GIN,17.5
2012,GNB,0.4
2013,GNB,0.1
2015,GNB,0.5
2016,GNB,0.6
2017,GNB,0.6
2019,GNB,2.1
2020,GNB,1.8
2012,LBR,1.7
2013,LBR,0.3
2015,LBR,8.6
2016,LBR,0.6
2017,LBR,21.1
2018,LBR,112.4
2019,LBR,40.4
2020,LBR,24.8
2012,MLI,0.7
2013,MLI,13.7
2014,MLI,70.4
2015,MLI,53.5
2016,MLI,40.1
2017,MLI,52.5
2018,MLI,62.1
2019,MLI,8
2020,MLI,21.6
2014,MRT,133.9
2016,MRT,5.5
2017,MRT,0.3
2018,MRT,336.1
2019,MRT,424.9
2020,MRT,165.6
2012,NER,4.1
2013,NER,15.3
2014,NER,0.7
2015,NER,4.8
2016,NER,8.8
2017,NER,6.9
2018,NER,28.1
2019,NER,21
2020,NER,2.2
2012,NGA,452.6
2013,NGA,738.4
2014,NGA,1198.6
2015,NGA,1548.2
2016,NGA,1290.4
2017,NGA,348.3
2018,NGA,1163.9
2019,NGA,1009.5
2020,NGA,327.6
2012,SEN,126.2
2013,SEN,94.1
2014,SEN,186
2015,SEN,283.1
2016,SEN,177.1
2017,SEN,42.2
2018,SEN,154.8
2019,SEN,135.5
2020,SEN,348.3
2012,SLE,0.9
2013,SLE,5.8
2014,SLE,11.1
2016,SLE,56.9
2017,SLE,0.5
2018,SLE,147.7
2019,SLE,55.2
2020,SLE,28.6
2012,TGO,5.7
2013,TGO,13.7
2014,TGO,6.4
2015,TGO,13.4
2016,TGO,1.6
2017,TGO,145.8
2018,TGO,122.8
2019,TGO,0.3
2020,TGO,155
2016,ATG,0.2
2019,ATG,0.3
2016,CUB,0
2017,CUB,0.4
2018,CUB,4.2
2019,CUB,3
2020,CUB,0.2
2017,DMA,0.6
2018,DMA,0.1
2019,DMA,2.6
2012,DOM,0
2013,DOM,2
2014,DOM,10
2015,DOM,48.3
2016,DOM,126.5
2017,DOM,42.9
2018,DOM,138.2
2019,DOM,20.7
2020,DOM,0.7
2017,GRD,0
2020,GRD,0.5
2012,HTI,36.4
2013,HTI,1.8
2014,HTI,0.7
2015,HTI,20.5
2016,HTI,14.6
2017,HTI,6.3
2018,HTI,39.4
2019,HTI,30.6
2020,HTI,18.4
2013,JAM,0
2014,JAM,39
2015,JAM,176.8
2016,JAM,185.8
2017,JAM,29.3
2018,JAM,8.1
2019,JAM,112.8
2020,JAM,4.4
2018,LCA,109.5
2019,LCA,0.3
2020,LCA,0.1
2020,VCT,46.9
2016,BLZ,4.3
2017,BLZ,0.1
2019,BLZ,0.7
2020,BLZ,24.7
2012,CRI,43.5
2013,CRI,599.4
2014,CRI,16.2
2015,CRI,50.5
2016,CRI,53.9
2017,CRI,126.6
2018,CRI,11.1
2019,CRI,13.7
2020,CRI,139.1
2012,SLV,52.8
2013,SLV,82.5
2014,SLV,14.6
2015,SLV,19.7
2016,SLV,111.7
2017,SLV,184.5
2018,SLV,74.4
2019,SLV,419.4
2020,SLV,256
2012,GTM,63.2
2013,GTM,287
2014,GTM,93.7
2015,GTM,74
2016,GTM,41.1
2017,GTM,33.5
2018,GTM,200.9
2019,GTM,93.9
2020,GTM,242.2
2012,HND,113.5
2013,HND,12.4
2014,HND,128.4
2015,HND,530.8
2016,HND,190.2
2017,HND,17.6
2018,HND,47.4
2019,HND,15.9
2020,HND,165.4
2012,MEX,253.7
2013,MEX,334.4
2014,MEX,818
2015,MEX,277
2016,MEX,205.3
2017,MEX,949
2018,MEX,484.8
2019,MEX,1101
2020,MEX,1368.6
2012,NIC,1.5
2013,NIC,61.3
2014,NIC,17.3
2015,NIC,26.6
2016,NIC,2.5
2017,NIC,27.9
2018,NIC,43.5
2019,NIC,61.2
2020,NIC,54.3
2012,PAN,337.5
2013,PAN,3.4
2014,PAN,376.3
2015,PAN,286.3
2016,PAN,76.3
2017,PAN,60.8
2018,PAN,66.8
2019,PAN,175.2
2020,PAN,1059.6
2012,ARG,6.9
2013,ARG,75.4
2014,ARG,187.5
2015,ARG,246.4
2016,ARG,311.8
2017,ARG,4411.8
2018,ARG,2422.7
2019,ARG,1952.7
2020,ARG,196.6
2012,BOL,11.3
2013,BOL,1.8
2014,BOL,1.3
2015,BOL,16.7
2016,BOL,5.4
2017,BOL,2.4
2018,BOL,17
2019,BOL,1.4
2020,BOL,30.9
2012,BRA,29.1
2013,BRA,506.3
2014,BRA,793.8
2015,BRA,1450.9
2016,BRA,227.9
2017,BRA,1706.8
2018,BRA,1081.1
2019,BRA,3130.5
2020,BRA,1577.7
2013,CHL,1169.5
2014,CHL,336.8
2015,CHL,227.9
2016,CHL,219.4
2017,CHL,92.7
2012,COL,38.8
2013,COL,4.9
2014,COL,496.9
2015,COL,589.7
2016,COL,135.4
2017,COL,1126.4
2018,COL,1484.8
2019,COL,717.5
2020,COL,878.1
2012,ECU,5.5
2013,ECU,10.6
2014,ECU,127.2
2015,ECU,78.5
2016,ECU,80.9
2017,ECU,125.8
2018,ECU,288.5
2019,ECU,413.7
2020,ECU,1542.4
2015,GUY,140
2017,GUY,1
2018,GUY,0.3
2019,GUY,1
2012,PRY,5
2013,PRY,19.2
2014,PRY,72.2
2015,PRY,80.1
2016,PRY,74.2
2017,PRY,60.6
2018,PRY,253.7
2019,PRY,209.6
2020,PRY,162.7
2012,PER,234.8
2013,PER,215.3
2014,PER,102.9
2015,PER,75.4
2016,PER,51.8
2017,PER,218.4
2018,PER,368.1
2019,PER,143.1
2020,PER,793
2016,SUR,1.2
