year,geo,disagg,value
2015,AFG,Total,62.8
2015,AFG,Female,41.1
2015,AFG,Male,82.5
2017,ALB,Total,53.8
2017,ALB,Female,48.4
2017,ALB,Male,59.7
2015,ARM,Total,56.0
2015,ARM,Female,47.4
2015,ARM,Male,67.6
2019,BEN,Total,26.9
2019,BEN,Female,7.5
2019,BEN,Male,49.5
2014,BFA,Total,17.4
2019,BFA,Total,27.2
2014,BFA,Female,5.2
2019,BFA,Female,8.5
2014,BFA,Male,32.8
2019,BFA,Male,50.8
2016,BDI,Total,65.7
2016,BDI,Female,65.4
2016,BDI,Male,65.9
2010,KHM,Total,63.9
2014,KHM,Total,62.8
2019,KHM,Total,82.0
2010,KHM,Female,63.1
2014,KHM,Female,68.1
2019,KHM,Female,82.8
2010,KHM,Male,64.7
2014,KHM,Male,58.6
2019,KHM,Male,81.0
2018,CMR,Total,39.4
2018,CMR,Female,21.0
2018,CMR,Male,56.7
2014,TCD,Total,65.5
2014,TCD,Female,48.4
2014,TCD,Male,74.5
2012,COM,Total,51.5
2012,COM,Female,54.9
2012,COM,Male,49.4
2019,CIV,Total,36.2
2019,CIV,Female,11.2
2019,CIV,Male,63.8
2015,COD,Total,52.9
2015,COD,Female,47.5
2015,COD,Male,57.9
2023,SWZ,Total,34.3
2023,SWZ,Female,35.2
2023,SWZ,Male,33.2
2014,ETH,Total,63.6
2016,ETH,Total,65.8
2019,ETH,Total,71.5
2014,ETH,Female,61.8
2016,ETH,Female,66.6
2019,ETH,Female,71.1
2014,ETH,Male,65.4
2016,ETH,Male,65.1
2019,ETH,Male,72.0
2023,GMB,Total,14.9
2023,GMB,Female,1.1
2023,GMB,Male,22.8
2022,GEO,Total,26.3
2022,GEO,Female,14.4
2022,GEO,Male,38.6
2017,GHA,Total,31.8
2017,GHA,Female,23.4
2017,GHA,Male,41.4
2015,GTM,Total,29.2
2015,GTM,Female,15.9
2015,GTM,Male,36.5
2019,GNB,Total,24.6
2019,GNB,Female,10.9
2019,GNB,Male,41.3
2016,HTI,Total,50.3
2016,HTI,Female,45.2
2016,HTI,Male,52.9
2012,HND,Total,31.7
2012,HND,Female,16.4
2012,HND,Male,37.4
2012,IND,Total,22.6
2015,IND,Total,40.0
2020,IND,Total,40.5
