year,geo,value
1980,WLD,13
1981,WLD,13
1982,WLD,16
1983,WLD,16
1984,WLD,17
1985,WLD,18
1986,WLD,18
1987,WLD,19
1988,WLD,22
1989,WLD,22
1990,WLD,28
1991,WLD,33
1992,WLD,34
1993,WLD,36
1994,WLD,36
1995,WLD,38
1996,WLD,39
1997,WLD,40
1998,WLD,42
1999,WLD,42
2000,WLD,42
2001,WLD,42
2002,WLD,42
2003,WLD,43
2004,WLD,43
2005,WLD,43
2006,WLD,43
2007,WLD,44
2008,WLD,44
2009,WLD,44
2010,WLD,44
2011,WLD,44
2012,WLD,44
2013,WLD,45
2014,WLD,45
2015,WLD,45
2016,WLD,46
2017,WLD,46
2018,WLD,46
2019,WLD,46
2020,WLD,46
2021,WLD,50
