year,geo,disagg,value
2022,MNE,Participation in activities during menstruation,93
2024,MOZ,Use of menstrual materials,98
2024,MOZ,Private place to change at home,93
2024,MOZ,Participation in activities during menstruation,81
2024,NRU,Use of menstrual materials,90
2024,NRU,Private place to change at home,91
2024,NRU,Participation in activities during menstruation,53
2024,NPL,Use of menstrual materials,93
2024,NPL,Private place to change at home,91
2024,NPL,Participation in activities during menstruation,99
2020,NER,Use of menstrual materials,84
2020,NER,Private place to change at home,50
2024,NGA,Use of menstrual materials,96
2024,NGA,Private place to change at home,86
2024,NGA,Participation in activities during menstruation,82
2023,MKD,Use of menstrual materials,99
2023,MKD,Private place to change at home,98
2023,MKD,Participation in activities during menstruation,93
2024,PSE,Use of menstrual materials,97
2024,PSE,Private place to change at home,81
2024,PSE,Participation in activities during menstruation,86
2024,PAK,Use of menstrual materials,86
2024,PAK,Private place to change at home,87
2024,PAK,Participation in activities during menstruation,78
2024,PHL,Use of menstrual materials,98
2024,PHL,Private place to change at home,99
2024,WSM,Use of menstrual materials,92
2024,WSM,Private place to change at home,84
2024,WSM,Participation in activities during menstruation,89
2024,SEN,Use of menstrual materials,99
2024,SEN,Private place to change at home,97
2021,SLE,Use of menstrual materials,97
2021,SLE,Private place to change at home,93
2021,SLE,Participation in activities during menstruation,80
2022,SUR,Use of menstrual materials,92
2022,SUR,Private place to change at home,96
2022,SUR,Participation in activities during menstruation,82
2021,TGO,Use of menstrual materials,96
2021,TGO,Private place to change at home,91
2021,TGO,Participation in activities during menstruation,88
2023,TON,Use of menstrual materials,94
2023,TON,Private place to change at home,94
2023,TON,Participation in activities during menstruation,84
2024,TTO,Use of menstrual materials,98
2024,TTO,Private place to change at home,95
2024,TTO,Participation in activities during menstruation,85
2024,TUN,Use of menstrual materials,90
2024,TUN,Private place to change at home,50
2024,TUN,Participation in activities during menstruation,81
2023,TKM,Use of menstrual materials,99
2023,TKM,Private place to change at home,99
2023,TKM,Participation in activities during menstruation,99
2024,TCA,Use of menstrual materials,99
2024,TCA,Private place to change at home,97
2024,TCA,Participation in activities during menstruation,87
2024,TUV,Use of menstrual materials,95
2024,TUV,Private place to change at home,94
2024,TUV,Participation in activities during menstruation,84
2021,UGA,Use of menstrual materials,98
2021,UGA,Private place to change at home,87
2024,TZA,Use of menstrual materials,99
2024,TZA,Private place to change at home,99
2024,UZB,Use of menstrual materials,96
2024,UZB,Private place to change at home,97
2024,UZB,Participation in activities during menstruation,92
2024,VUT,Use of menstrual materials,96
2024,VUT,Private place to change at home,97
2024,VUT,Participation in activities during menstruation,60
2024,VNM,Use of menstrual materials,98
2024,VNM,Private place to change at home,97
2024,VNM,Participation in activities during menstruation,95
2023,ZWE,Use of menstrual materials,98
2023,ZWE,Private place to change at home,97
2023,ZWE,Participation in activities during menstruation,84
