year,geo,value,disagg
2011,BEL,1,Tradable permits and offsets
2011,CAN,2,Tradable permits and offsets
2011,CHL,2,Tradable permits and offsets
2011,CHN,1,Tradable permits and offsets
2011,DEU,1,Tradable permits and offsets
2011,DNK,1,Tradable permits and offsets
2011,ESP,1,Tradable permits and offsets
2011,EST,2,Tradable permits and offsets
2011,FIN,1,Tradable permits and offsets
2011,FRA,1,Tradable permits and offsets
2011,GBR,1,Tradable permits and offsets
2011,IND,1,Tradable permits and offsets
2011,ISL,1,Tradable permits and offsets
2011,MEX,3,Tradable permits and offsets
2011,MLT,1,Tradable permits and offsets
2011,MOZ,1,Tradable permits and offsets
2011,MUS,1,Tradable permits and offsets
2011,NAM,1,Tradable permits and offsets
2011,NOR,1,Tradable permits and offsets
2011,NZL,2,Tradable permits and offsets
2011,PER,1,Tradable permits and offsets
2011,PRT,1,Tradable permits and offsets
2011,USA,5,Tradable permits and offsets
2011,ZAF,1,Tradable permits and offsets
2012,MAR,1,Tradable permits and offsets
2012,ARG,1,Tradable permits and offsets
2012,AUS,5,Tradable permits and offsets
2012,BEL,1,Tradable permits and offsets
2012,CAN,2,Tradable permits and offsets
2012,CHL,2,Tradable permits and offsets
2012,CHN,1,Tradable permits and offsets
2012,DEU,1,Tradable permits and offsets
2012,DNK,1,Tradable permits and offsets
2012,ESP,1,Tradable permits and offsets
2012,EST,2,Tradable permits and offsets
2012,FIN,1,Tradable permits and offsets
2012,FRA,1,Tradable permits and offsets
2012,GBR,1,Tradable permits and offsets
2012,IND,1,Tradable permits and offsets
2012,ISL,1,Tradable permits and offsets
2012,MEX,3,Tradable permits and offsets
2012,MLT,1,Tradable permits and offsets
2012,MOZ,1,Tradable permits and offsets
2012,MUS,1,Tradable permits and offsets
2012,NAM,1,Tradable permits and offsets
2012,NOR,1,Tradable permits and offsets
2012,NZL,2,Tradable permits and offsets
2012,PER,1,Tradable permits and offsets
2012,PRT,1,Tradable permits and offsets
2012,USA,5,Tradable permits and offsets
2012,ZAF,1,Tradable permits and offsets
2013,MAR,1,Tradable permits and offsets
2013,ARG,1,Tradable permits and offsets
2013,AUS,5,Tradable permits and offsets
2013,BEL,1,Tradable permits and offsets
2013,CAN,3,Tradable permits and offsets
2013,CHL,2,Tradable permits and offsets
2013,CHN,1,Tradable permits and offsets
2013,DEU,1,Tradable permits and offsets
2013,DNK,1,Tradable permits and offsets
2013,ESP,1,Tradable permits and offsets
2013,EST,2,Tradable permits and offsets
2013,FIN,1,Tradable permits and offsets
2013,FRA,1,Tradable permits and offsets
2013,GBR,1,Tradable permits and offsets
2013,IND,1,Tradable permits and offsets
2013,ISL,1,Tradable permits and offsets
2013,MEX,3,Tradable permits and offsets
2013,MLT,1,Tradable permits and offsets
2013,MOZ,1,Tradable permits and offsets
2013,MUS,1,Tradable permits and offsets
2013,NAM,1,Tradable permits and offsets
2013,NOR,1,Tradable permits and offsets
2013,NZL,2,Tradable permits and offsets
2013,PER,1,Tradable permits and offsets
2013,PRT,1,Tradable permits and offsets
2013,USA,5,Tradable permits and offsets
2013,ZAF,1,Tradable permits and offsets
2014,MAR,1,Tradable permits and offsets
2014,ARG,1,Tradable permits and offsets
2014,AUS,6,Tradable permits and offsets
2014,BEL,1,Tradable permits and offsets
2014,CAN,3,Tradable permits and offsets
2014,CHL,2,Tradable permits and offsets
2014,CHN,1,Tradable permits and offsets
2014,DEU,1,Tradable permits and offsets
2014,DNK,1,Tradable permits and offsets
2014,ESP,1,Tradable permits and offsets
2014,EST,2,Tradable permits and offsets
2014,FIN,1,Tradable permits and offsets
2014,FRA,1,Tradable permits and offsets
2014,GBR,1,Tradable permits and offsets
2014,IND,1,Tradable permits and offsets
2014,ISL,1,Tradable permits and offsets
2014,MEX,3,Tradable permits and offsets
2014,MLT,1,Tradable permits and offsets
2014,MOZ,1,Tradable permits and offsets
2014,MUS,1,Tradable permits and offsets
2014,NAM,1,Tradable permits and offsets
2014,NOR,1,Tradable permits and offsets
2014,NZL,2,Tradable permits and offsets
2014,PER,1,Tradable permits and offsets
2014,PRT,1,Tradable permits and offsets
2014,USA,5,Tradable permits and offsets
2014,ZAF,1,Tradable permits and offsets
2015,MAR,1,Tradable permits and offsets
2015,ARG,1,Tradable permits and offsets
2015,AUS,6,Tradable permits and offsets
2015,BEL,1,Tradable permits and offsets
2015,CAN,4,Tradable permits and offsets
2015,CHL,2,Tradable permits and offsets
2015,CHN,1,Tradable permits and offsets
2015,DEU,1,Tradable permits and offsets
2015,DNK,1,Tradable permits and offsets
2015,ESP,1,Tradable permits and offsets
2015,EST,2,Tradable permits and offsets
2015,FIN,1,Tradable permits and offsets
2015,FRA,1,Tradable permits and offsets
2015,GBR,1,Tradable permits and offsets
2015,IND,1,Tradable permits and offsets
2015,ISL,1,Tradable permits and offsets
2015,LTU,1,Tradable permits and offsets
2015,MEX,3,Tradable permits and offsets
2015,MLT,1,Tradable permits and offsets
2015,MOZ,1,Tradable permits and offsets
2015,MUS,1,Tradable permits and offsets
2015,NAM,1,Tradable permits and offsets
2015,NOR,1,Tradable permits and offsets
2015,NZL,2,Tradable permits and offsets
2015,PER,1,Tradable permits and offsets
2015,PRT,1,Tradable permits and offsets
2015,USA,5,Tradable permits and offsets
2015,ZAF,1,Tradable permits and offsets
2016,MAR,1,Tradable permits and offsets
2016,ARG,1,Tradable permits and offsets
2016,AUS,6,Tradable permits and offsets
2016,BEL,1,Tradable permits and offsets
2016,CAN,4,Tradable permits and offsets
2016,CHL,2,Tradable permits and offsets
2016,CHN,1,Tradable permits and offsets
2016,DEU,1,Tradable permits and offsets
2016,DNK,1,Tradable permits and offsets
2016,ESP,1,Tradable permits and offsets
2016,EST,2,Tradable permits and offsets
2016,FIN,1,Tradable permits and offsets
2016,FRA,2,Tradable permits and offsets
2016,GBR,1,Tradable permits and offsets
2016,IND,1,Tradable permits and offsets
2016,ISL,1,Tradable permits and offsets
2016,LTU,1,Tradable permits and offsets
2016,MEX,3,Tradable permits and offsets
2016,MLT,1,Tradable permits and offsets
2016,MOZ,1,Tradable permits and offsets
2016,MUS,1,Tradable permits and offsets
2016,NAM,1,Tradable permits and offsets
2016,NOR,1,Tradable permits and offsets
2016,NZL,2,Tradable permits and offsets
2016,PER,1,Tradable permits and offsets
2016,PRT,1,Tradable permits and offsets
2016,USA,5,Tradable permits and offsets
2016,ZAF,1,Tradable permits and offsets
2017,MAR,1,Tradable permits and offsets
2017,ARG,1,Tradable permits and offsets
2017,AUS,6,Tradable permits and offsets
2017,BEL,1,Tradable permits and offsets
2017,CAN,4,Tradable permits and offsets
2017,CHL,2,Tradable permits and offsets
2017,CHN,1,Tradable permits and offsets
2017,DEU,1,Tradable permits and offsets
2017,DNK,1,Tradable permits and offsets
2017,ESP,1,Tradable permits and offsets
2017,EST,2,Tradable permits and offsets
2017,FIN,1,Tradable permits and offsets
2017,FRA,2,Tradable permits and offsets
2017,GBR,1,Tradable permits and offsets
2017,IND,1,Tradable permits and offsets
2017,ISL,1,Tradable permits and offsets
2017,LTU,1,Tradable permits and offsets
2017,MEX,3,Tradable permits and offsets
2017,MLT,1,Tradable permits and offsets
2017,MOZ,1,Tradable permits and offsets
2017,MUS,1,Tradable permits and offsets
2017,NAM,1,Tradable permits and offsets
2017,NOR,1,Tradable permits and offsets
2017,NZL,2,Tradable permits and offsets
2017,PER,1,Tradable permits and offsets
2017,PRT,1,Tradable permits and offsets
2017,USA,5,Tradable permits and offsets
2017,ZAF,1,Tradable permits and offsets
2018,MAR,1,Tradable permits and offsets
2018,ARG,1,Tradable permits and offsets
2018,AUS,6,Tradable permits and offsets
2018,BEL,1,Tradable permits and offsets
2018,CAN,4,Tradable permits and offsets
2018,CHL,2,Tradable permits and offsets
2018,CHN,1,Tradable permits and offsets
2018,DEU,1,Tradable permits and offsets
2018,DNK,1,Tradable permits and offsets
2018,ESP,1,Tradable permits and offsets
2018,EST,2,Tradable permits and offsets
2018,FIN,1,Tradable permits and offsets
2018,FRA,2,Tradable permits and offsets
2018,GBR,1,Tradable permits and offsets
2018,IND,1,Tradable permits and offsets
2018,ISL,1,Tradable permits and offsets
2018,LTU,1,Tradable permits and offsets
2018,MEX,3,Tradable permits and offsets
2018,MLT,1,Tradable permits and offsets
2018,MOZ,1,Tradable permits and offsets
2018,MUS,1,Tradable permits and offsets
2018,NAM,1,Tradable permits and offsets
2018,NOR,1,Tradable permits and offsets
2018,NZL,2,Tradable permits and offsets
2018,PER,1,Tradable permits and offsets
2018,PRT,1,Tradable permits and offsets
2018,USA,5,Tradable permits and offsets
2018,ZAF,1,Tradable permits and offsets
2019,MAR,1,Tradable permits and offsets
2019,ARG,1,Tradable permits and offsets
2019,AUS,7,Tradable permits and offsets
2019,BEL,1,Tradable permits and offsets
2019,CAN,4,Tradable permits and offsets
2019,CHL,2,Tradable permits and offsets
2019,CHN,1,Tradable permits and offsets
2019,DEU,1,Tradable permits and offsets
2019,DNK,1,Tradable permits and offsets
2019,ESP,1,Tradable permits and offsets
2019,EST,2,Tradable permits and offsets
2019,FIN,1,Tradable permits and offsets
2019,FRA,2,Tradable permits and offsets
2019,GBR,1,Tradable permits and offsets
2019,IND,1,Tradable permits and offsets
2019,ISL,1,Tradable permits and offsets
2019,LTU,1,Tradable permits and offsets
2019,MEX,3,Tradable permits and offsets
2019,MLT,1,Tradable permits and offsets
2019,MOZ,1,Tradable permits and offsets
2019,MUS,1,Tradable permits and offsets
2019,NAM,1,Tradable permits and offsets
2019,NOR,1,Tradable permits and offsets
2019,NZL,2,Tradable permits and offsets
2019,PER,1,Tradable permits and offsets
2019,PRT,1,Tradable permits and offsets
2019,USA,5,Tradable permits and offsets
2019,ZAF,1,Tradable permits and offsets
2020,MAR,1,Tradable permits and offsets
2020,ARG,1,Tradable permits and offsets
2020,AUS,7,Tradable permits and offsets
2020,BEL,1,Tradable permits and offsets
2020,CAN,4,Tradable permits and offsets
2020,CHL,2,Tradable permits and offsets
2020,CHN,1,Tradable permits and offsets
2020,DEU,1,Tradable permits and offsets
2020,DNK,1,Tradable permits and offsets
2020,ESP,1,Tradable permits and offsets
2020,EST,2,Tradable permits and offsets
2020,FIN,1,Tradable permits and offsets
2020,FRA,2,Tradable permits and offsets
2020,GBR,1,Tradable permits and offsets
2020,IND,1,Tradable permits and offsets
2020,ISL,1,Tradable permits and offsets
2020,LTU,1,Tradable permits and offsets
2020,MEX,3,Tradable permits and offsets
2020,MLT,1,Tradable permits and offsets
2020,MOZ,1,Tradable permits and offsets
2020,MUS,1,Tradable permits and offsets
2020,NAM,1,Tradable permits and offsets
2020,NOR,1,Tradable permits and offsets
2020,NZL,2,Tradable permits and offsets
2020,PER,1,Tradable permits and offsets
2020,PRT,1,Tradable permits and offsets
2020,USA,5,Tradable permits and offsets
2020,ZAF,1,Tradable permits and offsets
2021,MAR,1,Tradable permits and offsets
2021,ARG,1,Tradable permits and offsets
2021,AUS,7,Tradable permits and offsets
2021,BEL,1,Tradable permits and offsets
2021,CAN,4,Tradable permits and offsets
2021,CHL,2,Tradable permits and offsets
2021,CHN,1,Tradable permits and offsets
2021,DEU,1,Tradable permits and offsets
2021,DNK,1,Tradable permits and offsets
2021,ESP,1,Tradable permits and offsets
2021,EST,2,Tradable permits and offsets
2021,FIN,1,Tradable permits and offsets
2021,FRA,2,Tradable permits and offsets
2021,GBR,1,Tradable permits and offsets
2021,IND,1,Tradable permits and offsets
2021,ISL,1,Tradable permits and offsets
2021,LTU,1,Tradable permits and offsets
2021,MEX,3,Tradable permits and offsets
2021,MLT,1,Tradable permits and offsets
2021,MOZ,1,Tradable permits and offsets
2021,MUS,1,Tradable permits and offsets
2021,NAM,1,Tradable permits and offsets
2021,NOR,1,Tradable permits and offsets
2021,NZL,2,Tradable permits and offsets
2021,PER,1,Tradable permits and offsets
2021,PRT,1,Tradable permits and offsets
2021,USA,5,Tradable permits and offsets
2021,ZAF,1,Tradable permits and offsets
2022,MAR,1,Tradable permits and offsets
2022,ARG,1,Tradable permits and offsets
2022,AUS,7,Tradable permits and offsets
2022,BEL,1,Tradable permits and offsets
2022,CAN,4,Tradable permits and offsets
2022,CHL,2,Tradable permits and offsets
2022,CHN,1,Tradable permits and offsets
2022,DEU,1,Tradable permits and offsets
2022,DNK,1,Tradable permits and offsets
2022,ESP,1,Tradable permits and offsets
2022,EST,2,Tradable permits and offsets
2022,FIN,1,Tradable permits and offsets
2022,FRA,2,Tradable permits and offsets
2022,GBR,1,Tradable permits and offsets
2022,IND,1,Tradable permits and offsets
2022,ISL,1,Tradable permits and offsets
2022,LTU,1,Tradable permits and offsets
2022,MEX,3,Tradable permits and offsets
2022,MLT,1,Tradable permits and offsets
2022,MOZ,1,Tradable permits and offsets
2022,MUS,1,Tradable permits and offsets
2022,NAM,1,Tradable permits and offsets
2022,NOR,1,Tradable permits and offsets
2022,NZL,2,Tradable permits and offsets
2022,PER,1,Tradable permits and offsets
2022,PRT,1,Tradable permits and offsets
2022,ROU,1,Tradable permits and offsets
2022,SVN,1,Tradable permits and offsets
2022,USA,5,Tradable permits and offsets
2022,ZAF,1,Tradable permits and offsets
2023,MAR,1,Tradable permits and offsets
2023,ARG,1,Tradable permits and offsets
2023,AUS,7,Tradable permits and offsets
2023,BEL,1,Tradable permits and offsets
2023,CAN,4,Tradable permits and offsets
2023,CHL,2,Tradable permits and offsets
2023,CHN,1,Tradable permits and offsets
2023,DEU,1,Tradable permits and offsets
2023,DNK,1,Tradable permits and offsets
2023,ESP,1,Tradable permits and offsets
2023,EST,2,Tradable permits and offsets
2023,FIN,2,Tradable permits and offsets
2023,FRA,2,Tradable permits and offsets
2023,GBR,1,Tradable permits and offsets
2023,IND,1,Tradable permits and offsets
2023,ISL,1,Tradable permits and offsets
2023,LTU,1,Tradable permits and offsets
2023,MEX,3,Tradable permits and offsets
2023,MLT,1,Tradable permits and offsets
2023,MOZ,1,Tradable permits and offsets
2023,MUS,1,Tradable permits and offsets
2023,NAM,1,Tradable permits and offsets
2023,NOR,1,Tradable permits and offsets
2023,NZL,2,Tradable permits and offsets
2023,PER,1,Tradable permits and offsets
2023,PRT,1,Tradable permits and offsets
2023,ROU,1,Tradable permits and offsets
2023,SVN,1,Tradable permits and offsets
2023,USA,5,Tradable permits and offsets
2023,ZAF,1,Tradable permits and offsets
2024,MAR,1,Tradable permits and offsets
2024,ARG,1,Tradable permits and offsets
2024,AUS,7,Tradable permits and offsets
2024,BEL,1,Tradable permits and offsets
2024,CAN,4,Tradable permits and offsets
2024,CHL,2,Tradable permits and offsets
2024,CHN,1,Tradable permits and offsets
2024,DEU,1,Tradable permits and offsets
2024,DNK,1,Tradable permits and offsets
2024,ESP,1,Tradable permits and offsets
2024,EST,2,Tradable permits and offsets
2024,FIN,2,Tradable permits and offsets
2024,FRA,2,Tradable permits and offsets
2024,GBR,1,Tradable permits and offsets
2024,IND,1,Tradable permits and offsets
2024,ISL,1,Tradable permits and offsets
2024,LTU,1,Tradable permits and offsets
2024,MEX,3,Tradable permits and offsets
2024,MLT,1,Tradable permits and offsets
2024,MOZ,1,Tradable permits and offsets
2024,MUS,1,Tradable permits and offsets
2024,NAM,1,Tradable permits and offsets
2024,NOR,1,Tradable permits and offsets
2024,NZL,2,Tradable permits and offsets
2024,PER,1,Tradable permits and offsets
2024,PRT,1,Tradable permits and offsets
2024,ROU,1,Tradable permits and offsets
2024,SVN,1,Tradable permits and offsets
2024,USA,5,Tradable permits and offsets
2024,ZAF,1,Tradable permits and offsets
2025,MAR,1,Tradable permits and offsets
2025,ARG,1,Tradable permits and offsets
2025,AUS,7,Tradable permits and offsets
2025,BEL,1,Tradable permits and offsets
2025,CAN,4,Tradable permits and offsets
2025,CHL,2,Tradable permits and offsets
2025,CHN,1,Tradable permits and offsets
2025,DEU,1,Tradable permits and offsets
2025,DNK,1,Tradable permits and offsets
2025,ESP,1,Tradable permits and offsets
2025,EST,2,Tradable permits and offsets
2025,FIN,2,Tradable permits and offsets
2025,FRA,2,Tradable permits and offsets
2025,GBR,1,Tradable permits and offsets
2025,IND,1,Tradable permits and offsets
2025,ISL,1,Tradable permits and offsets
2025,LTU,1,Tradable permits and offsets
2025,MEX,3,Tradable permits and offsets
2025,MLT,1,Tradable permits and offsets
2025,MOZ,1,Tradable permits and offsets
2025,MUS,1,Tradable permits and offsets
2025,NAM,1,Tradable permits and offsets
2025,NOR,1,Tradable permits and offsets
2025,NZL,2,Tradable permits and offsets
2025,PER,1,Tradable permits and offsets
2025,PRT,1,Tradable permits and offsets
2025,ROU,1,Tradable permits and offsets
2025,SVN,1,Tradable permits and offsets
2025,USA,5,Tradable permits and offsets
2025,ZAF,1,Tradable permits and offsets
