year,geo,value,projections,benchmark_low,benchmark_mid,benchmark_high
2018,WLD,0,,,,
2019,WLD,0,,,,
2020,WLD,0,,,,
2021,WLD,0,,,,
2022,WLD,0,,,,
2023,WLD,0,,,,
2024,WLD,0,,,,
2025,WLD,,0,0.3,0.9,1.4
2026,WLD,,0,0.8,1.9,2.9
2027,WLD,,0,1.5,3,4.5
2028,WLD,,,2.3,4.3,6.2
2029,WLD,,,3.4,5.8,8.1
2030,WLD,,,5,7.5,10
2031,WLD,,,6.8,9.2,11.7
2032,WLD,,,9,11.4,13.8
2033,WLD,,,12,14,16
2034,WLD,,,16,17.3,18.5
2035,WLD,,,22,22,22
2036,WLD,,,29.4,29.4,29.4
2037,WLD,,,37.2,37.2,37.2
2038,WLD,,,45.6,45.6,45.6
2039,WLD,,,54.4,54.4,54.4
2040,WLD,,,62.8,62.8,62.8
2041,WLD,,,70.6,70.6,70.6
2042,WLD,,,77.3,77.3,77.3
2043,WLD,,,82.8,82.8,82.8
2044,WLD,,,87.3,87.3,87.3
2045,WLD,,,91,91,91
2046,WLD,,,94,94,94
2047,WLD,,,96.5,96.5,96.5
2048,WLD,,,98,98,98
2049,WLD,,,99,99,99
2050,WLD,,,100,100,100
