year,geo,disagg,value
2010,ARG,Research and development,0.013
2010,ARG,Total,0.013
2011,ARG,Research and development,0.013
2011,ARG,Management of resources,0.005
2011,ARG,Total,0.019
2012,ARG,Research and development,0.020
2012,ARG,Management of resources,0.009
2012,ARG,Total,0.029
2013,ARG,Research and development,0.018
2013,ARG,Management of resources,0.010
2013,ARG,Total,0.029
2014,ARG,Research and development,0.017
2014,ARG,Management of resources,0.007
2014,ARG,Total,0.024
2015,ARG,Research and development,0.018
2015,ARG,Management of resources,0.008
2015,ARG,Total,0.027
2016,ARG,Research and development,0.048
2016,ARG,Management of resources,0.010
2016,ARG,Total,0.059
2017,ARG,Research and development,0.043
2017,ARG,Management of resources,0.018
2017,ARG,Total,0.061
2018,ARG,Research and development,0.015
2018,ARG,Management of resources,0.013
2018,ARG,Total,0.028
2019,ARG,Research and development,0.011
2019,ARG,Management of resources,0.014
2019,ARG,Total,0.025
2020,ARG,Research and development,0.009
2020,ARG,Management of resources,0.010
2020,ARG,Total,0.019
2010,AUS,Research and development,0.040
2010,AUS,Management of resources,0.062
2010,AUS,Total,0.102
2011,AUS,Research and development,0.050
2011,AUS,Management of resources,0.067
2011,AUS,Total,0.117
2012,AUS,Research and development,0.049
2012,AUS,Management of resources,0.090
2012,AUS,Total,0.139
2013,AUS,Research and development,0.051
2013,AUS,Management of resources,0.099
2013,AUS,Total,0.150
2014,AUS,Research and development,0.055
2014,AUS,Management of resources,0.091
2014,AUS,Total,0.146
2015,AUS,Research and development,0.047
2015,AUS,Management of resources,0.075
2015,AUS,Total,0.122
2016,AUS,Research and development,0.048
2016,AUS,Management of resources,0.074
2016,AUS,Total,0.122
2017,AUS,Research and development,0.052
2017,AUS,Management of resources,0.090
2017,AUS,Total,0.142
2018,AUS,Research and development,0.044
2018,AUS,Management of resources,0.070
2018,AUS,Total,0.114
2019,AUS,Research and development,0.027
2019,AUS,Management of resources,0.010
2019,AUS,Total,0.037
2020,AUS,Research and development,0.025
2020,AUS,Management of resources,0.010
2020,AUS,Total,0.035
2010,BEL,Research and development,0.001
2010,BEL,Management of resources,0.001
2010,BEL,Total,0.002
2011,BEL,Research and development,0.001
2011,BEL,Management of resources,0.003
2011,BEL,Total,0.005
2012,BEL,Research and development,0.001
2012,BEL,Management of resources,0.005
2012,BEL,Total,0.005
2013,BEL,Research and development,0.000
2013,BEL,Total,0.000
2014,BEL,Research and development,0.000
2014,BEL,Management of resources,0.001
2014,BEL,Total,0.001
2015,BEL,Research and development,0.000
2015,BEL,Management of resources,0.000
2015,BEL,Total,0.001
2016,BEL,Research and development,0.001
2016,BEL,Management of resources,0.006
2016,BEL,Total,0.006
2017,BEL,Research and development,0.001
2017,BEL,Management of resources,0.007
2017,BEL,Total,0.008
2018,BEL,Research and development,0.000
2018,BEL,Management of resources,0.010
2018,BEL,Total,0.010
2012,BRA,Research and development,0.003
2012,BRA,Management of resources,0.061
2012,BRA,Total,0.064
2013,BRA,Research and development,0.000
2013,BRA,Management of resources,0.054
2013,BRA,Total,0.054
2014,BRA,Research and development,0.004
2014,BRA,Management of resources,0.078
2014,BRA,Total,0.083
2015,BRA,Research and development,0.000
2015,BRA,Management of resources,0.038
2015,BRA,Total,0.038
2016,BRA,Research and development,0.000
2016,BRA,Management of resources,0.003
2016,BRA,Total,0.003
2017,BRA,Research and development,0.000
2017,BRA,Management of resources,0.006
2017,BRA,Total,0.006
2018,BRA,Research and development,0.000
2018,BRA,Management of resources,0.002
2018,BRA,Total,0.002
2019,BRA,Research and development,0.000
2019,BRA,Management of resources,0.002
2019,BRA,Total,0.002
2020,BRA,Research and development,0.000
2020,BRA,Management of resources,0.000
2020,BRA,Total,0.000
2010,CAN,Management of resources,0.450
2010,CAN,Total,0.450
2011,CAN,Management of resources,0.462
2011,CAN,Total,0.462
2012,CAN,Management of resources,0.411
2012,CAN,Total,0.411
2013,CAN,Management of resources,0.385
2013,CAN,Total,0.385
2014,CAN,Management of resources,0.345
2014,CAN,Total,0.345
2015,CAN,Management of resources,0.297
2015,CAN,Total,0.297
2016,CAN,Management of resources,0.293
2016,CAN,Total,0.293
2017,CAN,Management of resources,0.365
2017,CAN,Total,0.365
2018,CAN,Research and development,0.002
2018,CAN,Management of resources,0.380
2018,CAN,Total,0.382
2019,CAN,Research and development,0.002
2019,CAN,Management of resources,0.483
2019,CAN,Total,0.485
2020,CAN,Research and development,0.003
2020,CAN,Management of resources,0.524
2020,CAN,Total,0.527
2010,CHN,Research and development,0.003
2010,CHN,Management of resources,0.077
2010,CHN,Total,0.080
2011,CHN,Research and development,0.003
2011,CHN,Management of resources,0.067
2011,CHN,Total,0.070
2012,CHN,Research and development,0.003
2012,CHN,Management of resources,0.726
2012,CHN,Total,0.729
2013,CHN,Research and development,0.003
2013,CHN,Management of resources,0.092
2013,CHN,Total,0.095
2014,CHN,Research and development,0.000
2014,CHN,Management of resources,0.115
2014,CHN,Total,0.115
2015,CHN,Management of resources,0.064
2015,CHN,Total,0.064
2016,CHN,Management of resources,0.111
2016,CHN,Total,0.111
2017,CHN,Management of resources,0.207
2017,CHN,Total,0.207
2019,CHN,Research and development,0.000
2019,CHN,Management of resources,0.235
2019,CHN,Total,0.235
2020,CHN,Research and development,0.001
2020,CHN,Management of resources,0.199
2020,CHN,Total,0.200
2010,COL,Research and development,0.000
2010,COL,Management of resources,0.001
2010,COL,Total,0.001
2011,COL,Research and development,0.001
2011,COL,Management of resources,0.001
2011,COL,Total,0.002
2012,COL,Research and development,0.001
2012,COL,Management of resources,0.002
2012,COL,Total,0.003
2013,COL,Research and development,0.003
2013,COL,Management of resources,0.001
2013,COL,Total,0.004
2014,COL,Research and development,0.001
2014,COL,Management of resources,0.001
2014,COL,Total,0.003
2015,COL,Research and development,0.000
2015,COL,Management of resources,0.001
2015,COL,Total,0.002
2016,COL,Research and development,0.001
2016,COL,Management of resources,0.001
2016,COL,Total,0.002
2017,COL,Research and development,0.000
2017,COL,Management of resources,0.002
2017,COL,Total,0.002
2018,COL,Research and development,0.001
2018,COL,Management of resources,0.001
2018,COL,Total,0.002
2019,COL,Research and development,0.001
2019,COL,Management of resources,0.002
2019,COL,Total,0.002
2020,COL,Research and development,0.001
2020,COL,Management of resources,0.002
2020,COL,Total,0.003
2010,CRI,Management of resources,0.001
2010,CRI,Total,0.001
2011,CRI,Management of resources,0.001
2011,CRI,Total,0.001
2012,CRI,Management of resources,0.001
2012,CRI,Total,0.001
2013,CRI,Management of resources,0.001
2013,CRI,Total,0.001
2014,CRI,Management of resources,0.004
2014,CRI,Total,0.004
2015,CRI,Management of resources,0.005
2015,CRI,Total,0.005
2016,CRI,Management of resources,0.004
2016,CRI,Total,0.004
2017,CRI,Management of resources,0.006
2017,CRI,Total,0.006
2018,CRI,Management of resources,0.005
2018,CRI,Total,0.005
2019,CRI,Management of resources,0.006
2019,CRI,Total,0.006
2020,CRI,Management of resources,0.008
2020,CRI,Total,0.008
2015,DEU,Management of resources,0.018
2015,DEU,Total,0.018
2016,DEU,Research and development,0.000
2016,DEU,Management of resources,0.001
2016,DEU,Total,0.002
2017,DEU,Research and development,0.000
2017,DEU,Management of resources,0.033
2017,DEU,Total,0.033
2018,DEU,Management of resources,0.012
2018,DEU,Total,0.012
2010,DNK,Research and development,0.002
2010,DNK,Management of resources,0.036
2010,DNK,Total,0.038
2011,DNK,Research and development,0.001
2011,DNK,Management of resources,0.041
2011,DNK,Total,0.042
2012,DNK,Research and development,0.001
2012,DNK,Management of resources,0.044
2012,DNK,Total,0.045
2013,DNK,Research and development,0.034
2013,DNK,Management of resources,0.033
2013,DNK,Total,0.068
2014,DNK,Research and development,0.026
2014,DNK,Management of resources,0.038
2014,DNK,Total,0.064
2015,DNK,Research and development,0.016
2015,DNK,Management of resources,0.036
2015,DNK,Total,0.052
2016,DNK,Research and development,0.016
2016,DNK,Management of resources,0.041
2016,DNK,Total,0.057
2017,DNK,Research and development,0.017
2017,DNK,Management of resources,0.043
2017,DNK,Total,0.060
2018,DNK,Research and development,0.015
2018,DNK,Management of resources,0.042
2018,DNK,Total,0.058
2019,DNK,Research and development,0.015
2019,DNK,Management of resources,0.051
2019,DNK,Total,0.065
2020,DNK,Research and development,0.015
2020,DNK,Management of resources,0.053
2020,DNK,Total,0.068
2010,ESP,Research and development,0.001
2010,ESP,Management of resources,0.002
2010,ESP,Total,0.003
2011,ESP,Research and development,0.009
2011,ESP,Management of resources,0.002
2011,ESP,Total,0.011
2012,ESP,Research and development,0.006
2012,ESP,Management of resources,0.003
2012,ESP,Total,0.008
2013,ESP,Research and development,0.005
2013,ESP,Management of resources,0.001
2013,ESP,Total,0.006
2014,ESP,Research and development,0.002
2014,ESP,Management of resources,0.004
2014,ESP,Total,0.006
2015,ESP,Research and development,0.010
2015,ESP,Management of resources,0.006
2015,ESP,Total,0.015
2016,ESP,Research and development,0.000
2016,ESP,Management of resources,0.008
2016,ESP,Total,0.008
2017,ESP,Research and development,0.001
2017,ESP,Management of resources,0.007
2017,ESP,Total,0.008
2018,ESP,Research and development,0.002
2018,ESP,Management of resources,0.009
2018,ESP,Total,0.011
2019,ESP,Research and development,0.001
2019,ESP,Management of resources,0.010
2019,ESP,Total,0.010
2020,ESP,Research and development,0.001
2020,ESP,Management of resources,0.004
2020,ESP,Total,0.005
2010,EST,Research and development,0.000
2010,EST,Management of resources,0.002
2010,EST,Total,0.002
2011,EST,Research and development,0.000
2011,EST,Management of resources,0.001
2011,EST,Total,0.002
2012,EST,Research and development,0.000
2012,EST,Management of resources,0.000
2012,EST,Total,0.001
2013,EST,Management of resources,0.001
2013,EST,Total,0.001
2014,EST,Management of resources,0.001
2014,EST,Total,0.001
2015,EST,Management of resources,0.001
2015,EST,Total,0.001
2016,EST,Research and development,0.000
2016,EST,Management of resources,0.002
2016,EST,Total,0.002
2017,EST,Research and development,0.001
2017,EST,Management of resources,0.002
2017,EST,Total,0.003
2018,EST,Research and development,0.001
2018,EST,Management of resources,0.002
2018,EST,Total,0.003
2019,EST,Research and development,0.001
2019,EST,Management of resources,0.003
2019,EST,Total,0.004
2020,EST,Research and development,0.002
2020,EST,Management of resources,0.002
2020,EST,Total,0.004
2010,FRA,Research and development,0.002
2010,FRA,Management of resources,0.006
2010,FRA,Total,0.007
2011,FRA,Research and development,0.002
2011,FRA,Management of resources,0.000
2011,FRA,Total,0.003
2012,FRA,Research and development,0.003
2012,FRA,Management of resources,0.000
2012,FRA,Total,0.004
2013,FRA,Research and development,0.001
2013,FRA,Management of resources,0.000
2013,FRA,Total,0.001
2016,FRA,Management of resources,0.008
2016,FRA,Total,0.008
2017,FRA,Research and development,0.001
2017,FRA,Management of resources,0.053
2017,FRA,Total,0.054
2018,FRA,Research and development,0.001
2018,FRA,Management of resources,0.001
2018,FRA,Total,0.002
2010,GBR,Research and development,0.001
2010,GBR,Management of resources,0.001
2010,GBR,Total,0.002
2011,GBR,Research and development,0.001
2011,GBR,Management of resources,0.003
2011,GBR,Total,0.003
2012,GBR,Research and development,0.001
2012,GBR,Management of resources,0.001
2012,GBR,Total,0.001
2013,GBR,Research and development,0.001
2013,GBR,Management of resources,0.002
2013,GBR,Total,0.003
2014,GBR,Research and development,0.002
2014,GBR,Management of resources,0.007
2014,GBR,Total,0.008
2015,GBR,Research and development,0.001
2015,GBR,Management of resources,0.008
2015,GBR,Total,0.009
2016,GBR,Research and development,0.000
2016,GBR,Management of resources,0.008
2016,GBR,Total,0.008
2017,GBR,Research and development,0.001
2017,GBR,Management of resources,0.003
2017,GBR,Total,0.004
2018,GBR,Research and development,0.001
2018,GBR,Management of resources,0.019
2018,GBR,Total,0.020
