year,geo,value
1990,WLD,9075145737
1991,WLD,113373864280
1992,WLD,4010630494
1993,WLD,59353873504
1994,WLD,885141374
1995,WLD,9628131918
1996,WLD,4554864818
1997,WLD,1356161978
1998,WLD,10148788341
1999,WLD,8426561268
2000,WLD,116559903069
2001,WLD,86062949755
2002,WLD,59423008453
2003,WLD,3073770773
2004,WLD,61171880204
2005,WLD,558447809567
2006,WLD,40156542204
2007,WLD,77447920675
2008,WLD,7298223404
2009,WLD,42462640044
2010,WLD,48096465047
2011,WLD,152363355545
2012,WLD,80424592014
2013,WLD,57225986314
2014,WLD,107674338547
2015,WLD,7372458785
2016,WLD,23189301383
2017,WLD,64409361431
2018,WLD,15030414247
2019,WLD,8771527794
2020,WLD,567778200
2021,WLD,10295097
