year,geo,disagg,value,projections,benchmark_low,benchmark_mid,benchmark_high
2000,WLD,Total,33,,,,
2005,WLD,Total,31,,,,
2010,WLD,Total,28,,,,
2011,WLD,Total,27,,,,
2012,WLD,Total,26,,,,
2013,WLD,Total,26,,,,
2014,WLD,Total,25,,,,
2015,WLD,Total,25,,,,
2016,WLD,Total,24,,,,
2017,WLD,Total,24,,,,
2018,WLD,Total,23,,,,
2019,WLD,Total,23,,,,
2020,WLD,Total,23,,,,
2021,WLD,Total,23,,,,
2022,WLD,Total,22,,,,
2027,WLD,Total,,21,,,
2030,WLD,Total,,,,0,
2000,AFG,Total,55,,,,
2001,AFG,Total,55,,,,
2002,AFG,Total,55,,,,
2003,AFG,Total,54,,,,
2004,AFG,Total,54,,,,
2005,AFG,Total,53,,,,
2006,AFG,Total,53,,,,
2007,AFG,Total,52,,,,
2008,AFG,Total,50,,,,
2009,AFG,Total,49,,,,
2010,AFG,Total,47,,,,
2011,AFG,Total,46,,,,
2012,AFG,Total,44,,,,
2013,AFG,Total,43,,,,
2014,AFG,Total,42,,,,
2015,AFG,Total,41,,,,
2016,AFG,Total,39,,,,
2017,AFG,Total,38,,,,
2018,AFG,Total,37,,,,
2019,AFG,Total,36,,,,
2020,AFG,Total,35,,,,
2021,AFG,Total,34,,,,
2022,AFG,Total,33,,,,
2000,ALB,Total,30,,,,
2001,ALB,Total,30,,,,
2002,ALB,Total,30,,,,
2003,ALB,Total,29,,,,
2004,ALB,Total,29,,,,
2005,ALB,Total,28,,,,
2006,ALB,Total,26,,,,
2007,ALB,Total,25,,,,
2008,ALB,Total,23,,,,
2009,ALB,Total,21,,,,
2010,ALB,Total,19,,,,
2011,ALB,Total,18,,,,
2012,ALB,Total,16,,,,
2013,ALB,Total,15,,,,
2014,ALB,Total,14,,,,
2015,ALB,Total,14,,,,
2016,ALB,Total,13,,,,
2017,ALB,Total,12,,,,
2018,ALB,Total,11,,,,
2019,ALB,Total,10,,,,
2020,ALB,Total,9.5,,,,
