year,geo,value 
2008,WLD,11
2009,WLD,11
2010,WLD,11
2011,WLD,11
2012,WLD,11
2009,AFG,2
2010,AFG,2
2011,AFG,2
2012,AFG,2
2008,ARG,9
2009,ARG,9
2010,ARG,9
2011,ARG,9
2012,ARG,9
2008,AUT,19
2009,AUT,19
2010,AUT,19
2011,AUT,19
2012,AUT,19
2008,BGD,5
2009,BGD,5
2010,BGD,5
2011,BGD,5
2012,BGD,5
2008,BGR,7
2009,BGR,7
2010,BGR,7
2011,BGR,7
2012,BGR,7
2008,BHS,17
2009,BHS,17
2010,BHS,17
2011,BHS,17
2012,BHS,17
2008,BLZ,18
2009,BLZ,18
2010,BLZ,18
2011,BLZ,18
2012,BLZ,18
2008,BRA,22
2009,BRA,22
2010,BRA,22
2011,BRA,22
2012,BRA,22
2008,BRB,15
2009,BRB,15
2010,BRB,15
2011,BRB,15
2012,BRB,15
2008,BTN,27
2009,BTN,27
2010,BTN,27
2011,BTN,27
2012,BTN,27
2008,CHL,3
2009,CHL,3
2010,CHL,3
2011,CHL,3
2012,CHL,3
2008,CHN,23
2009,CHN,23
2010,CHN,23
2011,CHN,23
2012,CHN,23
2008,CMR,0
2009,CMR,0
2010,CMR,0
2011,CMR,0
2012,CMR,0
2008,COD,0
2009,COD,0
2010,COD,0
2011,COD,0
2012,COD,0
2008,COL,3
2009,COL,3
2010,COL,3
2011,COL,3
2012,COL,3
2008,CRI,20
2009,CRI,20
2010,CRI,20
2011,CRI,20
2012,CRI,20
2008,DNK,462
2009,DNK,462
2010,DNK,462
2011,DNK,462
2012,DNK,462
2008,DOM,20
2009,DOM,20
2010,DOM,20
2011,DOM,20
2012,DOM,20
2008,DZA,7
2009,DZA,7
2010,DZA,7
2011,DZA,7
2012,DZA,7
2008,EGY,10
2009,EGY,10
2010,EGY,10
2011,EGY,10
2012,EGY,10
2008,EST,56
2009,EST,56
2010,EST,56
2011,EST,56
2012,EST,56
2008,ETH,16
2009,ETH,16
2010,ETH,16
2011,ETH,16
2012,ETH,16
2008,GBR,0
2009,GBR,0
2010,GBR,0
2011,GBR,0
2012,GBR,0
2008,GHA,3
2009,GHA,3
2010,GHA,3
2011,GHA,3
2012,GHA,3
2008,GRC,0
2009,GRC,0
2010,GRC,0
2011,GRC,0
2012,GRC,0
2008,GUY,16
2009,GUY,16
2010,GUY,16
2011,GUY,16
2012,GUY,16
2008,HND,0
2009,HND,0
2010,HND,0
2011,HND,0
2012,HND,0
2008,IDN,13
2009,IDN,13
2010,IDN,13
2011,IDN,13
2012,IDN,13
2008,IND,4
2009,IND,4
2010,IND,4
2011,IND,4
2012,IND,4
2008,IRN,17
2009,IRN,17
2010,IRN,17
2011,IRN,17
2012,IRN,17
2008,ISR,34
2009,ISR,34
2010,ISR,34
2011,ISR,34
2012,ISR,34
2008,JAM,11
2009,JAM,11
2010,JAM,11
2011,JAM,11
2012,JAM,11
2008,JOR,16
2009,JOR,16
2010,JOR,16
2011,JOR,16
2012,JOR,16
2008,JPN,30
2009,JPN,30
2010,JPN,30
2011,JPN,30
2012,JPN,30
2008,KAZ,0
2009,KAZ,0
2010,KAZ,0
2011,KAZ,0
2012,KAZ,0
2008,KEN,8
2009,KEN,8
2010,KEN,8
2011,KEN,8
2012,KEN,8
2008,KHM,3
2009,KHM,3
2010,KHM,3
2011,KHM,3
2012,KHM,3
2008,KOR,10
2009,KOR,10
2010,KOR,10
2011,KOR,10
2012,KOR,10
2008,LAO,4
2009,LAO,4
2010,LAO,4
2011,LAO,4
2012,LAO,4
2008,LBN,11
2009,LBN,11
2010,LBN,11
2011,LBN,11
2012,LBN,11
2008,LBR,2
2009,LBR,2
2010,LBR,2
2011,LBR,2
2012,LBR,2
2008,LCA,60
2009,LCA,60
2010,LCA,60
2011,LCA,60
2012,LCA,60
2008,LKA,1
2009,LKA,1
2010,LKA,1
2011,LKA,1
2012,LKA,1
2008,LTU,27
2009,LTU,27
2010,LTU,27
2011,LTU,27
2012,LTU,27
2008,LVA,39
2009,LVA,39
2010,LVA,39
2011,LVA,39
2012,LVA,39
2008,MEX,9
2009,MEX,9
2010,MEX,9
2011,MEX,9
2012,MEX,9
2008,MMR,4
2009,MMR,4
2010,MMR,4
2011,MMR,4
2012,MMR,4
2008,MNG,28
2009,MNG,28
2010,MNG,28
2011,MNG,28
2012,MNG,28
2008,MOZ,1
2009,MOZ,1
2010,MOZ,1
2011,MOZ,1
2012,MOZ,1
2008,MWI,6
2009,MWI,6
2010,MWI,6
2011,MWI,6
2012,MWI,6
2008,MYS,8
2009,MYS,8
2010,MYS,8
2011,MYS,8
2012,MYS,8
2008,NGA,0
2009,NGA,0
2010,NGA,0
2011,NGA,0
2012,NGA,0
2008,NOR,43
2009,NOR,43
2010,NOR,43
2011,NOR,43
2012,NOR,43
2008,NPL,6
2009,NPL,6
2010,NPL,6
2011,NPL,6
2012,NPL,6
2008,PAK,7
2009,PAK,7
2010,PAK,7
2011,PAK,7
2012,PAK,7
2008,PHL,20
2009,PHL,20
2010,PHL,20
2011,PHL,20
2012,PHL,20
2008,POL,6
2009,POL,6
2010,POL,6
2011,POL,6
2012,POL,6
2008,PRY,10
2009,PRY,10
2010,PRY,10
2011,PRY,10
2012,PRY,10
2008,ROU,1
2009,ROU,1
2010,ROU,1
2011,ROU,1
2012,ROU,1
2008,RWA,5
2009,RWA,5
2010,RWA,5
2011,RWA,5
2012,RWA,5
2008,SDN,1
2009,SDN,1
2010,SDN,1
2011,SDN,1
2012,SDN,1
2008,SLE,5
2009,SLE,5
2010,SLE,5
2011,SLE,5
2012,SLE,5
2008,SYR,152
2009,SYR,152
2010,SYR,152
2011,SYR,152
2012,SYR,152
2008,THA,7
2009,THA,7
2010,THA,7
2011,THA,7
2012,THA,7
2008,TJK,3
2009,TJK,3
2010,TJK,3
2011,TJK,3
2012,TJK,3
2008,TLS,17
2009,TLS,17
2010,TLS,17
2011,TLS,17
2012,TLS,17
2008,TTO,21
2009,TTO,21
