year,geo,value
2014,WLD,13.94
2017,WLD,13.83
2021,WLD,19.33
2014,AFG,3.21
2017,AFG,1.89
2021,AFG,3.46
2014,ALB,7.24
2017,ALB,7.65
2021,ALB,10.6
2014,DZA,8.72
2017,DZA,4.88
2021,DZA,16.08
2014,AGO,1.66
2014,ARG,14.57
2017,ARG,14.82
2021,ARG,15.06
2014,ARM,12.65
2017,ARM,14.2
2021,ARM,11.09
2014,AUS,43.77
2017,AUS,39.52
2021,AUS,45.21
2014,AUT,25.46
2017,AUT,22.83
2021,AUT,23.09
2014,AZE,11.97
2017,AZE,5.66
2014,BHR,11.44
2017,BHR,15.87
2014,BGD,1.89
2017,BGD,5.85
2021,BGD,9.72
2014,BLR,23.45
2017,BLR,25.06
2014,BEL,27.4
2017,BEL,29.35
2021,BEL,32.71
2014,BLZ,13.59
2014,BEN,2.12
2017,BEN,3.3
2021,BEN,3.76
2014,BTN,2.39
2014,BOL,20.01
2017,BOL,17.22
2021,BOL,29.21
2014,BIH,3.95
2017,BIH,6.29
2021,BIH,13.07
2014,BWA,20.68
2017,BWA,10.28
2014,BRA,15.02
2017,BRA,18.75
2021,BRA,29.81
2014,BGR,15.12
2017,BGR,8.83
2021,BGR,16.81
2014,BFA,4.63
2017,BFA,9.89
2021,BFA,6.13
2014,BDI,1.01
2014,KHM,3.13
2017,KHM,4.88
2021,KHM,21.21
2014,CMR,2.42
2017,CMR,3.86
2021,CMR,3.79
2014,CAN,35.29
2017,CAN,32.85
2021,CAN,30.81
2017,CAF,3.65
2014,TCD,5.32
2017,TCD,3.18
2014,CHL,18.53
2017,CHL,22.37
2021,CHL,58.92
2014,CHN,14.33
2017,CHN,12.4
2021,CHN,13.57
2014,COL,8.69
2017,COL,13.01
2021,COL,20.2
2014,COD,6.16
2017,COD,1.86
2014,COG,4.39
2017,COG,2.46
2021,COG,5.9
2014,CRI,9.59
2017,CRI,13.11
2021,CRI,10.98
2014,CIV,2.64
2017,CIV,2.37
2021,CIV,4.67
2014,HRV,13.68
2017,HRV,10.09
2021,HRV,17.54
