year,geo,disagg,value
2014,WLD,Total,296.1
2015,WLD,Total,306.7
2016,WLD,Total,318
2017,WLD,Total,310.8
2018,WLD,Total,308
2019,WLD,Total,287.4
2014,WLD,Rest of networks,156.2
2015,WLD,Rest of networks,130.7
2016,WLD,Rest of networks,127.3
2017,WLD,Rest of networks,120.8
2018,WLD,Rest of networks,116.2
2019,WLD,Rest of networks,103.4
2014,WLD,Power equipment,102.7
2015,WLD,Power equipment,132.1
2016,WLD,Power equipment,138.1
2017,WLD,Power equipment,134.4
2018,WLD,Power equipment,132.6
2019,WLD,Power equipment,122.6
2014,WLD,Smart meters,10.7
2015,WLD,Smart meters,11.3
2016,WLD,Smart meters,16.3
2017,WLD,Smart meters,18.7
2018,WLD,Smart meters,19.8
2019,WLD,Smart meters,21
2014,WLD,Smart grid infrastructure,15.7
2015,WLD,Smart grid infrastructure,19.6
2016,WLD,Smart grid infrastructure,20.5
2017,WLD,Smart grid infrastructure,20
2018,WLD,Smart grid infrastructure,19.7
2019,WLD,Smart grid infrastructure,18.2
2014,WLD,EV chargers,1.2
2015,WLD,EV chargers,2
2016,WLD,EV chargers,2.8
2017,WLD,EV chargers,3
2018,WLD,EV chargers,4.6
2019,WLD,EV chargers,5.7
2014,WLD,Share from digital grid infrastructure,9.6
2015,WLD,Share from digital grid infrastructure,11.1
2016,WLD,Share from digital grid infrastructure,13
2017,WLD,Share from digital grid infrastructure,14
2018,WLD,Share from digital grid infrastructure,15
2019,WLD,Share from digital grid infrastructure,16.6
