year,geo,value,projections,benchmark_low,benchmark_mid,benchmark_high
2000,WLD,4.5,,,,
2001,WLD,4.5,,,,
2002,WLD,4.4,,,,
2003,WLD,4.4,,,,
2004,WLD,4.3,,,,
2005,WLD,4.3,,,,
2006,WLD,4.2,,,,
2007,WLD,4.2,,,,
2008,WLD,4.1,,,,
2009,WLD,4.0,,,,
2010,WLD,3.9,,,,
2011,WLD,3.8,,,,
2012,WLD,3.8,,,,
2013,WLD,3.7,,,,
2014,WLD,3.6,,,,
2015,WLD,3.5,,,,
2016,WLD,3.5,,,,
2017,WLD,3.4,,,,
2018,WLD,3.3,,,,
2019,WLD,3.1,,,,
2020,WLD,2.9,,,,
2021,WLD,2.9,,,,
2022,WLD,2.9,,,,
2023,WLD,2.8,,,,
2028,WLD,,2.4,,,
2000,AFG,32,,,,
2001,AFG,31,,,,
2002,AFG,30,,,,
2003,AFG,32,,,,
2004,AFG,33,,,,
2005,AFG,32,,,,
2006,AFG,31,,,,
2007,AFG,30,,,,
2008,AFG,29,,,,
2009,AFG,28,,,,
2010,AFG,28,,,,
2011,AFG,27,,,,
2012,AFG,27,,,,
2013,AFG,28,,,,
2014,AFG,28,,,,
2015,AFG,28,,,,
2016,AFG,28,,,,
2017,AFG,28,,,,
2018,AFG,28,,,,
2019,AFG,28,,,,
2020,AFG,27,,,,
2021,AFG,28,,,,
2022,AFG,28,,,,
2023,AFG,28,,,,
2000,AGO,16,,,,
2001,AGO,16,,,,
2002,AGO,16,,,,
2003,AGO,16,,,,
2004,AGO,16,,,,
2005,AGO,16,,,,
2006,AGO,16,,,,
2007,AGO,15,,,,
2008,AGO,15,,,,
2009,AGO,15,,,,
2010,AGO,15,,,,
2011,AGO,14,,,,
2012,AGO,14,,,,
2013,AGO,13,,,,
2014,AGO,13,,,,
2015,AGO,13,,,,
2016,AGO,12,,,,
2017,AGO,12,,,,
2018,AGO,12,,,,
2019,AGO,12,,,,
2020,AGO,12,,,,
2021,AGO,11,,,,
2022,AGO,12,,,,
2023,AGO,11,,,,
2000,ALB,2.9,,,,
2001,ALB,2.7,,,,
2002,ALB,2.8,,,,
2003,ALB,3.0,,,,
2004,ALB,2.9,,,,
2005,ALB,2.7,,,,
2006,ALB,2.5,,,,
2007,ALB,2.0,,,,
2008,ALB,2.0,,,,
2009,ALB,1.8,,,,
2010,ALB,1.8,,,,
2011,ALB,1.7,,,,
2012,ALB,1.6,,,,
2013,ALB,1.5,,,,
2014,ALB,1.5,,,,
2015,ALB,1.4,,,,
2016,ALB,1.3,,,,
2017,ALB,1.3,,,,
2018,ALB,1.2,,,,
2019,ALB,1.1,,,,
2020,ALB,0.98,,,,
2021,ALB,0.94,,,,
2022,ALB,0.85,,,,
2023,ALB,0.48,,,,
2000,AND,0.00035,,,,
2001,AND,0.00036,,,,
