year,geo,disagg,value,projections,benchmark_low,benchmark_mid,benchmark_high
2000,ABW,Hydro,0,,,,
2001,ABW,Hydro,0,,,,
2002,ABW,Hydro,0,,,,
2003,ABW,Hydro,0,,,,
2004,ABW,Hydro,0,,,,
2005,ABW,Hydro,0,,,,
2006,ABW,Hydro,0,,,,
2007,ABW,Hydro,0,,,,
2008,ABW,Hydro,0,,,,
2009,ABW,Hydro,0,,,,
2010,ABW,Hydro,0,,,,
2011,ABW,Hydro,0,,,,
2012,ABW,Hydro,0,,,,
2013,ABW,Hydro,0,,,,
2014,ABW,Hydro,0,,,,
2015,ABW,Hydro,0,,,,
2016,ABW,Hydro,0,,,,
2017,ABW,Hydro,0,,,,
2018,ABW,Hydro,0,,,,
2019,ABW,Hydro,0,,,,
2020,ABW,Hydro,0,,,,
2021,ABW,Hydro,0,,,,
2022,ABW,Hydro,0,,,,
2023,ABW,Hydro,0,,,,
2024,ABW,Hydro,0,,,,
2000,ABW,Nuclear,0,,,,
2001,ABW,Nuclear,0,,,,
2002,ABW,Nuclear,0,,,,
2003,ABW,Nuclear,0,,,,
2004,ABW,Nuclear,0,,,,
2005,ABW,Nuclear,0,,,,
2006,ABW,Nuclear,0,,,,
2007,ABW,Nuclear,0,,,,
2008,ABW,Nuclear,0,,,,
2009,ABW,Nuclear,0,,,,
2010,ABW,Nuclear,0,,,,
2011,ABW,Nuclear,0,,,,
2012,ABW,Nuclear,0,,,,
2013,ABW,Nuclear,0,,,,
2014,ABW,Nuclear,0,,,,
2015,ABW,Nuclear,0,,,,
2016,ABW,Nuclear,0,,,,
2017,ABW,Nuclear,0,,,,
2018,ABW,Nuclear,0,,,,
2019,ABW,Nuclear,0,,,,
2020,ABW,Nuclear,0,,,,
2021,ABW,Nuclear,0,,,,
2022,ABW,Nuclear,0,,,,
2023,ABW,Nuclear,0,,,,
2024,ABW,Nuclear,0,,,,
2000,ABW,Other renewables,0,,,,
2001,ABW,Other renewables,0,,,,
2002,ABW,Other renewables,0,,,,
2003,ABW,Other renewables,0,,,,
2004,ABW,Other renewables,0,,,,
2005,ABW,Other renewables,0,,,,
2006,ABW,Other renewables,0,,,,
2007,ABW,Other renewables,0,,,,
2008,ABW,Other renewables,0,,,,
2009,ABW,Other renewables,0,,,,
2010,ABW,Other renewables,0,,,,
2011,ABW,Other renewables,0,,,,
