year,geo,value
2000,WLD,25
2001,WLD,26
2002,WLD,27
2003,WLD,27
2004,WLD,28
2005,WLD,29
2006,WLD,35
2007,WLD,38
2008,WLD,40
2009,WLD,42
2010,WLD,43
2011,WLD,45
2012,WLD,55
2013,WLD,56
2014,WLD,58
2015,WLD,61
2016,WLD,62
2017,WLD,64
2018,WLD,64
2019,WLD,65
2020,WLD,66
2021,WLD,66
2022,WLD,66
2023,WLD,66
2024,WLD,66
2000,ARG,1
2000,AUS,1
2000,AUT,1
2000,BEL,1
2000,CHE,1
2000,CHN,1
2000,CRI,1
2000,DEU,1
2000,DNK,1
2000,ESP,1
2000,FIN,1
2000,FRA,1
2000,GBR,1
2000,IRL,1
2000,ITA,1
2000,JPN,1
2000,KOR,1
2000,KWT,1
2000,LUX,1
2000,NLD,1
2000,PRT,1
2000,RUS,1
2000,SWE,1
2000,TUR,1
2000,USA,1
2001,ARG,1
2001,AUS,1
2001,AUT,1
2001,BEL,1
2001,CHE,1
2001,CHN,1
2001,CRI,1
2001,DEU,1
2001,DNK,1
2001,ESP,1
2001,FIN,1
2001,FRA,1
2001,GBR,1
2001,IRL,1
2001,ITA,1
2001,JPN,1
2001,KOR,1
2001,KWT,1
2001,LUX,1
2001,MEX,1
2001,NLD,1
2001,PRT,1
2001,RUS,1
2001,SWE,1
2001,TUR,1
2001,USA,1
2002,ARG,1
2002,AUS,1
2002,AUT,1
2002,BEL,1
2002,CHE,1
2002,CHN,1
2002,CRI,1
2002,DEU,1
2002,DNK,1
2002,ESP,1
2002,FIN,1
2002,FRA,1
2002,GBR,1
2002,IDN,1
2002,IRL,1
2002,ITA,1
2002,JPN,1
2002,KOR,1
2002,KWT,1
2002,LUX,1
2002,MEX,1
2002,NLD,1
2002,PRT,1
2002,RUS,1
2002,SWE,1
2002,TUR,1
2002,USA,1
2003,ARG,1
2003,AUS,1
2003,AUT,1
2003,BEL,1
2003,CHE,1
2003,CHN,1
2003,CRI,1
2003,DEU,1
2003,DNK,1
2003,ESP,1
2003,FIN,1
2003,FRA,1
2003,GBR,1
2003,IDN,1
2003,IRL,1
2003,ITA,1
2003,JPN,1
2003,KOR,1
2003,KWT,1
2003,LUX,1
2003,MEX,1
2003,NLD,1
2003,PRT,1
2003,RUS,1
2003,SWE,1
2003,TUR,1
2003,USA,1
2004,ARG,1
2004,AUS,1
2004,AUT,1
2004,BEL,1
2004,CAN,1
2004,CHE,1
2004,CHN,1
2004,CRI,1
2004,DEU,1
2004,DNK,1
2004,ESP,1
2004,FIN,1
2004,FRA,1
2004,GBR,1
2004,IDN,1
2004,IRL,1
2004,ITA,1
2004,JPN,1
2004,KOR,1
2004,KWT,1
2004,LUX,1
2004,MEX,1
2004,NLD,1
2004,PRT,1
2004,RUS,1
2004,SWE,1
2004,TUR,1
2004,USA,1
2005,ARG,1
2005,AUS,1
2005,AUT,1
2005,BEL,1
2005,CAN,1
2005,CHE,1
2005,CHN,1
2005,CRI,1
2005,DEU,1
2005,DNK,1
2005,ESP,1
2005,FIN,1
2005,FRA,1
2005,GBR,1
2005,IDN,1
2005,IRL,1
2005,ITA,1
2005,JPN,1
2005,KOR,1
2005,KWT,1
2005,LUX,1
2005,MEX,1
2005,NLD,1
2005,PRT,1
2005,RUS,1
2005,SGP,1
2005,SWE,1
2005,TUR,1
2005,USA,1
2006,ARE,1
2006,ARG,1
2006,AUS,1
2006,AUT,1
2006,BEL,1
2006,BGR,1
2006,CAN,1
2006,CHE,1
2006,CHN,1
2006,CRI,1
2006,DEU,1
2006,DNK,1
2006,ESP,1
2006,FIN,1
2006,FRA,1
2006,GBR,1
2006,IDN,1
2006,IND,1
2006,IRL,1
2006,ITA,1
2006,JPN,1
2006,KOR,1
2006,KWT,1
2006,LUX,1
2006,MEX,1
2006,NLD,1
2006,NOR,1
2006,PRT,1
2006,RUS,1
2006,SGP,1
2006,SVK,1
2006,SWE,1
2006,TUR,1
2006,UKR,1
2006,USA,1
2007,ARE,1
2007,ARG,1
2007,AUS,1
2007,AUT,1
2007,BEL,1
2007,BGR,1
2007,BLR,1
2007,CAN,1
2007,CHE,1
2007,CHN,1
2007,CRI,1
2007,DEU,1
2007,DNK,1
2007,ESP,1
2007,FIN,1
2007,FRA,1
2007,GBR,1
2007,IDN,1
2007,IND,1
2007,IRL,1
2007,ITA,1
2007,JPN,1
2007,KOR,1
2007,KWT,1
2007,LUX,1
2007,MEX,1
2007,NLD,1
2007,NOR,1
2007,PRT,1
2007,ROU,1
2007,RUS,1
2007,SAU,1
2007,SGP,1
2007,SVK,1
2007,SWE,1
2007,TUR,1
2007,UKR,1
2007,USA,1
2008,ARE,1
2008,ARG,1
2008,AUS,1
2008,AUT,1
2008,BEL,1
2008,BGR,1
