year,geo,disagg,value
2017,WLD,Total,29
2018,WLD,Total,20
2019,WLD,Total,15
2020,WLD,Total,21
2021,WLD,Total,37
2022,WLD,Total,26
2023,WLD,Total,23
2024,WLD,Total,21
2017,WLD,Private,2.5
2018,WLD,Private,0.23
2019,WLD,Private,0.73
2020,WLD,Private,2.8
2021,WLD,Private,7.5
2022,WLD,Private,3.7
2023,WLD,Private,3.6
2024,WLD,Private,2.5
2017,WLD,Public,27
2018,WLD,Public,20
2019,WLD,Public,15
2020,WLD,Public,18
2021,WLD,Public,30
2022,WLD,Public,22
2023,WLD,Public,20
2024,WLD,Public,18
