year,geo,disagg_type,disagg,value
2024,WLD,All,Total,937
2024,WLD,Kingdom,Animalia,452
2024,WLD,Kingdom,Bacteria,7
2024,WLD,Kingdom,Chromista,2
2024,WLD,Kingdom,Fungi,17
2024,WLD,Kingdom,Plantae,458
2024,WLD,Kingdom,Protista,1
2024,WLD,Class,Aconoidasida,1
2024,WLD,Class,Actinopterygii,4
2024,WLD,Class,Alphaproteobacteria,3
2024,WLD,Class,Amphibia,101
2024,WLD,Class,Arachnida,4
2024,WLD,Class,Ascomycetes,1
2024,WLD,Class,Aves,122
2024,WLD,Class,Branchiopoda,1
2024,WLD,Class,Cephalaspidomorphi,1
2024,WLD,Class,Chilopoda,1
2024,WLD,Class,Clitellata,4
2024,WLD,Class,Coniferopsida,1
2024,WLD,Class,Diplopoda,1
2024,WLD,Class,Filicopsida,10
2024,WLD,Class,Gammaproteobacteria,4
2024,WLD,Class,Gastropoda,23
2024,WLD,Class,Hymenomycetidae,1
2024,WLD,Class,Insecta,82
2024,WLD,Class,Leotiomycetes,1
2024,WLD,Class,Liliopsida,112
2024,WLD,Class,Magnoliopsida,331
2024,WLD,Class,Malacostraca,2
2024,WLD,Class,Mammalia,71
2024,WLD,Class,Maxillopoda,1
2024,WLD,Class,Peronosporea,7
2024,WLD,Class,Phaeophyceae,1
2024,WLD,Class,Pinopsida,3
2024,WLD,Class,Pucciniomycetes,1
2024,WLD,Class,Reptilia,32
2024,WLD,Class,Secernentea,1
2024,WLD,Class,Sordariomycetes,6
2024,WLD,Class,Teliomycetes,2
2024,WLD,Class,Turbellaria,1
