year,geo,disagg_type,disagg,value
2017,HND,All,Total,14
2017,HKG,All,Total,62
2017,HUN,All,Total,16
2017,IND,All,Total,8
2017,IDN,All,Total,18
2017,IRN,All,Total,28
2017,IRQ,All,Total,3
2017,IRL,All,Total,51
2017,ISR,All,Total,79
2017,ITA,All,Total,46
2017,JPN,All,Total,54
2017,JOR,All,Total,18
2017,KAZ,All,Total,28
2017,KEN,All,Total,19
2017,KOR,All,Total,63
2017,XKX,All,Total,15
2017,KWT,All,Total,28
2017,KGZ,All,Total,10
2017,LAO,All,Total,9
2017,LVA,All,Total,19
2017,LBN,All,Total,23
2017,LSO,All,Total,6
2017,LBR,All,Total,8
2017,LBY,All,Total,8
2017,LTU,All,Total,21
2017,LUX,All,Total,72
2017,MDG,All,Total,4
2017,MWI,All,Total,9
2017,MYS,All,Total,23
2017,MDV,All,Total,20
2017,MLI,All,Total,8
2017,MLT,All,Total,43
2017,MRT,All,Total,9
2017,MUS,All,Total,23
2017,MEX,All,Total,12
2017,MDA,All,Total,20
2017,MNG,All,Total,30
2017,MNE,All,Total,24
2017,MOZ,All,Total,11
2017,MMR,All,Total,19
2017,NAM,All,Total,17
2017,NPL,All,Total,14
2017,NLD,All,Total,37
2017,NZL,All,Total,66
2017,NIC,All,Total,13
2017,NER,All,Total,4
2017,NGA,All,Total,5
2017,MKD,All,Total,20
2017,NOR,All,Total,69
2017,PAK,All,Total,3
2017,PAN,All,Total,13
2017,PRY,All,Total,15
2017,PER,All,Total,19
2017,PHL,All,Total,11
2017,POL,All,Total,31
2017,PRT,All,Total,29
2017,ROU,All,Total,20
2017,RUS,All,Total,23
2017,RWA,All,Total,8
2017,SAU,All,Total,21
2017,SEN,All,Total,8
2017,SRB,All,Total,20
2017,SLE,All,Total,5
2017,SGP,All,Total,47
2017,SVK,All,Total,30
2017,SVN,All,Total,40
2017,ZAF,All,Total,14
2017,SSD,All,Total,3
2017,ESP,All,Total,50
2017,LKA,All,Total,17
2017,SWE,All,Total,44
2017,CHE,All,Total,62
2017,TWN,All,Total,52
2017,TJK,All,Total,15
2017,TZA,All,Total,5
2017,THA,All,Total,20
2017,TGO,All,Total,9
2017,TTO,All,Total,27
2017,TUN,All,Total,12
2017,TUR,All,Total,43
2017,TKM,All,Total,7
2017,UGA,All,Total,15
2017,UKR,All,Total,22
2017,ARE,All,Total,46
2017,GBR,All,Total,65
2017,USA,All,Total,68
2017,URY,All,Total,43
2017,UZB,All,Total,2
2017,VEN,All,Total,28
2017,VNM,All,Total,22
2017,PSE,All,Total,7
2017,ZMB,All,Total,10
2017,ZWE,All,Total,5
2021,AFG,All,Total,2
2021,ALB,All,Total,13
2021,DZA,All,Total,4
2021,ARG,All,Total,31
2021,ARM,All,Total,26
2021,AUS,All,Total,57
2021,AUT,All,Total,57
2022,AZE,All,Total,19
2021,BGD,All,Total,14
2021,BEL,All,Total,48
2021,BEN,All,Total,8
2021,BOL,All,Total,19
2021,BIH,All,Total,21
2022,BWA,All,Total,10
2021,BRA,All,Total,41
2021,BGR,All,Total,26
2021,BFA,All,Total,7
2021,KHM,All,Total,31
2021,CMR,All,Total,7
2021,CAN,All,Total,81
2022,TCD,All,Total,8
2021,CHL,All,Total,24
2021,CHN,All,Total,39
2021,COL,All,Total,18
2022,COM,All,Total,8
2022,COD,All,Total,4
2021,COG,All,Total,6
2021,CRI,All,Total,17
2021,CIV,All,Total,4
2021,HRV,All,Total,33
2021,CYP,All,Total,31
2021,CZE,All,Total,31
2021,DNK,All,Total,53
2021,DOM,All,Total,22
2021,ECU,All,Total,23
2021,EGY,All,Total,7
2021,SLV,All,Total,11
2021,EST,All,Total,34
2022,SWZ,All,Total,10
2022,ETH,All,Total,5
2021,FIN,All,Total,53
2021,FRA,All,Total,44
2021,GAB,All,Total,5
2022,GMB,All,Total,6
2021,GEO,All,Total,24
2021,DEU,All,Total,55
2021,GHA,All,Total,7
2021,GRC,All,Total,20
2022,GTM,All,Total,11
2021,GIN,All,Total,6
2021,HND,All,Total,10
2021,HKG,All,Total,70
2021,HUN,All,Total,19
2021,ISL,All,Total,73
2021,IND,All,Total,12
2021,IDN,All,Total,13
2021,IRN,All,Total,25
2021,IRQ,All,Total,4
2021,IRL,All,Total,54
2021,ISR,All,Total,80
2021,ITA,All,Total,55
2021,JAM,All,Total,12
2021,JPN,All,Total,61
2021,JOR,All,Total,10
2021,KAZ,All,Total,30
2021,KEN,All,Total,22
2021,KOR,All,Total,69
2021,XKX,All,Total,18
2021,KGZ,All,Total,18
2021,LAO,All,Total,9
2021,LVA,All,Total,23
2021,LBN,All,Total,3
2022,LSO,All,Total,13
2021,LBR,All,Total,15
2021,LTU,All,Total,12
2022,MDG,All,Total,6
2021,MWI,All,Total,8
2021,MYS,All,Total,13
2021,MLI,All,Total,11
2021,MLT,All,Total,39
2022,MRT,All,Total,11
2021,MUS,All,Total,20
2022,MEX,All,Total,16
2021,MDA,All,Total,13
2021,MNG,All,Total,34
2021,MAR,All,Total,5
2021,MOZ,All,Total,10
2021,MMR,All,Total,7
2021,NAM,All,Total,21
2021,NPL,All,Total,14
2021,NLD,All,Total,34
2021,NZL,All,Total,60
2021,NIC,All,Total,12
2022,NER,All,Total,3
2021,NGA,All,Total,6
2021,MKD,All,Total,22
2021,NOR,All,Total,67
2021,PAK,All,Total,4
2021,PAN,All,Total,10
2021,PRY,All,Total,12
2021,PER,All,Total,22
2021,PHL,All,Total,17
2021,POL,All,Total,32
2021,PRT,All,Total,30
2021,ROU,All,Total,19
2021,RUS,All,Total,30
2021,SAU,All,Total,32
2021,SEN,All,Total,10
2021,SRB,All,Total,21
2021,SLE,All,Total,4
2021,SGP,All,Total,43
2021,SVK,All,Total,34
2021,SVN,All,Total,42
2021,ZAF,All,Total,18
2021,SSD,All,Total,2
2021,ESP,All,Total,52
2021,LKA,All,Total,21
2021,SWE,All,Total,49
2021,CHE,All,Total,61
2021,TWN,All,Total,62
2021,TJK,All,Total,12
2021,TZA,All,Total,4
2021,THA,All,Total,28
2021,TGO,All,Total,7
2021,TUN,All,Total,10
2021,TUR,All,Total,38
2021,UGA,All,Total,19
2021,UKR,All,Total,34
2021,ARE,All,Total,22
2021,GBR,All,Total,55
2021,USA,All,Total,66
2021,URY,All,Total,42
2021,UZB,All,Total,7
2021,VEN,All,Total,9
2022,VNM,All,Total,10
2021,PSE,All,Total,5
2022,YEM,All,Total,2
2021,ZMB,All,Total,7
2021,ZWE,All,Total,3
2024,ALB,All,Total,11
2024,DZA,All,Total,7
2024,ARG,All,Total,29
2024,ARM,All,Total,23
2024,AZE,All,Total,22
2024,BGD,All,Total,13
2024,BLZ,All,Total,19
2024,BEN,All,Total,9
2024,BOL,All,Total,18
2024,BIH,All,Total,12
2024,BWA,All,Total,8
2024,BRA,All,Total,46
2024,BGR,All,Total,14
2024,BFA,All,Total,6
2024,KHM,All,Total,16
2024,CMR,All,Total,5
2024,TCD,All,Total,10
2024,CHN,All,Total,41
2024,COL,All,Total,12
2024,COM,All,Total,10
2024,COD,All,Total,5
2024,COG,All,Total,4
2024,CRI,All,Total,14
2024,CIV,All,Total,4
2024,HRV,All,Total,38
2024,DOM,All,Total,29
2024,ECU,All,Total,16
2024,EGY,All,Total,9
2024,SLV,All,Total,11
2024,SWZ,All,Total,9
2024,ETH,All,Total,3
2024,GAB,All,Total,4
2024,GMB,All,Total,5
2024,GEO,All,Total,24
2024,GHA,All,Total,10
2024,GTM,All,Total,9
2024,GIN,All,Total,6
2024,HND,All,Total,10
2024,IND,All,Total,14
2024,IDN,All,Total,14
2024,IRN,All,Total,23
2024,IRQ,All,Total,11
2024,JOR,All,Total,12
2024,KAZ,All,Total,33
2024,KEN,All,Total,13
2024,XKX,All,Total,10
2024,KGZ,All,Total,18
2024,LAO,All,Total,7
2024,LBN,All,Total,6
2024,LSO,All,Total,7
2024,LBR,All,Total,9
2024,LBY,All,Total,12
2024,MDG,All,Total,3
2024,MWI,All,Total,7
2024,MYS,All,Total,15
2024,MLI,All,Total,9
2024,MRT,All,Total,13
2024,MUS,All,Total,19
2024,MEX,All,Total,15
2024,MDA,All,Total,10
2024,MNG,All,Total,40
2024,MNE,All,Total,16
2024,MAR,All,Total,1
2024,MOZ,All,Total,6
2024,NAM,All,Total,15
2024,NPL,All,Total,16
2024,NIC,All,Total,7
2024,NER,All,Total,3
2024,NGA,All,Total,6
2024,MKD,All,Total,26
2024,OMN,All,Total,9
2024,PAK,All,Total,6
2024,PAN,All,Total,15
2024,PRY,All,Total,18
2024,PER,All,Total,20
2024,PHL,All,Total,9
2024,POL,All,Total,19
2024,ROU,All,Total,20
2024,SAU,All,Total,30
2024,SEN,All,Total,18
2024,SRB,All,Total,23
2024,SLE,All,Total,5
2024,ZAF,All,Total,12
2024,LKA,All,Total,18
2024,TJK,All,Total,17
2024,TZA,All,Total,5
2024,THA,All,Total,17
2024,TGO,All,Total,12
2024,TUN,All,Total,4
2024,TUR,All,Total,41
2024,UGA,All,Total,11
2024,UKR,All,Total,29
2024,UZB,All,Total,12
2024,VEN,All,Total,14
2024,VNM,All,Total,8
2024,PSE,All,Total,7
2024,ZMB,All,Total,7
2024,ZWE,All,Total,3
2014,SSA,All,Total,7
2017,SSA,All,Total,8
2021,SSA,All,Total,8
2024,SSA,All,Total,7
2014,LIC,All,Total,5
2017,LIC,All,Total,8
2021,LIC,All,Total,6
2024,LIC,All,Total,5
2014,ALB,Gender,Men,14
2014,ARG,Gender,Men,29
2014,ARM,Gender,Men,19
2014,AUS,Gender,Men,64
2014,AUT,Gender,Men,50
2014,AZE,Gender,Men,31
2014,BHR,Gender,Men,45
2014,BLR,Gender,Men,23
2014,BEL,Gender,Men,47
2014,BLZ,Gender,Men,17
2014,BOL,Gender,Men,24
2014,BIH,Gender,Men,17
2014,BWA,Gender,Men,21
2014,BRA,Gender,Men,39
2014,BGR,Gender,Men,20
2014,KHM,Gender,Men,26
2014,CAN,Gender,Men,79
2014,CHL,Gender,Men,35
2014,CHN,Gender,Men,22
2014,COL,Gender,Men,24
2014,CRI,Gender,Men,23
2014,HRV,Gender,Men,43
2014,CYP,Gender,Men,28
2014,CZE,Gender,Men,31
2014,DNK,Gender,Men,47
2014,DOM,Gender,Men,25
2014,ECU,Gender,Men,17
2014,SLV,Gender,Men,24
2014,EST,Gender,Men,32
2014,FIN,Gender,Men,61
2014,FRA,Gender,Men,49
2014,GEO,Gender,Men,22
2014,DEU,Gender,Men,52
2014,GRC,Gender,Men,19
2014,GTM,Gender,Men,17
2014,HND,Gender,Men,18
2014,HKG,Gender,Men,62
2014,HUN,Gender,Men,17
2014,IDN,Gender,Men,16
2014,IRN,Gender,Men,37
2014,IRL,Gender,Men,50
2014,ISR,Gender,Men,78
2014,ITA,Gender,Men,50
2014,JAM,Gender,Men,22
2014,JPN,Gender,Men,49
2014,JOR,Gender,Men,18
2014,KAZ,Gender,Men,20
2014,KEN,Gender,Men,18
2014,KOR,Gender,Men,53
2014,XKX,Gender,Men,20
2014,KWT,Gender,Men,33
2014,KGZ,Gender,Men,15
2014,LVA,Gender,Men,32
2014,LBN,Gender,Men,28
2014,LTU,Gender,Men,17
2014,LUX,Gender,Men,69
2014,MYS,Gender,Men,36
2014,MLT,Gender,Men,42
2014,MUS,Gender,Men,33
2014,MEX,Gender,Men,22
2014,MDA,Gender,Men,10
2014,MNG,Gender,Men,38
2014,MNE,Gender,Men,32
2014,MMR,Gender,Men,20
2014,NAM,Gender,Men,14
2014,NPL,Gender,Men,15
2014,NLD,Gender,Men,45
2014,NZL,Gender,Men,63
2014,NIC,Gender,Men,14
2014,MKD,Gender,Men,29
2014,NOR,Gender,Men,65
2014,PAN,Gender,Men,18
2014,PER,Gender,Men,20
2014,PHL,Gender,Men,11
2014,POL,Gender,Men,32
2014,PRT,Gender,Men,28
2014,PRI,Gender,Men,31
2014,ROU,Gender,Men,20
2014,RUS,Gender,Men,21
2014,SAU,Gender,Men,24
2014,SRB,Gender,Men,21
2014,SGP,Gender,Men,37
2014,SVK,Gender,Men,24
2014,SVN,Gender,Men,36
2014,ZAF,Gender,Men,19
2014,ESP,Gender,Men,56
2014,LKA,Gender,Men,21
2014,SWE,Gender,Men,54
2014,CHE,Gender,Men,56
2014,TWN,Gender,Men,56
2014,THA,Gender,Men,20
2014,TUN,Gender,Men,15
2014,TUR,Gender,Men,47
2014,UGA,Gender,Men,18
2014,UKR,Gender,Men,24
2014,ARE,Gender,Men,45
2014,GBR,Gender,Men,69
2014,USA,Gender,Men,62
2014,URY,Gender,Men,46
2014,VEN,Gender,Men,23
2014,VNM,Gender,Men,16
2017,ALB,Gender,Men,14
2017,ARG,Gender,Men,24
2017,ARM,Gender,Men,35
2017,AUS,Gender,Men,64
2017,AUT,Gender,Men,48
2017,AZE,Gender,Men,18
2017,BHR,Gender,Men,43
2017,BLR,Gender,Men,20
2017,BEL,Gender,Men,53
2017,BEN,Gender,Men,13
2017,BOL,Gender,Men,19
2017,BIH,Gender,Men,17
2017,BRA,Gender,Men,30
2017,BGR,Gender,Men,19
2017,KHM,Gender,Men,23
2017,CAN,Gender,Men,83
2017,CHL,Gender,Men,32
2017,CHN,Gender,Men,24
2017,COL,Gender,Men,26
2017,CRI,Gender,Men,25
2017,HRV,Gender,Men,43
2017,CYP,Gender,Men,26
2017,CZE,Gender,Men,32
2017,DNK,Gender,Men,50
2017,DOM,Gender,Men,33
2017,ECU,Gender,Men,23
2017,SLV,Gender,Men,14
2017,EST,Gender,Men,35
2017,ETH,Gender,Men,13
2017,FIN,Gender,Men,56
2017,FRA,Gender,Men,46
2017,GEO,Gender,Men,32
2017,DEU,Gender,Men,59
2017,GHA,Gender,Men,13
2017,GRC,Gender,Men,13
2017,GTM,Gender,Men,14
2017,HTI,Gender,Men,12
2017,HND,Gender,Men,18
2017,HKG,Gender,Men,65
2017,HUN,Gender,Men,19
2017,IDN,Gender,Men,19
2017,IRN,Gender,Men,28
2017,IRL,Gender,Men,53
2017,ISR,Gender,Men,79
2017,ITA,Gender,Men,56
2017,JPN,Gender,Men,53
2017,JOR,Gender,Men,21
2017,KAZ,Gender,Men,30
2017,KEN,Gender,Men,25
2017,KOR,Gender,Men,60
2017,XKX,Gender,Men,19
2017,KWT,Gender,Men,30
2017,KGZ,Gender,Men,10
2017,LVA,Gender,Men,19
2017,LBN,Gender,Men,28
2017,LTU,Gender,Men,22
2017,LUX,Gender,Men,75
2017,MYS,Gender,Men,26
2017,MDV,Gender,Men,25
2017,MLT,Gender,Men,46
2017,MUS,Gender,Men,32
2017,MEX,Gender,Men,13
2017,MDA,Gender,Men,23
2017,MNG,Gender,Men,31
2017,MNE,Gender,Men,26
2017,MOZ,Gender,Men,12
2017,MMR,Gender,Men,19
2017,NAM,Gender,Men,19
2017,NPL,Gender,Men,13
2017,NLD,Gender,Men,45
2017,NZL,Gender,Men,64
2017,NIC,Gender,Men,14
2017,MKD,Gender,Men,22
2017,NOR,Gender,Men,71
2017,PAN,Gender,Men,15
2017,PRY,Gender,Men,18
2017,PER,Gender,Men,22
2017,PHL,Gender,Men,10
2017,POL,Gender,Men,35
2017,PRT,Gender,Men,33
2017,ROU,Gender,Men,22
2017,RUS,Gender,Men,24
2017,SAU,Gender,Men,28
2017,SRB,Gender,Men,20
2017,SGP,Gender,Men,46
2017,SVK,Gender,Men,32
2017,SVN,Gender,Men,44
2017,ZAF,Gender,Men,15
2017,ESP,Gender,Men,57
2017,LKA,Gender,Men,18
2017,SWE,Gender,Men,49
2017,CHE,Gender,Men,69
2017,TWN,Gender,Men,47
2017,TJK,Gender,Men,17
2017,THA,Gender,Men,19
2017,TTO,Gender,Men,35
2017,TUN,Gender,Men,16
2017,TUR,Gender,Men,52
2017,UGA,Gender,Men,16
2017,UKR,Gender,Men,21
2017,ARE,Gender,Men,50
2017,GBR,Gender,Men,65
2017,USA,Gender,Men,70
2017,URY,Gender,Men,42
2017,VEN,Gender,Men,34
2017,VNM,Gender,Men,24
2017,ZMB,Gender,Men,15
2021,ALB,Gender,Men,15
2021,ARG,Gender,Men,36
2021,ARM,Gender,Men,31
2021,AUS,Gender,Men,55
2021,AUT,Gender,Men,60
2022,AZE,Gender,Men,22
2021,BGD,Gender,Men,13
2021,BEL,Gender,Men,52
2021,BOL,Gender,Men,21
2021,BIH,Gender,Men,24
2021,BRA,Gender,Men,48
2021,BGR,Gender,Men,30
2021,KHM,Gender,Men,28
2021,CAN,Gender,Men,81
2021,CHL,Gender,Men,28
2021,CHN,Gender,Men,39
2021,COL,Gender,Men,23
2021,CRI,Gender,Men,22
2021,HRV,Gender,Men,38
2021,CYP,Gender,Men,33
2021,CZE,Gender,Men,35
2021,DNK,Gender,Men,58
2021,DOM,Gender,Men,22
2021,ECU,Gender,Men,32
2021,SLV,Gender,Men,10
2021,EST,Gender,Men,34
2021,FIN,Gender,Men,53
2021,FRA,Gender,Men,45
2021,GEO,Gender,Men,25
2021,DEU,Gender,Men,51
2021,GRC,Gender,Men,25
2022,GTM,Gender,Men,13
2021,HND,Gender,Men,13
2021,HKG,Gender,Men,67
2021,HUN,Gender,Men,21
2021,ISL,Gender,Men,75
2021,IND,Gender,Men,13
2021,IDN,Gender,Men,9
2021,IRN,Gender,Men,28
2021,IRL,Gender,Men,51
2021,ISR,Gender,Men,78
2021,ITA,Gender,Men,54
2021,JAM,Gender,Men,14
2021,JPN,Gender,Men,62
2021,KAZ,Gender,Men,29
2021,KEN,Gender,Men,25
2021,KOR,Gender,Men,73
2021,XKX,Gender,Men,24
2021,KGZ,Gender,Men,19
2021,LVA,Gender,Men,28
2022,LSO,Gender,Men,13
2021,LBR,Gender,Men,18
2021,LTU,Gender,Men,14
2021,MYS,Gender,Men,14
2021,MLI,Gender,Men,10
2021,MLT,Gender,Men,45
2022,MRT,Gender,Men,15
2021,MUS,Gender,Men,25
2022,MEX,Gender,Men,17
2021,MDA,Gender,Men,13
2021,MNG,Gender,Men,35
2021,MOZ,Gender,Men,14
2021,NAM,Gender,Men,25
2021,NPL,Gender,Men,16
2021,NLD,Gender,Men,40
2021,NZL,Gender,Men,60
2021,NIC,Gender,Men,11
2021,MKD,Gender,Men,24
2021,NOR,Gender,Men,67
2021,PAN,Gender,Men,14
2021,PRY,Gender,Men,11
2021,PER,Gender,Men,23
2021,PHL,Gender,Men,21
2021,POL,Gender,Men,39
2021,PRT,Gender,Men,39
2021,ROU,Gender,Men,23
2021,RUS,Gender,Men,30
2021,SAU,Gender,Men,35
2021,SRB,Gender,Men,20
2021,SGP,Gender,Men,45
2021,SVK,Gender,Men,39
2021,SVN,Gender,Men,48
2021,ZAF,Gender,Men,17
2021,ESP,Gender,Men,55
2021,LKA,Gender,Men,21
2021,SWE,Gender,Men,52
2021,CHE,Gender,Men,65
2021,TWN,Gender,Men,62
2021,TJK,Gender,Men,13
2021,THA,Gender,Men,34
2021,TUR,Gender,Men,51
2021,UGA,Gender,Men,19
2021,UKR,Gender,Men,36
2021,ARE,Gender,Men,24
2021,GBR,Gender,Men,53
2021,USA,Gender,Men,66
2021,URY,Gender,Men,42
2022,VNM,Gender,Men,11
2024,ALB,Gender,Men,11
2024,ARG,Gender,Men,28
2024,ARM,Gender,Men,23
2024,AZE,Gender,Men,30
2024,BGD,Gender,Men,13
2024,BLZ,Gender,Men,21
2024,BOL,Gender,Men,17
2024,BIH,Gender,Men,13
2024,BRA,Gender,Men,52
2024,BGR,Gender,Men,15
2024,KHM,Gender,Men,18
2024,CHN,Gender,Men,42
2024,COL,Gender,Men,17
2024,CRI,Gender,Men,15
2024,HRV,Gender,Men,40
2024,DOM,Gender,Men,33
2024,ECU,Gender,Men,21
2024,SLV,Gender,Men,13
2024,GEO,Gender,Men,22
2024,GHA,Gender,Men,13
2024,IND,Gender,Men,17
2024,IDN,Gender,Men,14
2024,IRN,Gender,Men,27
2024,IRQ,Gender,Men,15
2024,JOR,Gender,Men,14
2024,KAZ,Gender,Men,36
2024,KEN,Gender,Men,17
2024,KGZ,Gender,Men,19
2024,LBY,Gender,Men,15
2024,MYS,Gender,Men,19
2024,MRT,Gender,Men,15
2024,MUS,Gender,Men,23
2024,MEX,Gender,Men,20
2024,MNG,Gender,Men,39
2024,MNE,Gender,Men,19
2024,NAM,Gender,Men,15
2024,NPL,Gender,Men,12
2024,MKD,Gender,Men,28
2024,PAN,Gender,Men,17
2024,PRY,Gender,Men,20
2024,PER,Gender,Men,23
2024,POL,Gender,Men,22
2024,ROU,Gender,Men,20
2024,SAU,Gender,Men,32
2024,SEN,Gender,Men,15
2024,SRB,Gender,Men,23
2024,ZAF,Gender,Men,14
2024,LKA,Gender,Men,17
2024,TJK,Gender,Men,20
2024,THA,Gender,Men,16
2024,TGO,Gender,Men,14
2024,TUR,Gender,Men,55
2024,UGA,Gender,Men,12
2024,UKR,Gender,Men,31
2024,UZB,Gender,Men,13
2024,VEN,Gender,Men,17
2014,ALB,Gender,Women,13
2014,ARG,Gender,Women,25
2014,ARM,Gender,Women,23
2014,AUS,Gender,Women,66
2014,AUT,Gender,Women,35
2014,AZE,Gender,Women,19
2014,BHR,Gender,Women,28
2014,BLR,Gender,Women,19
2014,BEL,Gender,Women,44
2014,BLZ,Gender,Women,21
2014,BOL,Gender,Women,20
2014,BIH,Gender,Women,18
2014,BWA,Gender,Women,14
2014,BRA,Gender,Women,29
2014,BGR,Gender,Women,18
2014,KHM,Gender,Women,30
2014,CAN,Gender,Women,74
2014,CHL,Gender,Women,28
2014,CHN,Gender,Women,18
2014,COL,Gender,Women,20
2014,CRI,Gender,Women,18
2014,HRV,Gender,Women,41
2014,CYP,Gender,Women,31
2014,CZE,Gender,Women,26
2014,DNK,Gender,Women,35
2014,DOM,Gender,Women,23
2014,ECU,Gender,Women,16
2014,SLV,Gender,Women,17
2014,EST,Gender,Women,33
2014,FIN,Gender,Women,55
2014,FRA,Gender,Women,37
2014,GEO,Gender,Women,19
2014,DEU,Gender,Women,40
2014,GRC,Gender,Women,14
2014,GTM,Gender,Women,13
2014,HND,Gender,Women,9
2014,HKG,Gender,Women,59
2014,HUN,Gender,Women,15
2014,IDN,Gender,Women,12
2014,IRN,Gender,Women,39
2014,IRL,Gender,Women,51
2014,ISR,Gender,Women,80
2014,ITA,Gender,Women,30
2014,JAM,Gender,Women,15
2014,JPN,Gender,Women,60
2014,JOR,Gender,Women,11
2014,KAZ,Gender,Women,19
