year,geo,disagg,value
2000,WLD,Total,10849075
2001,WLD,Total,10422491
2002,WLD,Total,9882471
2003,WLD,Total,9710432
2004,WLD,Total,9452639
2005,WLD,Total,8995825
2006,WLD,Total,8617805
2007,WLD,Total,8719024
2008,WLD,Total,7924204
2009,WLD,Total,8124732
2010,WLD,Total,8218780
2011,WLD,Total,8479949
2012,WLD,Total,7820519
2013,WLD,Total,7788204
2014,WLD,Total,8198275
2015,WLD,Total,8163391
2016,WLD,Total,8074071
2017,WLD,Total,7985762
2018,WLD,Total,8422364
2019,WLD,Total,8371461
2000,WLD,Dredges,196712
2000,WLD,Gillnets and entangling nets,310796
2000,WLD,Hook and line gear,366558
2000,WLD,Mixed,361930
2000,WLD,Other gear,102230
2000,WLD,Small-scale gear,800041
2000,WLD,Surrounding nets,1365693
2000,WLD,Traps,8521
2000,WLD,Trawls,7105683
2000,WLD,Unknown,230910
2001,WLD,Dredges,266765
2001,WLD,Gillnets and entangling nets,305942
2001,WLD,Hook and line gear,400843
2001,WLD,Mixed,318764
2001,WLD,Other gear,97457
2001,WLD,Small-scale gear,824834
2001,WLD,Surrounding nets,987582
2001,WLD,Traps,9190
2001,WLD,Trawls,6959424
2001,WLD,Unknown,251691
2002,WLD,Dredges,303333
2002,WLD,Gillnets and entangling nets,285553
2002,WLD,Hook and line gear,389060
2002,WLD,Mixed,295992
2002,WLD,Other gear,100277
2002,WLD,Small-scale gear,831451
2002,WLD,Surrounding nets,1113943
2002,WLD,Traps,8825
2002,WLD,Trawls,6269888
2002,WLD,Unknown,284150
2003,WLD,Dredges,320964
2003,WLD,Gillnets and entangling nets,250320
2003,WLD,Hook and line gear,385140
2003,WLD,Mixed,278316
2003,WLD,Other gear,105606
2003,WLD,Small-scale gear,847181
2003,WLD,Surrounding nets,840899
2003,WLD,Traps,8776
2003,WLD,Trawls,6455255
2003,WLD,Unknown,217974
2004,WLD,Dredges,341260
2004,WLD,Gillnets and entangling nets,231246
2004,WLD,Hook and line gear,382142
2004,WLD,Mixed,265189
2004,WLD,Other gear,100441
2004,WLD,Small-scale gear,843979
2004,WLD,Surrounding nets,1216290
2004,WLD,Traps,8553
2004,WLD,Trawls,5870621
2004,WLD,Unknown,192919
2005,WLD,Dredges,297991
2005,WLD,Gillnets and entangling nets,282124
2005,WLD,Hook and line gear,356869
2005,WLD,Mixed,278201
2005,WLD,Other gear,97191
2005,WLD,Small-scale gear,773938
2005,WLD,Surrounding nets,1140410
2005,WLD,Traps,7748
2005,WLD,Trawls,5558059
2005,WLD,Unknown,203292
2006,WLD,Dredges,293603
2006,WLD,Gillnets and entangling nets,251604
2006,WLD,Hook and line gear,348928
2006,WLD,Mixed,248361
2006,WLD,Other gear,99483
2006,WLD,Small-scale gear,750338
2006,WLD,Surrounding nets,815293
2006,WLD,Traps,9246
2006,WLD,Trawls,5596135
2006,WLD,Unknown,204813
2007,WLD,Dredges,276990
2007,WLD,Gillnets and entangling nets,270174
2007,WLD,Hook and line gear,322671
2007,WLD,Mixed,259353
2007,WLD,Other gear,103577
2007,WLD,Small-scale gear,732411
2007,WLD,Surrounding nets,823828
2007,WLD,Traps,8195
2007,WLD,Trawls,5727699
2007,WLD,Unknown,194127
2008,WLD,Dredges,246102
2008,WLD,Gillnets and entangling nets,272713
2008,WLD,Hook and line gear,319740
2008,WLD,Mixed,154434
