year,geo,value,projections,benchmark_low,benchmark_mid,benchmark_high
2018,WLD,22.2,,,,
2025,WLD,,,,0,
2018,AGO,0.043,,,,
2018,ALB,0.0070,,,,
2018,ARE,0.0049,,,,
2018,ARG,0.24,,,,
2018,ATG,0.0013,,,,
2018,AUS,0.028,,,,
2018,BEL,0.027,,,,
2018,BEN,0.0011,,,,
2018,BGD,0.091,,,,
2018,BGR,0.0075,,,,
2018,BHR,0.011,,,,
2018,BHS,0.0046,,,,
2018,BLZ,0.047,,,,
2018,BRA,0.26,,,,
2018,BRB,0.0026,,,,
2018,BRN,0.0011,,,,
2018,CAN,0.19,,,,
2018,CHL,0.13,,,,
2018,CHN,5.9,,,,
2018,CIV,0.054,,,,
2018,CMR,0.020,,,,
2018,COD,0.00030,,,,
2018,COG,0.0015,,,,
2018,COL,0.011,,,,
2018,COM,0.056,,,,
2018,CPV,0.019,,,,
2018,CRI,0.0039,,,,
2018,CUB,0.0025,,,,
2018,CYP,0.027,,,,
2018,DEU,0.071,,,,
2018,DJI,0.0032,,,,
2018,DMA,0.0036,,,,
2018,DNK,0.11,,,,
2018,DOM,0.0035,,,,
2018,DZA,0.21,,,,
2018,ECU,0.010,,,,
2018,EGY,0.048,,,,
2018,ERI,0.011,,,,
2018,ESP,0.68,,,,
2018,EST,0.036,,,,
2018,FIN,0.013,,,,
2018,FJI,0.025,,,,
2018,FRA,0.16,,,,
2018,FSM,0.0087,,,,
2018,GAB,0.024,,,,
2018,GBR,0.085,,,,
2018,GEO,0.0024,,,,
2018,GHA,0.14,,,,
2018,GIN,0.017,,,,
2018,GMB,0.018,,,,
2018,GNB,0.000091,,,,
2018,GNQ,0.0010,,,,
2018,GRC,0.14,,,,
2018,GRD,0.0018,,,,
2018,GTM,0.0042,,,,
2018,GUY,0.0053,,,,
2018,HKG,0.11,,,,
2018,HND,0.0038,,,,
2018,HRV,0.0039,,,,
2018,HTI,0.0017,,,,
2018,IDN,0.57,,,,
2018,IND,0.17,,,,
2018,IRL,0.068,,,,
2018,IRN,0.035,,,,
2018,IRQ,0.00045,,,,
2018,ISL,0.091,,,,
2018,ISR,0.00011,,,,
2018,ITA,0.19,,,,
2018,JAM,0.022,,,,
2018,JOR,0.000042,,,,
2018,JPN,2.1,,,,
2018,KEN,0.047,,,,
2018,KHM,0.011,,,,
2018,KIR,0.017,,,,
2018,KNA,0.00050,,,,
2018,KOR,1.5,,,,
2018,KWT,0.0026,,,,
2018,LBN,0.00037,,,,
2018,LBR,0.0034,,,,
2018,LCA,0.0015,,,,
2018,LKA,0.10,,,,
2018,LTU,0.018,,,,
2018,LVA,0.030,,,,
2018,MAR,0.21,,,,
2018,MDG,0.033,,,,
2018,MDV,0.029,,,,
2018,MEX,0.19,,,,
2018,MHL,0.0068,,,,
2018,MLT,0.014,,,,
2018,MMR,0.11,,,,
2018,MNE,0.000096,,,,
2018,MOZ,0.024,,,,
2018,MRT,0.029,,,,
2018,MUS,0.0032,,,,
2018,MYS,0.47,,,,
2018,NAM,0.050,,,,
2018,NGA,0.037,,,,
2018,NIC,0.020,,,,
2018,NLD,0.14,,,,
2018,NOR,0.53,,,,
2018,NRU,0.00019,,,,
2018,NZL,0.029,,,,
2018,OMN,0.085,,,,
2018,PAK,0.14,,,,
2018,PAN,0.020,,,,
2018,PER,0.28,,,,
2018,PHL,0.14,,,,
2018,PLW,0.00058,,,,
2018,PNG,0.028,,,,
2018,POL,0.057,,,,
2018,PRK,0.00098,,,,
2018,PRT,0.10,,,,
2018,QAT,0.0057,,,,
2018,ROU,0.0060,,,,
2018,RUS,1.2,,,,
2018,SAU,0.018,,,,
2018,SDN,0.0014,,,,
2018,SEN,0.25,,,,
2018,SGP,0.000055,,,,
2018,SLB,0.024,,,,
2018,SLE,0.0087,,,,
2018,SLV,0.0018,,,,
2018,SOM,0.00042,,,,
2018,STP,0.0014,,,,
2018,SUR,0.0056,,,,
2018,SVN,0.0017,,,,
2018,SWE,0.044,,,,
2018,SYC,0.030,,,,
2018,TGO,0.0018,,,,
2018,THA,1.1,,,,
2018,TON,0.0014,,,,
2018,TTO,0.014,,,,
2018,TUN,0.087,,,,
2018,TUR,0.086,,,,
2018,TUV,0.00040,,,,
2018,TWN,0.71,,,,
2018,TZA,0.0034,,,,
2018,UKR,0.061,,,,
2018,URY,0.0049,,,,
2018,USA,1.1,,,,
2018,VCT,0.0011,,,,
2018,VEN,0.044,,,,
2018,VNM,0.34,,,,
2018,VUT,0.012,,,,
2018,WSM,0.0028,,,,
2018,YEM,0.14,,,,
2018,ZAF,0.070,,,,
