year,geo,value,projections,benchmark_low,benchmark_mid,benchmark_high
1990,WLD,0.51,,,,
1991,WLD,0.56,,,,
1992,WLD,0.57,,,,
1993,WLD,0.60,,,,
1994,WLD,0.58,,,,
1995,WLD,0.58,,,,
1996,WLD,0.60,,,,
1997,WLD,0.60,,,,
1998,WLD,0.58,,,,
1999,WLD,0.64,,,,
2000,WLD,0.61,,,,
2001,WLD,0.63,,,,
2002,WLD,0.66,,,,
2003,WLD,0.64,,,,
2004,WLD,0.69,,,,
2005,WLD,0.70,,,,
2006,WLD,0.69,,,,
2007,WLD,0.71,,,,
2008,WLD,0.77,,,,
2009,WLD,0.83,,,,
2010,WLD,0.74,,,,
2011,WLD,0.75,,,,
2012,WLD,0.78,,,,
2013,WLD,0.76,,,,
2014,WLD,0.80,,,,
2015,WLD,0.79,,,,
2016,WLD,0.79,,,,
2017,WLD,0.76,,,,
2018,WLD,0.76,,,,
2019,WLD,0.80,,,,
2020,WLD,0.80,,,,
2025,WLD,,0.82,,,
