year,geo,disagg,value
1950,WLD,Total,1
1951,WLD,Total,1
1952,WLD,Total,1
1953,WLD,Total,1
1954,WLD,Total,1
1955,WLD,Total,1
1956,WLD,Total,1
1957,WLD,Total,1
1958,WLD,Total,1
1959,WLD,Total,1
1960,WLD,Total,1
1961,WLD,Total,1
1962,WLD,Total,1
1963,WLD,Total,1
1964,WLD,Total,1
1965,WLD,Total,1
1966,WLD,Total,1
1967,WLD,Total,1
1968,WLD,Total,1
1969,WLD,Total,1
1970,WLD,Total,1
1971,WLD,Total,1
1972,WLD,Total,1
1973,WLD,Total,1
1974,WLD,Total,1
1975,WLD,Total,1
1976,WLD,Total,1
1977,WLD,Total,1
1978,WLD,Total,1
1979,WLD,Total,1
1980,WLD,Total,2
1981,WLD,Total,2
1982,WLD,Total,2
1983,WLD,Total,2
1984,WLD,Total,2
1985,WLD,Total,2
1986,WLD,Total,2
1987,WLD,Total,2
1988,WLD,Total,3
1989,WLD,Total,3
1990,WLD,Total,3
1991,WLD,Total,4
1992,WLD,Total,6
1993,WLD,Total,6
1994,WLD,Total,9
1995,WLD,Total,9
1996,WLD,Total,10
1997,WLD,Total,12
1998,WLD,Total,12
1999,WLD,Total,14
2000,WLD,Total,14
2001,WLD,Total,15
2002,WLD,Total,16
2003,WLD,Total,18
2004,WLD,Total,18
2005,WLD,Total,19
2006,WLD,Total,20
2007,WLD,Total,25
2008,WLD,Total,28
2009,WLD,Total,28
2010,WLD,Total,27
2011,WLD,Total,28
2012,WLD,Total,29
2013,WLD,Total,28
2014,WLD,Total,26
2015,WLD,Total,27
2016,WLD,Total,27
2017,WLD,Total,27
2018,WLD,Total,27
2019,WLD,Total,27
2020,WLD,Total,27
2021,WLD,Total,27
2022,WLD,Total,28
2023,WLD,Total,28
2024,WLD,Total,27
1980,WLD,Grant (one-off),1
1981,WLD,Grant (one-off),1
1982,WLD,Grant (one-off),1
1983,WLD,Grant (one-off),1
1984,WLD,Grant (one-off),1
1985,WLD,Grant (one-off),1
1986,WLD,Grant (one-off),1
1987,WLD,Grant (one-off),1
1988,WLD,Grant (one-off),1
1989,WLD,Grant (one-off),1
1990,WLD,Grant (one-off),1
1991,WLD,Grant (one-off),2
1992,WLD,Grant (one-off),2
1993,WLD,Grant (one-off),2
1994,WLD,Grant (one-off),4
1995,WLD,Grant (one-off),4
1996,WLD,Grant (one-off),4
1997,WLD,Grant (one-off),5
1998,WLD,Grant (one-off),5
1999,WLD,Grant (one-off),6
2000,WLD,Grant (one-off),6
2001,WLD,Grant (one-off),6
2002,WLD,Grant (one-off),6
2003,WLD,Grant (one-off),6
2004,WLD,Grant (one-off),6
2005,WLD,Grant (one-off),7
2006,WLD,Grant (one-off),7
2007,WLD,Grant (one-off),10
2008,WLD,Grant (one-off),13
2009,WLD,Grant (one-off),13
2010,WLD,Grant (one-off),12
2011,WLD,Grant (one-off),13
2012,WLD,Grant (one-off),13
2013,WLD,Grant (one-off),12
2014,WLD,Grant (one-off),11
2015,WLD,Grant (one-off),12
2016,WLD,Grant (one-off),12
2017,WLD,Grant (one-off),12
2018,WLD,Grant (one-off),12
2019,WLD,Grant (one-off),12
2020,WLD,Grant (one-off),12
2021,WLD,Grant (one-off),12
2022,WLD,Grant (one-off),13
2023,WLD,Grant (one-off),13
2024,WLD,Grant (one-off),12
1988,WLD,Per physical unit (recurrent),1
1989,WLD,Per physical unit (recurrent),1
1990,WLD,Per physical unit (recurrent),1
1991,WLD,Per physical unit (recurrent),1
1992,WLD,Per physical unit (recurrent),3
1993,WLD,Per physical unit (recurrent),3
1994,WLD,Per physical unit (recurrent),4
1995,WLD,Per physical unit (recurrent),4
1996,WLD,Per physical unit (recurrent),5
1997,WLD,Per physical unit (recurrent),6
1998,WLD,Per physical unit (recurrent),6
1999,WLD,Per physical unit (recurrent),7
2000,WLD,Per physical unit (recurrent),7
2001,WLD,Per physical unit (recurrent),8
2002,WLD,Per physical unit (recurrent),8
2003,WLD,Per physical unit (recurrent),10
2004,WLD,Per physical unit (recurrent),10
2005,WLD,Per physical unit (recurrent),10
2006,WLD,Per physical unit (recurrent),10
2007,WLD,Per physical unit (recurrent),10
2008,WLD,Per physical unit (recurrent),10
2009,WLD,Per physical unit (recurrent),10
2010,WLD,Per physical unit (recurrent),10
2011,WLD,Per physical unit (recurrent),10
