year,geo,disagg_type,disagg,value
2022,CPV,All,Total,0
2023,CPV,All,Total,0
2024,CPV,All,Total,0.1
2015,KHM,All,Total,0.2
2016,KHM,All,Total,0.2
2017,KHM,All,Total,0.2
2018,KHM,All,Total,0.2
2019,KHM,All,Total,0.2
2020,KHM,All,Total,1.4
2021,KHM,All,Total,1.4
2022,KHM,All,Total,1.4
2023,KHM,All,Total,1.4
2024,KHM,All,Total,1.5
2015,CMR,All,Total,3.9
2016,CMR,All,Total,3.4
2017,CMR,All,Total,3.4
2018,CMR,All,Total,3.4
2019,CMR,All,Total,12
2020,CMR,All,Total,11
2021,CMR,All,Total,11
2022,CMR,All,Total,11
2023,CMR,All,Total,11
2024,CMR,All,Total,11
2015,CAN,All,Total,0.9
2016,CAN,All,Total,0.9
2017,CAN,All,Total,0.9
2018,CAN,All,Total,2.9
2019,CAN,All,Total,3.1
2020,CAN,All,Total,8.8
2021,CAN,All,Total,8.9
2022,CAN,All,Total,9.1
2023,CAN,All,Total,9.1
2024,CAN,All,Total,9.2
2015,CYM,All,Total,0.1
2016,CYM,All,Total,0.1
2017,CYM,All,Total,0.1
2018,CYM,All,Total,0.1
2019,CYM,All,Total,0.1
2020,CYM,All,Total,0.1
2021,CYM,All,Total,0.1
2022,CYM,All,Total,0.1
2023,CYM,All,Total,0.1
2024,CYM,All,Total,0.1
2015,CHL,All,Total,4.4
2016,CHL,All,Total,13
2017,CHL,All,Total,13
2018,CHL,All,Total,29
2019,CHL,All,Total,41
2020,CHL,All,Total,41
2021,CHL,All,Total,41
2022,CHL,All,Total,41
2023,CHL,All,Total,41
2024,CHL,All,Total,41
2015,CHN,All,Total,3.7
2016,CHN,All,Total,3.8
2017,CHN,All,Total,3.8
2018,CHN,All,Total,5.4
2019,CHN,All,Total,5.4
2020,CHN,All,Total,5.5
2021,CHN,All,Total,5.5
2022,CHN,All,Total,5.5
2023,CHN,All,Total,5.5
2024,CHN,All,Total,4.8
2015,COL,All,Total,2.1
2016,COL,All,Total,2.1
2017,COL,All,Total,10
2018,COL,All,Total,17
2019,COL,All,Total,17
2020,COL,All,Total,17
2021,COL,All,Total,17
2022,COL,All,Total,17
2023,COL,All,Total,17
2024,COL,All,Total,41
2015,COM,All,Total,0
2016,COM,All,Total,0
2017,COM,All,Total,0
2018,COM,All,Total,0
2019,COM,All,Total,0
2020,COM,All,Total,0.4
2021,COM,All,Total,0.4
2022,COM,All,Total,0.4
2023,COM,All,Total,0.4
2024,COM,All,Total,0.4
2015,COD,All,Total,0.2
2016,COD,All,Total,0.2
2017,COD,All,Total,0.2
2018,COD,All,Total,0.2
2019,COD,All,Total,0.2
2020,COD,All,Total,0.2
2021,COD,All,Total,0.2
2022,COD,All,Total,0.2
2023,COD,All,Total,0.2
2024,COD,All,Total,0.5
2015,COG,All,Total,3.2
2016,COG,All,Total,3.2
2017,COG,All,Total,3.2
2018,COG,All,Total,3.2
2019,COG,All,Total,3.2
2020,COG,All,Total,3
2021,COG,All,Total,3
2022,COG,All,Total,3
2023,COG,All,Total,3
2024,COG,All,Total,3.5
2015,CRI,All,Total,0.8
2016,CRI,All,Total,0.8
2017,CRI,All,Total,0.8
2018,CRI,All,Total,0.8
2019,CRI,All,Total,2.6
2020,CRI,All,Total,2.7
2021,CRI,All,Total,2.7
2022,CRI,All,Total,29
2023,CRI,All,Total,29
2024,CRI,All,Total,28
2015,CIV,All,Total,0.1
2016,CIV,All,Total,0.1
2017,CIV,All,Total,0.1
2018,CIV,All,Total,0.1
2019,CIV,All,Total,0.1
2020,CIV,All,Total,0.1
2021,CIV,All,Total,0.1
2022,CIV,All,Total,0.1
2023,CIV,All,Total,0.1
2024,CIV,All,Total,0.1
2015,HRV,All,Total,9.1
2016,HRV,All,Total,8.5
2017,HRV,All,Total,8.5
2018,HRV,All,Total,8.5
2019,HRV,All,Total,8.5
2020,HRV,All,Total,9
2021,HRV,All,Total,9
2022,HRV,All,Total,9
2023,HRV,All,Total,9
2024,HRV,All,Total,9.3
2015,CUB,All,Total,2.6
2016,CUB,All,Total,4.3
2017,CUB,All,Total,4.3
2018,CUB,All,Total,4.3
2019,CUB,All,Total,3.9
2020,CUB,All,Total,3.9
2021,CUB,All,Total,3.9
2022,CUB,All,Total,3.9
2023,CUB,All,Total,3.9
2024,CUB,All,Total,4.2
2015,CUW,All,Total,0
2016,CUW,All,Total,0
2017,CUW,All,Total,0
2018,CUW,All,Total,0
2019,CUW,All,Total,0
2020,CUW,All,Total,0
2021,CUW,All,Total,0
2022,CUW,All,Total,0
2023,CUW,All,Total,0
2024,CUW,All,Total,0
2015,CYP,All,Total,0.1
2016,CYP,All,Total,0.1
2017,CYP,All,Total,0.1
2018,CYP,All,Total,0.1
2019,CYP,All,Total,0.1
2020,CYP,All,Total,8.6
2021,CYP,All,Total,8.6
2022,CYP,All,Total,8.6
2023,CYP,All,Total,8.6
2024,CYP,All,Total,8.6
2015,DNK,All,Total,18
2016,DNK,All,Total,18
2017,DNK,All,Total,18
2018,DNK,All,Total,18
2019,DNK,All,Total,18
2020,DNK,All,Total,18
2021,DNK,All,Total,18
2022,DNK,All,Total,18
2023,DNK,All,Total,18
2024,DNK,All,Total,19
2015,DJI,All,Total,0.2
2016,DJI,All,Total,0.2
2017,DJI,All,Total,0.2
2018,DJI,All,Total,0.2
2019,DJI,All,Total,0.2
2020,DJI,All,Total,0.2
2021,DJI,All,Total,0.2
2022,DJI,All,Total,0.2
2023,DJI,All,Total,0.2
2024,DJI,All,Total,0.2
2015,DMA,All,Total,0
2016,DMA,All,Total,0.1
2017,DMA,All,Total,0.1
2018,DMA,All,Total,0.1
2019,DMA,All,Total,0
2020,DMA,All,Total,0
2021,DMA,All,Total,0
2022,DMA,All,Total,0
2023,DMA,All,Total,0
2024,DMA,All,Total,0.1
2015,DOM,All,Total,9.1
2016,DOM,All,Total,9.1
2017,DOM,All,Total,9.1
2018,DOM,All,Total,18
2019,DOM,All,Total,18
2020,DOM,All,Total,18
2021,DOM,All,Total,18
2022,DOM,All,Total,17
2023,DOM,All,Total,17
2024,DOM,All,Total,13
2015,ECU,All,Total,13
2016,ECU,All,Total,13
2017,ECU,All,Total,13
2018,ECU,All,Total,13
2019,ECU,All,Total,13
2020,ECU,All,Total,13
2021,ECU,All,Total,13
2022,ECU,All,Total,19
2023,ECU,All,Total,19
2024,ECU,All,Total,19
2015,EGY,All,Total,5
2016,EGY,All,Total,5
2017,EGY,All,Total,5
2018,EGY,All,Total,5
2019,EGY,All,Total,5
2020,EGY,All,Total,5
2021,EGY,All,Total,5
2022,EGY,All,Total,5
2023,EGY,All,Total,5
2024,EGY,All,Total,4.6
2015,SLV,All,Total,0.7
2016,SLV,All,Total,0.7
2017,SLV,All,Total,0.7
2018,SLV,All,Total,0.7
2019,SLV,All,Total,0.7
2020,SLV,All,Total,0.7
2021,SLV,All,Total,0.7
2022,SLV,All,Total,0.7
2023,SLV,All,Total,0.7
2024,SLV,All,Total,0.8
2015,GNQ,All,Total,0.2
2016,GNQ,All,Total,0.2
2017,GNQ,All,Total,0.2
2018,GNQ,All,Total,0.2
2019,GNQ,All,Total,0.2
2020,GNQ,All,Total,0.2
2021,GNQ,All,Total,0.2
2022,GNQ,All,Total,0.2
2023,GNQ,All,Total,0.2
2024,GNQ,All,Total,0.3
2015,ERI,All,Total,0
2016,ERI,All,Total,0
2017,ERI,All,Total,0
2018,ERI,All,Total,0
2019,ERI,All,Total,0
2020,ERI,All,Total,0
2021,ERI,All,Total,0
2022,ERI,All,Total,0
2023,ERI,All,Total,0
2024,ERI,All,Total,0
2015,EST,All,Total,19
2016,EST,All,Total,19
2017,EST,All,Total,19
2018,EST,All,Total,19
2019,EST,All,Total,19
2020,EST,All,Total,19
2021,EST,All,Total,19
2022,EST,All,Total,19
2023,EST,All,Total,19
2024,EST,All,Total,19
2015,FRO,All,Total,0
2016,FRO,All,Total,0
2017,FRO,All,Total,0
2018,FRO,All,Total,0
2019,FRO,All,Total,0
2020,FRO,All,Total,0
2021,FRO,All,Total,0
2022,FRO,All,Total,0
2023,FRO,All,Total,0
2024,FRO,All,Total,0
2015,FJI,All,Total,0.9
2016,FJI,All,Total,0.9
2017,FJI,All,Total,0.9
2018,FJI,All,Total,0.9
2019,FJI,All,Total,0.9
2020,FJI,All,Total,0.9
2021,FJI,All,Total,0.9
2022,FJI,All,Total,0.9
2023,FJI,All,Total,0.9
2024,FJI,All,Total,0.9
2015,FIN,All,Total,11
2016,FIN,All,Total,11
2017,FIN,All,Total,11
2018,FIN,All,Total,11
2019,FIN,All,Total,12
2020,FIN,All,Total,12
2021,FIN,All,Total,12
2022,FIN,All,Total,12
2023,FIN,All,Total,12
2024,FIN,All,Total,12
2015,FRA,All,Total,19
2016,FRA,All,Total,26
2017,FRA,All,Total,31
2018,FRA,All,Total,45
2019,FRA,All,Total,49
2020,FRA,All,Total,50
2021,FRA,All,Total,50
2022,FRA,All,Total,50
2023,FRA,All,Total,50
2024,FRA,All,Total,50
2015,PYF,All,Total,0
2016,PYF,All,Total,0
2017,PYF,All,Total,0
2018,PYF,All,Total,0
2019,PYF,All,Total,0
2020,PYF,All,Total,0
2021,PYF,All,Total,0
2022,PYF,All,Total,0
2023,PYF,All,Total,0
2024,PYF,All,Total,0
2015,GAB,All,Total,1
2016,GAB,All,Total,1
2017,GAB,All,Total,29
2018,GAB,All,Total,29
2019,GAB,All,Total,29
2020,GAB,All,Total,29
2021,GAB,All,Total,29
2022,GAB,All,Total,29
2023,GAB,All,Total,29
2024,GAB,All,Total,27
2015,GMB,All,Total,0.1
2016,GMB,All,Total,0.1
2017,GMB,All,Total,0.1
2018,GMB,All,Total,0.1
2019,GMB,All,Total,0.1
2020,GMB,All,Total,0.6
2021,GMB,All,Total,0.6
2022,GMB,All,Total,0.6
2023,GMB,All,Total,0.6
2024,GMB,All,Total,0.6
2015,GEO,All,Total,0.7
2016,GEO,All,Total,0.7
2017,GEO,All,Total,0.7
2018,GEO,All,Total,0.7
2019,GEO,All,Total,0.7
2020,GEO,All,Total,0.7
2021,GEO,All,Total,0.7
2022,GEO,All,Total,0.7
2023,GEO,All,Total,0.7
2024,GEO,All,Total,0.8
2015,DEU,All,Total,45
2016,DEU,All,Total,45
2017,DEU,All,Total,45
2018,DEU,All,Total,45
2019,DEU,All,Total,45
2020,DEU,All,Total,45
2021,DEU,All,Total,46
2022,DEU,All,Total,46
2023,DEU,All,Total,46
2024,DEU,All,Total,45
2015,GHA,All,Total,0.1
2016,GHA,All,Total,0.1
2017,GHA,All,Total,0.1
2018,GHA,All,Total,0.1
2019,GHA,All,Total,0.1
2020,GHA,All,Total,0.1
2021,GHA,All,Total,0.1
2022,GHA,All,Total,0.1
2023,GHA,All,Total,0.1
2024,GHA,All,Total,0.1
2015,GIB,All,Total,13
2016,GIB,All,Total,13
2017,GIB,All,Total,13
2018,GIB,All,Total,13
2019,GIB,All,Total,13
2020,GIB,All,Total,0
2021,GIB,All,Total,0
2022,GIB,All,Total,0
2023,GIB,All,Total,0
2024,GIB,All,Total,0
2015,GRC,All,Total,1.5
2016,GRC,All,Total,1.5
2017,GRC,All,Total,1.5
2018,GRC,All,Total,4.5
2019,GRC,All,Total,4.5
2020,GRC,All,Total,4.5
2021,GRC,All,Total,4.5
2022,GRC,All,Total,4.5
2023,GRC,All,Total,4.5
2024,GRC,All,Total,4.7
2015,GRL,All,Total,4.5
2016,GRL,All,Total,4.5
2017,GRL,All,Total,4.5
2018,GRL,All,Total,4.5
2019,GRL,All,Total,4.5
2020,GRL,All,Total,4.5
2021,GRL,All,Total,4.5
2022,GRL,All,Total,4.5
2023,GRL,All,Total,4.5
2024,GRL,All,Total,4.2
2015,GRD,All,Total,0
2016,GRD,All,Total,0
2017,GRD,All,Total,0
2018,GRD,All,Total,0.1
2019,GRD,All,Total,0.1
2020,GRD,All,Total,0.1
2021,GRD,All,Total,0.1
2022,GRD,All,Total,0.1
2023,GRD,All,Total,0.1
2024,GRD,All,Total,0.1
2015,GUM,All,Total,0
2016,GUM,All,Total,0
2017,GUM,All,Total,0
2018,GUM,All,Total,0
2019,GUM,All,Total,0
2020,GUM,All,Total,0
2021,GUM,All,Total,0
2022,GUM,All,Total,0
2023,GUM,All,Total,0
2024,GUM,All,Total,0
2015,GTM,All,Total,0.8
2016,GTM,All,Total,0.8
2017,GTM,All,Total,0.8
2018,GTM,All,Total,0.9
2019,GTM,All,Total,0.9
2020,GTM,All,Total,0.8
2021,GTM,All,Total,0.8
2022,GTM,All,Total,0.8
2023,GTM,All,Total,0.8
2024,GTM,All,Total,0.9
2015,GIN,All,Total,0.5
2016,GIN,All,Total,0.5
2017,GIN,All,Total,0.5
2018,GIN,All,Total,0.5
2019,GIN,All,Total,0.5
2020,GIN,All,Total,0.5
2021,GIN,All,Total,0.5
2022,GIN,All,Total,0.5
2023,GIN,All,Total,0.5
2024,GIN,All,Total,0.6
2015,GNB,All,Total,10
2016,GNB,All,Total,10
2017,GNB,All,Total,10
2018,GNB,All,Total,10
2019,GNB,All,Total,10
2020,GNB,All,Total,9
2021,GNB,All,Total,9
2022,GNB,All,Total,9
2023,GNB,All,Total,9
2024,GNB,All,Total,9.1
2015,GUY,All,Total,0
2016,GUY,All,Total,0
2017,GUY,All,Total,0
2018,GUY,All,Total,0
2019,GUY,All,Total,0
2020,GUY,All,Total,0
2021,GUY,All,Total,0
2022,GUY,All,Total,0
2023,GUY,All,Total,0
2024,GUY,All,Total,0.1
2015,HTI,All,Total,0
2016,HTI,All,Total,0
2017,HTI,All,Total,0
2018,HTI,All,Total,0
2019,HTI,All,Total,1.5
2020,HTI,All,Total,1.5
2021,HTI,All,Total,1.5
2022,HTI,All,Total,1.5
2023,HTI,All,Total,1.5
2024,HTI,All,Total,1.8
2015,HND,All,Total,4.1
2016,HND,All,Total,4.2
2017,HND,All,Total,4.2
2018,HND,All,Total,4.2
2019,HND,All,Total,4.2
2020,HND,All,Total,4.6
2021,HND,All,Total,4.6
2022,HND,All,Total,4.6
2023,HND,All,Total,4.6
2024,HND,All,Total,4.9
2018,HKG,All,Total,0
2019,HKG,All,Total,0
2020,HKG,All,Total,0
2024,HKG,All,Total,0
2015,ISL,All,Total,0.4
2016,ISL,All,Total,0.4
2017,ISL,All,Total,0.4
2018,ISL,All,Total,0.4
2019,ISL,All,Total,0.4
2020,ISL,All,Total,0.4
2021,ISL,All,Total,0.4
2022,ISL,All,Total,0.4
2023,ISL,All,Total,0.4
2024,ISL,All,Total,0.5
2015,IND,All,Total,0.2
2016,IND,All,Total,0.2
2017,IND,All,Total,0.2
2018,IND,All,Total,0.2
2019,IND,All,Total,0.2
2020,IND,All,Total,0.2
2021,IND,All,Total,0.2
2022,IND,All,Total,0.2
2023,IND,All,Total,0.2
2024,IND,All,Total,0.3
2015,IDN,All,Total,2.9
2016,IDN,All,Total,2.9
2017,IDN,All,Total,2.9
2018,IDN,All,Total,3.1
2019,IDN,All,Total,3.1
2020,IDN,All,Total,3.1
2021,IDN,All,Total,3.1
2022,IDN,All,Total,3.1
2023,IDN,All,Total,3.1
2024,IDN,All,Total,3
2015,IRN,All,Total,1
2016,IRN,All,Total,0.8
2017,IRN,All,Total,0.8
2018,IRN,All,Total,0.8
2019,IRN,All,Total,0.8
2020,IRN,All,Total,0.8
2021,IRN,All,Total,0.8
2022,IRN,All,Total,0.8
2023,IRN,All,Total,0.8
2024,IRN,All,Total,0.9
2015,IRQ,All,Total,0
2016,IRQ,All,Total,0
2017,IRQ,All,Total,0
2018,IRQ,All,Total,0
2019,IRQ,All,Total,0
2020,IRQ,All,Total,0
2021,IRQ,All,Total,0
2022,IRQ,All,Total,0
2023,IRQ,All,Total,0
2024,IRQ,All,Total,0.3
2015,IRL,All,Total,2.3
2016,IRL,All,Total,2.3
2017,IRL,All,Total,2.3
2018,IRL,All,Total,2.3
2019,IRL,All,Total,2.3
2020,IRL,All,Total,2.3
2021,IRL,All,Total,2.3
2022,IRL,All,Total,2.3
2023,IRL,All,Total,2.3
2024,IRL,All,Total,2.4
2018,IMN,All,Total,0
2019,IMN,All,Total,0
2020,IMN,All,Total,0
2024,IMN,All,Total,11
2015,ISR,All,Total,0
2016,ISR,All,Total,0
2017,ISR,All,Total,0
2018,ISR,All,Total,0
2019,ISR,All,Total,0
2020,ISR,All,Total,0
2021,ISR,All,Total,0
2022,ISR,All,Total,0
2023,ISR,All,Total,0
2024,ISR,All,Total,0.6
2015,ITA,All,Total,5.6
2016,ITA,All,Total,8.8
2017,ITA,All,Total,8.8
2018,ITA,All,Total,8.8
2019,ITA,All,Total,8.8
2020,ITA,All,Total,9.7
2021,ITA,All,Total,11
2022,ITA,All,Total,11
2023,ITA,All,Total,11
2024,ITA,All,Total,11
2015,JAM,All,Total,0.8
2016,JAM,All,Total,0.8
2017,JAM,All,Total,0.8
2018,JAM,All,Total,0.8
2019,JAM,All,Total,0.8
2020,JAM,All,Total,0.8
2021,JAM,All,Total,0.8
2022,JAM,All,Total,0.8
2023,JAM,All,Total,0.8
2024,JAM,All,Total,0.7
2015,JPN,All,Total,0.5
2016,JPN,All,Total,8.2
2017,JPN,All,Total,8.2
2018,JPN,All,Total,8.2
2019,JPN,All,Total,8.2
2020,JPN,All,Total,8.2
2021,JPN,All,Total,14
2022,JPN,All,Total,14
2023,JPN,All,Total,14
2024,JPN,All,Total,14
2015,JOR,All,Total,36
2016,JOR,All,Total,36
2017,JOR,All,Total,36
2018,JOR,All,Total,36
2019,JOR,All,Total,36
2020,JOR,All,Total,1
2021,JOR,All,Total,1
2022,JOR,All,Total,1
2023,JOR,All,Total,1
2024,JOR,All,Total,2.8
2015,KAZ,All,Total,1
2016,KAZ,All,Total,1
2017,KAZ,All,Total,1
2018,KAZ,All,Total,1
2019,KAZ,All,Total,1
2020,KAZ,All,Total,51
2021,KAZ,All,Total,51
2022,KAZ,All,Total,51
2023,KAZ,All,Total,51
2024,KAZ,All,Total,53
2015,KEN,All,Total,0.6
2016,KEN,All,Total,0.8
2017,KEN,All,Total,0.8
2018,KEN,All,Total,0.8
2019,KEN,All,Total,0.8
2020,KEN,All,Total,0.8
2021,KEN,All,Total,0.8
2022,KEN,All,Total,0.7
2023,KEN,All,Total,0.7
2024,KEN,All,Total,0.6
2015,KIR,All,Total,12
2016,KIR,All,Total,12
2017,KIR,All,Total,12
2018,KIR,All,Total,12
2019,KIR,All,Total,12
2020,KIR,All,Total,12
2021,KIR,All,Total,12
2022,KIR,All,Total,12
2023,KIR,All,Total,12
2024,KIR,All,Total,12
2015,PRK,All,Total,0
2016,PRK,All,Total,0
2017,PRK,All,Total,0
2018,PRK,All,Total,0
2019,PRK,All,Total,0
2020,PRK,All,Total,0
2021,PRK,All,Total,0
2022,PRK,All,Total,0
2023,PRK,All,Total,0
2024,PRK,All,Total,0
2015,KOR,All,Total,1
2016,KOR,All,Total,1.6
2017,KOR,All,Total,1.6
2018,KOR,All,Total,1.6
2019,KOR,All,Total,2.4
2020,KOR,All,Total,2.5
2021,KOR,All,Total,2.5
2022,KOR,All,Total,2.5
2023,KOR,All,Total,2.5
2024,KOR,All,Total,2.2
2015,KWT,All,Total,0.1
2016,KWT,All,Total,1.5
2017,KWT,All,Total,1.5
2018,KWT,All,Total,1.5
2019,KWT,All,Total,1.4
2020,KWT,All,Total,1.4
2021,KWT,All,Total,1.4
2022,KWT,All,Total,1.4
2023,KWT,All,Total,3.2
2024,KWT,All,Total,3.2
2015,LVA,All,Total,17
2016,LVA,All,Total,16
2017,LVA,All,Total,16
2018,LVA,All,Total,16
2019,LVA,All,Total,16
2020,LVA,All,Total,16
2021,LVA,All,Total,16
2022,LVA,All,Total,16
2023,LVA,All,Total,16
2024,LVA,All,Total,16
2015,LBN,All,Total,0
2016,LBN,All,Total,0.2
2017,LBN,All,Total,0.2
2018,LBN,All,Total,0.2
2019,LBN,All,Total,0.2
2020,LBN,All,Total,0.2
2021,LBN,All,Total,0.2
2022,LBN,All,Total,0.2
2023,LBN,All,Total,0.2
2024,LBN,All,Total,0.2
2015,LBR,All,Total,0.1
2016,LBR,All,Total,0.1
2017,LBR,All,Total,0.1
2018,LBR,All,Total,0.1
2019,LBR,All,Total,0.1
2020,LBR,All,Total,0.1
