year,geo,value,projections,benchmark_low,benchmark_mid,benchmark_high
1990,WLD,112.2,,,,
1991,WLD,112.3,,,,
1992,WLD,112.6,,,,
1993,WLD,109.7,,,,
1994,WLD,108.9,,,,
1995,WLD,109.1,,,,
1996,WLD,107.9,,,,
1997,WLD,106.3,,,,
1998,WLD,105.8,,,,
1999,WLD,106.4,,,,
2000,WLD,106.9,,,,
2001,WLD,103.1,,,,
2002,WLD,104.7,,,,
2003,WLD,103.6,,,,
2004,WLD,104.6,,,,
2005,WLD,106.5,,,,
2006,WLD,108.2,,,,
2007,WLD,109.8,,,,
2008,WLD,107.4,,,,
2009,WLD,105.8,,,,
2010,WLD,109,,,,
2011,WLD,108.7,,,,
2012,WLD,108.8,,,,
2013,WLD,109,,,,
2014,WLD,109.6,,,,
2015,WLD,106.9,,,,
2016,WLD,105.6,,,,
2017,WLD,105.4,,,,
2018,WLD,106.6,,,,
2019,WLD,104.3,,,,
2020,WLD,105.8,,,,
2021,WLD,103.7,,,,
2022,WLD,104,,,,
2027,WLD,,101,,,
2030,WLD,,,,79,
2035,WLD,,,,74,
2050,WLD,,,,60,
1990,053,300.6,,,,
1991,053,287.7,,,,
1992,053,275,,,,
1993,053,277,,,,
1994,053,265.5,,,,
1995,053,268.6,,,,
1996,053,252.5,,,,
1997,053,238.3,,,,
1998,053,239.5,,,,
1999,053,244.8,,,,
2000,053,238.6,,,,
2001,053,232.7,,,,
2002,053,220,,,,
2003,053,231.5,,,,
2004,053,206,,,,
2005,053,215.2,,,,
2006,053,205.7,,,,
2007,053,232.2,,,,
2008,053,208.8,,,,
2009,053,199.8,,,,
2010,053,208.1,,,,
2011,053,209.7,,,,
2012,053,202.1,,,,
2013,053,194.5,,,,
2014,053,195,,,,
2015,053,183.7,,,,
2016,053,197.1,,,,
2017,053,164.2,,,,
2018,053,167.9,,,,
2019,053,151.5,,,,
2020,053,188.1,,,,
2021,053,142.1,,,,
2022,053,155.2,,,,
1992,143,178.4,,,,
1993,143,178.5,,,,
1994,143,190.8,,,,
1995,143,182.2,,,,
1996,143,166.8,,,,
1997,143,160.1,,,,
1998,143,154.6,,,,
1999,143,132.8,,,,
2000,143,133.6,,,,
2001,143,132.7,,,,
2002,143,138.6,,,,
2003,143,143.5,,,,
2004,143,147.7,,,,
2005,143,151,,,,
2006,143,154.2,,,,
2007,143,162.9,,,,
2008,143,166,,,,
2009,143,171.5,,,,
2010,143,161.6,,,,
2011,143,162.5,,,,
2012,143,166.3,,,,
2013,143,169.2,,,,
2014,143,172.1,,,,
2015,143,177.4,,,,
2016,143,181.7,,,,
2017,143,186.3,,,,
2018,143,193.7,,,,
2019,143,198.3,,,,
2020,143,194.4,,,,
2021,143,196.9,,,,
2022,143,196.1,,,,
1990,015,54.8,,,,
1991,015,55.2,,,,
1992,015,56.2,,,,
1993,015,56.3,,,,
1994,015,58.1,,,,
1995,015,59.5,,,,
1996,015,56.2,,,,
1997,015,59.8,,,,
1998,015,62.9,,,,
1999,015,64.1,,,,
2000,015,66.3,,,,
2001,015,62.4,,,,
2002,015,64.2,,,,
2003,015,64.4,,,,
2004,015,66.4,,,,
2005,015,70.5,,,,
2006,015,72.9,,,,
2007,015,73.8,,,,
2008,015,72.1,,,,
2009,015,72.6,,,,
2010,015,60.4,,,,
2011,015,59.6,,,,
2012,015,66.9,,,,
2013,015,67.3,,,,
2014,015,69.2,,,,
2015,015,70.8,,,,
2016,015,67.3,,,,
2017,015,63.4,,,,
2018,015,64.6,,,,
2019,015,60.8,,,,
2020,015,57.4,,,,
2021,015,56.1,,,,
2022,015,54.4,,,,
1990,021,123.4,,,,
1991,021,121.7,,,,
1992,021,121.3,,,,
1993,021,117.9,,,,
1994,021,120.8,,,,
1995,021,120.9,,,,
1996,021,122.8,,,,
1997,021,120.3,,,,
1998,021,122,,,,
1999,021,123.5,,,,
2000,021,122.3,,,,
2001,021,120.3,,,,
2002,021,122.9,,,,
2003,021,119.1,,,,
2004,021,120,,,,
2005,021,118.6,,,,
2006,021,119.2,,,,
2007,021,118.3,,,,
2008,021,114.1,,,,
2009,021,111.3,,,,
2010,021,129.5,,,,
2011,021,123.6,,,,
2012,021,124.5,,,,
2013,021,122.3,,,,
2014,021,125.2,,,,
2015,021,117.7,,,,
2016,021,119.6,,,,
2017,021,122.6,,,,
2018,021,123.1,,,,
2019,021,124.4,,,,
2020,021,126,,,,
2021,021,126.4,,,,
2022,021,127.2,,,,
1990,154,104,,,,
1991,154,103.2,,,,
1992,154,110.6,,,,
1993,154,104.2,,,,
1994,154,97.9,,,,
1995,154,96.4,,,,
1996,154,90,,,,
1997,154,91.4,,,,
1998,154,93.2,,,,
1999,154,94.1,,,,
2000,154,93.5,,,,
2001,154,87.5,,,,
2002,154,94.5,,,,
2003,154,98.1,,,,
2004,154,101.5,,,,
2005,154,97.9,,,,
2006,154,100,,,,
2007,154,100.4,,,,
2008,154,96.2,,,,
2009,154,90.1,,,,
2010,154,92.3,,,,
2011,154,90.3,,,,
2012,154,88.1,,,,
2013,154,88.5,,,,
2014,154,86.9,,,,
2015,154,90.1,,,,
2016,154,89.2,,,,
2017,154,88,,,,
2018,154,87.6,,,,
2019,154,83.9,,,,
2020,154,89.7,,,,
2021,154,86.4,,,,
2022,154,84.5,,,,
1990,061,142.2,,,,
1991,061,178.5,,,,
1992,061,170.3,,,,
1993,061,156.9,,,,
1994,061,158.5,,,,
1995,061,175.6,,,,
1996,061,168.7,,,,
1997,061,160.1,,,,
1998,061,180.2,,,,
1999,061,168.7,,,,
2000,061,172.8,,,,
2001,061,184.4,,,,
2002,061,178.9,,,,
2003,061,158.3,,,,
2004,061,161.8,,,,
2005,061,159.1,,,,
2006,061,154.2,,,,
2007,061,170.5,,,,
2008,061,157.4,,,,
2009,061,149.1,,,,
2010,061,128.2,,,,
2011,061,122.8,,,,
2012,061,121.6,,,,
2013,061,114.7,,,,
2014,061,119.2,,,,
2015,061,120.9,,,,
2016,061,110.2,,,,
2017,061,105.8,,,,
2018,061,106,,,,
2019,061,93,,,,
2020,061,101.7,,,,
2021,061,106,,,,
2022,061,122.3,,,,
1990,005,139,,,,
1991,005,142.9,,,,
1992,005,138.1,,,,
1993,005,133.9,,,,
1994,005,132.6,,,,
1995,005,137.9,,,,
1996,005,139.7,,,,
1997,005,138.3,,,,
1998,005,133.3,,,,
1999,005,139.5,,,,
2000,005,138.1,,,,
2001,005,135.9,,,,
2002,005,135.7,,,,
2003,005,132.8,,,,
2004,005,134.4,,,,
2005,005,142,,,,
2006,005,145.6,,,,
2007,005,148.4,,,,
2008,005,147.9,,,,
2009,005,146.2,,,,
2010,005,141.8,,,,
2011,005,148.4,,,,
2012,005,150.8,,,,
2013,005,154.3,,,,
2014,005,153.9,,,,
2015,005,147.7,,,,
2016,005,141.6,,,,
2017,005,143.8,,,,
2018,005,144.6,,,,
2019,005,141.4,,,,
2020,005,138.2,,,,
2021,005,130,,,,
2022,005,130.7,,,,
1990,018,126.1,,,,
1991,018,131.1,,,,
1992,018,136.3,,,,
1993,018,130.5,,,,
1994,018,113.7,,,,
1995,018,96.7,,,,
1996,018,94.2,,,,
1997,018,92.2,,,,
1998,018,87.5,,,,
1999,018,91,,,,
2000,018,108.5,,,,
2001,018,89.1,,,,
2002,018,92,,,,
2003,018,95.8,,,,
2004,018,101.2,,,,
2005,018,105.5,,,,
2006,018,116.6,,,,
2007,018,110.9,,,,
2008,018,110.5,,,,
2009,018,108.4,,,,
2010,018,106.8,,,,
2011,018,105.6,,,,
2012,018,102.7,,,,
2013,018,108.2,,,,
2014,018,112.2,,,,
2015,018,115,,,,
2016,018,114.8,,,,
2017,018,108.8,,,,
2018,018,107.2,,,,
2019,018,106.5,,,,
2020,018,108.9,,,,
2021,018,104.3,,,,
2022,018,98.8,,,,
1990,039,119,,,,
1991,039,118.6,,,,
1992,039,117.5,,,,
1993,039,118.3,,,,
1994,039,118.4,,,,
1995,039,115.3,,,,
1996,039,114.4,,,,
1997,039,110.9,,,,
1998,039,112.1,,,,
1999,039,114.4,,,,
2000,039,114.3,,,,
2001,039,108,,,,
2002,039,108.3,,,,
2003,039,109.6,,,,
2004,039,108.3,,,,
2005,039,107.5,,,,
2006,039,108.5,,,,
2007,039,106.5,,,,
2008,039,102.7,,,,
2009,039,101.9,,,,
2010,039,103.1,,,,
2011,039,97.3,,,,
2012,039,93.6,,,,
2013,039,88.1,,,,
2014,039,87.3,,,,
2015,039,82.6,,,,
2016,039,83.2,,,,
2017,039,79.9,,,,
2018,039,85,,,,
2019,039,85.2,,,,
2020,039,78.9,,,,
2021,039,79.7,,,,
