year,geo,value,projections,benchmark_low,benchmark_mid,benchmark_high,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004,PRI,12.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,PRI,12.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,PRI,14.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,PRI,14.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,PRI,15.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,PRI,14.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010,PRI,13.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,PRI,15.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,PRI,14.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,PRI,16.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,PRI,17.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,PRI,15.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,PRI,16.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,PRI,14.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,PRI,14.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,PRI,18.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,PRI,16.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,PRI,16.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,PRI,16.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,PRI,15.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,REU,34.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001,REU,35.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,REU,32.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,REU,31.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004,REU,25.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,REU,39.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,REU,41.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,REU,50.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,REU,50.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,REU,47.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010,REU,48.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,REU,47.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,REU,47.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,REU,45.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,REU,42.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,REU,40.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,REU,38.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,REU,38.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,REU,35.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,REU,35.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,REU,50.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,REU,30.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,ROU,36.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001,ROU,36.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,ROU,37.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,ROU,42.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004,ROU,38.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,ROU,36.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,ROU,40.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,ROU,40.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,ROU,39.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,ROU,37.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010,ROU,34.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,ROU,40.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,ROU,39.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,ROU,29.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,ROU,27.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,ROU,27.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,ROU,24.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,ROU,26.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,ROU,24.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,ROU,23.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,ROU,17.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,ROU,18.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,ROU,19.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,ROU,14.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,RUS,20.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001,RUS,18.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,RUS,19.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,RUS,18.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004,RUS,17.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,RUS,17.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,RUS,17.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,RUS,16.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,RUS,18.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,RUS,16.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010,RUS,16.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,RUS,15.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,RUS,15.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,RUS,15.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,RUS,14.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,RUS,14.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,RUS,15.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,RUS,16.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,RUS,15.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,RUS,16.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,RUS,16.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,RUS,16.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,RUS,17.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,RUS,17.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,RWA,1.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,RWA,3.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,RWA,3.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,RWA,4.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,RWA,3.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,RWA,4.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,RWA,5.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,SEN,0.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,SEN,4.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,SEN,8.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,SEN,6.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,SEN,9.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,SEN,13.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,SEN,2.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,SEN,6.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,SEN,6.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,SRB,67.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001,SRB,67.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,SRB,67.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,SRB,72.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004,SRB,69.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,SRB,65.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,SRB,69.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,SRB,71.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,SRB,72.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,SRB,71.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010,SRB,66.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,SRB,75.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,SRB,72.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,SRB,73.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,SRB,66.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,SRB,72.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,SRB,70.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,SRB,72.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,SRB,68.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,SRB,69.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,SRB,71.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,SRB,63.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,SRB,67.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,SRB,61.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,SGP,1.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,SGP,1.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,SGP,1.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,SGP,1.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,SGP,1.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,SGP,1.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,SGP,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,SGP,1.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,SGP,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,SGP,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,SVK,18.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001,SVK,18.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,SVK,16.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,SVK,19.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004,SVK,18.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,SVK,17.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,SVK,17.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,SVK,17.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,SVK,16.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,SVK,14.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010,SVK,13.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,SVK,12.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,SVK,12.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,SVK,10.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,SVK,10.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,SVK,10.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,SVK,10.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,SVK,10.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,SVK,11.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,SVK,8.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,SVK,6.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,SVK,5.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,SVK,6.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,SVK,4.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,SVN,33.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001,SVN,34.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,SVN,36.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,SVN,37.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004,SVN,34.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,SVN,34.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,SVN,35.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,SVN,36.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,SVN,32.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,SVN,31.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010,SVN,32.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,SVN,33.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,SVN,33.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,SVN,30.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,SVN,21.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,SVN,29.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,SVN,30.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,SVN,30.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,SVN,28.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,SVN,28.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,SVN,25.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,SVN,24.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,SVN,23.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,SVN,21.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,ZAF,93.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001,ZAF,93.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,ZAF,93.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,ZAF,94.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004,ZAF,94.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,ZAF,94.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,ZAF,94.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,ZAF,94.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,ZAF,94.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,ZAF,94.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010,ZAF,93.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,ZAF,93.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,ZAF,92.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,ZAF,91.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,ZAF,90.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,ZAF,90.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,ZAF,90.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,ZAF,89.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,ZAF,90.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,ZAF,89.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,ZAF,89.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,ZAF,86.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,ZAF,84.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,ZAF,81.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,KOR,39.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001,KOR,41.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,KOR,41.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,KOR,40.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004,KOR,39.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,KOR,38.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,KOR,38.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,KOR,40.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,KOR,43.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,KOR,46.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010,KOR,44.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,KOR,43.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,KOR,42.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,KOR,41.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,KOR,42.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,KOR,42.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,KOR,41.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,KOR,45.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,KOR,43.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,KOR,41.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,KOR,35.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,KOR,34.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,KOR,33.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,KOR,33.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,ESP,35.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001,ESP,30.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,ESP,33.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,ESP,29.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004,ESP,28.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,ESP,27.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,ESP,22.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,ESP,24.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,ESP,15.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,ESP,12.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010,ESP,8.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,ESP,15.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,ESP,18.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,ESP,14.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,ESP,16.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,ESP,18.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,ESP,13.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,ESP,16.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,ESP,13.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,ESP,4.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,ESP,2.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,ESP,1.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,ESP,2.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,ESP,1.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,LKA,9.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,LKA,11.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,LKA,12.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,LKA,25.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,LKA,33.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,LKA,35.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,LKA,34.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,LKA,30.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,LKA,33.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,LKA,36.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,LKA,32.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,LKA,40.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,SWE,1.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001,SWE,1.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,SWE,1.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,SWE,2.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004,SWE,0.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,SWE,0.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,SWE,0.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,SWE,0.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,SWE,0.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,SWE,0.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010,SWE,0.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,SWE,0.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
