year,geo,value,projections,benchmark_low,benchmark_mid,benchmark_high
2010,WLD,0.01,,,,
2011,WLD,0.06,,,,
2012,WLD,0.08,,,,
2013,WLD,0.15,,,,
2014,WLD,0.26,,,,
2015,WLD,0.42,,,,
2016,WLD,0.55,,,,
2017,WLD,0.9,,,,
2018,WLD,1.57,,,,
2019,WLD,1.87,,,,
2020,WLD,2.83,,,,
2021,WLD,6.2,,,,
2022,WLD,10,,,,
2023,WLD,,16.12,14.55,15.57,17.66
2024,WLD,,25.02,20.66,23.39,29.24
2025,WLD,,36.62,28.49,33.59,44.32
2026,WLD,,50.13,37.86,45.58,60.53
2027,WLD,,63.6,48.24,58.1,74.71
2028,WLD,,,58.77,69.66,85.05
2029,WLD,,,68.55,79.18,91.64
2030,WLD,,,76.93,86.3,95.48
2031,WLD,,,83.6,91.25,97.6
2032,WLD,,,88.64,94.53,98.74
2033,WLD,,,92.26,96.62,99.34
2034,WLD,,,94.8,97.93,99.66
2035,WLD,,,96.54,98.74,99.82
