year,geo,value,projections,benchmark_low,benchmark_mid,benchmark_high
1990,WLD,0.5,,,,
1991,WLD,0.52,,,,
1992,WLD,0.52,,,,
1993,WLD,0.53,,,,
1994,WLD,0.54,,,,
1995,WLD,0.52,,,,
1996,WLD,0.53,,,,
1997,WLD,0.55,,,,
1998,WLD,0.56,,,,
1999,WLD,0.55,,,,
2000,WLD,0.55,,,,
2001,WLD,0.55,,,,
2002,WLD,0.55,,,,
2003,WLD,0.53,,,,
2004,WLD,0.57,,,,
2005,WLD,0.59,,,,
2006,WLD,0.55,,,,
2007,WLD,0.56,,,,
2008,WLD,0.58,,,,
2009,WLD,0.61,,,,
2010,WLD,0.57,,,,
2011,WLD,0.58,,,,
2012,WLD,0.59,,,,
2013,WLD,0.6,,,,
2014,WLD,0.61,,,,
2015,WLD,0.61,,,,
2016,WLD,0.62,,,,
2017,WLD,0.61,,,,
2018,WLD,0.56,,,,
2019,WLD,0.6,,,,
2020,WLD,0.61,,,,
2025,WLD,,0.59,,,
2000,AUS,0.29,,,,
2001,AUS,0.3,,,,
2002,AUS,0.26,,,,
2003,AUS,0.44,,,,
2004,AUS,0.44,,,,
2005,AUS,0.46,,,,
2006,AUS,0.42,,,,
2007,AUS,0.4,,,,
2008,AUS,0.42,,,,
2009,AUS,0.42,,,,
2010,AUS,0.42,,,,
2011,AUS,0.41,,,,
2012,AUS,0.36,,,,
2013,AUS,0.39,,,,
2014,AUS,0.34,,,,
2015,AUS,0.35,,,,
2016,AUS,0.39,,,,
2017,AUS,0.35,,,,
2018,AUS,0.35,,,,
2019,AUS,0.35,,,,
2020,AUS,0.41,,,,
2000,AUT,0.55,,,,
2001,AUT,0.59,,,,
2002,AUT,0.59,,,,
2003,AUT,0.58,,,,
2004,AUT,0.71,,,,
2005,AUT,0.72,,,,
2006,AUT,0.66,,,,
2007,AUT,0.63,,,,
2008,AUT,0.67,,,,
2009,AUT,0.72,,,,
2010,AUT,0.7,,,,
2011,AUT,0.71,,,,
2012,AUT,0.71,,,,
2013,AUT,0.64,,,,
2014,AUT,0.77,,,,
2015,AUT,0.67,,,,
2016,AUT,0.78,,,,
2017,AUT,0.67,,,,
2018,AUT,0.65,,,,
2019,AUT,0.73,,,,
2000,BEL,0.47,,,,
2001,BEL,0.48,,,,
2002,BEL,0.5,,,,
2003,BEL,0.53,,,,
2004,BEL,0.54,,,,
2005,BEL,0.53,,,,
2006,BEL,0.52,,,,
2007,BEL,0.54,,,,
2008,BEL,0.58,,,,
2009,BEL,0.58,,,,
2010,BEL,0.55,,,,
2011,BEL,0.54,,,,
2012,BEL,0.54,,,,
2013,BEL,0.56,,,,
2014,BEL,0.57,,,,
2000,CAN,0.64,,,,
2001,CAN,0.55,,,,
2002,CAN,0.52,,,,
2003,CAN,0.62,,,,
2004,CAN,0.65,,,,
2005,CAN,0.7,,,,
2006,CAN,0.72,,,,
2007,CAN,0.65,,,,
2008,CAN,0.71,,,,
2009,CAN,0.66,,,,
2010,CAN,0.68,,,,
2011,CAN,0.68,,,,
2012,CAN,0.66,,,,
2013,CAN,0.74,,,,
2014,CAN,0.66,,,,
2015,CAN,0.65,,,,
2016,CAN,0.72,,,,
2017,CAN,0.73,,,,
2018,CAN,0.7,,,,
2019,CAN,0.69,,,,
2020,CAN,0.68,,,,
2000,COL,0.75,,,,
2001,COL,0.72,,,,
2002,COL,0.72,,,,
2003,COL,0.72,,,,
2004,COL,0.74,,,,
2005,COL,0.73,,,,
2006,COL,0.72,,,,
2007,COL,0.7,,,,
2008,COL,0.73,,,,
2009,COL,0.71,,,,
2010,COL,0.7,,,,
2011,COL,0.74,,,,
2012,COL,0.81,,,,
2013,COL,0.86,,,,
2014,COL,0.87,,,,
2015,COL,0.83,,,,
2016,COL,0.84,,,,
2017,COL,0.79,,,,
2018,COL,0.81,,,,
2019,COL,0.81,,,,
2020,COL,0.75,,,,
2000,CRI,0.58,,,,
2001,CRI,0.71,,,,
2002,CRI,0.7,,,,
2003,CRI,0.73,,,,
2004,CRI,0.64,,,,
2005,CRI,0.69,,,,
2006,CRI,0.74,,,,
2007,CRI,0.69,,,,
2008,CRI,0.7,,,,
2009,CRI,0.69,,,,
2010,CRI,0.71,,,,
2011,CRI,0.62,,,,
2012,CRI,0.76,,,,
2013,CRI,0.93,,,,
2014,CRI,0.65,,,,
2015,CRI,0.73,,,,
2016,CRI,0.76,,,,
2017,CRI,0.75,,,,
2018,CRI,0.62,,,,
2019,CRI,0.59,,,,
2020,CRI,0.67,,,,
2000,CZE,0.52,,,,
2001,CZE,0.51,,,,
2002,CZE,0.48,,,,
2003,CZE,0.44,,,,
2004,CZE,0.56,,,,
2005,CZE,0.53,,,,
2006,CZE,0.47,,,,
2007,CZE,0.47,,,,
2008,CZE,0.51,,,,
2009,CZE,0.6,,,,
2010,CZE,0.54,,,,
2011,CZE,0.53,,,,
2012,CZE,0.47,,,,
2013,CZE,0.54,,,,
2014,CZE,0.61,,,,
2015,CZE,0.47,,,,
2016,CZE,0.52,,,,
2017,CZE,0.46,,,,
2018,CZE,0.46,,,,
2019,CZE,0.54,,,,
2000,DNK,0.45,,,,
2001,DNK,0.45,,,,
2002,DNK,0.44,,,,
2003,DNK,0.47,,,,
2004,DNK,0.45,,,,
2005,DNK,0.49,,,,
2006,DNK,0.5,,,,
2007,DNK,0.5,,,,
2008,DNK,0.51,,,,
2009,DNK,0.59,,,,
2010,DNK,0.56,,,,
2011,DNK,0.57,,,,
2012,DNK,0.59,,,,
2013,DNK,0.58,,,,
2014,DNK,0.61,,,,
2004,EST,0.52,,,,
2005,EST,0.68,,,,
2006,EST,0.51,,,,
2007,EST,0.67,,,,
2008,EST,0.55,,,,
2009,EST,0.63,,,,
2010,EST,0.56,,,,
2011,EST,0.56,,,,
2012,EST,0.64,,,,
2000,FIN,0.57,,,,
2001,FIN,0.53,,,,
2002,FIN,0.56,,,,
2003,FIN,0.55,,,,
2004,FIN,0.56,,,,
2005,FIN,0.59,,,,
2006,FIN,0.52,,,,
2007,FIN,0.63,,,,
2008,FIN,0.58,,,,
2009,FIN,0.66,,,,
2010,FIN,0.53,,,,
2011,FIN,0.57,,,,
2012,FIN,0.58,,,,
2013,FIN,0.59,,,,
2014,FIN,0.59,,,,
2015,FIN,0.57,,,,
2016,FIN,0.58,,,,
2017,FIN,0.54,,,,
2018,FIN,0.49,,,,
2019,FIN,0.63,,,,
2000,FRA,0.75,,,,
2001,FRA,0.7,,,,
2002,FRA,0.76,,,,
2003,FRA,0.61,,,,
2004,FRA,0.78,,,,
2005,FRA,0.7,,,,
2006,FRA,0.75,,,,
2007,FRA,0.78,,,,
2008,FRA,0.79,,,,
2009,FRA,0.81,,,,
2010,FRA,0.76,,,,
2011,FRA,0.7,,,,
2012,FRA,0.84,,,,
2013,FRA,0.81,,,,
2014,FRA,0.81,,,,
2015,FRA,0.77,,,,
2016,FRA,0.69,,,,
2017,FRA,0.78,,,,
2018,FRA,0.73,,,,
2019,FRA,0.75,,,,
2000,DEU,0.53,,,,
2001,DEU,0.57,,,,
2002,DEU,0.55,,,,
2003,DEU,0.48,,,,
2004,DEU,0.61,,,,
2005,DEU,0.6,,,,
2006,DEU,0.56,,,,
2007,DEU,0.62,,,,
2008,DEU,0.62,,,,
2009,DEU,0.68,,,,
2010,DEU,0.62,,,,
2011,DEU,0.59,,,,
2012,DEU,0.64,,,,
2013,DEU,0.63,,,,
2014,DEU,0.69,,,,
2015,DEU,0.63,,,,
2016,DEU,0.67,,,,
2017,DEU,0.7,,,,
2018,DEU,0.59,,,,
2019,DEU,0.7,,,,
2000,GRC,0.37,,,,
2001,GRC,0.36,,,,
2002,GRC,0.34,,,,
2003,GRC,0.33,,,,
2004,GRC,0.36,,,,
2005,GRC,0.38,,,,
2006,GRC,0.34,,,,
2007,GRC,0.31,,,,
2008,GRC,0.38,,,,
2009,GRC,0.4,,,,
2010,GRC,0.38,,,,
2011,GRC,0.45,,,,
2012,GRC,0.45,,,,
2013,GRC,0.42,,,,
2014,GRC,0.42,,,,
2000,HUN,0.51,,,,
2001,HUN,0.69,,,,
2002,HUN,0.52,,,,
2003,HUN,0.46,,,,
2004,HUN,0.76,,,,
2005,HUN,0.77,,,,
2006,HUN,0.68,,,,
2007,HUN,0.5,,,,
2008,HUN,0.78,,,,
2009,HUN,0.68,,,,
2010,HUN,0.59,,,,
2011,HUN,0.67,,,,
2012,HUN,0.55,,,,
2013,HUN,0.63,,,,
2014,HUN,0.75,,,,
2015,HUN,0.65,,,,
2016,HUN,0.74,,,,
2017,HUN,0.69,,,,
2000,ISL,0.58,,,,
2001,ISL,0.6,,,,
2002,ISL,0.61,,,,
2003,ISL,0.63,,,,
2004,ISL,0.61,,,,
2005,ISL,0.63,,,,
2006,ISL,0.58,,,,
2007,ISL,0.55,,,,
2008,ISL,0.53,,,,
2009,ISL,0.58,,,,
2010,ISL,0.63,,,,
2011,ISL,0.63,,,,
2012,ISL,0.6,,,,
2013,ISL,0.61,,,,
2014,ISL,0.6,,,,
2015,ISL,0.6,,,,
2016,ISL,0.65,,,,
2017,ISL,0.64,,,,
2018,ISL,0.63,,,,
2019,ISL,0.65,,,,
2020,ISL,0.63,,,,
2021,ISL,0.62,,,,
2000,IRL,0.69,,,,
2001,IRL,0.71,,,,
2002,IRL,0.7,,,,
2003,IRL,0.69,,,,
2004,IRL,0.7,,,,
2005,IRL,0.71,,,,
2006,IRL,0.72,,,,
2007,IRL,0.74,,,,
2008,IRL,0.82,,,,
2009,IRL,0.82,,,,
2010,IRL,0.78,,,,
2011,IRL,0.85,,,,
2012,IRL,0.82,,,,
2013,IRL,0.76,,,,
2014,IRL,0.78,,,,
2015,IRL,0.77,,,,
2016,IRL,0.74,,,,
2017,IRL,0.72,,,,
2000,ITA,0.52,,,,
2001,ITA,0.52,,,,
2002,ITA,0.52,,,,
2003,ITA,0.48,,,,
2004,ITA,0.57,,,,
2005,ITA,0.57,,,,
2006,ITA,0.54,,,,
2007,ITA,0.54,,,,
2008,ITA,0.57,,,,
2009,ITA,0.58,,,,
2010,ITA,0.59,,,,
2011,ITA,0.59,,,,
2012,ITA,0.51,,,,
2013,ITA,0.55,,,,
2014,ITA,0.57,,,,
2016,ITA,0.54,,,,
2017,ITA,0.5,,,,
2000,JPN,0.42,,,,
2001,JPN,0.41,,,,
2002,JPN,0.41,,,,
2003,JPN,0.38,,,,
2004,JPN,0.41,,,,
2005,JPN,0.41,,,,
2006,JPN,0.4,,,,
2007,JPN,0.39,,,,
2008,JPN,0.44,,,,
2009,JPN,0.42,,,,
2010,JPN,0.39,,,,
2011,JPN,0.39,,,,
2012,JPN,0.38,,,,
2013,JPN,0.37,,,,
2014,JPN,0.39,,,,
2015,JPN,0.39,,,,
2016,JPN,0.37,,,,
2000,KOR,0.28,,,,
2001,KOR,0.32,,,,
2002,KOR,0.29,,,,
2003,KOR,0.29,,,,
2004,KOR,0.3,,,,
2005,KOR,0.3,,,,
2006,KOR,0.35,,,,
2007,KOR,0.27,,,,
2008,KOR,0.33,,,,
2009,KOR,0.35,,,,
2010,KOR,0.32,,,,
2011,KOR,0.32,,,,
2012,KOR,0.29,,,,
2013,KOR,0.31,,,,
2014,KOR,0.32,,,,
2015,KOR,0.31,,,,
2016,KOR,0.3,,,,
2017,KOR,0.29,,,,
2018,KOR,0.3,,,,
2019,KOR,0.3,,,,
2020,KOR,0.3,,,,
2000,LVA,0.83,,,,
2001,LVA,0.67,,,,
2002,LVA,0.79,,,,
2003,LVA,0.71,,,,
2004,LVA,0.75,,,,
2005,LVA,0.76,,,,
2006,LVA,0.68,,,,
2007,LVA,0.72,,,,
2008,LVA,0.77,,,,
2009,LVA,0.7,,,,
2010,LVA,0.63,,,,
2011,LVA,0.63,,,,
2012,LVA,0.7,,,,
2013,LVA,0.66,,,,
2014,LVA,0.67,,,,
2016,LVA,0.63,,,,
2017,LVA,0.67,,,,
2018,LVA,0.62,,,,
2019,LVA,0.82,,,,
2000,LTU,0.48,,,,
2001,LTU,0.56,,,,
2002,LTU,0.55,,,,
2003,LTU,0.54,,,,
2004,LTU,0.55,,,,
2005,LTU,0.58,,,,
2006,LTU,0.43,,,,
2007,LTU,0.69,,,,
2008,LTU,0.61,,,,
2009,LTU,0.61,,,,
2010,LTU,0.53,,,,
2011,LTU,0.57,,,,
2012,LTU,0.68,,,,
2013,LTU,0.66,,,,
2014,LTU,0.72,,,,
2018,LTU,0.54,,,,
2019,LTU,0.58,,,,
2000,LUX,0.43,,,,
2001,LUX,0.47,,,,
2002,LUX,0.44,,,,
2003,LUX,0.48,,,,
2004,LUX,0.46,,,,
2005,LUX,0.48,,,,
2006,LUX,0.49,,,,
2007,LUX,0.5,,,,
2008,LUX,0.51,,,,
2009,LUX,0.51,,,,
2010,LUX,0.49,,,,
2011,LUX,0.46,,,,
2012,LUX,0.49,,,,
2013,LUX,0.49,,,,
2014,LUX,0.49,,,,
2000,MEX,0.55,,,,
2001,MEX,0.57,,,,
2002,MEX,0.57,,,,
2003,MEX,0.57,,,,
2004,MEX,0.57,,,,
2005,MEX,0.57,,,,
2006,MEX,0.58,,,,
2007,MEX,0.56,,,,
2008,MEX,0.57,,,,
2009,MEX,0.55,,,,
2010,MEX,0.55,,,,
2011,MEX,0.53,,,,
2012,MEX,0.55,,,,
2013,MEX,0.52,,,,
2014,MEX,0.52,,,,
2015,MEX,0.53,,,,
2016,MEX,0.53,,,,
2017,MEX,0.53,,,,
2018,MEX,0.53,,,,
2019,MEX,0.53,,,,
2020,MEX,0.51,,,,
2000,NLD,0.45,,,,
2001,NLD,0.47,,,,
2002,NLD,0.52,,,,
2003,NLD,0.43,,,,
2004,NLD,0.48,,,,
