year,geo,disagg,value,projections,benchmark_low,benchmark_mid,benchmark_high
2005,WLD,Total,15.8,,,,
2006,WLD,Total,16,,,,
2007,WLD,Total,16.3,,,,
2008,WLD,Total,16.5,,,,
2009,WLD,Total,16.5,,,,
2010,WLD,Total,16.8,,,,
2011,WLD,Total,17,,,,
2012,WLD,Total,17.3,,,,
2013,WLD,Total,17.5,,,,
2014,WLD,Total,17.7,,,,
2015,WLD,Total,17.7,,,,
2016,WLD,Total,18.1,,,,
2017,WLD,Total,18.3,,,,
2018,WLD,Total,18.7,,,,
2019,WLD,Total,18.8,,,,
2020,WLD,Total,19.7,,,,
2021,WLD,Total,19.7,,,,
2022,WLD,Total,19.9,,,,
2024,WLD,Total,21,,,,
2029,WLD,Total,,22.7,,,
2030,WLD,Total,,,,26,
2035,WLD,Total,,,,33,
2005,WLD,Buildings,26.8,,,,
2006,WLD,Buildings,27.5,,,,
2007,WLD,Buildings,28.4,,,,
2008,WLD,Buildings,28.6,,,,
2009,WLD,Buildings,29.1,,,,
2010,WLD,Buildings,29.7,,,,
2011,WLD,Buildings,30.2,,,,
2012,WLD,Buildings,31,,,,
2013,WLD,Buildings,31,,,,
2014,WLD,Buildings,31.6,,,,
2015,WLD,Buildings,32.2,,,,
2016,WLD,Buildings,32.9,,,,
2017,WLD,Buildings,33,,,,
2018,WLD,Buildings,33.4,,,,
2019,WLD,Buildings,33.8,,,,
2020,WLD,Buildings,34,,,,
2021,WLD,Buildings,33.8,,,,
2022,WLD,Buildings,34.3,,,,
2024,WLD,Buildings,38,,,,
2005,WLD,Industry,18.6,,,,
2006,WLD,Industry,18.7,,,,
2007,WLD,Industry,19,,,,
2008,WLD,Industry,19,,,,
2009,WLD,Industry,18.6,,,,
2010,WLD,Industry,18.7,,,,
2011,WLD,Industry,19.1,,,,
2012,WLD,Industry,19.3,,,,
2013,WLD,Industry,19.7,,,,
2014,WLD,Industry,20.1,,,,
2015,WLD,Industry,19.9,,,,
2016,WLD,Industry,20.3,,,,
2017,WLD,Industry,20.9,,,,
2018,WLD,Industry,21.5,,,,
2019,WLD,Industry,21.4,,,,
2020,WLD,Industry,21.5,,,,
2021,WLD,Industry,22.1,,,,
2022,WLD,Industry,22.6,,,,
2024,WLD,Industry,23,,,,
2005,WLD,Transport,1,,,,
2006,WLD,Transport,1,,,,
2007,WLD,Transport,1,,,,
2008,WLD,Transport,0.9,,,,
2009,WLD,Transport,0.9,,,,
2010,WLD,Transport,1,,,,
2011,WLD,Transport,1,,,,
2012,WLD,Transport,1,,,,
2013,WLD,Transport,1,,,,
2014,WLD,Transport,1,,,,
2015,WLD,Transport,1,,,,
2016,WLD,Transport,1,,,,
2017,WLD,Transport,1,,,,
2018,WLD,Transport,1.1,,,,
2019,WLD,Transport,1.1,,,,
2020,WLD,Transport,1.3,,,,
2021,WLD,Transport,1.4,,,,
2022,WLD,Transport,1.4,,,,
2024,WLD,Transport,2,,,,
