year,geo,disagg,value,projections,benchmark_low,benchmark_mid,benchmark_high
2012,MLT,Total,2.6,,,,
2013,MLT,Total,3.9,,,,
2014,MLT,Total,4.1,,,,
2015,MLT,Total,2.9,,,,
2016,MLT,Total,5.6,,,,
2017,MLT,Total,4.6,,,,
2018,MLT,Total,4.8,,,,
2019,MLT,Total,5,,,,
2020,MLT,Total,4,,,,
2011,NLD,Total,6.5,,,,
2012,NLD,Total,6.1,,,,
2013,NLD,Total,5.8,,,,
2014,NLD,Total,6.9,,,,
2015,NLD,Total,7,,,,
2016,NLD,Total,7.3,,,,
2017,NLD,Total,8.1,,,,
2018,NLD,Total,8.1,,,,
2019,NLD,Total,8,,,,
2020,NLD,Total,9.3,,,,
2011,AUT,Total,7.3,,,,
2012,AUT,Total,7.3,,,,
2013,AUT,Total,7.2,,,,
2014,AUT,Total,7.2,,,,
2015,AUT,Total,7.5,,,,
2016,AUT,Total,7.9,,,,
2017,AUT,Total,10.6,,,,
2018,AUT,Total,10.5,,,,
2019,AUT,Total,12.3,,,,
2020,AUT,Total,12.9,,,,
2011,POL,Total,3.4,,,,
2012,POL,Total,3.5,,,,
2013,POL,Total,3.4,,,,
2014,POL,Total,3.4,,,,
2015,POL,Total,3.7,,,,
2016,POL,Total,5,,,,
2017,POL,Total,5.4,,,,
2018,POL,Total,5.9,,,,
2019,POL,Total,9.6,,,,
2020,POL,Total,9.6,,,,
2011,PRT,Total,4.7,,,,
2012,PRT,Total,3.6,,,,
2013,PRT,Total,4.1,,,,
2014,PRT,Total,4.5,,,,
2015,PRT,Total,4.9,,,,
2016,PRT,Total,5.5,,,,
2017,PRT,Total,5.5,,,,
2018,PRT,Total,5.2,,,,
2019,PRT,Total,4,,,,
2020,PRT,Total,3.6,,,,
2011,ROU,Total,0.9,,,,
2012,ROU,Total,1,,,,
2013,ROU,Total,1.4,,,,
2014,ROU,Total,1.4,,,,
2015,ROU,Total,1.4,,,,
2016,ROU,Total,1.8,,,,
2017,ROU,Total,2.1,,,,
2018,ROU,Total,2.7,,,,
2019,ROU,Total,3.7,,,,
2020,ROU,Total,3.6,,,,
2011,SVN,Total,3.4,,,,
2012,SVN,Total,3.7,,,,
2013,SVN,Total,2.1,,,,
2014,SVN,Total,3.8,,,,
2015,SVN,Total,4.4,,,,
2016,SVN,Total,5.1,,,,
2017,SVN,Total,5.3,,,,
2018,SVN,Total,5.5,,,,
2019,SVN,Total,6.1,,,,
2020,SVN,Total,5.9,,,,
2011,SVK,Total,3.8,,,,
2012,SVK,Total,3.7,,,,
2013,SVK,Total,3.6,,,,
2014,SVK,Total,3.8,,,,
2015,SVK,Total,3.7,,,,
2016,SVK,Total,4.7,,,,
2017,SVK,Total,4.9,,,,
2018,SVK,Total,5.2,,,,
2019,SVK,Total,6.5,,,,
2020,SVK,Total,7.9,,,,
2011,FIN,Total,8.7,,,,
2012,FIN,Total,8.8,,,,
2014,FIN,Total,10.6,,,,
2015,FIN,Total,10.6,,,,
2016,FIN,Total,9.8,,,,
2017,FIN,Total,10.7,,,,
2018,FIN,Total,10.8,,,,
2019,FIN,Total,11.7,,,,
2020,FIN,Total,14.2,,,,
2011,SWE,Total,15.6,,,,
2012,SWE,Total,14.9,,,,
2013,SWE,Total,15.4,,,,
2014,SWE,Total,12.6,,,,
2015,SWE,Total,12.3,,,,
2016,SWE,Total,13.7,,,,
2017,SWE,Total,11.7,,,,
2018,SWE,Total,11.8,,,,
2019,SWE,Total,13.1,,,,
2020,SWE,Total,10.7,,,,
2011,ISL,Total,4.3,,,,
2012,ISL,Total,5.7,,,,
2013,ISL,Total,4.9,,,,
2014,ISL,Total,7.7,,,,
2015,ISL,Total,10.6,,,,
2016,ISL,Total,11.2,,,,
2017,ISL,Total,14.2,,,,
2018,ISL,Total,14,,,,
2019,ISL,Total,13.7,,,,
2020,ISL,Total,12.9,,,,
2011,LIE,Total,3.3,,,,
2012,LIE,Total,2.9,,,,
2013,LIE,Total,5.9,,,,
2014,LIE,Total,6.2,,,,
2015,LIE,Total,8.3,,,,
2016,LIE,Total,10.2,,,,
2017,LIE,Total,9,,,,
2018,LIE,Total,11.1,,,,
2019,LIE,Total,9.4,,,,
2020,LIE,Total,13.4,,,,
2011,NOR,Total,18.1,,,,
2012,NOR,Total,16.5,,,,
2013,NOR,Total,16.7,,,,
2014,NOR,Total,16.7,,,,
2015,NOR,Total,16.8,,,,
2016,NOR,Total,16.7,,,,
2017,NOR,Total,16.1,,,,
2018,NOR,Total,14.8,,,,
2019,NOR,Total,16.3,,,,
2020,NOR,Total,17.7,,,,
2019,BEL,Reuse,0.7,,,,
2020,BEL,Reuse,0.8,,,,
2018,BGR,Reuse,0,,,,
2020,BGR,Reuse,0.1,,,,
2019,CZE,Reuse,0.1,,,,
2020,CZE,Reuse,0.2,,,,
2019,DNK,Reuse,0.2,,,,
2020,DNK,Reuse,0.3,,,,
2019,DEU,Reuse,0.1,,,,
2020,DEU,Reuse,0.2,,,,
2019,EST,Reuse,0,,,,
2020,EST,Reuse,0,,,,
2019,IRL,Reuse,0.1,,,,
2020,IRL,Reuse,0.1,,,,
2019,GRC,Reuse,0,,,,
2020,GRC,Reuse,0,,,,
2019,ESP,Reuse,0.2,,,,
2020,ESP,Reuse,0.1,,,,
2019,FRA,Reuse,0.2,,,,
2020,FRA,Reuse,0.2,,,,
2019,HRV,Reuse,0,,,,
2020,HRV,Reuse,0,,,,
2019,ITA,Reuse,0.3,,,,
2020,ITA,Reuse,0.2,,,,
2019,CYP,Reuse,0.1,,,,
2020,CYP,Reuse,0.1,,,,
2018,LTU,Reuse,0,,,,
2019,LTU,Reuse,0,,,,
2020,LTU,Reuse,0,,,,
2019,LUX,Reuse,0.1,,,,
2020,LUX,Reuse,0.1,,,,
2018,HUN,Reuse,0,,,,
2019,HUN,Reuse,0,,,,
2020,HUN,Reuse,0,,,,
2019,MLT,Reuse,0,,,,
2020,MLT,Reuse,0,,,,
2019,NLD,Reuse,0,,,,
2020,NLD,Reuse,0,,,,
2019,AUT,Reuse,1.1,,,,
2020,AUT,Reuse,1.1,,,,
2018,POL,Reuse,0,,,,
2019,POL,Reuse,0.1,,,,
2020,POL,Reuse,0.1,,,,
2018,PRT,Reuse,0,,,,
2019,PRT,Reuse,0.1,,,,
2020,PRT,Reuse,0,,,,
2020,SVN,Reuse,0,,,,
2019,SVK,Reuse,0.1,,,,
2020,SVK,Reuse,0.1,,,,
2019,FIN,Reuse,0.6,,,,
2020,FIN,Reuse,0.2,,,,
2019,SWE,Reuse,0,,,,
2020,SWE,Reuse,0.1,,,,
2019,ISL,Reuse,0,,,,
2020,ISL,Reuse,0,,,,
2019,NOR,Reuse,0.3,,,,
2020,NOR,Reuse,0.5,,,,
2019,BEL,Recycle,8.6,,,,
2020,BEL,Recycle,9.4,,,,
2019,BGR,Recycle,7.4,,,,
2020,BGR,Recycle,9,,,,
2019,CZE,Recycle,8.7,,,,
2020,CZE,Recycle,9.6,,,,
2019,DNK,Recycle,10.3,,,,
2020,DNK,Recycle,11.1,,,,
2019,DEU,Recycle,9.6,,,,
2020,DEU,Recycle,10.6,,,,
2019,EST,Recycle,6.7,,,,
2020,EST,Recycle,7.4,,,,
2019,IRL,Recycle,10.7,,,,
2020,IRL,Recycle,11,,,,
2019,GRC,Recycle,4.8,,,,
2020,GRC,Recycle,4.8,,,,
2019,ESP,Recycle,6.1,,,,
2020,ESP,Recycle,7,,,,
2019,FRA,Recycle,9.4,,,,
2020,FRA,Recycle,9.7,,,,
2019,HRV,Recycle,9.1,,,,
2020,HRV,Recycle,9.6,,,,
2019,ITA,Recycle,6.1,,,,
2020,ITA,Recycle,6.7,,,,
2019,CYP,Recycle,3.9,,,,
2020,CYP,Recycle,5.1,,,,
2019,LVA,Recycle,4.9,,,,
2020,LVA,Recycle,5.1,,,,
2019,LTU,Recycle,4.8,,,,
2020,LTU,Recycle,4.8,,,,
2019,LUX,Recycle,8.5,,,,
2020,LUX,Recycle,8.8,,,,
2019,HUN,Recycle,7.2,,,,
2020,HUN,Recycle,7.5,,,,
2019,MLT,Recycle,5,,,,
2020,MLT,Recycle,4,,,,
2019,NLD,Recycle,8,,,,
2020,NLD,Recycle,9.3,,,,
2019,AUT,Recycle,11.2,,,,
2020,AUT,Recycle,11.8,,,,
2019,POL,Recycle,9.6,,,,
2020,POL,Recycle,9.6,,,,
2018,PRT,Recycle,5.2,,,,
2019,PRT,Recycle,3.9,,,,
2020,PRT,Recycle,3.6,,,,
2019,SVN,Recycle,6.1,,,,
2020,SVN,Recycle,5.9,,,,
2019,SVK,Recycle,6.4,,,,
2020,SVK,Recycle,7.7,,,,
2019,FIN,Recycle,11.1,,,,
2020,FIN,Recycle,14.1,,,,
2019,SWE,Recycle,13.1,,,,
2020,SWE,Recycle,10.6,,,,
2019,ISL,Recycle,13.7,,,,
2020,ISL,Recycle,12.9,,,,
2019,LIE,Recycle,9.4,,,,
2020,LIE,Recycle,13.4,,,,
2019,NOR,Recycle,16,,,,
2020,NOR,Recycle,17.2,,,,
2013,ARG,Total,0.3,,,,
2018,AUS,Total,2.3,,,,
2017,BLR,Total,0.7,,,,
2012,BRA,Total,0,,,,
2018,CMR,Total,0,,,,
2016,CAN,Total,2.8,,,,
2017,CHL,Total,0.3,,,,
2018,CHN,Total,1.1,,,,
2013,HKG,Total,7.8,,,,
2014,COL,Total,0.1,,,,
2017,ECU,Total,0,,,,
2012,SLV,Total,0.1,,,,
2015,HND,Total,0,,,,
2016,IND,Total,0,,,,
2017,IRL,Total,10.8,,,,
2017,JAM,Total,0,,,,
2017,JPN,Total,4.5,,,,
2018,JOR,Total,0.1,,,,
2017,KAZ,Total,0.6,,,,
2011,MUS,Total,1.6,,,,
2014,MEX,Total,0.3,,,,
2018,NAM,Total,0,,,,
2017,PER,Total,0.1,,,,
2017,KOR,Total,5.7,,,,
2014,RUS,Total,0.6,,,,
2018,RWA,Total,0.1,,,,
2015,LCA,Total,0.2,,,,
2015,SRB,Total,1.8,,,,
2015,ZAF,Total,0.3,,,,
2017,CHE,Total,16.8,,,,
2015,TUR,Total,1.6,,,,
2018,UGA,Total,0,,,,
2017,UKR,Total,0.9,,,,
2017,GBR,Total,13.2,,,,
2017,USA,Total,3.1,,,,
2017,ZWE,Total,0,,,,
