year,geo,disagg,value,projections,benchmark_low,benchmark_mid,benchmark_high,benchmark_high
2021,PYF,Marine Animal Products,Shells,3,,,,
2021,PYF,Other organic materials and biological products,Specimens,469,,,,
2021,QAT,Fashion Products,Leather Products (Small),810,,,,
2021,QAT,Agriculture and Farming Product,Live,1296,,,,
2021,QAT,Other organic materials and biological products,Specimens,85,,,,
2021,QAT,Fashion Products,Skin Pieces,126,,,,
2021,QAT,Animal Body Parts,Skins,3,,,,
2021,QAT,Fashion Products,Leather Products (Large),1,,,,
2021,ROU,Fashion Products,Leather Products (Small),261,,,,
2021,ROU,Agriculture and Farming Product,Live,51113,,,,
2021,ROU,Arts and Crafts,Ivory Carvings,1,,,,
2021,ROU,Arts and Crafts,Trophies,3,,,,
2021,ROU,Furniture Materials,Piano Keys,52,,,,
2021,RUS,Fashion Products,Leather Products (Small),922,,,,
2021,RUS,Agriculture and Farming Product,Live,1067,,,,
2021,RUS,Other organic materials and biological products,Specimens,355,,,,
2021,RUS,Fashion Products,Jewellery,5,,,,
2021,RUS,Furniture Materials,Wood Product,2,,,,
2021,RUS,Arts and Crafts,Ivory Carvings,11,,,,
2021,RUS,Agriculture and Farming Product,Bodies,46,,,,
2021,RUS,Fashion Products,Garments,21,,,,
2021,RUS,Animal Body Parts,Skins,9089,,,,
2021,RUS,Fashion Products,Feathers,161,,,,
2021,RUS,Fashion Products,Leather Products (Large),1,,,,
2021,RUS,Other organic materials and biological products,Oil,2,,,,
2021,RUS,Animal Body Parts,Skulls,2,,,,
2021,RUS,Arts and Crafts,Trophies,163,,,,
2021,RUS,Arts and Crafts,Carvings,8,,,,
2021,RUS,Other organic materials and biological products,Unspecified,10,,,,
2021,RUS,Arts and Crafts,Rug,9,,,,
2021,RUS,Fashion Products,Fur Products (Large),3,,,,
2021,RUS,Agriculture and Farming Product,Meat,1,,,,
2021,RUS,Textile Products,Cosmetics,462677,,,,
2021,RUS,Animal Body Parts,Tails,1043,,,,
2021,RUS,Extral Products,Extract,137430,,,,
2021,RUS,Other organic materials and biological products,Medicine,22338,,,,
2021,RUS,Animal Body Parts,Feet,4,,,,
2021,RUS,Learal Products,Leaves,376,,,,
2021,RUS,Agriculture and Farming Product,Eggs (Live),0,,,,
2021,RUS,Arts and Crafts,Musk,177,,,,
2021,RUS,Animal Body Parts,Gall Bladders,72,,,,
2021,RWA,Other organic materials and biological products,Specimens,16,,,,
2021,SAU,Fashion Products,Leather Products (Small),10,,,,
2021,SAU,Agriculture and Farming Product,Live,1338,,,,
2021,SAU,Arts and Crafts,Bone Pieces,224,,,,
2021,SDN,Fashion Products,Leather Products (Small),50,,,,
2021,SDN,Agriculture and Farming Product,Live,4250,,,,
2021,SDN,Fashion Products,Leather Products (Large),1,,,,
2021,SEN,Fashion Products,Leather Products (Small),2802,,,,
2021,SEN,Agriculture and Farming Product,Live,11420,,,,
2021,SEN,Other organic materials and biological products,Specimens,921,,,,
2021,SEN,Animal Body Parts,Skins,13,,,,
2021,SGP,Fashion Products,Leather Products (Small),105561,,,,
2021,SGP,Agriculture and Farming Product,Live,18940,,,,
2021,SGP,Marine Animal Products,Raw Corals,58,,,,
2021,SGP,Marine Animal Products,Shells,4,,,,
2021,SGP,Other organic materials and biological products,Specimens,875,,,,
2021,SGP,Fashion Products,Jewellery,191,,,,
2021,SGP,Furniture Materials,Wood Product,38,,,,
2021,SGP,Arts and Crafts,Ivory Carvings,1,,,,
2021,SGP,Agriculture and Farming Product,Bodies,64710,,,,
2021,SGP,Arts and Crafts,Ivory Pieces,3,,,,
2021,SGP,Fashion Products,Garments,69,,,,
2021,SGP,Fashion Products,Skin Pieces,270600,,,,
2021,SGP,Animal Body Parts,Skins,1016366,,,,
2021,SGP,Other organic materials and biological products,Chips,5,,,,
2021,SGP,Other organic materials and biological products,Derivatives,1,,,,
2021,SGP,Fashion Products,Feathers,219,,,,
2021,SGP,Fashion Products,Leather Products (Large),81,,,,
2021,SGP,Arts and Crafts,Carvings,1,,,,
2021,SGP,Other organic materials and biological products,Unspecified,1000,,,,
2021,SGP,Furniture Materials,Piano Keys,52,,,,
2021,SGP,Fashion Products,Fur Product (Small),2,,,,
2021,SGP,Animal Body Parts,Horns,5,,,,
2021,SGP,Animal Body Parts,Teeth,13300,,,,
2021,SGP,Textile Products,Pearl,3,,,,
2021,SGP,Textile Products,Cosmetics,40,,,,
2021,SGP,Animal Body Parts,Tails,2463,,,,
2021,SGP,Textile Products,Cloth,20,,,,
2021,SGP,Extral Products,Extract,10,,,,
2021,SGP,Other organic materials and biological products,Medicine,23,,,,
2021,SGP,Fashion Products,Sides,4889,,,,
2021,SGS,Animal Body Parts,Teeth,12,,,,
2021,SHN,Other organic materials and biological products,Specimens,20,,,,
2021,SJM,Animal Body Parts,Skins,2,,,,
2021,SJM,Arts and Crafts,Rug,1,,,,
2021,SLB,Agriculture and Farming Product,Live,16707,,,,
2021,SLB,Marine Animal Products,Raw Corals,31901,,,,
2021,SLB,Other organic materials and biological products,Specimens,16,,,,
2021,SLB,Agriculture and Farming Product,Bodies,375,,,,
2021,SLE,Agriculture and Farming Product,Live,800,,,,
2021,SLE,Other organic materials and biological products,Specimens,142,,,,
2021,SLE,Textile Products,Cosmetics,123,,,,
2021,SLV,Agriculture and Farming Product,Live,317648,,,,
2021,SLV,Agriculture and Farming Product,Eggs,80,,,,
2021,SLV,Agriculture and Farming Product,Meat,3,,,,
2021,SMR,Fashion Products,Garments,15,,,,
2021,SMR,Animal Body Parts,Skins,334,,,,
2021,SOM,Marine Animal Products,Shells,2,,,,
2021,SOM,Other organic materials and biological products,Specimens,1304,,,,
2021,SOM,Fashion Products,Skin Pieces,1,,,,
2021,SRB,Fashion Products,Leather Products (Small),26,,,,
2021,SRB,Agriculture and Farming Product,Live,35674,,,,
2021,SRB,Other organic materials and biological products,Specimens,114,,,,
2021,SRB,Agriculture and Farming Product,Bodies,9,,,,
2021,SRB,Animal Body Parts,Skins,2,,,,
2021,SRB,Animal Body Parts,Skulls,35,,,,
2021,SRB,Arts and Crafts,Trophies,10,,,,
2021,SRB,Extral Products,Extract,9000,,,,
2021,STP,Other organic materials and biological products,Specimens,1308,,,,
2021,SUR,Agriculture and Farming Product,Live,28690,,,,
2021,SVK,Fashion Products,Leather Products (Small),25,,,,
2021,SVK,Agriculture and Farming Product,Live,132,,,,
2021,SVK,Animal Body Parts,Skins,1,,,,
2021,SVK,Fashion Products,Leather Products (Large),16,,,,
2021,SVN,Fashion Products,Leather Products (Small),771,,,,
2021,SVN,Agriculture and Farming Product,Live,33214,,,,
2021,SVN,Other organic materials and biological products,Specimens,54,,,,
2021,SVN,Agriculture and Farming Product,Bodies,1,,,,
2021,SVN,Animal Body Parts,Skins,22,,,,
2021,SVN,Other organic materials and biological products,Derivatives,1,,,,
2021,SVN,Agriculture and Farming Product,Meat,240,,,,
2021,SWE,Fashion Products,Leather Products (Small),100,,,,
2021,SWE,Agriculture and Farming Product,Live,227,,,,
2021,SWE,Other organic materials and biological products,Specimens,619,,,,
2021,SWE,Furniture Materials,Wood Product,75,,,,
2021,SWE,Arts and Crafts,Ivory Carvings,3,,,,
2021,SWE,Fashion Products,Garments,354,,,,
2021,SWE,Animal Body Parts,Skins,4,,,,
2021,SWE,Fashion Products,Leather Products (Large),1,,,,
2021,SWE,Arts and Crafts,Trophies,27,,,,
2021,SWE,Arts and Crafts,Carvings,1,,,,
2021,SWE,Fashion Products,Hair Products,12,,,,
2021,SWE,Animal Body Parts,Teeth,1113,,,,
2021,SWZ,Fashion Products,Leather Products (Small),69,,,,
2021,SWZ,Agriculture and Farming Product,Live,1,,,,
2021,SXM,Fashion Products,Leather Products (Small),3,,,,
2021,SXM,Agriculture and Farming Product,Live,50,,,,
2021,SXM,Other organic materials and biological products,Specimens,19,,,,
2021,SYC,Fashion Products,Leather Products (Small),2,,,,
2021,SYC,Agriculture and Farming Product,Live,2649,,,,
2021,SYC,Other organic materials and biological products,Specimens,108,,,,
2021,SYR,Agriculture and Farming Product,Live,50700,,,,
2021,SYR,Agriculture and Farming Product,Bodies,2,,,,
2021,TCA,Marine Animal Products,Shells,9,,,,
2021,TCA,Fashion Products,Jewellery,23,,,,
2021,TCD,Other organic materials and biological products,Specimens,300,,,,
2021,TCD,Animal Body Parts,Skins,24178,,,,
2021,TCD,Arts and Crafts,Trophies,1,,,,
2021,TGO,Agriculture and Farming Product,Live,358054,,,,
2021,TGO,Other organic materials and biological products,Unspecified,101,,,,
2021,THA,Fashion Products,Leather Products (Small),877022,,,,
2021,THA,Agriculture and Farming Product,Live,29505204,,,,
2021,THA,Marine Animal Products,Shells,1,,,,
2021,THA,Other organic materials and biological products,Specimens,11437,,,,
2021,THA,Fashion Products,Jewellery,473,,,,
2021,THA,Arts and Crafts,Ivory Carvings,114,,,,
2021,THA,Agriculture and Farming Product,Bodies,68936,,,,
2021,THA,Animal Body Parts,Bones,8,,,,
2021,THA,Agriculture and Farming Product,Roots,60,,,,
2021,THA,Fashion Products,Garments,6,,,,
2021,THA,Fashion Products,Skin Pieces,645,,,,
2021,THA,Animal Body Parts,Skins,178843,,,,
2021,THA,Other organic materials and biological products,Derivatives,5076,,,,
2021,THA,Fashion Products,Feathers,1417548,,,,
2021,THA,Fashion Products,Leather Products (Large),1033,,,,
2021,THA,Animal Body Parts,Skulls,504,,,,
2021,THA,Other organic materials and biological products,Unspecified,28,,,,
2021,THA,Driral Products,Dried Plants,169,,,,
2021,THA,Animal Body Parts,Teeth,17,,,,
2021,THA,Agriculture and Farming Product,Meat,18,,,,
2021,THA,Agriculture and Farming Product,Seeds,13824,,,,
2021,THA,Textile Products,Cloth,5,,,,
2021,THA,Other organic materials and biological products,Medicine,499,,,,
2021,THA,Animal Body Parts,Feet,2,,,,
2021,THA,Agriculture and Farming Product,Cultures,104010,,,,
2021,THA,Animal Body Parts,Genitalia,5000,,,,
2021,THA,Animal Body Parts,Gall Bladders,7,,,,
2021,THA,Floral Products,Flower Pots,630,,,,
2021,TJK,Agriculture and Farming Product,Live,6,,,,
2021,TJK,Arts and Crafts,Ivory Carvings,18,,,,
2021,TJK,Animal Body Parts,Skulls,1,,,,
2021,TJK,Arts and Crafts,Trophies,210,,,,
2021,TKL,Fashion Products,Garments,1,,,,
2021,TON,Agriculture and Farming Product,Live,77591,,,,
2021,TON,Marine Animal Products,Raw Corals,26066,,,,
2021,TON,Animal Body Parts,Teeth,1,,,,
2021,TTO,Agriculture and Farming Product,Live,9,,,,
2021,TUN,Fashion Products,Leather Products (Small),289360,,,,
2021,TUN,Agriculture and Farming Product,Live,1445,,,,
2021,TUN,Other organic materials and biological products,Specimens,4,,,,
2021,TUN,Agriculture and Farming Product,Bodies,15,,,,
2021,TUR,Fashion Products,Leather Products (Small),1085,,,,
2021,TUR,Agriculture and Farming Product,Live,5505830,,,,
2021,TUR,Marine Animal Products,Raw Corals,24,,,,
2021,TUR,Fashion Products,Jewellery,21,,,,
2021,TUR,Agriculture and Farming Product,Roots,31512478,,,,
2021,TUR,Fashion Products,Garments,338,,,,
2021,TUR,Animal Body Parts,Skins,64,,,,
2021,TUR,Fashion Products,Leather Products (Large),30,,,,
2021,TUR,Arts and Crafts,Trophies,89,,,,
2021,TUR,Fashion Products,Jewellery - Ivory,3,,,,
2021,TWN,Fashion Products,Leather Products (Small),10663,,,,
2021,TWN,Agriculture and Farming Product,Live,40198185,,,,
2021,TWN,Marine Animal Products,Raw Corals,1456,,,,
2021,TWN,Other organic materials and biological products,Specimens,3,,,,
2021,TWN,Fashion Products,Jewellery,324,,,,
2021,TWN,Arts and Crafts,Ivory Carvings,23,,,,
2021,TWN,Agriculture and Farming Product,Bodies,50,,,,
2021,TWN,Animal Body Parts,Bones,403,,,,
2021,TWN,Agriculture and Farming Product,Roots,7600,,,,
2021,TWN,Fashion Products,Garments,4,,,,
2021,TWN,Fashion Products,Skin Pieces,46,,,,
2021,TWN,Animal Body Parts,Skins,53338,,,,
2021,TWN,Marine Animal Products,Caviar,50,,,,
2021,TWN,Other organic materials and biological products,Chips,92,,,,
2021,TWN,Other organic materials and biological products,Derivatives,3,,,,
2021,TWN,Fashion Products,Feathers,6,,,,
2021,TWN,Fashion Products,Leather Products (Large),3,,,,
2021,TWN,Animal Body Parts,Tusks,2,,,,
2021,TWN,Arts and Crafts,Carvings,21,,,,
2021,TWN,Floral Products,Flowers,181,,,,
2021,TWN,Other organic materials and biological products,Unspecified,13,,,,
2021,TWN,Agriculture and Farming Product,Stems,8964,,,,
2021,TWN,Animal Body Parts,Teeth,83350,,,,
2021,TWN,Extral Products,Extract,3,,,,
2021,TWN,Marine Animal Products,Fingerlings,6,,,,
2021,TWN,Other organic materials and biological products,Medicine,15111,,,,
2021,TWN,Agriculture and Farming Product,Eggs (Live),2883,,,,
2021,TWN,Agriculture and Farming Product,Cultures,717657,,,,
2021,TZA,Agriculture and Farming Product,Live,400100,,,,
2021,TZA,Other organic materials and biological products,Specimens,111,,,,
2021,TZA,Animal Body Parts,Bones,1,,,,
2021,TZA,Fashion Products,Skin Pieces,17,,,,
2021,TZA,Animal Body Parts,Skins,6,,,,
2021,TZA,Animal Body Parts,Skulls,7,,,,
2021,TZA,Arts and Crafts,Trophies,280,,,,
2021,TZA,Agriculture and Farming Product,Stems,2213582,,,,
2021,TZA,Animal Body Parts,Teeth,83,,,,
2021,TZA,Arts and Crafts,Skeletons,2,,,,
2021,UGA,Agriculture and Farming Product,Live,203,,,,
2021,UGA,Other organic materials and biological products,Specimens,802,,,,
2021,UGA,Arts and Crafts,Trophies,29,,,,
2021,UGA,Animal Body Parts,Teeth,36,,,,
2021,UKR,Fashion Products,Leather Products (Small),6,,,,
2021,UKR,Agriculture and Farming Product,Live,21311,,,,
2021,UKR,Agriculture and Farming Product,Bodies,5,,,,
2021,UKR,Animal Body Parts,Skins,35,,,,
2021,UKR,Animal Body Parts,Skulls,22,,,,
2021,UKR,Agriculture and Farming Product,Meat,7704,,,,
2021,UKR,Other organic materials and biological products,Medicine,40,,,,
2021,URY,Fashion Products,Leather Products (Small),668,,,,
2021,URY,Agriculture and Farming Product,Live,2202,,,,
2021,URY,Marine Animal Products,Shells,1,,,,
2021,URY,Furniture Materials,Wood Product,1,,,,
2021,USA,Fashion Products,Leather Products (Small),16148,,,,
2021,USA,Agriculture and Farming Product,Live,239064,,,,
2021,USA,Marine Animal Products,Raw Corals,554,,,,
2021,USA,Marine Animal Products,Shells,527,,,,
2021,USA,Other organic materials and biological products,Specimens,778602,,,,
2021,USA,Fashion Products,Jewellery,117,,,,
2021,USA,Furniture Materials,Wood Product,1318,,,,
2021,USA,Arts and Crafts,Ivory Carvings,489,,,,
2021,USA,Agriculture and Farming Product,Bodies,30,,,,
2021,USA,Arts and Crafts,Ivory Pieces,2,,,,
2021,USA,Agriculture and Farming Product,Roots,760,,,,
2021,USA,Fashion Products,Garments,373,,,,
2021,USA,Fashion Products,Skin Pieces,20855,,,,
2021,USA,Animal Body Parts,Skins,947488,,,,
2021,USA,Other organic materials and biological products,Derivatives,957532,,,,
2021,USA,Fashion Products,Feathers,322548,,,,
2021,USA,Marine Animal Products,Fins,200,,,,
2021,USA,Fashion Products,Leather Products (Large),216,,,,
2021,USA,Animal Body Parts,Skulls,179,,,,
2021,USA,Arts and Crafts,Trophies,191,,,,
2021,USA,Animal Body Parts,Tusks,2,,,,
2021,USA,Arts and Crafts,Carvings,46,,,,
2021,USA,Agriculture and Farming Product,Eggs,17,,,,
2021,USA,Animal Body Parts,Hair,7350,,,,
2021,USA,Furniture Materials,Sawn Wood,42835,,,,
2021,USA,Other organic materials and biological products,Unspecified,2,,,,
2021,USA,Furniture Materials,Piano Keys,464,,,,
2021,USA,Fashion Products,Fur Product (Small),3,,,,
2021,USA,Fashion Products,Hair Products,1476,,,,
2021,USA,Fashion Products,Jewellery - Ivory,1,,,,
2021,USA,Arts and Crafts,Rug,7,,,,
2021,USA,Fashion Products,Fur Products (Large),139,,,,
2021,USA,Animal Body Parts,Teeth,2242,,,,
2021,USA,Marine Animal Products,Carapaces,9,,,,
2021,USA,Agriculture and Farming Product,Meat,1,,,,
2021,USA,Textile Products,Pearl,519,,,,
2021,USA,Extral Products,Extract,114,,,,
2021,USA,Other organic materials and biological products,Medicine,563833,,,,
2021,USA,Arts and Crafts,Bone Pieces,2,,,,
2021,USA,Furniture Materials,Timber,22,,,,
2021,USA,Furniture Materials,Logs,0,,,,
2021,UZB,Agriculture and Farming Product,Live,171823,,,,
2021,UZB,Arts and Crafts,Trophies,16,,,,
2021,VCT,Marine Animal Products,Shells,30,,,,
2021,VCT,Textile Products,Pearl,30,,,,
2021,VEN,Agriculture and Farming Product,Live,12037,,,,
2021,VEN,Animal Body Parts,Skins,3788,,,,
2021,VEN,Fashion Products,Feathers,50,,,,
2021,VGB,Marine Animal Products,Raw Corals,2,,,,
2021,VGB,Marine Animal Products,Shells,22,,,,
2021,VGB,Agriculture and Farming Product,Stems,5,,,,
2021,VIR,Fashion Products,Leather Products (Small),20,,,,
2021,VNM,Fashion Products,Leather Products (Small),704336,,,,
2021,VNM,Agriculture and Farming Product,Live,2989635,,,,
2021,VNM,Marine Animal Products,Raw Corals,154896,,,,
2021,VNM,Other organic materials and biological products,Specimens,52376,,,,
2021,VNM,Arts and Crafts,Ivory Carvings,2,,,,
2021,VNM,Agriculture and Farming Product,Bodies,304,,,,
2021,VNM,Fashion Products,Skin Pieces,10090,,,,
2021,VNM,Animal Body Parts,Skins,198731,,,,
2021,VNM,Marine Animal Products,Caviar,14,,,,
2021,VNM,Other organic materials and biological products,Derivatives,103001,,,,
2021,VNM,Fashion Products,Leather Products (Large),22,,,,
2021,VNM,Other organic materials and biological products,Unspecified,72,,,,
2021,VNM,Fashion Products,Hair Products,1,,,,
2021,VNM,Agriculture and Farming Product,Stems,3,,,,
2021,VNM,Fashion Products,Jewellery - Ivory,9,,,,
2021,VNM,Extral Products,Extract,1337,,,,
2021,VNM,Other organic materials and biological products,Medicine,8916,,,,
2021,VNM,Animal Body Parts,Feet,3,,,,
2021,WSM,Fashion Products,Leather Products (Small),2,,,,
2021,WSM,Agriculture and Farming Product,Live,6825,,,,
2021,WSM,Marine Animal Products,Raw Corals,91,,,,
2021,WSM,Marine Animal Products,Shells,32,,,,
2021,WSM,Arts and Crafts,Ivory Carvings,7,,,,
2021,WSM,Agriculture and Farming Product,Bodies,1,,,,
2021,WSM,Arts and Crafts,Ivory Pieces,3,,,,
2021,WSM,Animal Body Parts,Skins,95,,,,
2021,WSM,Marine Animal Products,Caviar,100,,,,
2021,WSM,Other organic materials and biological products,Derivatives,6,,,,
2021,WSM,Fashion Products,Leather Products (Large),1,,,,
2021,WSM,Arts and Crafts,Trophies,4,,,,
2021,WSM,Arts and Crafts,Carvings,12,,,,
2021,WSM,Animal Body Parts,Teeth,24,,,,
2021,WSM,Textile Products,Cosmetics,349,,,,
2021,YEM,Agriculture and Farming Product,Live,1,,,,
2021,ZAF,Fashion Products,Leather Products (Small),23528,,,,
2021,ZAF,Agriculture and Farming Product,Live,756688,,,,
2021,ZAF,Marine Animal Products,Shells,31,,,,
2021,ZAF,Other organic materials and biological products,Specimens,34719,,,,
2021,ZAF,Furniture Materials,Wood Product,153,,,,
2021,ZAF,Arts and Crafts,Ivory Carvings,154,,,,
2021,ZAF,Agriculture and Farming Product,Bodies,318,,,,
2021,ZAF,Arts and Crafts,Ivory Pieces,6,,,,
2021,ZAF,Animal Body Parts,Bones,9659,,,,
2021,ZAF,Fashion Products,Garments,4,,,,
2021,ZAF,Fashion Products,Skin Pieces,5082,,,,
2021,ZAF,Animal Body Parts,Skins,221492,,,,
2021,ZAF,Animal Body Parts,Claws,19,,,,
2021,ZAF,Other organic materials and biological products,Derivatives,102312,,,,
2021,ZAF,Fashion Products,Feathers,1,,,,
2021,ZAF,Marine Animal Products,Fins,22232,,,,
2021,ZAF,Fashion Products,Leather Products (Large),349,,,,
2021,ZAF,Other organic materials and biological products,Oil,138,,,,
2021,ZAF,Textile Products,Powder,90506,,,,
2021,ZAF,Animal Body Parts,Skulls,3207,,,,
2021,ZAF,Arts and Crafts,Trophies,8649,,,,
2021,ZAF,Animal Body Parts,Tusks,223,,,,
2021,ZAF,Arts and Crafts,Carvings,3,,,,
2021,ZAF,Agriculture and Farming Product,Eggs,310,,,,
2021,ZAF,Animal Body Parts,Hair,6,,,,
2021,ZAF,Furniture Materials,Sawn Wood,2227,,,,
2021,ZAF,Furniture Materials,Piano Keys,3511,,,,
2021,ZAF,Arts and Crafts,Bone Carvings,4238,,,,
2021,ZAF,Fashion Products,Fur Product (Small),1,,,,
2021,ZAF,Animal Body Parts,Horns,51,,,,
2021,ZAF,Fashion Products,Hair Products,6,,,,
2021,ZAF,Driral Products,Dried Plants,70,,,,
2021,ZAF,Fashion Products,Jewellery - Ivory,18,,,,
2021,ZAF,Arts and Crafts,Plates,6,,,,
2021,ZAF,Arts and Crafts,Rug,27,,,,
2021,ZAF,Animal Body Parts,Teeth,430,,,,
2021,ZAF,Arts and Crafts,Skeletons,11,,,,
2021,ZAF,Marine Animal Products,Carapaces,8,,,,
2021,ZAF,Agriculture and Farming Product,Meat,168676,,,,
2021,ZAF,Animal Body Parts,Scales,3,,,,
2021,ZAF,Agriculture and Farming Product,Seeds,555,,,,
2021,ZAF,Textile Products,Cosmetics,2511,,,,
2021,ZAF,Animal Body Parts,Tails,45,,,,
2021,ZAF,Extral Products,Extract,427000,,,,
2021,ZAF,Animal Body Parts,Feet,126,,,,
2021,ZAF,Learal Products,Leaves,19740,,,,
2021,ZAF,Arts and Crafts,Bone Pieces,4,,,,
2021,ZAF,Agriculture and Farming Product,Eggs (Live),260,,,,
2021,ZAF,Animal Body Parts,Ears,5,,,,
2021,ZAF,Animal Body Parts,Frog Legs,5,,,,
2021,ZAF,Furniture Materials,Transformed Wood,2515,,,,
2021,ZMB,Agriculture and Farming Product,Live,48626,,,,
2021,ZMB,Other organic materials and biological products,Specimens,93,,,,
2021,ZMB,Agriculture and Farming Product,Bodies,1,,,,
2021,ZMB,Animal Body Parts,Bones,2,,,,
2021,ZMB,Fashion Products,Skin Pieces,22140,,,,
2021,ZMB,Animal Body Parts,Skins,22876,,,,
2021,ZMB,Animal Body Parts,Skulls,43,,,,
2021,ZMB,Arts and Crafts,Trophies,556,,,,
2021,ZMB,Animal Body Parts,Tusks,15,,,,
2021,ZMB,Animal Body Parts,Horns,1,,,,
2021,ZMB,Fashion Products,Jewellery - Ivory,36,,,,
2021,ZMB,Animal Body Parts,Teeth,170,,,,
2021,ZWE,Fashion Products,Leather Products (Small),2269,,,,
2021,ZWE,Agriculture and Farming Product,Live,40,,,,
2021,ZWE,Other organic materials and biological products,Specimens,159,,,,
2021,ZWE,Arts and Crafts,Ivory Carvings,9,,,,
2021,ZWE,Animal Body Parts,Bones,66,,,,
2021,ZWE,Fashion Products,Skin Pieces,21140,,,,
2021,ZWE,Animal Body Parts,Skins,189070,,,,
2021,ZWE,Animal Body Parts,Claws,6,,,,
2021,ZWE,Fashion Products,Leather Products (Large),219,,,,
2021,ZWE,Animal Body Parts,Skulls,176,,,,
2021,ZWE,Arts and Crafts,Trophies,1055,,,,
2021,ZWE,Animal Body Parts,Tusks,239,,,,
2021,ZWE,Arts and Crafts,Bone Carvings,2,,,,
2021,ZWE,Agriculture and Farming Product,Stems,20896905,,,,
2021,ZWE,Animal Body Parts,Teeth,111,,,,
2021,ZWE,Agriculture and Farming Product,Meat,25,,,,
2021,ZWE,Animal Body Parts,Tails,9,,,,
2021,ZWE,Animal Body Parts,Feet,31,,,,
2021,ZWE,Animal Body Parts,Ears,59,,,,
2021,ZWE,Furniture Materials,Trunk,52,,,,
2022,ABW,Fashion Products,Leather Products (Small),2,,,,
2022,ABW,Agriculture and Farming Product,Live,4,,,,
2022,ABW,Marine Animal Products,Raw Corals,5,,,,
2022,ABW,Marine Animal Products,Shells,6,,,,
2022,ABW,Fashion Products,Jewellery,1,,,,
2022,AGO,Agriculture and Farming Product,Live,54,,,,
2022,AGO,Furniture Materials,Wood Product,26,,,,
2022,ALB,Agriculture and Farming Product,Live,1,,,,
2022,ALB,Other organic materials and biological products,Specimens,2,,,,
2022,AND,Agriculture and Farming Product,Live,2,,,,
2022,ARE,Fashion Products,Leather Products (Small),20620,,,,
2022,ARE,Agriculture and Farming Product,Live,56111,,,,
2022,ARE,Marine Animal Products,Raw Corals,28,,,,
2022,ARE,Other organic materials and biological products,Specimens,20,,,,
2022,ARE,Fashion Products,Jewellery,30,,,,
2022,ARE,Furniture Materials,Wood Product,107,,,,
2022,ARE,Arts and Crafts,Ivory Carvings,2,,,,
2022,ARE,Fashion Products,Garments,197,,,,
2022,ARE,Fashion Products,Skin Pieces,9,,,,
2022,ARE,Animal Body Parts,Skins,188,,,,
2022,ARE,Fashion Products,Feathers,1498,,,,
2022,ARE,Fashion Products,Leather Products (Large),9,,,,
2022,ARE,Other organic materials and biological products,Oil,1,,,,
2022,ARE,Arts and Crafts,Trophies,4,,,,
2022,ARE,Arts and Crafts,Carvings,5,,,,
2022,ARE,Driral Products,Dried Plants,400,,,,
2022,ARE,Fashion Products,Jewellery - Ivory,4,,,,
2022,ARG,Fashion Products,Leather Products (Small),2928,,,,
2022,ARG,Agriculture and Farming Product,Live,2388,,,,
2022,ARG,Other organic materials and biological products,Specimens,941,,,,
2022,ARG,Arts and Crafts,Ivory Carvings,2,,,,
2022,ARG,Fashion Products,Garments,336,,,,
2022,ARG,Fashion Products,Skin Pieces,149626,,,,
2022,ARG,Animal Body Parts,Skins,374721,,,,
2022,ARG,Arts and Crafts,Trophies,351,,,,
2022,ARG,Arts and Crafts,Carvings,2,,,,
2022,ARG,Fashion Products,Fur Product (Small),222,,,,
2022,ARG,Animal Body Parts,Horns,4,,,,
2022,ARG,Fashion Products,Fur Products (Large),66,,,,
2022,ARM,Agriculture and Farming Product,Live,709,,,,
2022,ARM,Animal Body Parts,Skins,1,,,,
2022,ARM,Marine Animal Products,Caviar,10,,,,
2022,ARM,Arts and Crafts,Trophies,1,,,,
2022,ARM,Agriculture and Farming Product,Meat,1299,,,,
2022,ATG,Marine Animal Products,Shells,6,,,,
2022,AUS,Fashion Products,Leather Products (Small),1922,,,,
2022,AUS,Agriculture and Farming Product,Live,493894,,,,
2022,AUS,Marine Animal Products,Raw Corals,68637,,,,
2022,AUS,Marine Animal Products,Shells,5,,,,
2022,AUS,Other organic materials and biological products,Specimens,2891,,,,
2022,AUS,Fashion Products,Jewellery,69,,,,
2022,AUS,Furniture Materials,Wood Product,13,,,,
2022,AUS,Arts and Crafts,Ivory Carvings,42,,,,
2022,AUS,Agriculture and Farming Product,Bodies,4,,,,
2022,AUS,Animal Body Parts,Bones,1,,,,
2022,AUS,Fashion Products,Garments,3,,,,
2022,AUS,Fashion Products,Skin Pieces,22,,,,
2022,AUS,Animal Body Parts,Skins,38301,,,,
2022,AUS,Fashion Products,Feathers,553,,,,
2022,AUS,Fashion Products,Leather Products (Large),3,,,,
2022,AUS,Animal Body Parts,Skulls,36,,,,
2022,AUS,Arts and Crafts,Trophies,3,,,,
2022,AUS,Arts and Crafts,Carvings,4,,,,
2022,AUS,Furniture Materials,Piano Keys,104,,,,
2022,AUS,Animal Body Parts,Teeth,273,,,,
2022,AUS,Arts and Crafts,Skeletons,1,,,,
2022,AUS,Agriculture and Farming Product,Meat,5,,,,
2022,AUS,Animal Body Parts,Feet,1,,,,
2022,AUT,Fashion Products,Leather Products (Small),203001,,,,
2022,AUT,Agriculture and Farming Product,Live,3513,,,,
2022,AUT,Marine Animal Products,Shells,1,,,,
2022,AUT,Fashion Products,Jewellery,48,,,,
2022,AUT,Furniture Materials,Wood Product,64,,,,
