year,geo,value
2000,WLD,107
2001,WLD,103
2002,WLD,105
2003,WLD,104
2004,WLD,105
2005,WLD,107
2006,WLD,108
2007,WLD,110
2008,WLD,107
2009,WLD,106
2010,WLD,109
2011,WLD,109
2012,WLD,109
2013,WLD,109
2014,WLD,110
2015,WLD,107
2016,WLD,106
2017,WLD,105
2018,WLD,107
2019,WLD,104
2020,WLD,106
2021,WLD,104
2022,WLD,104
2000,053,239
2001,053,233
2002,053,220
2003,053,232
2004,053,206
2005,053,215
2006,053,206
2007,053,232
2008,053,209
2009,053,200
2010,053,208
2011,053,210
2012,053,202
2013,053,195
2014,053,195
2015,053,184
2016,053,197
2017,053,164
2018,053,168
2019,053,152
2020,053,188
2021,053,142
2022,053,155
2000,143,134
2001,143,133
2002,143,139
2003,143,144
2004,143,148
2005,143,151
2006,143,154
2007,143,163
2008,143,166
2009,143,172
2010,143,162
2011,143,163
2012,143,166
2013,143,169
2014,143,172
2015,143,177
2016,143,182
2017,143,186
2018,143,194
2019,143,198
2020,143,194
2021,143,197
2022,143,196
2000,015,66
2001,015,62
2002,015,64
2003,015,64
2004,015,66
2005,015,71
2006,015,73
2007,015,74
2008,015,72
2009,015,73
2010,015,60
2011,015,60
2012,015,67
2013,015,67
2014,015,69
2015,015,71
2016,015,67
2017,015,63
2018,015,65
2019,015,61
2020,015,57
2021,015,56
2022,015,54
2000,021,122
2001,021,120
2002,021,123
2003,021,119
2004,021,120
2005,021,119
2006,021,119
2007,021,118
2008,021,114
2009,021,111
2010,021,130
2011,021,124
2012,021,125
2013,021,122
2014,021,125
2015,021,118
2016,021,120
2017,021,123
2018,021,123
2019,021,124
2020,021,126
2021,021,126
2022,021,127
2000,154,94
2001,154,88
2002,154,95
2003,154,98
2004,154,102
2005,154,98
2006,154,100
2007,154,100
2008,154,96
2009,154,90
2010,154,92
2011,154,90
2012,154,88
2013,154,89
2014,154,87
2015,154,90
2016,154,89
2017,154,88
2018,154,88
2019,154,84
2020,154,90
2021,154,86
2022,154,85
2000,061,173
2001,061,184
2002,061,179
2003,061,158
2004,061,162
2005,061,159
2006,061,154
2007,061,171
2008,061,157
2009,061,149
2010,061,128
2011,061,123
2012,061,122
2013,061,115
2014,061,119
2015,061,121
2016,061,110
2017,061,106
2018,061,106
2019,061,93
2020,061,102
2021,061,106
2022,061,122
2000,005,138
2001,005,136
2002,005,136
2003,005,133
2004,005,134
2005,005,142
2006,005,146
2007,005,148
2008,005,148
2009,005,146
2010,005,142
2011,005,148
2012,005,151
2013,005,154
2014,005,154
2015,005,148
2016,005,142
2017,005,144
2018,005,145
2019,005,141
2020,005,138
2021,005,130
2022,005,131
2000,018,109
2001,018,89
2002,018,92
2003,018,96
2004,018,101
2005,018,106
2006,018,117
2007,018,111
2008,018,111
2009,018,108
2010,018,107
2011,018,106
2012,018,103
2013,018,108
2014,018,112
2015,018,115
2016,018,115
2017,018,109
2018,018,107
2019,018,107
2020,018,109
2021,018,104
2022,018,99
2000,039,114
2001,039,108
2002,039,108
2003,039,110
2004,039,108
2005,039,108
2006,039,109
2007,039,107
2008,039,103
2009,039,102
2010,039,103
2011,039,97
2012,039,94
2013,039,88
2014,039,87
2015,039,83
2016,039,83
2017,039,80
2018,039,85
2019,039,85
2020,039,79
2021,039,80
2022,039,81
2000,145,62
2001,145,58
2002,145,60
2003,145,59
2004,145,60
2005,145,59
2006,145,60
2007,145,63
2008,145,63
2009,145,60
2010,145,65
2011,145,67
2012,145,68
2013,145,71
2014,145,70
2015,145,71
2016,145,69
2017,145,71
2018,145,71
2019,145,65
2020,145,79
2021,145,85
2022,145,88
2000,155,75
2001,155,72
2002,155,73
2003,155,70
2004,155,72
2005,155,72
2006,155,71
2007,155,74
2008,155,71
2009,155,72
2010,155,84
2011,155,82
2012,155,81
2013,155,79
2014,155,78
2015,155,78
2016,155,79
2017,155,78
2018,155,79
2019,155,77
2020,155,77
2021,155,76
2022,155,75
