year,geo,disagg,value,projections,benchmark_low,benchmark_mid,benchmark_high
2019,WLD,Total,1.23,,,,
2020,WLD,Total,1.26,,,,
2021,WLD,Total,1.41,,,,
2022,WLD,Total,1.61,,,,
2023,WLD,Total,1.74,,,,
2019,WLD,Total,1.23,,,,
2020,WLD,Total,1.26,,,,
2021,WLD,Total,1.41,,,,
2022,WLD,Total,1.61,,,,
2023,WLD,Total,1.74,,,,
2019,WLD,Total,1.23,,,,
2020,WLD,Total,1.26,,,,
2021,WLD,Total,1.41,,,,
2022,WLD,Total,1.61,,,,
2023,WLD,Total,1.74,,,,
2019,WLD,Total,1.23,,,,
2020,WLD,Total,1.26,,,,
2021,WLD,Total,1.41,,,,
2022,WLD,Total,1.61,,,,
2023,WLD,Total,1.74,,,,
2028,WLD,Total,,2.43,,,
2030,WLD,Total,,,,4.56,
